request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,timestamp,unknown
3888,3888,2064,2343,1686,336,333,333,324,324,324,321,15,54,3,0,36,36,3,2023-09-02 19:10:41,0
3888,3888,492,510,345,81,84,84,81,81,81,84,0,18,0,0,36,36,0,2023-09-02 19:12:41,0
3888,3888,87,84,15,33,33,33,33,33,33,33,0,3,0,0,36,36,0,2023-09-02 19:14:41,0
3801,3801,147,414,15,303,300,300,81,81,81,78,276,60,72,45,36,36,6,2023-09-02 19:16:41,6
3906,3906,372,1254,66,945,948,948,207,207,207,210,924,189,219,144,36,36,39,2023-09-02 19:18:41,0
3879,3879,1509,1809,1071,369,369,369,369,369,369,369,0,45,0,0,36,36,0,2023-09-02 19:20:41,0
3876,3876,1617,1857,1293,282,282,282,282,282,282,282,0,21,0,0,36,36,0,2023-09-02 19:22:41,0
3888,3888,1737,2010,1374,318,318,318,315,315,315,315,3,30,0,3,36,36,0,2023-09-02 19:24:41,0
3789,3789,1695,2010,1320,345,345,345,345,345,345,345,0,54,0,0,36,36,0,2023-09-02 19:26:41,12
3897,3897,1770,2073,1401,348,348,348,324,324,324,324,30,33,6,6,36,36,0,2023-09-02 19:28:41,0
3900,3900,534,627,363,132,132,132,132,132,132,132,0,27,0,0,36,36,0,2023-09-02 19:30:41,0
3879,3879,99,87,33,33,33,33,21,21,21,21,15,6,3,0,39,39,3,2023-09-02 19:32:41,0
3888,3888,156,309,21,213,210,210,66,66,66,63,183,36,45,30,36,36,6,2023-09-02 19:34:41,0
3816,3816,312,1269,15,999,1002,1002,210,210,210,213,987,201,240,153,36,36,39,2023-09-02 19:36:41,9
3909,3909,1701,1998,1323,363,360,360,315,315,315,312,60,48,12,9,36,36,3,2023-09-02 19:38:41,0
3864,3864,1614,1908,1299,303,306,306,303,303,303,306,0,30,0,0,36,36,0,2023-09-02 19:40:41,0
3879,3879,1770,2037,1422,309,309,309,306,306,306,306,3,57,0,3,36,36,0,2023-09-02 19:42:41,0
3882,3882,1761,2022,1389,318,318,318,315,315,315,315,3,60,0,3,36,36,0,2023-09-02 19:44:41,0
3831,3831,1170,1335,930,201,201,201,201,201,201,201,0,24,0,0,36,36,0,2023-09-02 19:46:41,0
3885,3885,108,99,39,30,30,30,30,30,30,30,0,6,0,0,36,36,0,2023-09-02 19:48:41,0
3879,3879,132,93,33,30,30,30,30,30,30,30,0,15,0,0,36,36,0,2023-09-02 19:50:41,0
3873,3873,291,1092,30,840,837,837,189,189,189,186,813,162,198,135,36,36,21,2023-09-02 19:52:41,9
3894,3894,1293,1839,960,585,588,588,276,276,276,279,387,105,93,54,36,36,24,2023-09-02 19:54:41,0
3882,3882,1743,2016,1419,291,291,291,291,291,291,291,0,36,12,0,36,36,0,2023-09-02 19:56:41,24
3822,3822,1632,1917,1191,363,363,363,363,363,363,363,0,66,0,0,36,36,0,2023-09-02 19:58:41,0
3879,3879,1671,1965,1266,351,348,348,351,351,351,348,0,30,0,0,36,36,0,2023-09-02 20:00:41,0
3876,3876,1377,1665,1032,315,318,318,315,315,315,318,0,33,0,0,36,36,0,2023-09-02 20:02:41,0
3885,3885,1044,1200,810,195,195,195,195,195,195,195,0,15,0,0,36,36,0,2023-09-02 20:04:41,0
3888,3888,105,81,39,21,21,21,21,21,21,21,0,6,0,0,36,36,0,2023-09-02 20:06:41,0
3828,3828,105,48,12,18,18,18,18,18,18,18,0,3,0,0,36,36,0,2023-09-02 20:08:41,0
3873,3873,273,1020,21,795,795,795,171,171,171,171,780,156,189,129,36,36,21,2023-09-02 20:10:41,6
3891,3891,1269,1812,918,600,600,600,264,264,264,264,420,111,114,60,36,36,24,2023-09-02 20:12:41,24
3888,3888,1770,1974,1452,261,261,261,261,261,261,261,0,45,0,0,36,36,0,2023-09-02 20:14:41,0
3792,3792,1329,1623,966,327,327,327,327,327,327,327,0,33,0,0,36,36,0,2023-09-02 20:16:41,0
3900,3900,1938,2250,1554,366,366,366,330,330,330,330,45,54,9,0,36,36,9,2023-09-02 20:18:41,0
3885,3885,1827,2142,1422,360,360,360,360,360,360,360,0,42,0,0,36,36,0,2023-09-02 20:20:41,0
3861,3861,927,1053,699,177,177,177,177,177,177,177,0,24,0,0,36,36,0,2023-09-02 20:22:41,0
3888,3888,75,39,21,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-02 20:24:41,0
3885,3885,87,96,18,39,36,36,39,39,39,36,0,6,0,0,36,36,0,2023-09-02 20:26:41,0
3894,3894,372,1287,45,981,984,984,213,213,213,216,960,195,237,156,36,36,30,2023-09-02 20:28:41,9
3825,3825,1404,1800,1044,471,471,471,279,279,279,279,240,66,54,33,36,36,15,2023-09-02 20:30:41,0
3882,3882,1509,1776,1158,309,309,309,309,309,309,309,0,36,0,0,36,36,0,2023-09-02 20:32:41,0
3885,3885,1737,1983,1377,303,303,303,303,303,303,303,0,30,0,0,36,36,0,2023-09-02 20:34:41,0
3879,3879,1764,2067,1428,318,318,318,318,318,318,318,0,48,0,0,36,36,0,2023-09-02 20:36:41,0
3909,3909,1647,1899,1275,312,312,312,312,312,312,312,0,33,0,0,36,36,0,2023-09-02 20:38:41,0
3774,3774,1722,1944,1296,324,324,324,324,324,324,324,0,48,0,0,36,36,0,2023-09-02 20:40:41,0
3873,3873,195,156,90,33,33,33,33,33,33,33,0,6,0,0,36,36,0,2023-09-02 20:42:41,0
3903,3903,105,75,33,21,21,21,21,21,21,21,0,6,0,0,36,36,0,2023-09-02 20:44:41,0
3888,3888,309,726,72,489,483,483,147,147,147,141,423,99,102,69,36,36,12,2023-09-02 20:46:41,6
3894,3894,723,1509,351,870,876,876,252,252,252,258,777,183,189,120,36,36,33,2023-09-02 20:48:41,0
3807,3807,1674,1905,1311,297,297,297,297,297,297,297,0,39,0,0,36,36,0,2023-09-02 20:50:41,0
3876,3876,1644,1926,1287,321,318,318,321,321,321,318,0,36,0,0,36,36,0,2023-09-02 20:52:41,0
3888,3888,1500,1785,1098,342,345,345,342,342,342,345,0,60,0,0,36,36,0,2023-09-02 20:54:41,0
3897,3897,1653,1953,1284,333,333,333,333,333,333,333,0,39,0,0,36,36,0,2023-09-02 20:56:41,0
3906,3906,1470,1713,1113,300,300,300,300,300,300,300,0,33,0,0,39,39,0,2023-09-02 20:58:41,0
3789,3789,1389,1707,999,354,354,354,354,354,354,354,0,39,0,0,36,36,0,2023-09-02 21:00:41,0
3867,3867,1197,1392,918,237,237,237,237,237,237,237,0,30,0,0,36,36,0,2023-09-02 21:02:41,0
3894,3894,129,102,42,30,30,30,30,30,30,30,0,3,0,0,36,36,0,2023-09-02 21:04:41,0
3888,3888,132,81,24,27,27,27,27,27,27,27,0,3,0,0,36,36,0,2023-09-02 21:06:41,0
3918,3918,306,963,51,720,717,717,165,165,165,162,693,141,168,117,36,36,15,2023-09-02 21:08:41,6
3867,3867,981,1620,633,684,687,687,279,279,279,282,507,129,123,72,36,36,30,2023-09-02 21:10:41,0
3807,3807,1701,1935,1365,285,285,285,285,285,285,285,0,39,0,0,36,36,0,2023-09-02 21:12:41,0
3885,3885,1596,1839,1221,309,309,309,309,309,309,309,0,33,0,0,36,36,0,2023-09-02 21:14:41,0
3888,3888,1479,1752,1125,306,306,306,306,306,306,306,0,33,12,0,36,36,0,2023-09-02 21:16:41,24
3900,3900,1620,1914,1224,345,345,345,345,345,345,345,0,36,0,0,36,36,0,2023-09-02 21:18:41,0
3876,3876,1506,1731,1125,303,303,303,303,303,303,303,0,42,0,0,39,39,0,2023-09-02 21:20:41,0
3822,3822,1737,1950,1338,306,306,306,306,306,306,306,0,33,0,0,36,36,0,2023-09-02 21:22:41,0
3888,3888,1668,1893,1257,318,318,318,318,318,318,318,0,39,0,0,36,36,0,2023-09-02 21:24:41,0
3879,3879,1482,1755,1137,309,309,309,309,309,309,309,0,48,0,0,36,36,0,2023-09-02 21:26:41,0
3894,3894,1425,1635,1041,297,297,297,294,294,294,294,3,27,0,3,36,36,0,2023-09-02 21:28:41,0
3906,3906,138,51,21,15,15,15,15,15,15,15,0,0,0,0,36,36,0,2023-09-02 21:30:41,0
3750,3750,99,69,27,21,21,21,21,21,21,21,0,3,0,0,36,36,0,2023-09-02 21:32:41,0
3900,3900,273,867,42,645,642,642,162,162,162,159,603,129,141,99,36,36,15,2023-09-02 21:34:41,6
3888,3888,762,1443,456,717,720,720,237,237,237,240,600,129,150,93,36,36,30,2023-09-02 21:36:41,3
3903,3903,1653,1914,1245,333,333,333,333,333,333,333,0,45,0,0,36,36,0,2023-09-02 21:38:41,0
3879,3879,1596,1887,1221,333,333,333,333,333,333,333,0,39,0,0,36,36,0,2023-09-02 21:40:41,0
3816,3816,1722,1980,1371,312,312,312,297,297,297,297,18,36,3,3,36,36,3,2023-09-02 21:42:41,0
3867,3867,1674,1941,1269,336,336,336,336,336,336,336,0,66,0,0,36,36,0,2023-09-02 21:44:41,0
3879,3879,1608,1851,1272,291,291,291,288,288,288,288,3,39,0,3,36,36,0,2023-09-02 21:46:41,0
3912,3912,1812,2088,1404,342,342,342,342,342,342,342,0,33,0,0,36,36,0,2023-09-02 21:48:41,0
3840,3840,1833,2097,1461,318,318,318,315,315,315,315,3,48,0,3,36,36,0,2023-09-02 21:50:41,0
3897,3897,714,816,510,153,153,153,153,153,153,153,0,18,0,0,36,36,0,2023-09-02 21:52:41,0
3807,3807,120,126,30,60,60,60,36,36,36,36,30,9,6,0,36,36,6,2023-09-02 21:54:41,0
3885,3885,78,120,6,87,84,84,27,27,27,24,75,15,18,12,36,36,3,2023-09-02 21:56:41,0
3903,3903,315,1269,3,1008,1008,1008,216,216,216,216,990,198,240,156,36,36,36,2023-09-02 21:58:41,6
3873,3873,1533,1917,1164,426,426,426,318,318,318,318,135,57,33,21,36,36,6,2023-09-02 22:00:41,0
3879,3879,1575,1818,1194,312,315,315,309,309,309,312,3,30,0,3,36,36,0,2023-09-02 22:02:41,0
3798,3798,1638,1899,1281,309,309,309,309,309,309,309,0,48,0,0,36,36,0,2023-09-02 22:04:41,0
3888,3888,1575,1845,1188,330,327,327,330,330,330,327,0,57,0,0,36,36,0,2023-09-02 22:06:41,0
3897,3897,1863,2073,1446,312,315,315,312,312,312,315,0,33,0,0,36,36,0,2023-09-02 22:08:41,0
3888,3888,1824,2124,1422,351,348,348,351,351,351,348,0,30,0,0,36,36,0,2023-09-02 22:10:41,0
3870,3870,2034,2295,1671,312,315,315,309,309,309,312,3,36,0,3,36,36,0,2023-09-02 22:12:41,0
3783,3783,1932,2211,1572,321,321,321,318,318,318,318,3,36,0,3,36,36,0,2023-09-02 22:14:41,0
3894,3894,1773,2070,1434,318,318,318,318,318,318,318,0,36,0,0,36,36,0,2023-09-02 22:16:41,0
3891,3891,1902,2109,1506,303,300,300,303,303,303,300,0,51,0,0,36,36,0,2023-09-02 22:18:41,0
3879,3879,216,219,120,48,51,51,48,48,48,51,0,3,0,0,36,36,0,2023-09-02 22:20:41,0
3897,3897,102,117,18,60,60,60,36,36,36,36,30,9,6,0,36,36,6,2023-09-02 22:22:41,0
3867,3867,213,606,27,444,441,441,117,117,117,114,408,87,102,63,36,36,12,2023-09-02 22:24:41,6
3816,3816,663,1548,333,909,912,912,273,273,273,276,795,189,189,129,36,36,33,2023-09-02 22:26:41,0
3900,3900,1851,2112,1452,330,330,330,330,330,330,330,0,33,0,0,36,36,0,2023-09-02 22:28:41,0
3864,3864,1761,2013,1419,297,297,297,297,297,297,297,0,30,0,0,36,36,0,2023-09-02 22:30:41,0
3879,3879,2058,2340,1680,333,330,330,327,327,327,324,6,54,0,6,36,36,0,2023-09-02 22:32:41,0
3882,3882,1863,2103,1500,300,303,303,300,300,300,303,0,21,0,0,36,36,0,2023-09-02 22:34:41,0
3825,3825,1794,2061,1386,336,336,336,336,336,336,336,0,36,0,0,36,36,0,2023-09-02 22:36:41,0
3897,3897,1761,2019,1404,309,306,306,309,309,309,306,0,42,0,0,36,36,0,2023-09-02 22:38:41,0
3870,3870,1788,2073,1422,324,327,327,324,324,324,327,0,39,0,0,36,36,0,2023-09-02 22:40:41,0
3882,3882,2043,2289,1707,291,291,291,291,291,291,291,0,30,0,0,36,36,0,2023-09-02 22:42:41,0
3879,3879,1986,2244,1605,318,318,318,318,318,318,318,0,27,0,0,36,36,0,2023-09-02 22:44:41,0
3807,3807,120,186,36,99,99,99,51,51,51,51,60,15,12,0,36,36,12,2023-09-02 22:46:41,0
3891,3891,102,48,24,12,12,12,12,12,12,12,0,6,0,0,36,36,0,2023-09-02 22:48:41,0
3891,3891,201,720,15,567,564,564,120,120,120,117,558,111,132,87,36,36,18,2023-09-02 22:50:41,6
3879,3879,741,1452,450,747,750,750,222,222,222,225,657,141,162,102,36,36,30,2023-09-02 22:52:41,0
3888,3888,1905,2154,1581,285,285,285,285,285,285,285,0,24,0,0,36,36,0,2023-09-02 22:54:41,0
3798,3798,1689,1920,1398,261,261,261,261,261,261,261,0,33,0,0,36,36,0,2023-09-02 22:56:41,0
3906,3906,1773,2010,1440,285,285,285,285,285,285,285,0,33,0,0,36,36,0,2023-09-02 22:58:41,0
3879,3879,1698,1941,1371,285,285,285,285,285,285,285,0,30,0,0,36,36,0,2023-09-02 23:00:41,0
3870,3870,1950,2190,1596,297,297,297,297,297,297,297,0,27,0,0,36,36,0,2023-09-02 23:02:41,0
3888,3888,2097,2382,1770,306,306,306,306,306,306,306,0,48,0,0,36,36,0,2023-09-02 23:04:41,0
3885,3885,2343,2610,1989,312,312,312,306,306,306,306,6,51,0,0,36,36,0,2023-09-02 23:06:41,0
3813,3813,2337,2607,1926,342,342,342,339,339,339,339,3,60,0,3,36,36,0,2023-09-02 23:08:41,0
3900,3900,1191,1314,1038,144,144,144,132,132,132,132,15,9,3,0,36,36,3,2023-09-02 23:10:41,0
3879,3879,75,42,24,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-02 23:12:41,0
3882,3882,105,132,15,90,87,87,30,30,30,27,75,18,15,15,36,36,0,2023-09-02 23:14:41,0
3885,3885,360,1320,27,1017,1017,1017,228,228,228,228,984,201,240,162,36,36,30,2023-09-02 23:16:41,6
3819,3819,1632,2016,1236,465,468,468,306,306,306,309,201,81,48,24,36,36,15,2023-09-02 23:18:41,0
3894,3894,1998,2256,1656,312,312,312,288,288,288,288,30,51,6,0,36,36,6,2023-09-02 23:20:41,0
3873,3873,1935,2223,1578,324,321,321,324,324,324,321,0,27,0,0,36,36,0,2023-09-02 23:22:41,0
3888,3888,2208,2478,1884,297,297,297,297,297,297,297,0,54,0,0,36,36,0,2023-09-02 23:24:41,0
3885,3885,1908,2238,1557,381,384,384,297,297,297,300,105,39,21,0,36,36,21,2023-09-02 23:26:41,0
3798,3798,2202,2472,1833,318,318,318,318,318,318,318,0,33,0,0,36,36,0,2023-09-02 23:28:41,0
3864,3864,1875,2157,1515,321,321,321,321,321,321,321,0,18,0,0,36,36,0,2023-09-02 23:30:41,0
3897,3897,1875,2115,1536,291,291,291,288,288,288,288,3,27,0,3,36,36,0,2023-09-02 23:32:41,0
3885,3885,2169,2469,1857,324,324,324,288,288,288,288,45,42,9,0,36,36,9,2023-09-02 23:34:41,0
3888,3888,1356,1512,1128,192,192,192,192,192,192,192,0,21,0,0,36,36,0,2023-09-02 23:36:41,0
3840,3840,93,57,18,18,18,18,18,18,18,18,0,0,0,0,36,36,0,2023-09-02 23:38:41,0
3885,3885,54,51,9,21,21,21,21,21,21,21,0,0,0,0,36,36,0,2023-09-02 23:40:41,0
3861,3861,246,1020,18,798,795,795,171,171,171,168,783,159,192,132,36,36,21,2023-09-02 23:42:41,6
3888,3888,1332,1878,1029,582,585,585,249,249,249,252,417,102,99,57,36,36,24,2023-09-02 23:44:41,0
3879,3879,2457,2745,2115,315,315,315,315,315,315,315,0,33,0,0,36,36,0,2023-09-02 23:46:41,0
3864,3864,2439,2673,2133,270,267,267,270,270,270,267,0,39,0,0,36,36,0,2023-09-02 23:48:41,0
3840,3840,2325,2577,1932,321,324,324,321,321,321,324,0,24,0,0,36,36,0,2023-09-02 23:50:41,0
3876,3876,2520,2712,2142,285,285,285,285,285,285,285,0,45,0,0,36,36,0,2023-09-02 23:52:41,0
3888,3888,1074,1185,909,138,138,138,138,138,138,138,0,12,0,0,36,36,0,2023-09-02 23:54:41,0
3885,3885,78,57,27,15,15,15,15,15,15,15,0,0,0,0,36,36,0,2023-09-02 23:56:41,0
3891,3891,144,111,57,39,36,36,15,15,15,12,27,6,3,6,36,36,0,2023-09-02 23:58:41,0
3822,3822,315,1248,24,972,972,972,207,207,207,207,957,192,237,156,36,36,30,2023-09-03 00:00:41,6
3867,3867,1665,2061,1383,414,417,417,243,243,243,246,216,60,63,27,36,36,15,2023-09-03 00:02:41,24
3885,3885,2241,2490,1932,279,279,279,279,279,279,279,0,51,0,0,36,36,0,2023-09-03 00:04:41,0
3885,3885,3921,4143,3645,249,249,249,249,249,249,249,0,27,0,0,36,36,0,2023-09-03 00:06:41,0
3918,3918,4053,4242,3780,237,234,234,225,225,225,222,15,30,3,0,36,36,3,2023-09-03 00:08:41,0
3774,3774,2880,3138,2565,285,288,288,285,285,285,288,0,30,0,0,36,36,0,2023-09-03 00:10:41,0
3882,3882,3042,3264,2751,258,258,258,255,255,255,255,3,39,0,3,36,36,0,2023-09-03 00:12:41,0
3879,3879,1269,1335,1119,108,108,108,108,108,108,108,0,15,0,0,36,36,0,2023-09-03 00:14:41,0
3897,3897,51,51,15,18,18,18,18,18,18,18,0,0,0,0,36,36,0,2023-09-03 00:16:41,0
3882,3882,117,243,36,159,156,156,45,45,45,42,141,33,30,21,36,36,6,2023-09-03 00:18:41,0
3807,3807,276,1233,3,978,981,981,204,204,204,207,969,198,240,153,36,36,36,2023-09-03 00:20:41,6
3879,3879,2577,2856,2316,306,303,303,234,234,234,231,90,48,21,15,36,36,3,2023-09-03 00:22:41,0
3885,3885,2955,3204,2673,264,267,267,264,264,264,267,0,36,0,0,36,36,0,2023-09-03 00:24:41,0
3888,3888,2814,3099,2502,300,300,300,297,297,297,297,3,36,0,3,36,36,0,2023-09-03 00:26:41,0
3894,3894,2883,3117,2568,273,273,273,273,273,273,273,0,24,0,0,36,36,0,2023-09-03 00:28:41,0
3798,3798,51,33,9,12,12,12,12,12,12,12,0,3,0,0,36,36,0,2023-09-03 00:30:41,0
3876,3876,60,69,15,33,33,33,21,21,21,21,15,6,3,0,36,36,3,2023-09-03 00:32:41,0
3909,3909,171,741,0,597,594,594,126,126,126,123,588,120,138,96,36,36,15,2023-09-03 00:34:41,6
3864,3864,1071,1743,792,705,708,708,213,213,213,216,615,150,153,96,36,36,30,2023-09-03 00:36:41,0
3894,3894,2382,2616,2073,273,273,273,270,270,270,270,3,54,0,3,36,36,0,2023-09-03 00:38:41,0
3876,3876,2658,2931,2361,285,285,285,282,282,282,282,3,54,0,3,36,36,0,2023-09-03 00:40:41,0
3798,3798,2913,3192,2607,294,291,291,294,294,294,291,0,42,0,0,36,36,0,2023-09-03 00:42:41,0
3879,3879,804,855,696,78,81,81,78,78,78,81,0,0,0,0,36,36,0,2023-09-03 00:44:41,0
3885,3885,39,30,6,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-03 00:46:41,0
3897,3897,84,222,6,168,168,165,42,42,42,42,156,33,39,24,36,36,6,2023-09-03 00:48:41,21
3882,3882,321,1233,18,963,960,960,210,210,210,207,942,189,231,147,36,36,36,2023-09-03 00:50:41,9
3798,3798,2547,2826,2238,327,330,330,255,255,255,258,90,63,21,15,36,36,3,2023-09-03 00:52:41,0
3885,3885,2652,2931,2316,309,309,309,306,306,306,306,3,42,0,3,36,36,0,2023-09-03 00:54:41,0
3888,3888,2256,2478,1983,249,249,249,246,246,246,246,3,36,0,3,36,36,0,2023-09-03 00:56:41,0
3897,3897,54,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 00:58:41,0
3882,3882,72,33,15,9,9,9,9,9,9,9,0,3,0,0,36,36,0,2023-09-03 01:00:41,0
3813,3813,228,756,18,591,585,585,129,129,129,123,576,117,135,96,36,36,15,2023-09-03 01:02:41,6
3870,3870,1236,1935,945,726,732,732,228,228,228,234,624,153,156,93,36,36,30,2023-09-03 01:04:41,0
3900,3900,2640,2862,2346,258,258,258,258,258,258,258,0,42,0,0,36,36,0,2023-09-03 01:06:41,0
3885,3885,2784,2961,2508,228,225,225,228,228,228,225,0,39,0,0,36,36,0,2023-09-03 01:08:41,0
3897,3897,60,51,18,15,18,18,15,15,15,18,0,0,0,0,36,36,0,2023-09-03 01:10:41,0
3795,3795,27,3,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 01:12:41,0
3888,3888,180,771,9,612,609,609,132,132,132,129,600,123,141,99,36,36,15,2023-09-03 01:14:41,6
3888,3888,1431,2115,1170,699,699,699,216,216,216,216,603,132,150,93,36,36,30,2023-09-03 01:16:41,0
3894,3894,3258,3450,2928,258,261,261,258,258,258,261,0,39,0,0,36,36,0,2023-09-03 01:18:41,0
3888,3888,1995,2145,1734,207,207,207,207,207,207,207,0,33,0,0,36,36,0,2023-09-03 01:20:41,0
3792,3792,27,6,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 01:22:41,0
3888,3888,48,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 01:24:41,0
3885,3885,228,927,9,732,729,729,156,156,156,153,720,144,177,123,36,36,15,2023-09-03 01:26:41,6
3885,3885,1494,2091,1206,624,627,627,240,240,240,243,480,114,114,66,36,36,30,2023-09-03 01:28:41,0
3894,3894,2715,2970,2400,285,285,285,285,285,285,285,0,30,0,0,36,36,0,2023-09-03 01:30:41,0
3882,3882,1476,1545,1317,114,114,114,114,114,114,114,0,12,0,0,36,36,0,2023-09-03 01:32:41,0
3816,3816,45,33,12,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-03 01:34:41,0
3888,3888,48,117,9,84,81,81,24,24,24,21,75,15,18,12,36,36,3,2023-09-03 01:36:41,0
3888,3888,294,1242,15,981,984,984,201,201,201,204,975,195,237,153,36,36,36,2023-09-03 01:38:41,6
3897,3897,2499,2883,2226,399,396,396,255,255,255,252,180,57,42,24,36,36,12,2023-09-03 01:40:41,0
3873,3873,2451,2640,2181,228,231,231,228,228,228,231,0,21,0,0,36,36,0,2023-09-03 01:42:41,0
3780,3780,66,6,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-03 01:44:41,0
3909,3909,39,15,3,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-03 01:46:41,0
3906,3906,198,792,3,639,636,636,129,129,129,126,636,126,150,105,36,36,15,2023-09-03 01:48:41,6
3843,3843,1503,2121,1203,669,672,672,219,219,219,222,564,129,141,84,36,36,30,2023-09-03 01:50:41,0
3897,3897,2736,2988,2436,276,276,276,276,276,276,276,0,54,0,0,36,36,0,2023-09-03 01:52:41,0
3825,3825,54,12,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 01:54:41,0
3879,3879,30,15,3,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-03 01:56:41,0
3906,3906,162,687,3,552,546,546,117,117,117,111,543,108,129,81,36,36,21,2023-09-03 01:58:41,9
3879,3879,1119,1878,861,771,777,777,210,210,210,216,702,147,171,108,36,36,33,2023-09-03 02:00:41,0
3873,3873,2916,3126,2640,243,243,243,243,243,243,243,0,42,0,0,36,36,0,2023-09-03 02:02:41,0
3900,3900,276,276,240,18,18,18,18,18,18,18,0,3,0,0,36,36,0,2023-09-03 02:04:41,0
3792,3792,36,15,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 02:06:41,0
3897,3897,159,537,6,417,417,417,93,93,93,93,405,81,102,63,36,36,12,2023-09-03 02:08:41,6
3885,3885,699,1542,432,858,858,858,222,222,222,222,795,165,189,126,36,36,33,2023-09-03 02:10:41,0
3885,3885,2988,3222,2712,255,255,255,255,255,255,255,0,33,0,0,36,36,0,2023-09-03 02:12:41,0
3885,3885,789,825,693,66,66,66,66,66,66,66,0,6,0,0,36,36,0,2023-09-03 02:14:41,0
3801,3801,30,27,6,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-03 02:16:41,0
3897,3897,132,321,12,249,243,243,57,57,57,51,237,48,54,33,36,36,6,2023-09-03 02:18:41,9
3885,3885,270,1203,3,960,966,966,192,192,192,198,963,195,237,156,36,36,39,2023-09-03 02:20:41,0
3882,3882,3312,3549,3030,261,258,258,261,261,261,258,0,36,0,0,36,36,0,2023-09-03 02:22:41,0
3885,3885,291,306,243,30,33,33,30,30,30,33,0,6,0,0,36,36,0,2023-09-03 02:24:41,0
3786,3786,33,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-03 02:26:41,0
3912,3912,153,516,9,399,396,396,87,87,87,84,390,81,99,60,36,36,12,2023-09-03 02:28:41,6
3888,3888,735,1578,489,852,855,852,204,204,204,207,807,165,192,129,36,36,33,2023-09-03 02:30:41,18
3873,3873,2784,3024,2490,267,267,267,267,267,267,267,0,51,0,0,36,36,0,2023-09-03 02:32:41,0
3882,3882,144,132,102,15,15,15,15,15,15,15,0,3,0,0,36,36,0,2023-09-03 02:34:41,0
3828,3828,30,24,6,9,9,9,9,9,9,9,0,3,0,0,36,36,0,2023-09-03 02:36:41,0
3876,3876,141,570,0,453,453,453,93,93,93,93,450,90,111,72,36,36,12,2023-09-03 02:38:41,6
3876,3876,858,1638,594,807,807,807,207,207,207,207,750,159,180,117,36,36,33,2023-09-03 02:40:41,0
3879,3879,2544,2718,2292,213,213,213,213,213,213,213,0,30,0,0,36,36,0,2023-09-03 02:42:41,0
3897,3897,36,18,6,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-03 02:44:41,0
3879,3879,15,9,3,3,3,3,3,3,3,3,0,3,0,0,36,36,0,2023-09-03 02:46:41,0
3831,3831,201,807,3,648,642,642,138,138,138,132,636,132,150,108,36,36,15,2023-09-03 02:48:41,6
3885,3885,1329,1965,1041,669,675,675,219,219,219,225,564,129,141,81,36,36,30,2023-09-03 02:50:41,0
3882,3882,1872,1977,1707,135,135,135,135,135,135,135,0,15,0,0,36,36,0,2023-09-03 02:52:41,12
3885,3885,39,21,3,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-03 02:54:41,0
3888,3888,24,24,6,9,9,9,9,9,9,9,0,3,0,0,36,36,0,2023-09-03 02:56:41,0
3813,3813,252,1137,0,918,912,912,186,186,186,180,912,183,219,150,36,36,27,2023-09-03 02:58:41,9
