get metadata from header,parseDataReportFlag ok,parse metadata,infra.grpc.invoker,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Depts only have yunzhanghu,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,superiorAndDeputy empty,approve callback start,approve status error,svc.ApproveCallback failed,Response=<:MAP:>,message,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,GetSupervisorPosition success,timestamp,unknown
10418,10419,10417,10419,4084,48,373,266,48,48,259,259,48,238,48,48,107,4084,48,373,107,28,28,21,4,3,4,4,4,2,2,2,0,2023-11-03 22:08:00,3
10418,10418,10418,10418,4082,47,379,265,47,47,261,261,47,238,47,47,114,4082,47,379,114,30,30,22,6,6,6,6,6,2,2,2,1,2023-11-03 22:10:00,0
10393,10393,10393,10393,4073,48,471,262,48,48,257,257,48,238,48,48,209,4073,48,471,209,27,27,18,3,3,3,3,3,2,2,2,1,2023-11-03 22:12:00,0
10386,10386,10388,10386,4082,48,352,264,48,48,254,254,48,239,48,48,88,4082,48,352,88,28,28,15,4,3,4,4,4,2,2,2,0,2023-11-03 22:14:00,1
10400,10400,10399,10400,4085,48,368,267,48,48,253,253,48,236,48,48,101,4085,48,368,101,32,32,17,7,7,7,7,7,2,2,2,0,2023-11-03 22:16:00,2
10403,10403,10403,10403,4075,48,520,264,48,48,261,261,48,238,48,48,256,4075,48,520,205,28,28,23,3,3,3,4,4,2,2,2,0,2023-11-03 22:18:00,52
10406,10406,10406,10406,4082,48,372,263,48,48,256,256,48,236,48,48,109,4082,48,372,109,27,27,20,3,3,3,3,3,2,2,2,0,2023-11-03 22:20:00,0
10362,10362,10361,10362,4052,48,464,262,48,48,271,271,48,239,48,48,202,4052,48,464,202,28,28,32,4,4,4,4,4,2,2,2,0,2023-11-03 22:22:00,0
10464,10464,10466,10464,4099,48,388,268,48,48,267,267,48,239,48,48,120,4099,48,388,120,31,31,28,7,7,7,7,7,2,2,2,0,2023-11-03 22:24:00,0
10328,10328,10326,10328,4056,47,370,261,47,47,244,244,47,235,47,47,109,4056,47,370,109,27,27,9,3,3,3,3,3,2,2,2,0,2023-11-03 22:26:00,0
10379,10379,10379,10379,4059,48,471,262,48,48,266,266,48,237,48,48,209,4059,48,471,209,28,28,28,4,4,4,4,4,2,2,2,1,2023-11-03 22:28:00,2
10370,10370,10372,10370,4062,48,367,263,48,48,262,262,48,236,48,48,104,4062,48,367,104,27,27,25,3,3,3,3,3,2,2,2,1,2023-11-03 22:30:00,0
10441,10441,10440,10441,4092,48,485,266,48,48,259,259,48,238,48,48,219,4092,48,485,219,31,31,21,7,6,7,7,7,2,2,2,0,2023-11-03 22:32:00,1
10411,10411,10411,10411,4082,47,363,263,47,47,271,271,47,238,47,47,100,4082,47,363,100,27,27,32,3,3,3,3,3,2,2,2,1,2023-11-03 22:34:00,0
10407,10407,10407,10407,4080,48,362,264,48,48,266,266,48,236,48,48,98,4080,48,362,98,28,28,30,4,3,4,4,4,2,2,2,0,2023-11-03 22:36:00,1
10433,10433,10432,10433,4092,48,370,266,48,48,267,267,48,238,48,48,104,4092,48,370,104,30,30,29,6,6,6,6,6,2,2,2,0,2023-11-03 22:38:00,0
10427,10427,10429,10427,4082,48,388,264,48,48,257,257,48,238,48,48,124,4082,48,388,124,28,28,19,4,4,4,4,4,2,2,2,0,2023-11-03 22:40:00,0
10380,10380,10380,10380,4071,47,362,262,47,47,257,257,47,237,47,47,100,4071,47,362,100,27,27,20,3,3,3,3,3,2,2,2,0,2023-11-03 22:42:00,2
10445,10445,10443,10445,4088,48,390,263,48,48,259,259,48,238,48,48,127,4088,48,390,127,27,27,20,3,3,3,3,3,2,2,2,1,2023-11-03 22:44:00,0
10393,10393,10395,10393,4070,47,372,267,47,47,260,260,47,238,47,47,105,4070,47,372,105,31,31,21,7,7,7,7,7,2,2,2,1,2023-11-03 22:46:00,0
10432,10432,10431,10432,4102,48,452,264,48,48,258,258,48,238,48,48,188,4102,48,452,188,27,27,18,3,3,3,3,3,2,2,2,2,2023-11-03 22:48:00,2
10324,10324,10324,10324,4048,48,365,261,48,48,261,261,48,237,48,48,104,4048,48,365,104,27,27,24,4,3,4,4,4,2,2,2,0,2023-11-03 22:50:00,1
10427,10427,10427,10427,4082,48,489,263,48,48,253,253,48,237,48,48,226,4082,48,489,226,27,27,16,3,3,3,3,3,2,2,2,0,2023-11-03 22:52:00,0
10428,10428,10428,10428,4083,48,384,267,48,48,259,259,48,238,48,48,117,4083,48,384,117,31,31,20,7,6,7,7,7,2,2,2,1,2023-11-03 22:54:00,1
10348,10348,10349,10348,4060,48,355,261,48,48,254,254,48,237,48,48,94,4060,48,355,94,27,27,16,3,3,3,3,3,2,2,2,1,2023-11-03 22:56:00,0
10418,10418,10417,10418,4077,48,375,264,48,48,264,264,48,239,48,48,111,4077,48,375,111,28,28,25,4,4,4,4,4,2,2,2,0,2023-11-03 22:58:00,0
10482,10482,10481,10482,4117,48,373,265,48,48,262,262,48,238,48,48,108,4117,48,373,108,27,27,24,3,3,3,3,3,2,2,2,0,2023-11-03 23:00:00,0
10398,10398,10398,10398,4072,48,481,266,48,48,255,255,48,238,48,48,215,4072,48,481,215,31,31,17,7,7,7,7,7,2,2,2,0,2023-11-03 23:02:00,2
10429,10429,10429,10429,4089,48,387,264,48,48,257,257,48,238,48,48,123,4089,48,387,123,28,28,19,3,3,3,3,3,2,2,2,0,2023-11-03 23:04:00,2
10418,10418,10421,10418,4097,47,351,265,47,47,263,262,47,238,47,47,86,4097,47,351,86,28,28,24,4,3,4,4,4,2,2,2,0,2023-11-03 23:06:00,1
10423,10423,10421,10423,4092,48,465,266,48,48,261,262,48,238,48,48,199,4092,48,465,199,30,30,24,6,6,6,6,6,2,2,2,0,2023-11-03 23:08:00,0
10459,10459,10458,10459,4111,48,361,264,48,48,262,262,48,238,48,48,97,4111,48,361,97,27,27,23,3,3,3,3,3,2,2,2,1,2023-11-03 23:10:00,0
10211,10211,10214,10211,4070,48,451,264,48,48,249,249,48,236,48,48,187,4070,48,451,187,28,28,13,4,3,4,4,4,2,2,2,0,2023-11-03 23:12:00,5
10137,10137,10136,10137,4045,47,359,260,47,47,242,242,47,236,47,47,99,4045,47,359,99,26,26,5,3,3,3,3,3,2,2,2,1,2023-11-03 23:14:00,12
10138,10138,10140,10138,4043,47,369,276,47,47,246,246,47,236,47,47,93,4043,47,369,93,44,44,10,7,7,7,7,7,2,2,2,0,2023-11-03 23:16:00,45
10241,10241,10241,10241,4067,47,359,263,47,47,248,248,47,236,47,48,96,4067,47,359,96,27,27,12,3,3,3,3,3,2,2,2,0,2023-11-03 23:18:00,6
10330,10330,10327,10330,4094,48,366,264,48,48,258,258,48,238,48,47,102,4094,48,366,102,28,28,19,4,4,4,4,4,2,2,2,1,2023-11-03 23:20:00,2
10399,10399,10399,10399,4074,48,375,263,48,48,258,258,48,238,48,48,112,4074,48,375,112,27,27,20,3,3,3,3,3,2,2,2,0,2023-11-03 23:22:00,2
10407,10407,10406,10407,4084,48,369,267,48,48,261,261,48,236,48,48,102,4084,48,369,102,31,31,25,7,6,7,7,7,2,2,2,0,2023-11-03 23:24:00,1
10404,10404,10404,10404,4088,48,358,262,48,48,254,254,48,239,48,48,96,4088,48,358,96,27,27,14,3,3,3,3,3,2,2,2,1,2023-11-03 23:26:00,0
10355,10355,10356,10355,4055,48,466,262,48,48,258,258,48,237,48,48,204,4055,48,466,204,28,28,20,4,3,4,4,4,2,2,2,1,2023-11-03 23:28:00,3
10397,10397,10397,10397,4075,48,371,263,48,48,257,257,48,238,48,48,108,4075,48,371,108,27,27,19,3,3,3,3,3,2,2,2,0,2023-11-03 23:30:00,0
10406,10406,10406,10406,4079,48,483,267,48,48,251,251,48,236,48,48,216,4079,48,483,216,31,31,15,7,7,7,7,7,2,2,2,0,2023-11-03 23:32:00,0
10477,10477,10477,10477,4110,48,3291,263,48,48,260,260,48,239,48,48,3028,4110,48,3291,3028,27,27,21,3,3,3,3,3,2,2,2,0,2023-11-03 23:34:00,0
10463,10463,10463,10463,4092,48,5303,263,48,48,259,259,48,238,48,48,5040,4092,48,5303,5040,27,27,20,3,3,3,3,3,2,2,2,1,2023-11-03 23:36:00,0
10410,10410,10410,10410,4074,48,484,267,48,48,264,264,48,239,48,48,217,4074,48,484,217,31,31,23,7,7,7,7,7,2,2,2,2,2023-11-03 23:38:00,0
10352,10352,10351,10352,4058,48,371,261,48,48,262,262,48,235,48,48,110,4058,48,371,110,27,27,27,3,3,3,3,3,2,2,2,0,2023-11-03 23:40:00,0
10384,10384,10385,10384,4063,47,483,263,47,47,255,255,47,237,47,47,220,4063,47,483,220,28,28,18,4,3,4,4,4,2,2,2,0,2023-11-03 23:42:00,3
10393,10393,10393,10393,4065,48,384,265,48,48,258,258,48,236,48,48,119,4065,48,384,119,31,30,22,3,3,3,3,3,2,2,2,0,2023-11-03 23:44:00,7
10370,10370,10371,10370,4069,48,363,268,48,48,256,256,48,238,48,48,95,4069,48,363,95,32,33,18,7,6,7,7,7,2,2,2,0,2023-11-03 23:46:00,6
10392,10392,10390,10392,4070,47,363,262,47,47,266,266,47,236,47,47,101,4070,47,363,101,27,27,30,3,3,3,3,3,2,2,2,0,2023-11-03 23:48:00,0
10396,10396,10396,10396,4067,47,365,263,47,47,272,272,47,237,47,47,102,4067,47,365,102,28,28,35,4,4,4,4,4,2,2,2,0,2023-11-03 23:50:00,2
10422,10422,10424,10422,4083,48,471,262,48,48,263,263,48,238,48,48,209,4083,48,471,209,27,27,25,3,3,3,3,3,2,2,2,0,2023-11-03 23:52:00,4
10423,10423,10421,10423,4084,48,384,267,48,48,256,256,48,238,48,48,117,4084,48,384,117,31,31,18,7,7,7,7,7,2,2,2,0,2023-11-03 23:54:00,0
10416,10416,10416,10416,4085,47,367,263,47,47,257,257,47,237,47,47,104,4085,47,367,104,27,27,20,3,3,3,3,3,2,2,2,0,2023-11-03 23:56:00,0
10438,10438,10439,10438,4089,48,479,264,48,48,263,263,48,239,48,48,215,4089,48,479,215,28,28,23,4,3,4,4,4,2,2,2,1,2023-11-03 23:58:00,1
10378,10378,10378,10378,4071,48,361,266,48,48,256,256,48,238,48,48,95,4071,48,361,95,30,30,18,6,6,6,6,6,2,2,2,0,2023-11-04 00:00:00,4
10462,10462,10461,10462,4109,48,360,263,48,48,273,273,48,238,48,48,97,4109,48,360,97,27,27,34,3,3,3,3,3,2,2,2,1,2023-11-04 00:02:00,0
10302,10302,10302,10302,4044,48,360,262,48,48,252,252,48,235,48,48,98,4044,48,360,98,28,28,17,4,3,4,4,4,2,2,2,0,2023-11-04 00:04:00,1
10433,10433,10434,10433,4088,48,386,263,48,48,251,251,48,238,48,48,123,4088,48,386,123,27,27,11,3,3,3,3,3,2,2,2,2,2023-11-04 00:06:00,0
10409,10409,10408,10409,4090,48,460,268,48,48,249,249,48,238,48,48,192,4090,48,460,192,31,31,11,7,7,7,7,7,2,2,2,0,2023-11-04 00:08:00,0
10372,10372,10372,10372,4071,48,354,261,48,48,252,252,48,237,48,48,93,4071,48,354,93,27,27,14,3,3,3,3,3,2,2,2,1,2023-11-04 00:10:00,0
10428,10428,10431,10428,4103,48,443,266,48,48,262,262,48,239,48,48,177,4103,48,443,177,28,28,23,4,4,4,4,4,2,2,2,0,2023-11-04 00:12:00,0
10416,10416,10414,10416,4082,48,379,262,48,48,251,251,48,237,48,48,117,4082,48,379,117,27,27,14,3,3,3,3,3,2,2,2,0,2023-11-04 00:14:00,2
10451,10451,10450,10451,4107,48,367,269,48,48,259,259,48,238,48,48,98,4107,48,367,98,31,31,20,7,6,7,7,7,2,2,2,1,2023-11-04 00:16:00,1
10434,10434,10434,10434,4090,48,439,264,48,48,255,255,48,238,48,48,175,4090,48,439,124,28,28,17,3,3,3,4,4,2,2,2,0,2023-11-04 00:18:00,52
10430,10430,10430,10430,4085,48,374,263,48,48,266,266,48,238,48,48,111,4085,48,374,111,28,28,28,4,3,4,4,4,2,2,2,0,2023-11-04 00:20:00,1
10385,10385,10386,10385,4057,47,385,262,47,47,265,265,47,236,47,47,123,4057,47,385,123,27,27,29,3,3,3,3,3,2,2,2,0,2023-11-04 00:22:00,2
10453,10453,10453,10453,4102,48,375,267,48,48,263,263,48,238,48,48,108,4102,48,375,108,31,31,25,7,7,7,7,7,2,2,2,0,2023-11-04 00:24:00,0
10364,10364,10364,10364,4055,48,370,262,48,48,253,253,48,236,48,48,108,4055,48,370,108,27,27,15,3,3,3,3,3,2,2,2,2,2023-11-04 00:26:00,0
10329,10329,10329,10329,4050,46,474,261,46,46,256,256,46,236,46,46,213,4050,46,474,213,27,27,18,3,3,3,3,3,2,2,2,2,2023-11-04 00:28:00,2
10377,10377,10376,10377,4073,47,361,265,47,47,255,255,47,237,47,47,96,4073,47,361,96,31,31,17,7,7,7,7,7,2,2,2,1,2023-11-04 00:30:00,0
10428,10428,10428,10428,4094,48,473,264,48,48,256,256,48,237,48,48,209,4094,48,473,209,27,27,19,3,3,3,3,3,2,2,2,0,2023-11-04 00:32:00,0
10385,10385,10385,10385,4070,48,369,263,48,48,262,262,48,238,48,48,106,4070,48,369,106,28,28,24,4,3,4,4,4,2,2,2,0,2023-11-04 00:34:00,1
10380,10380,10382,10380,4066,48,370,261,48,48,260,260,48,236,48,48,109,4066,48,370,109,27,27,24,3,3,3,3,3,2,2,2,0,2023-11-04 00:36:00,0
10402,10402,10402,10402,4074,48,477,267,48,48,260,260,48,239,48,48,210,4074,48,477,210,31,31,21,7,6,7,7,7,2,2,2,0,2023-11-04 00:38:00,1
10395,10395,10394,10394,4074,48,358,262,48,48,266,266,48,236,48,48,96,4074,48,358,96,27,27,27,3,3,3,3,3,2,2,2,3,2023-11-04 00:40:00,2
10427,10427,10428,10427,4077,48,397,264,48,48,257,257,48,238,48,48,133,4077,48,397,133,28,28,19,4,4,4,4,4,2,2,2,0,2023-11-04 00:42:00,2
10405,10405,10404,10405,4068,48,389,262,48,48,251,251,48,237,48,48,127,4068,48,389,127,27,27,14,3,3,3,3,3,2,2,2,0,2023-11-04 00:44:00,2
10466,10466,10465,10466,4120,48,359,268,48,48,262,262,48,239,48,48,91,4120,48,359,91,31,31,23,7,7,7,7,7,2,2,2,0,2023-11-04 00:46:00,0
10348,10348,10349,10348,4066,48,359,262,48,48,250,250,48,236,48,48,97,4066,48,359,97,27,27,14,3,3,3,3,3,2,2,2,0,2023-11-04 00:48:00,2
10406,10406,10405,10406,4082,48,381,264,48,48,257,257,48,238,48,48,117,4082,48,381,117,28,28,19,4,3,4,4,4,2,2,2,0,2023-11-04 00:50:00,1
10335,10335,10335,10335,4052,48,367,264,48,48,262,262,48,235,48,48,103,4052,48,367,103,30,30,25,6,6,6,6,6,2,2,2,2,2023-11-04 00:52:00,2
10471,10471,10471,10471,4099,48,392,264,48,48,261,261,48,239,48,48,128,4099,48,392,128,27,27,22,3,3,3,3,3,2,2,2,0,2023-11-04 00:54:00,0
10397,10397,10398,10397,4077,48,367,264,48,48,261,261,48,236,48,48,103,4077,48,367,103,28,28,24,4,3,4,4,4,2,2,2,1,2023-11-04 00:56:00,1
10368,10368,10368,10368,4054,47,486,261,47,47,254,254,47,236,47,47,225,4054,47,486,225,27,27,18,3,3,3,3,3,2,2,2,0,2023-11-04 00:58:00,0
10384,10384,10384,10384,4074,48,362,265,48,48,260,260,48,238,48,48,97,4074,48,362,97,31,31,22,7,7,7,7,7,2,2,2,0,2023-11-04 01:00:00,0
10379,10379,10380,10378,4064,47,477,263,47,47,255,255,47,236,47,47,214,4064,47,477,214,27,27,19,3,3,3,3,3,2,2,2,0,2023-11-04 01:02:00,0
10421,10421,10421,10421,4085,48,380,263,48,48,258,258,48,238,48,48,117,4085,48,380,117,28,28,20,4,4,4,4,4,2,2,2,0,2023-11-04 01:04:00,0
10412,10412,10412,10412,4086,46,367,263,46,46,255,255,46,238,46,46,104,4086,46,367,104,27,27,17,3,3,3,3,3,2,2,2,0,2023-11-04 01:06:00,0
10360,10360,10359,10360,4073,48,345,267,48,48,252,252,48,236,48,48,78,4073,48,345,78,31,31,16,7,6,7,7,7,2,2,2,0,2023-11-04 01:08:00,1
10336,10336,10335,10336,4054,48,352,261,48,48,252,252,48,236,48,48,91,4054,48,352,91,27,27,16,3,3,3,3,3,2,2,2,0,2023-11-04 01:10:00,2
10389,10389,10391,10389,4073,48,465,262,48,48,256,256,48,238,48,48,203,4073,48,465,203,28,28,18,4,3,4,4,4,2,2,2,0,2023-11-04 01:12:00,1
10427,10427,10425,10427,4087,48,384,263,48,48,260,260,48,238,48,48,121,4087,48,384,121,27,27,22,3,3,3,3,3,2,2,2,0,2023-11-04 01:14:00,0
10343,10343,10344,10343,4051,48,387,265,48,48,258,258,48,234,48,48,122,4051,48,387,122,31,31,24,7,7,7,7,7,2,2,2,0,2023-11-04 01:16:00,2
10424,10424,10424,10424,4082,48,490,263,48,48,266,266,48,239,48,48,227,4082,48,490,227,27,27,26,3,3,3,3,3,2,2,2,1,2023-11-04 01:18:00,0
10413,10413,10413,10413,4096,48,356,264,48,48,256,256,48,238,48,48,92,4096,48,356,92,27,27,18,3,3,3,3,3,2,2,2,0,2023-11-04 01:20:00,0
10352,10352,10351,10352,4067,48,367,265,48,48,254,254,48,236,48,48,102,4067,48,367,102,31,31,18,7,7,7,7,7,2,2,2,0,2023-11-04 01:22:00,2
10391,10391,10391,10391,4093,48,349,263,48,48,254,254,48,238,48,48,86,4093,48,349,86,27,27,16,3,3,3,3,3,2,2,2,0,2023-11-04 01:24:00,0
10376,10376,10376,10376,4070,48,376,263,48,48,255,255,48,238,48,48,113,4070,48,376,113,28,28,17,4,3,4,4,4,2,2,2,0,2023-11-04 01:26:00,5
10396,10396,10396,10396,4085,48,467,266,48,48,259,259,48,238,48,48,201,4085,48,467,201,30,30,21,3,3,3,3,3,2,2,2,0,2023-11-04 01:28:00,9
10426,10426,10429,10426,4083,48,385,267,48,48,264,264,48,237,48,48,118,4083,48,385,118,31,31,26,7,6,7,7,7,2,2,2,1,2023-11-04 01:30:00,3
10423,10423,10420,10423,4083,48,478,263,48,48,263,263,48,238,48,48,215,4083,48,478,215,27,27,25,3,3,3,3,3,2,2,2,0,2023-11-04 01:32:00,0
10405,10405,10405,10405,4075,48,377,264,48,48,262,262,48,237,48,48,113,4075,48,377,113,28,28,22,4,4,4,4,4,2,2,2,3,2023-11-04 01:34:00,0
10430,10430,10430,10430,4097,48,363,262,48,48,259,259,48,237,48,48,101,4097,48,363,101,27,27,22,3,3,3,3,3,2,2,2,0,2023-11-04 01:36:00,0
10392,10392,10393,10392,4070,47,481,267,47,47,256,256,47,238,47,48,214,4070,47,481,214,31,31,18,7,7,7,7,7,2,2,2,0,2023-11-04 01:38:00,2
10398,10398,10397,10398,4080,47,361,262,47,47,262,262,47,236,47,46,99,4080,47,361,99,27,27,26,3,3,3,3,3,2,2,2,0,2023-11-04 01:40:00,0
10306,10306,10308,10306,4038,46,481,260,46,46,255,255,46,236,46,46,221,4038,46,481,221,27,27,19,3,3,3,3,3,2,2,2,0,2023-11-04 01:42:00,0
10418,10418,10416,10418,4088,48,374,264,48,48,250,250,48,237,48,48,110,4088,48,374,110,28,28,13,4,3,4,4,4,2,2,2,0,2023-11-04 01:44:00,1
10414,10414,10414,10414,4087,48,371,266,48,48,253,253,48,237,48,48,105,4087,48,371,105,30,30,15,6,6,6,6,6,2,2,2,1,2023-11-04 01:46:00,0
10382,10382,10382,10382,4076,48,355,264,48,48,257,257,48,238,48,48,91,4076,48,355,91,28,28,18,4,3,4,4,4,2,2,2,1,2023-11-04 01:48:00,1
10416,10416,10416,10416,4087,48,375,263,48,48,254,254,48,239,48,48,112,4087,48,375,112,27,27,15,3,3,3,3,3,2,2,2,0,2023-11-04 01:50:00,0
10406,10406,10408,10406,4086,48,354,266,48,48,262,262,48,237,48,48,88,4086,48,354,88,31,31,23,7,7,7,7,7,2,2,2,2,2023-11-04 01:52:00,0
10409,10409,10408,10409,4079,48,372,263,48,48,260,260,48,238,48,48,109,4079,48,372,109,27,27,22,3,3,3,3,3,2,2,2,0,2023-11-04 01:54:00,0
10448,10448,10448,10448,4102,48,365,266,48,48,258,258,48,238,48,48,99,4102,48,365,99,28,28,20,4,4,4,4,4,2,2,2,0,2023-11-04 01:56:00,2
10475,10475,10476,10475,4095,48,497,263,48,48,271,271,48,238,48,48,234,4095,48,497,234,27,27,32,3,3,3,3,3,2,2,2,1,2023-11-04 01:58:00,0
10413,10413,10411,10413,4088,48,374,267,48,48,250,250,48,238,48,48,107,4088,48,374,107,31,31,11,7,6,7,7,7,2,2,2,1,2023-11-04 02:00:00,1
10406,10406,10408,10406,4074,48,478,262,48,48,262,262,48,236,48,48,216,4074,48,478,216,27,27,25,3,3,3,3,3,2,2,2,1,2023-11-04 02:02:00,0
10438,10438,10436,10438,4089,48,378,263,48,48,260,260,48,238,48,48,115,4089,48,378,115,27,27,21,3,3,3,3,3,2,2,2,1,2023-11-04 02:04:00,2
10333,10333,10333,10333,4040,48,394,262,48,48,248,248,48,236,48,48,132,4040,48,394,132,28,28,11,4,3,4,4,4,2,2,2,1,2023-11-04 02:06:00,1
10442,10442,10444,10442,4108,48,452,268,48,48,259,259,48,238,48,48,184,4108,48,452,184,31,31,21,7,7,7,7,7,2,2,2,0,2023-11-04 02:08:00,0
10364,10364,10366,10364,4065,48,459,262,48,48,253,253,48,236,48,48,197,4065,48,459,197,27,27,17,3,3,3,3,3,2,2,2,0,2023-11-04 02:10:00,0
10378,10378,10377,10378,4073,47,455,262,47,47,255,255,47,238,47,47,193,4073,47,455,193,27,27,17,3,3,3,3,3,2,2,2,0,2023-11-04 02:12:00,0
10381,10381,10378,10381,4075,47,360,263,47,47,253,253,47,236,47,47,97,4075,47,360,97,28,28,17,4,4,4,4,4,2,2,2,0,2023-11-04 02:14:00,0
10391,10391,10391,10391,4068,47,376,265,47,47,262,262,47,239,47,47,111,4068,47,376,111,30,30,22,6,6,6,6,6,2,2,2,1,2023-11-04 02:16:00,0
10431,10431,10434,10431,4093,48,530,265,48,48,254,254,48,237,48,48,265,4093,48,530,214,29,29,16,4,3,4,5,5,2,2,2,1,2023-11-04 02:18:00,53
10338,10338,10336,10338,4051,48,354,261,48,48,253,253,48,237,48,48,93,4051,48,354,93,27,27,16,3,3,3,3,3,2,2,2,0,2023-11-04 02:20:00,0
10422,10422,10421,10422,4093,47,363,268,47,47,255,255,47,238,47,47,95,4093,47,363,95,31,31,15,7,6,7,7,7,2,2,2,2,2023-11-04 02:22:00,1
10380,10380,10381,10380,4067,48,371,261,48,48,260,260,48,236,48,48,110,4067,48,371,110,27,27,24,3,3,3,3,3,2,2,2,0,2023-11-04 02:24:00,0
10379,10379,10378,10379,4071,48,360,264,48,48,253,253,48,236,48,48,96,4071,48,360,96,28,28,16,4,4,4,4,4,2,2,2,1,2023-11-04 02:26:00,0
10445,10445,10446,10445,4088,48,490,262,48,48,257,257,48,239,48,48,228,4088,48,490,228,27,27,17,3,3,3,3,3,2,2,2,1,2023-11-04 02:28:00,2
10408,10408,10407,10408,4080,48,376,266,48,48,275,275,48,236,48,48,110,4080,48,376,110,30,30,39,7,7,7,7,7,2,2,2,0,2023-11-04 02:30:00,0
10408,10408,10408,10408,4081,48,467,263,48,48,258,258,48,238,48,48,204,4081,48,467,204,27,27,18,3,3,3,3,3,2,2,2,2,2023-11-04 02:32:00,0
10351,10351,10352,10351,4060,48,362,261,48,48,254,254,48,236,48,48,101,4060,48,362,101,27,27,18,3,3,3,3,3,2,2,2,0,2023-11-04 02:34:00,0
10398,10398,10397,10398,4078,48,370,264,48,48,254,254,48,238,48,48,106,4078,48,370,106,28,28,14,4,3,4,4,4,2,2,2,2,2023-11-04 02:36:00,1
10413,10413,10415,10413,4079,48,371,266,48,48,267,267,48,236,48,48,105,4079,48,371,105,30,30,29,6,6,6,6,6,2,2,2,2,2023-11-04 02:38:00,2
10426,10426,10424,10426,4079,48,392,264,48,48,251,251,48,239,48,48,128,4079,48,392,128,29,29,12,4,3,4,4,4,2,2,2,0,2023-11-04 02:40:00,1
10388,10388,10388,10388,4071,48,372,262,48,48,256,256,48,238,48,48,110,4071,48,372,110,27,27,18,3,3,3,3,3,2,2,2,0,2023-11-04 02:42:00,0
10447,10447,10447,10447,4103,48,370,268,48,48,263,263,48,238,48,48,102,4103,48,370,102,31,31,25,7,7,7,7,7,2,2,2,0,2023-11-04 02:44:00,0
10409,10409,10411,10409,4079,48,370,262,48,48,259,259,48,236,48,48,108,4079,48,370,108,27,27,22,3,3,3,3,3,2,2,2,1,2023-11-04 02:46:00,2
10385,10385,10383,10385,4062,47,474,263,47,47,264,264,47,238,47,47,211,4062,47,474,211,28,28,26,4,4,4,4,4,2,2,2,0,2023-11-04 02:48:00,0
10394,10394,10394,10394,4072,48,366,261,48,48,255,255,48,236,48,48,105,4072,48,366,105,27,27,19,3,3,3,3,3,2,2,2,0,2023-11-04 02:50:00,0
10435,10435,10435,10435,4096,46,470,268,46,46,261,261,46,238,46,46,202,4096,46,470,202,31,31,23,7,6,7,7,7,2,2,2,0,2023-11-04 02:52:00,1
10355,10355,10355,10355,4066,48,345,262,48,48,253,253,48,236,48,48,83,4066,48,345,83,27,27,15,3,3,3,3,3,2,2,2,2,2023-11-04 02:54:00,0
10346,10346,10347,10346,4063,47,357,261,47,47,259,259,47,236,47,47,96,4063,47,357,96,26,26,23,3,3,3,3,3,2,2,2,0,2023-11-04 02:56:00,0
10400,10400,10400,10400,4077,48,472,263,48,48,257,257,48,238,48,48,209,4077,48,472,209,28,28,19,4,3,4,4,4,2,2,2,0,2023-11-04 02:58:00,3
10414,10414,10413,10414,4083,48,373,267,48,48,260,260,48,238,48,48,106,4083,48,373,106,31,31,22,7,7,7,7,7,2,2,2,0,2023-11-04 03:00:00,0
10385,10385,10386,10385,4072,48,479,263,48,48,253,253,48,236,48,48,216,4072,48,479,216,27,27,16,3,3,3,3,3,2,2,2,1,2023-11-04 03:02:00,0
10395,10395,10397,10395,4081,48,371,262,48,48,254,254,48,239,48,48,109,4081,48,371,109,27,27,14,3,3,3,3,3,2,2,2,1,2023-11-04 03:04:00,0
10437,10437,10436,10437,4084,48,388,266,48,48,265,265,48,237,48,48,122,4084,48,388,122,31,31,28,7,7,7,7,7,2,2,2,0,2023-11-04 03:06:00,0
10420,10420,10418,10420,4078,48,371,263,48,48,268,268,48,237,48,48,108,4078,48,371,108,27,27,30,3,3,3,3,3,2,2,2,1,2023-11-04 03:08:00,0
10378,10378,10379,10378,4076,48,357,263,48,48,255,255,48,238,48,48,94,4076,48,357,94,28,28,16,4,3,4,4,4,2,2,2,1,2023-11-04 03:10:00,1
10405,10405,10404,10405,4084,48,360,263,48,48,261,261,48,236,48,48,97,4084,48,360,97,27,27,24,3,3,3,3,3,2,2,2,1,2023-11-04 03:12:00,0
10419,10419,10420,10419,4095,48,362,267,48,48,256,256,48,238,48,48,95,4095,48,362,95,31,31,17,7,6,7,7,7,2,2,2,1,2023-11-04 03:14:00,1
10402,10402,10402,10402,4078,48,372,263,48,48,252,252,48,237,48,48,109,4078,48,372,109,27,27,15,3,3,3,3,3,2,2,2,0,2023-11-04 03:16:00,0
