get metadata from header,parseDataReportFlag ok,infra.grpc.invoker,parse metadata,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,funName=concurrentNoPaging run task end,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,funName=DataCompose,parent node is not exist,no need or no have tags,computeAndCompare same,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,build <:*:>,allNum=<:NUM:>,protection for <:*:> have compare <:NUM:>,no page <:*:>,no page <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no <:*:>,Response=<:MAP:>,superiorAndDeputy empty,message,approve callback start,svc.ApproveCallback failed,approve status error,<:query signature:>,msg,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,<:ownDeptIDs:>,query ge<:updateFanweiEmployee failed:>,Dao.GetSession,error occurred in <:NewAccessRequest:>,token check failed,<:deptLeaderManageDeptIDs:>,<:listManageOrgReq:>,GetSupervisorPosition success,[GetBaseInfoByEmpID] db ge<:updateFanweiEmployee failed:>,GetBaseInfoByEmpID failed,protection for <:*:> done,parent deptIDs=[<:SEQ:>],callback status error,build <:*:> reply,<:YID:>,no api page resources,check failed,protection.ComputeAndDiff failed,<:*:> started successfully,sign switch is off [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,[GetAuthorizedDept] getAllDept success,dept inChargeSuperiors is empty,checkCheckPer<:updateFanweiEmployee failed:>,s.getAuthObject objects=[dealer id customer id],checkAndBuildListPermDataReq failed,ListFieldValues failed,p.svc.GetSingleYidSingleFieldPermDat<:updateFanweiEmployee failed:>,<:tagID:>,<:listReq:>,GrpcDataReportInterceptor parse methodSet: <:MAP:>,loadKdConfig success,len(deptYids)=<:NUM:>,len(allDeptMembers)=<:NUM:>,get other dutyCommittee backup employee success,AuthSessionVali<:updateFanweiEmployee failed:>,Dao.NewSession,Login(totp verify) success,"""userID"":""<:SEQ:>""",SendWeChatMarkdownMsg failed,Sending login weChat markdown messag<:updateFanweiEmployee failed:>,ok: true [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,[GetAuthorizedEmp] getAllEmp success count=<:NUM:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,timestamp
5553,5553,5553,5552,2016,98,216,214,98,98,188,188,188,98,98,98,0,2,2016,0,0,98,0,2,31,31,216,0,0,0,0,0,7,0,7,7,7,7,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:36:00
5617,5617,5617,5617,2040,94,211,210,94,94,186,186,186,94,94,94,0,1,2040,0,0,94,0,1,27,27,211,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:38:00
5599,5599,5599,5599,2035,95,212,211,95,95,191,191,191,95,95,95,0,1,2035,0,0,95,0,1,28,28,212,0,0,0,0,0,4,0,4,4,4,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:40:00
5589,5589,5589,5589,2029,90,220,220,90,90,198,198,198,90,90,90,0,0,2029,0,0,90,0,0,30,30,220,0,0,0,0,0,6,0,6,6,6,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:42:00
5600,5600,5600,5601,2036,90,211,210,90,90,193,193,193,90,90,90,0,1,2036,0,0,90,0,1,28,28,211,0,0,0,0,0,4,0,4,4,4,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:44:00
5587,5587,5587,5586,2032,99,201,200,99,99,190,190,190,99,99,99,0,1,2032,0,0,99,0,1,27,27,201,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:46:00
5616,5616,5616,5616,2028,91,214,214,91,91,208,208,208,91,91,91,0,0,2028,0,0,91,0,0,28,28,214,0,0,0,0,0,4,0,4,4,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:48:00
5586,5586,5586,5586,2033,81,215,213,81,81,184,184,184,81,81,81,0,2,2033,0,0,81,0,2,30,30,215,0,0,0,0,0,6,0,6,6,6,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:50:00
5573,5573,5573,5573,2035,85,217,217,85,85,180,180,180,85,85,85,0,0,2035,0,0,85,0,0,28,28,217,0,0,0,0,0,4,0,4,4,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:52:00
5619,5619,5619,5619,2031,93,218,218,93,93,185,185,185,93,93,93,0,0,2031,0,0,93,0,0,27,27,218,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:54:00
5594,5594,5594,5595,2038,90,217,217,90,90,178,178,178,90,90,90,0,0,2038,0,0,90,0,0,28,28,217,0,0,0,0,0,4,0,4,4,4,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:56:00
5597,5596,5596,5597,2037,93,212,210,93,93,179,179,179,93,93,93,0,2,2037,0,0,93,0,2,30,30,212,0,0,0,0,0,6,0,6,6,6,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 06:58:00
5576,5577,5577,5575,2018,96,218,215,96,96,186,186,186,96,96,96,0,3,2018,0,0,96,0,3,27,27,218,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:00:00
5587,5587,5585,5588,2035,95,210,209,95,95,185,185,183,95,95,95,0,1,2035,0,0,95,0,1,28,28,210,0,0,0,0,0,4,2,4,4,4,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:02:00
5612,5612,5612,5611,2037,105,217,216,105,105,193,193,193,105,105,105,0,1,2037,0,0,105,0,1,31,31,217,0,0,0,0,0,7,0,7,7,7,7,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:04:00
5578,5578,5578,5580,2031,107,213,212,107,107,201,201,201,107,107,108,0,1,2031,0,0,107,0,1,27,27,213,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:06:00
5617,5617,5617,5615,2035,93,229,226,93,93,194,194,194,93,93,92,0,3,2035,0,0,93,0,3,27,27,229,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:08:00
5615,5615,5615,5617,2036,95,216,215,95,95,189,189,189,95,95,95,0,1,2036,0,0,95,0,1,28,28,216,0,0,0,0,0,4,0,4,4,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:10:00
5597,5597,5597,5595,2031,91,217,217,91,91,191,191,191,91,91,91,0,0,2031,0,0,91,0,0,32,32,217,0,0,0,0,0,7,0,6,6,6,6,3,0,2,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:12:00
5615,5615,5615,5615,2039,98,219,219,98,98,184,184,184,98,98,98,0,0,2039,0,0,98,0,0,28,28,219,0,0,0,0,0,4,0,4,4,4,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:14:00
5602,5602,5602,5603,2035,100,220,219,100,100,196,196,196,100,100,100,0,1,2035,0,0,100,0,1,27,27,220,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:16:00
5580,5580,5580,5579,2035,92,219,218,92,92,185,185,185,92,92,92,0,1,2035,0,0,92,0,1,28,28,219,0,0,0,0,0,4,0,4,4,4,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:18:00
5600,5600,5600,5600,2038,96,213,212,96,96,189,189,189,96,96,96,0,1,2038,0,0,96,0,1,30,30,213,0,0,0,0,0,6,0,6,6,6,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:20:00
5610,5610,5610,5611,2032,94,222,220,94,94,195,195,194,94,94,94,0,2,2032,0,0,94,0,2,28,28,222,0,0,0,0,0,4,1,4,4,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:22:00
5566,5566,5566,5565,2017,93,253,202,93,93,187,187,186,93,93,93,0,51,2017,0,0,93,0,0,28,28,253,0,0,0,0,0,4,1,4,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:24:00
5590,5590,5590,5591,2036,93,223,221,93,93,187,187,186,93,93,93,0,2,2036,0,0,93,0,2,31,31,223,0,0,0,0,0,7,1,7,7,7,7,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:26:00
5604,5604,5604,5603,2035,91,216,213,91,91,186,186,186,91,91,91,0,3,2035,0,0,91,0,3,27,27,216,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:28:00
5589,5589,5589,5589,2041,80,213,212,80,80,181,181,181,80,80,80,0,1,2041,0,0,80,0,1,27,27,213,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:30:00
5589,5589,5589,5590,2036,81,212,212,81,81,187,187,187,81,81,81,0,0,2036,0,0,81,0,0,28,28,212,0,0,0,0,0,4,0,4,4,4,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:32:00
5559,5559,5559,5559,2035,88,214,211,88,88,175,175,175,88,88,88,0,3,2035,0,0,88,0,3,30,30,214,0,0,0,0,0,6,0,6,6,6,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:34:00
5595,5595,5595,5594,2043,85,208,207,85,85,194,194,194,85,85,85,0,1,2043,0,0,85,0,1,30,30,208,0,0,0,0,0,5,0,4,4,4,3,3,0,2,2,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:36:00
5598,5598,5598,5598,2034,95,217,213,95,95,186,186,186,95,95,95,0,4,2034,0,0,95,0,4,27,27,217,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:38:00
5601,5601,5601,5601,2032,89,218,218,89,89,191,191,191,89,89,89,0,0,2032,0,0,89,0,0,28,28,218,0,0,0,0,0,4,0,4,4,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:40:00
5575,5575,5575,5575,2036,84,215,213,84,84,183,183,183,84,84,84,0,2,2036,0,0,84,0,2,30,30,215,0,0,0,0,0,6,0,6,6,6,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:42:00
5608,5608,5608,5608,2038,102,214,213,102,102,188,188,188,102,102,102,0,1,2038,0,0,102,0,1,28,28,214,0,0,0,0,0,4,0,4,4,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:44:00
5620,5620,5620,5621,2035,104,209,209,104,104,188,188,188,104,104,104,0,0,2035,0,0,104,0,0,27,27,209,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:46:00
5552,5552,5552,5552,2014,92,215,215,92,92,195,195,195,92,92,92,0,0,2014,0,0,92,0,0,31,31,215,0,0,0,0,0,7,0,7,7,7,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:48:00
5583,5583,5583,5583,2037,95,204,203,95,95,192,192,192,95,95,95,0,1,2037,0,0,95,0,1,27,27,204,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:50:00
5586,5586,5586,5585,2032,99,216,214,99,99,189,189,189,99,99,99,0,2,2032,0,0,99,0,2,27,27,216,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:52:00
5577,5577,5577,5578,2039,87,210,210,87,87,181,181,181,87,87,87,0,0,2039,0,0,87,0,0,28,28,210,0,0,0,0,0,4,0,4,4,4,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:54:00
5596,5596,5596,5595,2035,86,229,228,86,86,191,191,191,86,86,86,0,1,2035,0,0,86,0,1,31,31,229,0,0,0,0,0,7,0,7,7,7,7,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:56:00
5595,5595,5595,5595,2033,95,214,213,95,95,181,181,181,95,95,95,0,1,2033,0,0,95,0,1,27,27,214,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 07:58:00
5589,5589,5589,5589,2035,98,216,214,98,98,185,185,185,98,98,98,0,2,2035,0,0,98,0,2,27,27,216,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:00:00
5578,5578,5573,5580,2022,97,211,209,97,97,190,190,190,97,97,97,0,2,2022,0,0,97,0,2,28,28,211,0,0,0,0,0,4,0,4,4,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:02:00
5581,5581,5581,5580,2031,91,206,205,91,91,193,193,193,91,91,91,0,1,2031,0,0,91,0,1,30,30,206,0,0,0,0,0,6,0,6,6,6,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:04:00
5593,5593,5593,5592,2043,83,216,216,83,83,196,196,196,83,83,83,0,0,2043,0,0,83,0,0,28,28,216,0,0,0,0,0,4,0,4,4,4,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:06:00
5587,5587,5587,5589,2036,89,218,217,89,89,183,183,183,89,89,89,0,1,2036,0,0,89,0,1,27,27,218,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:08:00
5597,5597,5597,5596,2035,86,217,216,86,86,184,184,184,86,86,86,0,1,2035,0,0,86,0,1,31,31,217,0,0,0,0,0,7,0,7,7,7,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:10:00
5533,5533,5533,5533,2017,94,201,200,94,94,183,183,183,94,94,94,0,1,2017,0,0,94,0,1,27,27,201,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:12:00
5592,5592,5592,5591,2038,96,210,209,96,96,186,186,185,96,96,96,0,1,2038,0,0,96,0,1,28,28,210,0,0,0,0,0,4,1,4,4,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:14:00
5587,5587,5587,5587,2038,86,214,211,86,86,193,193,193,86,86,86,0,3,2038,0,0,86,0,3,31,31,214,0,0,0,0,0,5,0,3,3,3,3,6,0,2,2,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:16:00
5600,5600,5600,5600,2031,87,214,212,87,87,194,194,193,87,87,87,0,2,2031,0,0,87,0,2,31,31,214,0,0,0,0,0,7,1,7,7,7,7,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:18:00
5589,5589,5589,5589,2032,87,213,210,87,87,186,186,186,87,87,87,0,3,2032,0,0,87,0,3,27,27,213,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:20:00
5578,5578,5578,5578,2031,91,209,209,91,91,187,187,187,91,91,91,0,0,2031,0,0,91,0,0,28,28,209,0,0,0,0,0,4,0,4,4,4,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:22:00
5603,5603,5603,5603,2031,90,266,214,90,90,191,191,190,90,90,90,0,52,2031,0,0,90,0,1,30,30,266,0,0,0,0,0,5,1,4,3,3,3,3,0,2,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0,51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:24:00
5609,5609,5609,5609,2035,96,224,222,96,96,183,183,183,96,96,96,0,2,2035,0,0,96,0,2,30,30,224,0,0,0,0,0,6,0,6,6,6,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:26:00
5615,5615,5615,5617,2030,100,225,224,99,99,189,189,189,99,99,100,0,1,2030,0,0,99,0,1,30,30,225,0,0,0,0,0,5,0,4,4,4,3,3,0,2,2,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:28:00
5565,5565,5565,5563,2033,84,203,201,85,85,178,178,178,85,85,84,0,2,2033,0,0,85,0,2,31,31,203,0,0,0,0,0,5,0,3,3,3,3,6,0,2,2,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:30:00
5601,5601,5601,5601,2040,101,213,212,101,101,179,179,179,101,101,101,0,1,2040,0,0,101,0,1,31,31,213,0,0,0,0,0,7,0,7,7,7,7,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:32:00
5598,5598,5598,5598,2037,89,217,217,89,89,193,193,193,89,89,89,0,0,2037,0,0,89,0,0,27,27,217,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:34:00
5549,5549,5549,5550,2016,87,223,222,87,87,185,185,185,87,87,87,0,1,2016,0,0,87,0,1,27,27,223,0,0,0,0,0,4,0,4,4,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:36:00
5570,5570,5570,5569,2030,81,211,211,81,81,188,188,188,81,81,81,0,0,2030,0,0,81,0,0,29,29,211,0,0,0,0,0,4,0,3,3,3,3,3,0,2,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:38:00
5565,5565,5565,5565,2036,81,213,213,81,81,186,186,185,81,81,81,0,0,2036,0,0,81,0,0,33,33,213,0,0,0,0,0,8,1,7,7,7,6,3,0,2,2,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:40:00
5595,5595,5595,5595,2024,100,217,216,100,100,186,186,186,100,100,100,0,1,2024,0,0,100,0,1,27,27,217,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:42:00
5594,5594,5594,5594,2039,93,217,215,93,93,180,180,180,93,93,93,0,2,2039,0,0,93,0,2,27,27,217,0,0,0,0,0,3,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:44:00
5614,5614,5614,5616,2038,102,218,218,102,102,185,185,185,102,102,102,0,0,2038,0,0,102,0,0,30,30,218,0,0,0,0,0,5,0,4,4,4,3,3,0,2,2,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-16 08:46:00
