rego exec input:<:MAP:>,parseDataReportFlag ok,get metadata from header,parse metadata,infra.grpc.invoker,<:staticStrategies:>,computeOwnObjectIDs <:*:>,computeDeptMembersObjectIDs <:*:>,<:REQ:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,no <:*:> <:*:> <:*:> <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,build <:*:>,<:list modules:>,loaded policy count:<:NUM:>,getPermTagsAndValues <:*:>,loadRegoMySQLInterval success,getDept success,getBackupEmp success,DeleteFieldValues <:REQ:>,Depts only have yunzhanghu,no <:*:>,timestamp,unknown
189,5596,5596,5597,5596,90,91,91,2036,189,12,12,91,189,1,1,91,1,183,183,2036,183,91,2023-10-14 10:31:00,0
188,5607,5607,5606,5607,99,99,99,2040,188,12,12,99,188,1,1,99,1,186,186,2040,186,99,2023-10-14 10:32:00,0
201,5619,5619,5616,5619,95,95,95,2029,201,12,12,95,201,1,1,95,1,196,196,2029,196,95,2023-10-14 10:33:00,0
212,5629,5629,5631,5629,84,84,84,2036,212,12,12,84,212,1,1,84,1,186,186,2036,186,84,2023-10-14 10:34:00,0
189,5587,5587,5587,5587,96,96,96,2040,189,12,12,96,189,1,1,96,1,179,179,2040,179,96,2023-10-14 10:35:00,0
215,5588,5588,5587,5588,96,96,96,2036,215,12,12,96,215,1,1,96,1,182,182,2036,182,96,2023-10-14 10:36:00,0
198,5632,5632,5633,5632,94,94,94,2039,198,12,12,94,198,1,1,94,1,181,181,2039,181,94,2023-10-14 10:37:00,0
204,5584,5584,5585,5584,100,100,100,2036,204,12,12,100,204,1,1,100,1,177,177,2036,177,100,2023-10-14 10:38:00,0
200,5629,5629,5628,5629,97,97,97,2039,200,12,12,97,200,1,1,97,1,192,192,2039,192,97,2023-10-14 10:39:00,0
197,5612,5612,5610,5612,99,99,99,2028,197,12,12,99,197,1,1,99,1,189,189,2028,189,99,2023-10-14 10:40:00,0
212,5623,5623,5624,5623,98,98,98,2024,212,12,12,98,212,1,1,98,1,191,191,2024,191,98,2023-10-14 10:41:00,0
201,5584,5584,5583,5584,88,88,88,2033,201,12,12,88,201,1,1,88,1,190,190,2033,190,88,2023-10-14 10:42:00,0
197,5599,5599,5600,5599,86,86,86,2038,197,12,12,86,197,1,1,86,1,192,192,2038,192,86,2023-10-14 10:43:00,0
202,5594,5594,5595,5594,100,100,100,2040,202,12,12,100,202,1,1,100,1,191,191,2040,191,100,2023-10-14 10:44:00,0
208,5616,5616,5614,5616,90,90,90,2037,208,12,12,90,208,1,1,90,1,187,187,2037,187,90,2023-10-14 10:45:00,0
206,5622,5622,5622,5622,95,95,95,2040,206,12,12,95,206,1,1,95,1,182,182,2040,182,95,2023-10-14 10:46:00,0
209,5609,5609,5609,5609,81,81,81,2035,209,12,12,81,209,1,1,81,1,181,181,2035,181,81,2023-10-14 10:47:00,0
196,5605,5605,5608,5605,107,107,107,2041,196,12,12,107,196,1,1,107,1,185,185,2041,185,107,2023-10-14 10:48:00,0
198,5619,5619,5616,5619,97,97,97,2033,198,12,12,97,198,1,1,97,1,191,191,2033,191,97,2023-10-14 10:49:00,0
187,5601,5601,5601,5601,103,103,103,2045,187,12,12,103,187,1,1,103,1,187,187,2045,187,103,2023-10-14 10:50:00,0
201,5602,5602,5604,5602,99,99,99,2046,201,12,12,99,201,1,1,99,1,184,184,2046,184,99,2023-10-14 10:51:00,0
201,5601,5601,5599,5601,89,89,89,2035,201,12,12,89,201,1,1,89,1,192,192,2035,192,89,2023-10-14 10:52:00,0
190,5532,5532,5534,5532,95,95,95,2012,190,12,12,95,190,1,1,95,1,187,187,2012,187,95,2023-10-14 10:53:00,0
204,5626,5626,5625,5626,94,94,94,2037,204,12,12,94,204,1,1,94,1,187,187,2037,187,94,2023-10-14 10:54:00,0
196,5573,5573,5573,5573,81,81,81,2033,196,12,12,81,196,1,1,81,1,183,183,2033,183,81,2023-10-14 10:55:00,0
198,5620,5620,5620,5620,89,89,89,2040,198,12,12,89,198,1,1,89,1,198,198,2040,198,89,2023-10-14 10:56:00,0
193,5593,5593,5592,5593,98,98,98,2037,193,12,12,98,193,1,1,98,1,186,186,2037,186,98,2023-10-14 10:57:00,0
199,5593,5593,5594,5593,82,82,82,2031,199,12,12,82,199,1,1,82,1,195,195,2031,195,82,2023-10-14 10:58:00,0
194,5622,5622,5622,5622,96,96,96,2046,194,12,12,96,194,1,1,96,1,198,198,2046,198,96,2023-10-14 10:59:00,0
198,5602,5602,5602,5602,98,98,98,2029,198,12,12,98,198,1,1,98,1,189,189,2029,189,98,2023-10-14 11:00:00,0
201,5595,5595,5596,5595,92,92,92,2026,201,12,12,92,201,1,1,92,1,180,180,2026,180,92,2023-10-14 11:01:00,1
195,5567,5567,5567,5567,94,94,94,2031,195,12,12,94,195,1,1,94,1,179,179,2031,179,94,2023-10-14 11:02:00,0
200,5588,5588,5586,5588,90,90,90,2039,200,12,12,90,200,1,1,90,1,191,191,2039,191,90,2023-10-14 11:03:00,0
206,5613,5613,5616,5613,85,85,85,2034,206,12,12,85,206,1,1,85,1,191,191,2034,191,85,2023-10-14 11:04:00,0
203,5575,5575,5573,5575,84,84,84,2035,203,12,12,84,203,1,1,84,1,187,187,2035,187,84,2023-10-14 11:05:00,0
194,5625,5625,5624,5625,97,97,97,2041,194,12,12,97,194,1,1,97,1,188,188,2041,188,97,2023-10-14 11:06:00,0
197,5620,5620,5620,5619,91,91,91,2040,197,12,12,91,197,1,1,91,1,195,195,2040,195,91,2023-10-14 11:07:00,0
201,5598,5598,5598,5599,83,83,83,2037,201,12,12,83,201,1,1,83,1,180,180,2037,180,83,2023-10-14 11:08:00,0
205,5580,5580,5581,5580,100,100,100,2036,205,12,12,100,205,1,1,100,1,181,181,2036,181,100,2023-10-14 11:09:00,0
192,5600,5600,5600,5600,81,81,81,2043,192,12,12,81,192,1,1,81,1,183,183,2043,183,81,2023-10-14 11:10:00,0
192,5595,5595,5594,5595,101,101,101,2037,192,12,12,101,192,1,1,101,1,191,191,2037,191,101,2023-10-14 11:11:00,0
197,5602,5602,5605,5602,101,101,101,2037,197,12,12,101,197,1,1,101,1,186,186,2037,186,101,2023-10-14 11:12:00,0
200,5625,5625,5624,5624,83,83,83,2047,200,12,12,83,200,1,1,83,1,183,183,2047,183,83,2023-10-14 11:13:00,0
213,5634,5634,5634,5635,107,107,107,2033,213,12,12,107,213,1,1,107,1,181,181,2033,181,107,2023-10-14 11:14:00,0
198,5598,5598,5598,5598,84,84,84,2040,198,12,12,84,198,1,1,84,1,192,192,2040,192,84,2023-10-14 11:15:00,0
196,5595,5595,5593,5595,91,91,91,2034,196,12,12,91,196,1,1,91,1,182,182,2034,182,91,2023-10-14 11:16:00,0
191,5586,5586,5587,5586,85,85,85,2028,191,12,12,85,191,1,1,85,1,186,186,2028,186,85,2023-10-14 11:17:00,0
203,5495,5495,5496,5495,95,95,95,1999,203,12,12,95,203,1,1,95,1,172,172,1999,172,95,2023-10-14 11:18:00,0
194,5608,5608,5606,5608,100,100,100,2044,194,12,12,100,194,1,1,100,1,188,188,2044,188,100,2023-10-14 11:19:00,0
200,5607,5607,5607,5607,94,94,94,2043,200,12,12,94,200,1,1,94,1,198,198,2043,198,94,2023-10-14 11:20:00,0
197,5572,5572,5573,5572,96,96,96,2021,197,12,12,96,197,1,1,96,1,181,181,2021,181,96,2023-10-14 11:21:00,0
206,5628,5628,5627,5628,93,93,93,2038,206,12,12,93,206,1,1,93,1,195,195,2038,195,93,2023-10-14 11:22:00,0
192,5614,5614,5615,5614,91,91,91,2043,192,12,12,91,192,1,1,91,1,197,197,2043,197,91,2023-10-14 11:23:00,0
194,5609,5609,5610,5609,81,81,81,2042,194,12,12,81,194,1,1,81,1,187,187,2042,187,81,2023-10-14 11:24:00,0
199,5591,5591,5591,5591,102,101,101,2031,199,12,12,101,199,1,1,101,1,194,194,2031,194,101,2023-10-14 11:25:00,0
201,5597,5597,5596,5597,94,95,95,2034,201,12,12,95,201,1,1,95,1,181,181,2034,181,95,2023-10-14 11:26:00,0
196,5590,5590,5589,5590,87,87,87,2043,196,12,12,87,196,1,1,87,1,178,178,2043,178,87,2023-10-14 11:27:00,0
197,5584,5584,5585,5584,94,94,94,2036,197,12,12,94,197,1,1,94,1,179,179,2036,179,94,2023-10-14 11:28:00,0
199,5619,5619,5619,5619,92,92,92,2034,199,12,12,92,199,1,1,92,1,183,183,2034,183,92,2023-10-14 11:29:00,0
198,5583,5583,5582,5583,90,90,90,2032,198,12,12,90,198,1,1,90,1,187,187,2032,187,90,2023-10-14 11:30:00,0
189,5619,5619,5620,5619,96,96,96,2041,189,12,12,96,189,1,1,96,1,193,193,2041,193,96,2023-10-14 11:31:00,0
197,5600,5600,5599,5600,100,100,100,2036,197,12,12,100,197,1,1,100,1,190,190,2036,190,100,2023-10-14 11:32:00,0
202,5612,5612,5612,5612,101,101,101,2038,202,12,12,101,202,1,1,101,1,185,185,2038,185,101,2023-10-14 11:33:00,0
196,5581,5581,5582,5581,88,88,88,2028,196,12,12,88,196,1,1,88,1,190,190,2028,190,88,2023-10-14 11:34:00,0
187,5602,5602,5604,5602,96,96,96,2036,187,12,12,96,187,1,1,96,1,186,186,2036,186,96,2023-10-14 11:35:00,0
205,5626,5626,5623,5626,96,96,96,2042,205,12,12,96,205,1,1,96,1,191,191,2042,191,96,2023-10-14 11:36:00,0
179,5565,5565,5566,5565,91,90,90,2032,179,12,12,90,179,1,1,90,1,187,187,2032,187,90,2023-10-14 11:37:00,0
200,5622,5622,5622,5622,87,88,88,2039,200,12,12,88,200,1,1,88,1,185,185,2039,185,88,2023-10-14 11:38:00,0
204,5616,5616,5618,5616,106,106,106,2035,204,12,12,106,204,1,1,106,1,192,192,2035,192,106,2023-10-14 11:39:00,0
200,5592,5592,5589,5592,85,85,85,2032,200,12,12,85,200,1,1,85,1,196,196,2032,196,85,2023-10-14 11:40:00,0
192,5584,5584,5586,5584,102,102,102,2028,192,12,12,102,192,1,1,102,1,178,178,2028,178,102,2023-10-14 11:41:00,0
186,5512,5512,5512,5512,99,99,99,2004,186,12,12,99,186,1,1,99,1,181,181,2004,181,99,2023-10-14 11:42:00,0
201,5582,5582,5580,5582,86,86,86,2032,201,12,12,86,201,1,1,86,1,186,186,2032,186,86,2023-10-14 11:43:00,0
188,5584,5584,5585,5584,94,94,94,2034,188,12,12,94,188,1,1,94,1,184,184,2034,184,94,2023-10-14 11:44:00,0
196,5620,5620,5619,5620,111,111,111,2043,196,12,12,111,196,1,1,111,1,186,186,2043,186,111,2023-10-14 11:45:00,0
204,5629,5629,5629,5629,95,95,95,2039,204,12,12,95,204,1,1,95,1,194,194,2039,194,95,2023-10-14 11:46:00,0
204,5606,5606,5610,5606,97,96,96,2034,204,12,12,96,204,1,1,96,1,189,189,2034,189,96,2023-10-14 11:47:00,0
203,5581,5581,5577,5581,102,103,103,2039,203,12,12,103,203,1,1,103,1,174,174,2039,174,103,2023-10-14 11:48:00,0
205,5635,5635,5638,5635,95,95,95,2044,205,12,12,95,205,1,1,95,1,193,193,2044,193,95,2023-10-14 11:49:00,0
193,5594,5594,5592,5594,89,89,89,2043,193,12,12,89,193,1,1,89,1,178,178,2043,178,89,2023-10-14 11:50:00,0
197,5589,5589,5589,5589,86,86,86,2036,197,12,12,86,197,1,1,86,1,181,181,2036,181,86,2023-10-14 11:51:00,0
196,5575,5575,5575,5575,86,86,86,2034,196,12,12,86,196,1,1,86,1,182,182,2034,182,86,2023-10-14 11:52:00,0
194,5608,5608,5609,5608,95,95,95,2039,194,12,12,95,194,1,1,95,1,192,192,2039,192,95,2023-10-14 11:53:00,0
189,5598,5598,5596,5598,96,96,96,2047,189,12,12,96,189,1,1,96,1,190,190,2047,190,96,2023-10-14 11:54:00,0
202,5599,5599,5599,5599,95,95,95,2044,202,12,12,95,202,1,1,95,1,187,187,2044,187,95,2023-10-14 11:55:00,0
203,5619,5619,5620,5619,92,92,92,2034,203,12,12,92,203,1,1,92,1,186,186,2034,186,92,2023-10-14 11:56:00,0
208,5605,5605,5605,5605,86,86,86,2043,208,12,12,86,208,1,1,86,1,196,196,2043,196,86,2023-10-14 11:57:00,0
203,5588,5588,5588,5588,90,90,90,2043,203,12,12,90,203,1,1,90,1,173,173,2043,173,90,2023-10-14 11:58:00,0
192,5605,5605,5604,5605,92,92,92,2039,192,12,12,92,192,1,1,92,1,187,187,2039,187,92,2023-10-14 11:59:00,0
197,5602,5602,5604,5602,92,92,92,2031,197,12,12,92,197,1,1,92,1,191,191,2031,191,92,2023-10-14 12:00:00,0
194,5589,5589,5589,5588,97,97,97,2022,194,12,12,97,194,1,1,97,1,184,184,2022,184,97,2023-10-14 12:01:00,0
206,5576,5576,5576,5577,87,87,87,2028,206,12,12,87,206,1,1,87,1,181,181,2028,181,87,2023-10-14 12:02:00,0
206,5598,5598,5596,5598,101,101,101,2033,206,12,12,101,206,1,1,101,1,181,181,2033,181,101,2023-10-14 12:03:00,0
256,5669,5669,5669,5669,103,103,103,2041,205,13,13,103,256,1,1,103,1,205,205,2041,205,103,2023-10-14 12:04:00,156
196,5597,5597,5597,5597,95,95,95,2044,196,12,12,95,196,1,1,95,1,184,184,2044,184,95,2023-10-14 12:05:00,0
212,5615,5615,5618,5615,87,87,87,2037,212,12,12,87,212,1,1,87,1,191,191,2037,191,87,2023-10-14 12:06:00,0
184,5527,5527,5524,5527,101,101,101,2007,184,11,11,101,184,1,1,101,1,183,183,2007,183,101,2023-10-14 12:07:00,0
216,5620,5620,5620,5620,89,89,89,2039,216,12,12,89,216,1,1,89,1,188,188,2039,188,89,2023-10-14 12:08:00,0
186,5595,5595,5595,5595,98,98,98,2036,186,13,13,98,186,1,1,98,1,188,188,2036,188,98,2023-10-14 12:09:00,0
200,5620,5620,5621,5620,100,100,100,2037,200,12,12,100,200,1,1,100,1,192,192,2037,192,100,2023-10-14 12:10:00,0
214,5642,5642,5641,5642,98,98,98,2044,214,12,12,98,214,1,1,98,1,194,194,2044,194,98,2023-10-14 12:11:00,0
195,5581,5581,5581,5581,91,91,91,2045,195,12,12,91,195,1,1,91,1,178,178,2045,178,91,2023-10-14 12:12:00,0
195,5599,5599,5599,5599,100,100,100,2042,195,12,12,100,195,1,1,100,1,192,192,2042,192,100,2023-10-14 12:13:00,0
192,5604,5604,5605,5604,89,89,89,2037,192,12,12,89,192,1,1,89,1,171,171,2037,171,89,2023-10-14 12:14:00,0
201,5591,5591,5591,5591,88,88,88,2032,201,12,12,88,201,1,1,88,1,191,191,2032,191,88,2023-10-14 12:15:00,0
202,5582,5582,5581,5582,96,96,96,2033,202,12,12,96,202,1,1,96,1,180,180,2033,180,96,2023-10-14 12:16:00,0
194,5559,5559,5561,5559,79,79,79,2038,194,12,12,79,194,1,1,79,1,191,191,2038,191,79,2023-10-14 12:17:00,0
193,5621,5621,5619,5621,95,95,95,2038,193,12,12,95,193,1,1,95,1,182,182,2038,182,95,2023-10-14 12:18:00,0
208,5625,5625,5627,5625,83,83,83,2037,208,12,12,83,208,1,1,83,1,187,187,2037,187,83,2023-10-14 12:19:00,0
206,5604,5604,5602,5604,90,90,90,2029,206,12,12,90,206,1,1,90,1,196,196,2029,196,90,2023-10-14 12:20:00,0
201,5586,5586,5587,5586,90,90,90,2033,201,12,12,90,201,1,1,90,1,186,186,2033,186,90,2023-10-14 12:21:00,0
197,5603,5603,5602,5603,92,92,92,2035,197,12,12,92,197,1,1,92,1,197,197,2035,197,92,2023-10-14 12:22:00,0
204,5580,5580,5582,5580,78,78,78,2029,204,12,12,78,204,1,1,78,1,182,182,2029,182,78,2023-10-14 12:23:00,0
193,5594,5594,5593,5594,88,88,88,2034,193,12,12,88,193,1,1,88,1,195,195,2034,195,88,2023-10-14 12:24:00,0
199,5579,5579,5578,5579,94,94,94,2034,199,12,12,94,199,1,1,94,1,183,183,2034,183,94,2023-10-14 12:25:00,0
213,5615,5615,5616,5615,95,95,95,2033,213,12,12,95,213,1,1,95,1,182,182,2033,182,95,2023-10-14 12:26:00,0
198,5589,5589,5589,5589,92,92,92,2037,198,12,12,92,198,1,1,92,1,184,184,2037,184,92,2023-10-14 12:27:00,0
198,5585,5585,5587,5585,90,90,90,2038,198,12,12,90,198,1,1,90,1,190,190,2038,190,90,2023-10-14 12:28:00,0
217,5657,5657,5657,5657,105,105,105,2038,217,12,12,105,217,1,1,105,1,180,180,2038,180,105,2023-10-14 12:29:00,0
204,5604,5604,5601,5604,86,86,86,2047,204,12,12,86,204,1,1,86,1,177,177,2047,177,86,2023-10-14 12:30:00,0
199,5597,5597,5597,5597,88,88,88,2032,199,12,12,88,199,1,1,88,1,185,185,2032,185,88,2023-10-14 12:31:00,0
198,5518,5518,5519,5518,103,103,103,2001,198,11,11,103,198,1,1,103,1,176,176,2001,176,103,2023-10-14 12:32:00,0
204,5617,5617,5617,5617,92,92,92,2042,204,12,12,92,204,1,1,92,1,193,193,2042,193,92,2023-10-14 12:33:00,0
188,5553,5553,5553,5553,82,82,82,2037,188,12,12,82,188,1,1,82,1,177,177,2037,177,82,2023-10-14 12:34:00,0
206,5591,5591,5593,5591,84,84,84,2046,206,12,12,84,206,1,1,84,1,181,181,2046,181,84,2023-10-14 12:35:00,0
193,5616,5616,5614,5616,103,103,103,2040,193,12,12,103,193,1,1,103,1,186,186,2040,186,103,2023-10-14 12:36:00,0
208,5625,5625,5624,5625,91,91,91,2044,208,12,12,91,208,1,1,91,1,187,187,2044,187,91,2023-10-14 12:37:00,0
193,5554,5554,5554,5554,87,87,87,2034,193,12,12,87,193,1,1,87,1,179,179,2034,179,87,2023-10-14 12:38:00,0
206,5605,5605,5606,5605,92,92,92,2040,206,12,12,92,206,1,1,92,1,192,192,2040,192,92,2023-10-14 12:39:00,0
193,5612,5612,5613,5612,94,94,94,2038,193,12,12,94,193,1,1,94,1,183,183,2038,183,94,2023-10-14 12:40:00,0
208,5595,5595,5593,5595,92,92,92,2026,208,12,12,92,208,1,1,92,1,181,181,2026,181,92,2023-10-14 12:41:00,0
199,5598,5598,5599,5598,91,91,91,2046,199,12,12,91,199,1,1,91,1,183,183,2046,183,91,2023-10-14 12:42:00,0
196,5610,5610,5611,5610,88,88,88,2039,196,12,12,88,196,1,1,88,1,191,191,2039,191,88,2023-10-14 12:43:00,0
201,5591,5591,5591,5591,93,93,93,2037,201,12,12,93,201,1,1,93,1,185,185,2037,185,93,2023-10-14 12:44:00,0
198,5575,5575,5575,5575,92,92,92,2033,198,12,12,92,198,1,1,92,1,184,184,2033,184,92,2023-10-14 12:45:00,0
195,5605,5605,5603,5605,90,90,90,2033,195,12,12,90,195,1,1,90,1,194,194,2033,194,90,2023-10-14 12:46:00,0
205,5601,5601,5601,5601,89,89,89,2044,205,12,12,89,205,1,1,89,1,178,178,2044,178,89,2023-10-14 12:47:00,0
206,5633,5633,5636,5633,97,97,97,2037,206,12,12,97,206,1,1,97,1,188,188,2037,188,97,2023-10-14 12:48:00,0
201,5607,5607,5605,5607,95,95,95,2032,201,12,12,95,201,1,1,95,1,191,191,2032,191,95,2023-10-14 12:49:00,0
199,5610,5610,5611,5610,96,96,96,2041,199,12,12,96,199,1,1,96,1,187,187,2041,187,96,2023-10-14 12:50:00,0
192,5612,5612,5610,5612,90,90,90,2046,192,12,12,90,192,1,1,90,1,193,193,2046,193,90,2023-10-14 12:51:00,0
198,5600,5600,5600,5600,82,82,82,2041,198,12,12,82,198,1,1,82,1,187,187,2041,187,82,2023-10-14 12:52:00,0
200,5594,5594,5596,5594,95,95,95,2038,200,12,12,95,200,1,1,95,1,182,182,2038,182,95,2023-10-14 12:53:00,0
197,5590,5590,5589,5590,81,81,81,2040,197,12,12,81,197,1,1,81,1,180,180,2040,180,81,2023-10-14 12:54:00,0
194,5586,5586,5586,5586,91,91,91,2038,194,12,12,91,194,1,1,91,1,191,191,2038,191,91,2023-10-14 12:55:00,0
200,5504,5504,5503,5504,92,92,92,1999,200,12,12,92,200,1,1,92,1,172,172,1999,172,92,2023-10-14 12:56:00,0
197,5574,5574,5575,5574,86,86,86,2041,197,12,12,86,197,1,1,86,1,180,180,2041,180,86,2023-10-14 12:57:00,0
191,5621,5621,5621,5621,85,85,85,2048,191,12,12,85,191,1,1,85,1,205,205,2048,205,85,2023-10-14 12:58:00,0
192,5583,5583,5583,5583,93,93,93,2035,192,12,12,93,192,1,1,93,1,176,176,2035,176,93,2023-10-14 12:59:00,0
197,5579,5579,5578,5579,93,93,93,2029,197,12,12,93,197,1,1,93,1,181,181,2029,181,93,2023-10-14 13:00:00,0
186,5590,5590,5590,5590,94,94,94,2034,186,12,12,94,186,1,1,94,1,191,191,2034,191,94,2023-10-14 13:01:00,0
199,5596,5596,5597,5596,94,94,94,2034,199,12,12,94,199,1,1,94,1,180,180,2034,180,94,2023-10-14 13:02:00,0
199,5640,5640,5641,5640,99,99,99,2045,199,12,12,99,199,1,1,99,1,199,199,2045,199,99,2023-10-14 13:03:00,0
199,5603,5603,5602,5603,89,89,89,2040,199,12,12,89,199,1,1,89,1,187,187,2040,187,89,2023-10-14 13:04:00,0
192,5606,5606,5605,5606,89,89,89,2032,192,12,12,89,192,1,1,89,1,187,187,2032,187,89,2023-10-14 13:05:00,0
199,5611,5611,5612,5611,99,99,99,2044,199,12,12,99,199,1,1,99,1,195,195,2044,195,99,2023-10-14 13:06:00,0
200,5590,5590,5590,5590,81,81,81,2041,200,12,12,81,200,1,1,81,1,184,184,2041,184,81,2023-10-14 13:07:00,0
196,5613,5613,5612,5613,95,95,95,2029,196,12,12,95,196,1,1,95,1,185,185,2029,185,95,2023-10-14 13:08:00,0
195,5583,5583,5584,5583,94,94,94,2037,195,12,12,94,195,1,1,94,1,182,182,2037,182,94,2023-10-14 13:09:00,0
200,5594,5594,5596,5594,89,89,89,2033,200,12,12,89,200,1,1,89,1,191,191,2033,191,89,2023-10-14 13:10:00,0
199,5605,5605,5603,5605,92,92,92,2032,199,12,12,92,199,1,1,92,1,193,193,2032,193,92,2023-10-14 13:11:00,0
196,5598,5598,5599,5598,99,99,99,2039,196,12,12,99,196,1,1,99,1,182,182,2039,182,99,2023-10-14 13:12:00,0
208,5596,5596,5594,5596,102,102,102,2035,208,12,12,102,208,1,1,102,1,190,190,2035,190,102,2023-10-14 13:13:00,0
200,5584,5584,5586,5584,89,89,89,2029,200,12,12,89,200,1,1,89,1,184,184,2029,184,89,2023-10-14 13:14:00,0
205,5606,5606,5604,5606,106,106,106,2036,205,12,12,106,205,1,1,106,1,185,185,2036,185,106,2023-10-14 13:15:00,0
205,5633,5633,5633,5633,96,96,96,2031,205,12,12,96,205,1,1,96,1,195,195,2031,195,96,2023-10-14 13:16:00,0
204,5624,5624,5624,5624,93,93,93,2045,204,12,12,93,204,1,1,93,1,182,182,2045,182,93,2023-10-14 13:17:00,0
207,5654,5654,5654,5654,89,89,89,2048,207,12,12,89,207,1,1,89,1,200,200,2048,200,89,2023-10-14 13:18:00,0
190,5568,5568,5568,5568,89,89,89,2036,190,12,12,89,190,1,1,89,1,182,182,2036,182,89,2023-10-14 13:19:00,0
191,5487,5487,5487,5487,85,85,85,2003,191,12,12,85,191,1,1,85,1,182,182,2003,182,85,2023-10-14 13:20:00,0
201,5580,5580,5583,5580,91,91,91,2021,201,12,12,91,201,1,1,91,1,180,180,2021,180,91,2023-10-14 13:21:00,0
208,5623,5623,5621,5623,96,96,96,2038,208,12,12,96,208,1,1,96,1,185,185,2038,185,96,2023-10-14 13:22:00,0
206,5606,5606,5605,5606,97,97,97,2036,206,12,12,97,206,1,1,97,1,185,185,2036,185,97,2023-10-14 13:23:00,0
192,5578,5578,5580,5578,89,89,89,2033,192,12,12,89,192,1,1,89,1,179,179,2033,179,89,2023-10-14 13:24:00,0
198,5618,5618,5617,5618,94,94,94,2036,198,12,12,94,198,1,1,94,1,193,193,2036,193,94,2023-10-14 13:25:00,0
196,5612,5612,5613,5612,92,91,91,2041,196,12,12,91,196,1,1,91,1,190,190,2041,190,91,2023-10-14 13:26:00,0
194,5576,5576,5576,5576,96,97,97,2027,194,12,12,97,194,1,1,97,1,183,183,2027,183,97,2023-10-14 13:27:00,0
203,5604,5604,5603,5604,86,86,86,2039,203,12,12,86,203,1,1,86,1,179,179,2039,179,86,2023-10-14 13:28:00,0
197,5614,5614,5613,5614,98,98,98,2036,197,12,12,98,197,1,1,98,1,182,182,2036,182,98,2023-10-14 13:29:00,0
200,5593,5593,5593,5593,100,100,100,2038,200,12,12,100,200,1,1,100,1,173,173,2038,173,100,2023-10-14 13:30:00,0
203,5602,5602,5602,5602,96,96,96,2031,203,12,12,96,203,1,1,96,1,184,184,2031,184,96,2023-10-14 13:31:00,0
199,5566,5566,5566,5566,94,94,94,2033,199,12,12,94,199,1,1,94,1,172,172,2033,172,94,2023-10-14 13:32:00,0
199,5601,5601,5602,5601,95,95,95,2037,199,12,12,95,199,1,1,95,1,189,189,2037,189,95,2023-10-14 13:33:00,0
199,5620,5620,5619,5620,109,109,109,2036,199,12,12,109,199,1,1,109,1,181,181,2036,181,109,2023-10-14 13:34:00,0
197,5600,5600,5600,5600,91,91,91,2042,197,12,12,91,197,1,1,91,1,191,191,2042,191,91,2023-10-14 13:35:00,0
192,5585,5585,5588,5585,94,94,94,2046,192,12,12,94,192,1,1,94,1,179,179,2046,179,94,2023-10-14 13:36:00,0
187,5581,5581,5579,5581,86,86,86,2029,187,12,12,86,187,1,1,86,1,185,185,2029,185,86,2023-10-14 13:37:00,0
210,5594,5594,5594,5594,87,87,87,2037,210,12,12,87,210,1,1,87,1,186,186,2037,186,87,2023-10-14 13:38:00,0
208,5621,5621,5621,5621,102,102,102,2032,208,12,12,102,208,1,1,102,1,191,191,2032,191,102,2023-10-14 13:39:00,0
196,5615,5615,5616,5615,84,84,84,2037,196,12,12,84,196,1,1,84,1,191,191,2037,191,84,2023-10-14 13:40:00,0
188,5575,5575,5573,5575,87,87,87,2025,188,12,12,87,188,1,1,87,1,180,180,2025,180,87,2023-10-14 13:41:00,0
188,5592,5592,5592,5592,91,91,91,2038,188,12,12,91,188,1,1,91,1,190,190,2038,190,91,2023-10-14 13:42:00,0
203,5617,5617,5619,5617,106,106,106,2033,203,12,12,106,203,1,1,106,1,185,185,2033,185,106,2023-10-14 13:43:00,0
207,5612,5612,5611,5612,100,100,100,2037,207,12,12,100,207,1,1,100,1,193,193,2037,193,100,2023-10-14 13:44:00,0
191,5514,5514,5514,5514,94,94,94,1998,191,12,12,94,191,1,1,94,1,178,178,1998,178,94,2023-10-14 13:45:00,0
188,5579,5579,5578,5579,89,89,89,2043,188,12,12,89,188,1,1,89,1,181,181,2043,181,89,2023-10-14 13:46:00,0
197,5610,5610,5610,5610,94,94,94,2041,197,12,12,94,197,1,1,94,1,194,194,2041,194,94,2023-10-14 13:47:00,0
204,5604,5604,5605,5604,92,92,92,2039,204,12,12,92,204,1,1,92,1,184,184,2039,184,92,2023-10-14 13:48:00,0
192,5610,5610,5609,5610,84,84,84,2042,192,12,12,84,192,1,1,84,1,186,186,2042,186,84,2023-10-14 13:49:00,0
199,5593,5593,5595,5593,87,87,87,2043,199,12,12,87,199,1,1,87,1,188,188,2043,188,87,2023-10-14 13:50:00,0
196,5617,5617,5615,5617,86,86,86,2034,196,12,12,86,196,1,1,86,1,198,198,2034,198,86,2023-10-14 13:51:00,0
200,5594,5594,5599,5594,96,96,96,2034,200,12,12,96,200,1,1,96,1,175,175,2034,175,96,2023-10-14 13:52:00,0
196,5606,5606,5601,5606,84,84,84,2037,196,12,12,84,196,1,1,84,1,195,195,2037,195,84,2023-10-14 13:53:00,0
