parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,GetSupervisorPosition success,timestamp,unknown
5201,5202,5200,5200,2039,24,204,24,24,144,2039,60,24,119,119,118,24,24,24,204,60,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-29 20:36:00,0
5206,5206,5206,5206,2037,24,208,24,24,146,2037,62,24,121,121,119,24,24,24,208,62,27,27,3,3,1,3,3,3,2,2,2,1,2023-11-29 20:38:00,2
5192,5193,5193,5193,2033,24,205,24,24,147,2033,58,24,121,121,119,24,24,24,205,58,30,30,6,6,2,6,6,6,2,2,2,0,2023-11-29 20:40:00,0
5180,5182,5180,5180,2029,24,198,24,24,146,2029,52,24,123,123,119,24,24,24,198,52,28,28,3,3,4,3,3,3,2,2,2,0,2023-11-29 20:42:00,0
5203,5203,5203,5203,2034,22,209,22,22,145,2034,64,22,123,123,119,22,22,22,209,64,27,27,3,3,2,3,3,3,2,2,2,2,2023-11-29 20:44:00,0
5198,5198,5198,5198,2034,24,208,24,24,144,2034,64,24,120,120,118,24,24,24,208,64,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-29 20:46:00,0
5211,5213,5211,5211,2037,24,214,24,24,148,2037,66,24,123,123,119,24,24,24,214,66,30,30,6,6,3,6,6,6,2,2,2,1,2023-11-29 20:48:00,0
5178,5177,5177,5177,2031,24,189,24,24,145,2031,44,24,121,121,118,24,24,24,189,44,27,27,3,3,2,3,3,3,2,2,2,1,2023-11-29 20:50:00,0
5203,5206,5204,5204,2037,24,203,24,24,145,2037,58,24,123,123,118,24,24,24,203,58,28,28,4,4,5,4,4,2,2,2,2,0,2023-11-29 20:52:00,2
5192,5192,5192,5192,2034,24,204,24,24,148,2034,56,24,122,122,120,24,24,24,204,56,30,30,6,6,1,6,6,6,2,2,2,1,2023-11-29 20:54:00,0
5181,5181,5181,5181,2035,24,185,24,24,145,2035,40,24,121,121,118,24,24,24,185,40,27,27,3,3,1,3,3,3,2,2,2,2,2023-11-29 20:56:00,10
5152,5154,5152,5152,2020,24,193,24,24,145,2020,48,24,123,123,118,24,24,24,193,48,28,28,4,3,3,3,3,3,2,2,2,2,2023-11-29 20:58:00,3
5192,5192,5192,5192,2036,24,197,24,24,141,2036,56,24,120,120,118,24,24,24,197,56,24,24,0,0,2,0,0,0,2,2,2,0,2023-11-29 21:00:00,9
5164,5165,5163,5163,2029,24,185,24,24,142,2029,43,24,119,119,118,24,24,24,185,43,24,24,0,0,1,0,0,0,2,2,2,0,2023-11-29 21:02:00,1
5297,5297,5297,5297,2074,24,210,24,24,144,2074,66,24,125,125,121,24,24,24,210,66,25,25,0,0,3,0,0,0,2,2,2,1,2023-11-29 21:04:00,0
5203,5204,5204,5204,2038,24,199,24,24,142,2038,57,24,122,122,118,24,24,24,199,57,24,24,0,0,4,0,0,0,2,2,2,0,2023-11-29 21:06:00,17
5204,5206,5204,5204,2037,24,203,24,24,142,2037,61,24,124,124,119,24,24,24,203,61,24,24,0,0,3,0,0,0,2,2,2,2,2023-11-29 21:08:00,0
5184,5184,5184,5184,2034,24,189,24,24,142,2034,47,24,121,121,118,24,24,24,189,47,24,24,0,0,1,0,0,0,2,2,2,2,2023-11-29 21:10:00,8
5205,5207,5205,5205,2035,24,205,24,24,141,2035,64,24,121,121,119,24,24,24,205,64,24,24,0,0,1,0,0,0,2,2,2,1,2023-11-29 21:12:00,5
5183,5183,5183,5183,2035,24,190,24,24,144,2035,46,24,122,122,119,24,24,24,190,46,26,26,1,0,2,0,0,0,2,2,2,1,2023-11-29 21:14:00,3
5200,5200,5200,5200,2036,22,209,22,22,148,2036,61,22,124,124,119,22,22,22,209,61,30,30,6,6,4,6,6,6,2,2,2,1,2023-11-29 21:16:00,0
5166,5168,5166,5166,2022,24,205,24,24,143,2022,62,24,121,121,118,24,24,24,205,62,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-29 21:18:00,0
5202,5201,5201,5201,2035,24,202,24,24,145,2035,57,24,126,126,120,24,24,24,202,57,27,27,3,3,4,3,3,3,2,2,2,2,2023-11-29 21:20:00,0
5164,5165,5163,5163,2026,24,185,24,24,144,2026,41,24,121,121,118,24,24,24,185,41,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-29 21:22:00,0
5194,5196,5195,5195,2037,24,199,24,24,148,2037,51,24,123,123,118,24,24,24,199,51,30,30,6,6,4,6,6,6,2,2,2,1,2023-11-29 21:24:00,2
5209,5210,5210,5210,2035,24,209,24,24,145,2035,64,24,123,123,119,24,24,24,209,64,27,27,3,3,2,3,3,2,2,2,2,2,2023-11-29 21:26:00,2
5195,5196,5194,5194,2035,24,203,24,24,146,2035,57,24,122,122,119,24,24,24,203,57,28,28,4,4,2,4,4,3,2,2,2,1,2023-11-29 21:28:00,1
5205,5206,5206,5206,2030,24,220,24,24,147,2030,73,24,120,120,119,24,24,24,220,73,30,30,6,6,1,6,6,6,2,2,2,0,2023-11-29 21:30:00,0
5197,5197,5197,5197,2031,24,205,24,24,145,2031,60,24,123,123,118,24,24,24,205,60,27,27,3,3,4,3,3,3,2,2,2,1,2023-11-29 21:32:00,0
5205,5206,5204,5204,2037,24,208,24,24,145,2037,63,24,119,119,119,24,24,24,208,63,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-29 21:34:00,0
5195,5196,5196,5196,2030,24,210,24,24,146,2030,64,24,122,122,119,24,24,24,210,64,29,29,5,5,3,5,5,5,2,2,2,0,2023-11-29 21:36:00,0
5180,5182,5180,5180,2030,24,302,24,24,256,2030,46,24,122,122,118,24,24,24,302,46,138,138,59,4,3,4,4,4,2,2,2,1,2023-11-29 21:38:00,165
5132,5132,5132,5132,2015,24,236,24,24,190,2015,46,24,119,119,118,24,24,24,236,46,73,73,26,3,1,3,3,3,2,2,2,0,2023-11-29 21:40:00,69
5193,5191,5191,5191,2036,23,203,22,22,146,2036,57,22,123,123,118,22,22,24,203,57,29,29,4,3,4,3,3,3,2,2,2,1,2023-11-29 21:42:00,3
5187,5191,5189,5189,2034,23,197,24,24,148,2034,49,24,122,122,119,24,24,22,197,49,30,30,6,6,2,6,6,5,2,2,2,1,2023-11-29 21:44:00,1
5211,5210,5210,5210,2031,24,220,24,24,145,2031,75,24,123,123,119,24,24,24,220,75,28,28,4,4,4,4,4,3,2,2,2,0,2023-11-29 21:46:00,1
5215,5218,5216,5216,2035,24,222,24,24,145,2035,77,24,119,119,118,24,24,24,222,77,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-29 21:48:00,0
5199,5197,5197,5197,2039,24,203,24,24,150,2039,53,24,121,121,119,24,24,24,203,53,32,32,7,6,0,6,6,6,2,2,2,2,2023-11-29 21:50:00,3
5193,5195,5195,5195,2030,24,208,24,24,145,2030,63,24,120,120,118,24,24,24,208,63,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-29 21:52:00,0
5183,5185,5183,5183,2034,24,187,24,24,144,2034,43,24,125,125,119,24,24,24,187,43,27,27,3,3,4,3,3,3,2,2,2,2,2023-11-29 21:54:00,1
5208,5207,5207,5207,2042,24,206,24,24,145,2042,61,24,122,122,118,24,24,24,206,61,27,27,3,3,3,3,3,3,2,2,2,1,2023-11-29 21:56:00,0
5194,5195,5195,5195,2028,24,212,24,24,148,2028,64,24,120,120,119,24,24,24,212,64,30,30,6,6,0,6,6,6,2,2,2,1,2023-11-29 21:58:00,0
5193,5192,5191,5191,2033,24,200,24,24,144,2033,56,24,122,122,118,24,24,24,200,56,27,27,3,3,3,3,3,3,2,2,2,1,2023-11-29 22:00:00,0
5111,5113,5113,5113,2007,24,182,24,24,145,2007,37,24,119,119,117,24,24,24,182,37,28,28,4,4,1,4,4,3,2,2,2,1,2023-11-29 22:02:00,1
5184,5186,5184,5184,2033,24,196,24,24,147,2033,49,24,121,121,119,24,24,24,196,49,30,30,6,6,1,6,6,5,2,2,2,1,2023-11-29 22:04:00,1
5187,5187,5187,5187,2035,24,193,24,24,145,2035,48,24,122,122,119,24,24,24,193,48,27,27,3,3,2,3,3,3,2,2,2,1,2023-11-29 22:06:00,0
5198,5198,5198,5198,2041,24,200,24,24,145,2041,55,24,122,122,119,24,24,24,200,55,27,27,3,3,2,3,3,3,2,2,2,1,2023-11-29 22:08:00,0
5207,5209,5207,5207,2041,24,205,24,24,144,2041,61,24,120,120,119,24,24,24,205,61,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-29 22:10:00,0
5182,5182,5182,5182,2035,24,193,24,24,148,2035,45,24,119,119,119,24,24,24,193,45,30,30,6,6,0,6,6,6,2,2,2,0,2023-11-29 22:12:00,0
5184,5186,5184,5184,2035,22,194,22,22,145,2035,49,22,119,119,119,22,22,22,194,49,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-29 22:14:00,0
5213,5213,5213,5213,2039,24,260,24,24,145,2039,115,24,123,123,119,24,24,24,260,64,28,28,4,4,3,3,3,3,2,2,2,1,2023-11-29 22:16:00,52
5215,5215,5215,5215,2037,24,215,24,24,145,2037,70,24,124,124,119,24,24,24,215,70,27,27,3,3,4,3,3,3,2,2,2,1,2023-11-29 22:18:00,0
5214,5216,5214,5214,2038,24,219,24,24,148,2038,71,24,120,120,118,24,24,24,219,71,30,30,6,6,2,6,6,6,2,2,2,0,2023-11-29 22:20:00,0
5199,5199,5199,5199,2036,24,207,24,24,144,2036,63,24,120,120,119,24,24,24,207,63,27,27,3,3,1,3,3,2,2,2,2,0,2023-11-29 22:22:00,1
5208,5209,5207,5207,2046,24,200,24,24,146,2046,54,24,118,118,118,24,24,24,200,54,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-29 22:24:00,5
5136,5137,5137,5137,2012,24,198,24,24,146,2012,52,24,121,121,118,24,24,24,198,52,30,30,6,6,2,6,6,6,2,2,2,1,2023-11-29 22:26:00,0
5191,5191,5191,5191,2036,24,195,24,24,145,2036,50,24,119,119,118,24,24,24,195,50,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-29 22:28:00,0
5192,5192,5190,5190,2035,24,196,24,24,145,2035,51,24,123,123,118,24,24,24,196,51,27,27,3,3,4,3,3,3,2,2,2,1,2023-11-29 22:30:00,0
5191,5193,5193,5193,2039,24,193,24,24,147,2039,46,24,125,125,119,24,24,24,193,46,30,30,6,6,6,6,6,6,2,2,2,0,2023-11-29 22:32:00,0
5197,5198,5196,5196,2038,24,198,24,24,145,2038,53,24,119,119,118,24,24,24,198,53,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-29 22:34:00,3
5195,5196,5196,5196,2039,24,199,24,24,145,2039,54,24,122,122,120,24,24,24,199,54,27,27,3,3,1,3,3,3,2,2,2,1,2023-11-29 22:36:00,1
5181,5180,5180,5180,2030,24,192,24,24,144,2030,48,24,121,121,119,24,24,24,192,48,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-29 22:38:00,0
5214,5217,5215,5215,2039,24,216,24,24,148,2039,68,24,121,121,119,24,24,24,216,68,30,30,6,6,2,6,6,5,2,2,2,0,2023-11-29 22:40:00,1
5182,5182,5182,5182,2025,24,209,24,24,146,2025,63,24,121,121,118,24,24,24,209,63,28,28,4,4,2,4,4,3,2,2,2,1,2023-11-29 22:42:00,1
5217,5216,5216,5216,2036,24,216,24,24,144,2036,72,24,124,124,119,24,24,24,216,72,27,27,3,3,5,3,3,3,2,2,2,0,2023-11-29 22:44:00,0
5209,5212,5210,5210,2037,22,220,22,22,148,2037,72,22,122,122,118,22,22,22,220,72,30,30,6,6,3,6,6,6,2,2,2,1,2023-11-29 22:46:00,0
5198,5198,5198,5198,2033,24,205,24,24,145,2033,60,24,121,121,118,24,24,24,205,60,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-29 22:48:00,0
5175,5177,5175,5175,2025,24,213,24,24,144,2025,69,24,120,120,118,24,24,24,213,69,27,27,3,3,1,3,3,3,2,2,2,1,2023-11-29 22:50:00,0
5204,5204,5204,5204,2044,24,196,24,24,144,2044,52,24,121,121,118,24,24,24,196,52,27,27,3,3,2,3,3,3,2,2,2,1,2023-11-29 22:52:00,0
5197,5197,5197,5197,2036,24,205,24,24,148,2036,57,24,122,122,119,24,24,24,205,57,30,30,6,6,2,6,6,6,2,2,2,1,2023-11-29 22:54:00,0
5202,5203,5201,5201,2032,24,213,24,24,145,2032,68,24,120,120,118,24,24,24,213,68,27,27,3,3,1,3,3,3,2,2,2,1,2023-11-29 22:56:00,0
5202,5203,5203,5203,2033,24,205,24,24,146,2033,59,24,126,126,120,24,24,24,205,59,28,28,4,4,3,4,4,3,2,2,2,3,2023-11-29 22:58:00,1
5177,5178,5176,5176,2037,24,186,24,24,147,2037,39,24,120,120,118,24,24,24,186,39,30,30,6,6,2,6,6,5,2,2,2,0,2023-11-29 23:00:00,1
5157,5157,5158,5158,2013,24,198,24,24,145,2013,53,24,120,120,119,24,24,24,198,53,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-29 23:02:00,0
5180,5180,5180,5180,2036,24,186,24,24,144,2036,42,24,120,120,118,24,24,24,186,42,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-29 23:04:00,0
5179,5181,5179,5179,2031,24,189,24,24,145,2031,44,24,122,122,118,24,24,24,189,44,27,27,3,3,3,3,3,3,2,2,2,1,2023-11-29 23:06:00,0
5188,5187,5187,5187,2035,24,195,24,24,148,2035,47,24,122,122,119,24,24,24,195,47,30,30,6,6,3,6,6,6,2,2,2,0,2023-11-29 23:08:00,0
5211,5213,5211,5211,2037,24,214,24,24,144,2037,70,24,119,119,118,24,24,24,214,70,27,27,3,3,0,3,3,3,2,2,2,1,2023-11-29 23:10:00,0
5184,5184,5184,5184,2030,24,194,24,24,145,2030,49,24,123,123,119,24,24,24,194,49,27,27,3,3,2,3,3,3,2,2,2,2,2023-11-29 23:12:00,0
5147,5148,5148,5148,2025,22,194,22,22,146,2025,48,22,117,117,117,22,22,22,194,48,29,29,6,6,0,6,6,6,2,2,2,0,2023-11-29 23:14:00,0
5196,5197,5195,5195,2035,24,196,24,24,145,2035,51,24,123,123,119,24,24,24,196,51,27,27,3,3,4,3,3,3,2,2,2,0,2023-11-29 23:16:00,10
5211,5212,5212,5212,2033,24,217,24,24,145,2033,72,24,123,123,118,24,24,24,217,72,28,28,4,4,1,4,4,2,2,2,2,4,2023-11-29 23:18:00,2
5211,5211,5211,5211,2037,24,215,24,24,146,2037,69,24,122,122,119,24,24,24,215,69,28,28,3,3,2,3,3,3,2,2,2,1,2023-11-29 23:20:00,0
5204,5205,5203,5203,2036,24,217,24,24,148,2036,69,24,120,120,118,24,24,24,217,69,30,30,6,6,1,6,6,6,2,2,2,1,2023-11-29 23:22:00,0
5189,5190,5190,5190,2032,24,195,24,24,144,2032,51,24,125,125,119,24,24,24,195,51,27,27,3,3,4,3,3,3,2,2,2,2,2023-11-29 23:24:00,0
5171,5172,5170,5170,2031,24,184,24,24,145,2031,39,24,121,121,119,24,24,24,184,39,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-29 23:26:00,0
5195,5196,5196,5196,2030,24,205,24,24,147,2030,58,24,121,121,118,24,24,24,205,58,30,30,6,6,2,6,6,6,2,2,2,1,2023-11-29 23:28:00,0
5193,5193,5193,5193,2033,24,199,24,24,145,2033,54,24,125,125,120,24,24,24,199,54,27,27,3,3,4,3,3,3,2,2,2,1,2023-11-29 23:30:00,0
5191,5193,5191,5191,2035,24,201,24,24,145,2035,56,24,121,121,119,24,24,24,201,56,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-29 23:32:00,0
5199,5198,5198,5198,2032,24,202,24,24,144,2032,58,24,128,128,119,24,24,24,202,58,27,27,3,3,5,3,3,3,2,2,2,4,2023-11-29 23:34:00,0
5202,5205,5203,5203,2041,24,205,24,24,148,2041,57,24,121,121,118,24,24,24,205,57,30,30,6,6,3,6,6,5,2,2,2,0,2023-11-29 23:36:00,1
5139,5137,5137,5137,2020,24,184,24,24,144,2020,40,24,120,120,117,24,24,24,184,40,27,27,4,4,3,4,4,3,2,2,2,0,2023-11-29 23:38:00,1
5197,5198,5198,5198,2038,24,202,24,24,144,2038,58,24,120,120,119,24,24,24,202,58,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-29 23:40:00,0
5187,5190,5188,5188,2031,24,200,24,24,148,2031,52,24,121,121,119,24,24,24,200,52,30,30,6,6,1,6,6,6,2,2,2,1,2023-11-29 23:42:00,10
5193,5192,5192,5192,2043,24,188,24,24,145,2043,43,24,126,126,119,24,24,24,188,43,27,27,3,3,6,3,3,3,2,2,2,1,2023-11-29 23:44:00,0
5184,5186,5184,5184,2034,22,193,22,22,144,2034,49,22,120,120,118,22,22,22,193,49,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-29 23:46:00,0
5204,5205,5205,5205,2036,24,212,24,24,148,2036,64,24,123,123,119,24,24,24,212,64,30,30,6,6,4,6,6,6,2,2,2,0,2023-11-29 23:48:00,0
5206,5206,5206,5206,2034,24,210,24,24,145,2034,65,24,123,123,119,24,24,24,210,65,27,27,3,3,4,3,3,3,2,2,2,0,2023-11-29 23:50:00,0
5195,5196,5194,5194,2037,24,200,24,24,145,2037,55,24,120,120,119,24,24,24,200,55,27,27,3,3,0,3,3,3,2,2,2,1,2023-11-29 23:52:00,0
5197,5197,5197,5197,2040,24,199,24,24,145,2040,54,24,118,118,118,24,24,24,199,54,28,28,4,4,0,4,4,3,2,2,2,0,2023-11-29 23:54:00,1
5191,5193,5191,5191,2030,24,204,24,24,148,2030,56,24,121,121,120,24,24,24,204,56,30,30,6,6,1,6,6,5,2,2,2,0,2023-11-29 23:56:00,1
5205,5206,5206,5206,2036,24,207,24,24,145,2036,62,24,122,122,119,24,24,24,207,62,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-29 23:58:00,0
5202,5202,5202,5202,2038,24,198,24,24,144,2038,54,24,122,122,119,24,24,24,198,54,27,27,3,3,2,3,3,3,2,2,2,1,2023-11-30 00:00:00,0
5140,5141,5139,5139,2010,24,207,24,24,147,2010,60,24,120,120,117,24,24,24,207,60,30,30,6,6,2,6,6,6,2,2,2,1,2023-11-30 00:02:00,0
5168,5168,5168,5168,2027,24,181,24,24,145,2027,36,24,122,122,118,24,24,24,181,36,27,27,3,3,3,3,3,3,2,2,2,1,2023-11-30 00:04:00,0
5191,5192,5192,5192,2027,24,208,24,24,144,2027,64,24,123,123,119,24,24,24,208,64,27,27,3,3,2,3,3,3,2,2,2,2,2023-11-30 00:06:00,0
5183,5185,5183,5183,2032,24,196,24,24,145,2032,51,24,122,122,118,24,24,24,196,51,27,27,3,3,3,3,3,3,2,2,2,1,2023-11-30 00:08:00,0
5196,5195,5195,5195,2040,24,199,24,24,147,2040,52,24,120,120,119,24,24,24,199,52,30,30,6,6,1,6,6,6,2,2,2,0,2023-11-30 00:10:00,0
5189,5190,5188,5188,2032,24,201,24,24,145,2032,56,24,120,120,118,24,24,24,201,56,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-30 00:12:00,0
5210,5212,5212,5212,2039,24,211,24,24,146,2039,65,24,122,122,119,24,24,24,211,65,28,28,4,4,2,4,4,2,2,2,2,1,2023-11-30 00:14:00,2
5195,5193,5193,5193,2040,23,250,22,22,150,2040,100,22,119,119,119,22,22,24,250,49,33,33,8,7,0,6,6,6,2,2,2,0,2023-11-30 00:16:00,60
5194,5198,5196,5196,2034,23,200,24,24,145,2034,55,24,123,123,118,24,24,22,200,55,27,27,3,3,3,3,3,3,2,2,2,2,2023-11-30 00:18:00,0
5220,5219,5219,5219,2040,24,212,24,24,145,2040,67,24,125,125,119,24,24,24,212,67,27,27,3,3,5,3,3,3,2,2,2,1,2023-11-30 00:20:00,0
5208,5189,5209,5209,2028,24,205,24,24,144,2028,61,24,123,123,119,24,24,24,205,61,27,27,3,3,4,3,3,3,2,2,2,0,2023-11-30 00:22:00,0
5216,5216,5216,5216,2040,24,220,24,24,148,2040,72,24,120,120,118,24,24,24,220,72,30,30,6,6,2,6,6,6,2,2,2,0,2023-11-30 00:24:00,0
5142,5142,5142,5142,2016,24,191,24,24,144,2016,47,24,123,123,120,24,24,24,191,47,27,27,3,3,1,3,3,3,2,2,2,2,2023-11-30 00:26:00,0
5188,5189,5187,5187,2031,24,200,24,24,144,2031,56,24,122,122,118,24,24,24,200,56,27,27,3,3,2,3,3,3,2,2,2,2,2023-11-30 00:28:00,0
5212,5213,5213,5213,2035,24,220,24,24,148,2035,72,24,124,124,119,24,24,24,220,72,30,30,6,6,4,6,6,6,2,2,2,1,2023-11-30 00:30:00,0
5181,5183,5181,5181,2032,24,198,24,24,144,2032,54,24,121,121,118,24,24,24,198,54,27,27,3,3,1,3,3,2,2,2,2,2,2023-11-30 00:32:00,1
5164,5164,5164,5164,2030,24,181,24,24,146,2030,35,24,122,122,119,24,24,24,181,35,28,28,4,4,3,4,4,3,2,2,2,0,2023-11-30 00:34:00,1
5197,5196,5196,5196,2037,24,202,24,24,145,2037,57,24,123,123,119,24,24,24,202,57,27,27,3,3,4,3,3,3,2,2,2,0,2023-11-30 00:36:00,0
5190,5193,5191,5191,2038,24,199,24,24,147,2038,52,24,121,121,118,24,24,24,199,52,30,30,6,6,3,6,6,6,2,2,2,0,2023-11-30 00:38:00,0
5183,5183,5183,5183,2038,24,186,24,24,145,2038,41,24,120,120,119,24,24,24,186,41,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-30 00:40:00,0
5179,5181,5179,5179,2030,24,194,24,24,144,2030,50,24,120,120,118,24,24,24,194,50,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-30 00:42:00,0
5220,5219,5219,5219,2039,24,219,24,24,148,2039,71,24,124,124,119,24,24,24,219,71,30,30,6,6,4,6,6,6,2,2,2,1,2023-11-30 00:44:00,0
5198,5199,5199,5199,2035,24,203,24,24,145,2035,58,24,124,124,118,24,24,24,203,58,27,27,3,3,4,3,3,3,2,2,2,2,2023-11-30 00:46:00,0
5156,5158,5156,5156,2016,22,203,22,22,143,2016,60,22,124,124,118,22,22,22,203,60,27,27,3,3,4,3,3,3,2,2,2,2,2023-11-30 00:48:00,0
5202,5202,5202,5202,2036,24,203,24,24,146,2036,57,24,121,121,118,24,24,24,203,57,28,28,4,4,3,4,4,3,2,2,2,0,2023-11-30 00:50:00,1
5207,5207,5207,5207,2037,24,213,24,24,148,2037,65,24,121,121,119,24,24,24,213,65,30,30,6,6,2,6,6,5,2,2,2,0,2023-11-30 00:52:00,1
5194,5196,5194,5194,2037,24,197,24,24,144,2037,53,24,120,120,120,24,24,24,197,53,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-30 00:54:00,0
5191,5191,5191,5191,2030,24,204,24,24,145,2030,59,24,118,118,118,24,24,24,204,59,27,27,3,3,0,3,3,3,2,2,2,0,2023-11-30 00:56:00,0
5212,5214,5212,5212,2037,24,211,24,24,148,2037,63,24,123,123,120,24,24,24,211,63,30,30,6,6,3,6,6,6,2,2,2,0,2023-11-30 00:58:00,0
5213,5212,5212,5212,2040,24,210,24,24,144,2040,66,24,123,123,118,24,24,24,210,66,27,27,3,3,4,3,3,3,2,2,2,1,2023-11-30 01:00:00,0
5178,5178,5179,5179,2023,24,204,24,24,145,2023,59,24,124,124,119,24,24,24,204,59,27,27,3,3,5,3,3,3,2,2,2,0,2023-11-30 01:02:00,0
5194,5196,5194,5194,2033,24,206,24,24,144,2033,62,24,119,119,118,24,24,24,206,62,27,27,3,3,1,3,3,3,2,2,2,0,2023-11-30 01:04:00,0
5174,5174,5174,5174,2036,24,187,24,24,148,2036,39,24,120,120,118,24,24,24,187,39,30,30,6,6,2,6,6,6,2,2,2,0,2023-11-30 01:06:00,0
5204,5206,5204,5204,2031,24,208,24,24,145,2031,63,24,122,122,119,24,24,24,208,63,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-30 01:08:00,0
5167,5167,5167,5167,2020,24,216,24,24,144,2020,72,24,120,120,119,24,24,24,216,72,28,28,4,4,0,4,4,2,2,2,2,1,2023-11-30 01:10:00,2
5203,5203,5203,5203,2038,24,210,24,24,148,2038,62,24,121,121,119,24,24,24,210,62,30,30,6,6,2,6,6,6,2,2,2,0,2023-11-30 01:12:00,0
5176,5178,5176,5176,2034,24,181,24,24,144,2034,37,24,121,121,119,24,24,24,181,37,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-30 01:14:00,0
5188,5188,5188,5188,2026,24,207,24,24,145,2026,62,24,121,121,118,24,24,24,207,62,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-30 01:16:00,0
5184,5185,5183,5183,2038,22,191,22,22,148,2038,43,22,121,121,119,22,22,22,191,43,30,30,6,6,2,6,6,6,2,2,2,0,2023-11-30 01:18:00,0
5230,5231,5231,5231,2040,24,222,24,24,145,2040,77,24,124,124,118,24,24,24,222,77,27,27,3,3,6,3,3,3,2,2,2,0,2023-11-30 01:20:00,0
5192,5192,5192,5192,2031,24,202,24,24,144,2031,58,24,125,125,121,24,24,24,202,58,27,27,3,3,2,3,3,3,2,2,2,2,2023-11-30 01:22:00,0
5230,5232,5230,5230,2039,24,224,24,24,145,2039,79,24,121,121,118,24,24,24,224,79,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-30 01:24:00,0
5195,5195,5195,5195,2039,24,199,24,24,147,2039,52,24,122,122,119,24,24,24,199,52,30,30,6,6,2,6,6,6,2,2,2,1,2023-11-30 01:26:00,0
5176,5178,5176,5176,2032,24,187,24,24,145,2032,42,24,122,122,118,24,24,24,187,42,27,27,3,3,4,3,3,2,2,2,2,0,2023-11-30 01:28:00,1
5194,5194,5194,5194,2034,24,199,24,24,146,2034,53,24,125,125,121,24,24,24,199,53,28,28,4,4,3,4,4,3,2,2,2,1,2023-11-30 01:30:00,1
5177,5177,5177,5177,2033,24,188,24,24,147,2033,41,24,120,120,118,24,24,24,188,41,30,30,6,6,2,6,6,6,2,2,2,0,2023-11-30 01:32:00,0
5137,5139,5137,5137,2013,24,193,24,24,144,2013,49,24,120,120,117,24,24,24,193,49,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-30 01:34:00,0
5193,5193,5193,5193,2032,24,200,24,24,145,2032,55,24,121,121,119,24,24,24,200,55,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-30 01:36:00,0
5196,5196,5196,5196,2038,24,196,24,24,144,2038,52,24,122,122,119,24,24,24,196,52,27,27,3,3,2,3,3,3,2,2,2,1,2023-11-30 01:38:00,0
5213,5215,5213,5213,2037,24,215,24,24,148,2037,67,24,124,124,119,24,24,24,215,67,30,30,6,6,4,6,6,6,2,2,2,1,2023-11-30 01:40:00,0
5206,5206,5206,5206,2037,24,314,24,24,145,2037,169,24,122,122,118,24,24,24,314,169,27,27,3,3,3,3,3,3,2,2,2,1,2023-11-30 01:42:00,0
5203,5205,5203,5203,2037,24,207,24,24,144,2037,63,24,120,120,118,24,24,24,207,63,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-30 01:44:00,0
