,country,platform,city,client_version,media,network,target_metric
20152,FR,Windows,Paris,cv_09,Audio,ethernet,True
20153,KR,Windows,Busan,cv_04,Audio,ethernet,True
20154,US,Windows,Seattle,cv_07,Video,wi-fi,True
20155,US,iOS,San Francisco,cv_02,Audio,wi-fi,True
20156,HK,Mac,Hong Kong,cv_08,Video,wi-fi,True
20157,FI,Android,Helsinki,cv_03,ScreenShare,wi-fi,False
20158,US,Android,New York,cv_08,Audio,wi-fi,True
20159,HK,Windows,Kowloon,cv_08,Audio,wi-fi,True
20160,IN,Windows,Hyderabad,cv_07,Video,ethernet,True
20161,UK,iOS,London,cv_09,ScreenShare,LTE,True
20162,FI,Windows,Helsinki,cv_08,Video,wi-fi,True
20163,FR,Mac,Paris,cv_07,Audio,ethernet,True
20164,FI,Windows,Helsinki,cv_08,ScreenShare,wi-fi,True
20165,FR,Windows,Nice,cv_10,Video,wi-fi,True
20166,DK,Windows,Copenhagen,cv_08,Video,ethernet,True
20167,FR,iOS,Paris,cv_04,Audio,wi-fi,True
20168,HK,Windows,Hong Kong,cv_07,Audio,wi-fi,True
20169,FI,Windows,Helsinki,cv_09,Audio,ethernet,True
20170,US,Windows,San Francisco,cv_08,Audio,wi-fi,True
20171,AE,Windows,Abu Dhabi,cv_08,Video,wi-fi,True
20172,HK,Android,Hong Kong,cv_05,Audio,wi-fi,True
20173,UK,Windows,London,cv_10,Audio,wi-fi,True
20174,IN,Android,Mumbai,cv_08,Audio,LTE,True
20175,US,iOS,Los Angeles,cv_04,Audio,LTE,True
20176,DK,Windows,Copenhagen,cv_07,ScreenShare,wi-fi,True
20177,UK,Android,London,cv_06,Audio,LTE,True
20178,US,Mac,New York,cv_05,Audio,wi-fi,True
20179,UK,Windows,Manchester,cv_08,Audio,ethernet,True
20180,UK,Windows,London,cv_05,Video,ethernet,True
20181,FR,Windows,Paris,cv_07,Audio,wi-fi,True
20182,UK,Mac,Birmingham,cv_03,Audio,ethernet,True
20183,US,Android,Seattle,cv_05,Video,LTE,True
20184,UK,Android,Liverpool,cv_07,Audio,wi-fi,True
20185,FI,Windows,Helsinki,cv_04,Audio,wi-fi,True
20186,IN,Windows,Banglor,cv_08,Video,ethernet,True
20187,DK,Windows,Copenhagen,cv_10,Audio,wi-fi,True
20188,IN,Windows,Mumbai,cv_09,Video,wi-fi,True
20189,AU,Windows,Perth,cv_09,Video,wi-fi,True
20190,AE,Windows,Abu Dhabi,cv_10,Audio,wi-fi,True
20191,AE,Windows,Dubai,cv_07,Audio,wi-fi,True
20192,FI,Windows,Helsinki,cv_10,Audio,ethernet,True
20193,FI,Windows,Helsinki,cv_07,Audio,ethernet,True
20194,US,Android,Seattle,cv_07,Audio,wi-fi,True
20195,AU,Windows,Sydney,cv_09,Video,wi-fi,True
20196,IN,Windows,Hyderabad,cv_10,Audio,ethernet,True
20197,FI,Windows,Helsinki,cv_08,Audio,wi-fi,False
20198,IN,Windows,New Delhi,cv_08,Audio,ethernet,True
20199,HK,Windows,Kowloon,cv_02,Video,ethernet,True
20200,FI,Windows,Tampere,cv_08,ScreenShare,ethernet,True
20201,HK,Windows,Hong Kong,cv_05,Audio,wi-fi,True
20202,AU,Windows,Melbourne,cv_08,Video,wi-fi,True
20203,FI,Windows,Helsinki,cv_08,Audio,wi-fi,True
20204,UK,Windows,London,cv_08,Audio,wi-fi,True
20205,UK,Android,London,cv_05,Audio,3G,True
20206,US,Android,Seattle,cv_05,Audio,wi-fi,True
20207,RU,Windows,Saint Petersburg,cv_04,Video,wi-fi,True
20208,UK,Android,London,cv_08,Video,wi-fi,True
20209,IN,Windows,New Delhi,cv_07,Audio,ethernet,True
20210,KR,Windows,Incheon,cv_05,Audio,wi-fi,True
20211,NG,Windows,Lagos,cv_08,Video,wi-fi,True
20212,FR,iOS,Paris,cv_09,Audio,wi-fi,True
20213,UK,Windows,London,cv_05,Audio,ethernet,True
20214,IN,Windows,Hyderabad,cv_04,Video,ethernet,True
20215,FR,Windows,Marseille,cv_06,Audio,ethernet,True
20216,AE,iOS,Dubai,cv_05,ScreenShare,wi-fi,True
20217,IN,Windows,Hyderabad,cv_07,Audio,wi-fi,True
20218,IN,Windows,Hyderabad,cv_03,Audio,wi-fi,True
20219,DK,Windows,Copenhagen,cv_04,Audio,wi-fi,True
20220,UK,Windows,London,cv_09,Audio,wi-fi,True
20221,FI,Windows,Helsinki,cv_08,Audio,ethernet,True
20222,US,Android,Seattle,cv_08,Video,LTE,True
20223,FI,Windows,Helsinki,cv_10,Audio,wi-fi,True
20224,US,Windows,Los Angeles,cv_07,Video,wi-fi,True
20225,DK,Windows,Copenhagen,cv_08,Audio,wi-fi,True
20226,FR,Windows,Paris,cv_03,Audio,wi-fi,True
20227,US,Windows,San Francisco,cv_07,Audio,ethernet,True
20228,US,Android,Chicago,cv_08,Video,LTE,True
20229,HK,Windows,Kowloon,cv_07,Audio,wi-fi,True
20230,HK,Windows,Hong Kong,cv_07,Video,ethernet,True
20231,IN,iOS,Hyderabad,cv_05,Audio,LTE,True
20232,UK,iOS,London,cv_09,Audio,LTE,True
20233,DK,Android,Copenhagen,cv_04,Audio,wi-fi,True
20234,DK,Windows,Copenhagen,cv_01,Audio,ethernet,True
20235,DK,Windows,Copenhagen,cv_08,ScreenShare,wi-fi,True
20236,US,Android,Los Angeles,cv_05,Video,wi-fi,True
20237,UK,Mac,Liverpool,cv_07,Audio,ethernet,True
20238,UK,Mac,London,cv_09,Audio,wi-fi,True
20239,HK,Windows,Kowloon,cv_03,Video,ethernet,True
20240,UK,Android,Birmingham,cv_07,ScreenShare,wi-fi,False
20241,FI,Mac,Helsinki,cv_08,Video,wi-fi,True
20242,AE,Android,Abu Dhabi,cv_08,Video,wi-fi,True
20243,US,iOS,San Francisco,cv_07,Audio,LTE,True
20244,FR,Windows,Paris,cv_08,Video,ethernet,True
20245,IN,Android,Banglor,cv_08,Audio,LTE,True
20246,AU,Windows,Sydney,cv_08,Audio,wi-fi,True
20247,HK,Windows,Kowloon,cv_08,Audio,ethernet,False
20248,UK,Android,London,cv_03,Audio,wi-fi,True
20249,AE,Mac,Dubai,cv_05,Video,wi-fi,True
20250,FR,Android,Montpellier,cv_05,ScreenShare,wi-fi,True
20251,FI,Windows,Helsinki,cv_09,Audio,wi-fi,True
20252,HK,Windows,Hong Kong,cv_04,Video,ethernet,True
20253,IN,Windows,Banglor,cv_08,Video,wi-fi,True
20254,FI,Android,Tampere,cv_08,Video,LTE,True
20255,UK,Windows,London,cv_08,Video,ethernet,False
20256,FR,Windows,Nice,cv_08,Video,ethernet,True
20257,HK,Android,Hong Kong,cv_10,Video,wi-fi,True
20258,FI,Android,Helsinki,cv_07,Audio,wi-fi,True
20259,FR,Windows,Paris,cv_05,Video,ethernet,True
20260,AE,Windows,Dubai,cv_10,Audio,ethernet,True
20261,KR,iOS,Busan,cv_08,Audio,wi-fi,True
20262,BE,Windows,Ghent,cv_08,Audio,ethernet,True
20263,IN,Android,Banglor,cv_08,Audio,wi-fi,True
20264,KR,Android,Seoul,cv_08,Audio,LTE,True
20265,NG,Windows,Lagos,cv_08,Audio,ethernet,True
20266,UK,Mac,Birmingham,cv_08,Audio,ethernet,True
20267,IN,iOS,Banglor,cv_09,Video,LTE,True
20268,FI,Android,Tampere,cv_01,Video,LTE,True
20269,KR,Windows,Busan,cv_08,Audio,ethernet,True
20270,FR,Windows,Paris,cv_07,Audio,wi-fi,True
20271,HK,Windows,Hong Kong,cv_10,Video,wi-fi,True
20272,US,Windows,Seattle,cv_10,Audio,wi-fi,True
20273,US,Windows,New York,cv_09,Audio,wi-fi,True
20274,FR,Windows,Marseille,cv_05,ScreenShare,ethernet,True
20275,FR,iOS,Nice,cv_05,Video,LTE,True
20276,AU,Windows,Sydney,cv_09,Audio,ethernet,False
20277,HK,Windows,Hong Kong,cv_04,Video,ethernet,True
20278,UK,Windows,London,cv_05,Audio,ethernet,True
20279,US,Android,Chicago,cv_08,Video,LTE,True
20280,US,Android,New York,cv_05,Video,wi-fi,False
20281,FR,Mac,Montpellier,cv_04,Audio,wi-fi,True
20282,HK,Windows,Kowloon,cv_07,Video,wi-fi,True
20283,KR,Windows,Seoul,cv_07,Audio,wi-fi,True
20284,DK,Windows,Copenhagen,cv_10,Audio,wi-fi,True
20285,BE,Android,Antwerp,cv_09,Audio,wi-fi,True
20286,FR,iOS,Paris,cv_05,Video,3G,True
20287,AU,iOS,Melbourne,cv_05,Video,wi-fi,True
20288,FR,Windows,Paris,cv_06,Video,ethernet,True
20289,US,Android,San Francisco,cv_08,Video,wi-fi,True
20290,US,Android,San Francisco,cv_09,Audio,wi-fi,True
20291,IN,Windows,Mumbai,cv_08,Video,wi-fi,False
20292,UK,Windows,Manchester,cv_08,Audio,wi-fi,True
20293,NG,Mac,Lagos,cv_08,Video,wi-fi,True
20294,FI,Windows,Helsinki,cv_03,Video,wi-fi,True
20295,BE,Android,Brussels,cv_04,Audio,wi-fi,True
20296,DK,Android,Copenhagen,cv_05,Video,wi-fi,False
20297,KR,Mac,Busan,cv_05,Video,ethernet,False
20298,US,Android,Seattle,cv_08,Video,wi-fi,True
20299,US,iOS,San Francisco,cv_06,Audio,wi-fi,True
20300,FR,Android,Nice,cv_01,Audio,wi-fi,True
20301,FR,Windows,Paris,cv_09,Audio,ethernet,True
20302,HK,Windows,Kowloon,cv_05,Audio,ethernet,True
20303,AR,Android,Bueno Aires,cv_10,Audio,wi-fi,True
20304,US,Android,Seattle,cv_10,Audio,wi-fi,True
20305,FI,Windows,Helsinki,cv_08,Audio,wi-fi,True
20306,KR,Windows,Busan,cv_08,Audio,wi-fi,True
20307,US,Android,New York,cv_07,Audio,LTE,True
20308,DK,Windows,Copenhagen,cv_08,Video,wi-fi,True
20309,DK,iOS,Copenhagen,cv_08,Audio,wi-fi,True
20310,UK,iOS,Manchester,cv_07,ScreenShare,LTE,True
20311,KR,Android,Seoul,cv_06,Audio,3G,True
20312,AU,Windows,Canberra,cv_04,Video,ethernet,True
20313,IN,Android,Hyderabad,cv_08,Audio,wi-fi,True
20314,IN,Windows,New Delhi,cv_04,Video,wi-fi,True
20315,US,Android,New York,cv_07,Audio,wi-fi,False
20316,IN,Mac,Mumbai,cv_04,Audio,ethernet,True
20317,HK,Windows,Hong Kong,cv_07,Video,ethernet,True
20318,RU,Windows,Yekaterinburg,cv_08,Audio,ethernet,True
20319,AU,Windows,Sydney,cv_08,Audio,wi-fi,True
20320,HK,Windows,Hong Kong,cv_07,Audio,wi-fi,True
20321,FR,iOS,Nice,cv_09,Audio,3G,True
20322,FI,Windows,Helsinki,cv_06,Audio,ethernet,True
20323,RU,Windows,Moscow,cv_09,Audio,wi-fi,True
20324,FR,Android,Nice,cv_05,Audio,wi-fi,True
20325,FI,iOS,Helsinki,cv_08,Video,wi-fi,True
20326,NG,iOS,Lagos,cv_05,Video,LTE,True
20327,IN,Windows,New Delhi,cv_09,Video,wi-fi,True
20328,HK,Windows,Kowloon,cv_07,Audio,wi-fi,True
20329,US,Mac,Miami,cv_07,Audio,ethernet,True
20330,IN,Windows,Banglor,cv_10,ScreenShare,ethernet,True
20331,US,Android,Chicago,cv_09,Audio,wi-fi,True
20332,UK,Mac,London,cv_03,Audio,ethernet,True
20333,DK,Android,Copenhagen,cv_07,Audio,LTE,True
20334,DK,Windows,Arhus,cv_05,Audio,wi-fi,True
20335,BE,Windows,Ghent,cv_08,ScreenShare,wi-fi,True
20336,IN,Windows,Banglor,cv_06,Video,ethernet,True
20337,UK,iOS,London,cv_05,Audio,wi-fi,True
20338,IN,Windows,New Delhi,cv_10,Video,wi-fi,True
20339,UK,Windows,Liverpool,cv_07,Audio,wi-fi,True
20340,FI,Windows,Helsinki,cv_06,Audio,wi-fi,True
20341,HK,iOS,Hong Kong,cv_06,Audio,wi-fi,True
20342,AE,Windows,Abu Dhabi,cv_07,Audio,ethernet,True
20343,IN,Mac,Mumbai,cv_05,Video,wi-fi,True
20344,IN,Windows,Mumbai,cv_07,Audio,wi-fi,True
20345,DK,Windows,Arhus,cv_09,ScreenShare,ethernet,True
20346,UK,iOS,Manchester,cv_09,Video,wi-fi,True
20347,KR,Windows,Seoul,cv_10,Audio,wi-fi,True
20348,US,Windows,Los Angeles,cv_04,Video,wi-fi,True
20349,US,Android,San Francisco,cv_08,Audio,wi-fi,True
20350,US,Android,Miami,cv_08,Audio,wi-fi,True
20351,KR,Windows,Incheon,cv_07,Audio,wi-fi,True
20352,FR,Windows,Montpellier,cv_07,Audio,ethernet,True
20353,FR,Android,Montpellier,cv_07,ScreenShare,wi-fi,True
20354,NG,Windows,Lagos,cv_02,Video,wi-fi,True
20355,FR,Windows,Paris,cv_08,Audio,wi-fi,True
20356,UK,Android,Manchester,cv_04,Video,LTE,True
20357,IN,Windows,Mumbai,cv_04,Audio,wi-fi,True
20358,IN,iOS,Hyderabad,cv_05,Video,wi-fi,True
20359,DK,Windows,Copenhagen,cv_08,Audio,wi-fi,True
20360,US,Android,Los Angeles,cv_07,Video,LTE,False
20361,UK,Windows,Manchester,cv_05,Video,ethernet,False
20362,IN,Android,Mumbai,cv_09,Audio,wi-fi,True
20363,IN,Android,Hyderabad,cv_04,Video,wi-fi,True
20364,IN,Windows,Banglor,cv_05,Video,wi-fi,True
20365,AU,Android,Sydney,cv_07,Video,wi-fi,True
20366,US,iOS,Seattle,cv_08,Audio,3G,True
20367,DK,Windows,Copenhagen,cv_08,Video,ethernet,True
20368,AE,Windows,Sharjah,cv_06,Audio,ethernet,True
20369,AE,Windows,Sharjah,cv_08,Video,wi-fi,True
20370,RU,Windows,Kazan,cv_08,Audio,wi-fi,True
20371,AE,Windows,Abu Dhabi,cv_08,Video,wi-fi,True
20372,FI,Windows,Helsinki,cv_04,Video,wi-fi,True
20373,FI,Windows,Helsinki,cv_05,ScreenShare,wi-fi,True
20374,HK,Windows,Kowloon,cv_06,Audio,wi-fi,True
20375,DK,Android,Copenhagen,cv_05,Video,LTE,True
20376,IN,Android,Mumbai,cv_08,Audio,wi-fi,True
20377,US,Android,Seattle,cv_09,Video,wi-fi,True
20378,US,Android,Seattle,cv_10,Video,wi-fi,False
20379,HK,Mac,Hong Kong,cv_04,Audio,wi-fi,True
20380,FR,Windows,Nice,cv_08,ScreenShare,wi-fi,True
20381,US,Android,Seattle,cv_10,Audio,wi-fi,True
20382,RU,Windows,Novosibirsk,cv_06,Audio,wi-fi,True
20383,IN,Windows,Banglor,cv_05,Audio,wi-fi,True
20384,IN,Android,Hyderabad,cv_08,Video,wi-fi,True
20385,DK,iOS,Copenhagen,cv_08,Audio,wi-fi,True
20386,HK,Windows,Hong Kong,cv_05,Audio,wi-fi,True
20387,US,iOS,Chicago,cv_08,Audio,wi-fi,True
20388,IN,Windows,Banglor,cv_08,Audio,ethernet,True
20389,UK,Windows,Liverpool,cv_08,Audio,wi-fi,True
20390,DK,Windows,Copenhagen,cv_08,Audio,wi-fi,True
20391,US,Android,Chicago,cv_08,Audio,wi-fi,True
20392,HK,Windows,Hong Kong,cv_08,Video,ethernet,True
20393,DK,Windows,Copenhagen,cv_01,Audio,ethernet,True
20394,UK,Android,London,cv_07,Audio,LTE,True
20395,IN,iOS,New Delhi,cv_07,Video,LTE,True
20396,IN,Android,Banglor,cv_08,Audio,LTE,True
20397,FR,Android,Paris,cv_02,Audio,wi-fi,True
20398,HK,Windows,Hong Kong,cv_09,Video,ethernet,True
20399,FI,Windows,Helsinki,cv_06,Video,ethernet,False
20400,AU,Windows,Perth,cv_08,Audio,ethernet,True
20401,US,Mac,Seattle,cv_04,Audio,wi-fi,True
20402,IN,Windows,Mumbai,cv_08,Video,ethernet,True
20403,DK,Windows,Copenhagen,cv_08,Audio,wi-fi,True
20404,HK,Windows,Hong Kong,cv_08,Audio,wi-fi,False
20405,FI,Android,Helsinki,cv_09,Audio,3G,True
20406,US,Android,Chicago,cv_08,Audio,wi-fi,True
20407,FI,Mac,Helsinki,cv_03,Video,wi-fi,True
20408,BE,Windows,Ghent,cv_07,Video,wi-fi,True
20409,FR,Windows,Paris,cv_09,Audio,wi-fi,True
20410,FR,Windows,Nice,cv_05,Video,wi-fi,True
20411,FR,Android,Nice,cv_03,Audio,LTE,True
20412,KR,Windows,Busan,cv_08,Audio,wi-fi,True
20413,AE,Windows,Abu Dhabi,cv_04,Audio,wi-fi,True
20414,AE,Windows,Dubai,cv_08,Video,ethernet,True
20415,AU,iOS,Sydney,cv_07,Audio,wi-fi,True
20416,US,Mac,Chicago,cv_09,Audio,wi-fi,True
20417,DK,Windows,Copenhagen,cv_06,Video,ethernet,True
20418,KR,Windows,Busan,cv_07,Audio,ethernet,True
20419,KR,iOS,Incheon,cv_04,Video,wi-fi,True
20420,UK,Windows,London,cv_08,Audio,ethernet,True
20421,US,Mac,New York,cv_03,Audio,ethernet,True
20422,FR,Windows,Paris,cv_09,Video,wi-fi,True
20423,US,Android,San Francisco,cv_08,Video,wi-fi,True
20424,US,Android,Chicago,cv_08,Video,wi-fi,False
20425,BE,Windows,Ghent,cv_10,Audio,wi-fi,False
20426,US,Windows,San Francisco,cv_03,Audio,ethernet,True
20427,HK,Mac,Kowloon,cv_07,Audio,wi-fi,True
20428,UK,Android,Manchester,cv_07,Audio,wi-fi,True
20429,IN,Windows,New Delhi,cv_08,Video,ethernet,True
20430,HK,Windows,Hong Kong,cv_07,Audio,wi-fi,True
20431,AU,Windows,Canberra,cv_08,Video,ethernet,True
20432,FR,Windows,Nice,cv_08,Audio,ethernet,True
20433,FR,Windows,Paris,cv_07,Audio,wi-fi,True
20434,UK,Windows,Liverpool,cv_08,Video,wi-fi,True
20435,BE,Windows,Brussels,cv_09,Audio,ethernet,True
20436,DK,Windows,Copenhagen,cv_05,Audio,ethernet,True
20437,AR,Windows,Bueno Aires,cv_08,Video,wi-fi,True
20438,HK,Windows,Hong Kong,cv_04,Audio,wi-fi,True
20439,HK,Android,Hong Kong,cv_07,Audio,wi-fi,True
20440,HK,iOS,Kowloon,cv_08,Audio,3G,True
20441,HK,Windows,Hong Kong,cv_07,Video,wi-fi,True
20442,FR,Windows,Paris,cv_04,Audio,ethernet,True
20443,FI,Windows,Tampere,cv_08,Audio,wi-fi,True
20444,IN,iOS,Banglor,cv_10,Audio,LTE,True
20445,UK,Mac,Liverpool,cv_09,Audio,ethernet,False
20446,US,iOS,New York,cv_08,Audio,LTE,True
20447,US,Windows,Chicago,cv_05,Audio,wi-fi,True
20448,IN,Windows,Mumbai,cv_06,Video,wi-fi,True
20449,AE,Windows,Dubai,cv_07,Audio,wi-fi,True
20450,FI,Windows,Helsinki,cv_07,Audio,wi-fi,True
20451,UK,Windows,London,cv_07,Video,wi-fi,True
20452,FR,Windows,Marseille,cv_09,Audio,wi-fi,False
20453,US,Android,Seattle,cv_07,ScreenShare,wi-fi,True
20454,UK,Windows,Manchester,cv_08,Audio,wi-fi,True
20455,FI,iOS,Helsinki,cv_08,Audio,wi-fi,True
20456,HK,Android,Hong Kong,cv_04,Video,wi-fi,True
20457,FR,Mac,Paris,cv_09,Audio,ethernet,True
20458,DK,iOS,Copenhagen,cv_04,Video,wi-fi,True
20459,FR,Android,Nice,cv_08,Video,wi-fi,True
20460,HK,Android,Kowloon,cv_08,Video,wi-fi,True
20461,UK,Windows,Manchester,cv_05,Audio,ethernet,True
20462,IN,Windows,New Delhi,cv_08,Video,ethernet,True
20463,DK,Windows,Copenhagen,cv_07,Video,wi-fi,True
20464,US,Android,Seattle,cv_09,Audio,LTE,True
20465,UK,Windows,London,cv_08,Audio,wi-fi,True
20466,FR,Windows,Paris,cv_08,Audio,wi-fi,True
20467,RU,Windows,Yekaterinburg,cv_09,Audio,wi-fi,False
20468,US,Windows,Seattle,cv_10,Audio,ethernet,True
20469,US,iOS,Seattle,cv_08,Audio,wi-fi,True
20470,RU,Windows,Moscow,cv_05,Audio,ethernet,True
20471,FR,Windows,Paris,cv_09,Audio,wi-fi,True
20472,UK,Windows,London,cv_04,Video,wi-fi,True
20473,IN,Mac,Hyderabad,cv_09,Video,ethernet,True
20474,FR,Android,Paris,cv_07,Video,LTE,True
20475,UK,iOS,Manchester,cv_09,Video,3G,True
20476,FI,Windows,Turku,cv_08,Video,wi-fi,True
20477,DK,Windows,Copenhagen,cv_07,Audio,wi-fi,True
20478,FR,Windows,Paris,cv_05,Audio,ethernet,True
20479,AE,Windows,Abu Dhabi,cv_07,Audio,wi-fi,True
20480,IN,Windows,New Delhi,cv_05,Audio,wi-fi,True
20481,IN,Windows,New Delhi,cv_10,ScreenShare,wi-fi,True
20482,FI,Windows,Helsinki,cv_07,Audio,ethernet,True
20483,RU,Windows,Moscow,cv_09,Video,ethernet,True
20484,FR,iOS,Paris,cv_03,Audio,LTE,True
20485,DK,Mac,Copenhagen,cv_09,Audio,wi-fi,True
20486,UK,Windows,London,cv_09,Video,wi-fi,True
20487,AU,Android,Melbourne,cv_05,Audio,LTE,True
20488,US,Android,Los Angeles,cv_08,Video,wi-fi,True
20489,UK,Windows,Liverpool,cv_09,Audio,ethernet,True
20490,DK,Windows,Copenhagen,cv_05,Audio,wi-fi,True
20491,US,Android,Los Angeles,cv_06,Audio,wi-fi,True
20492,FR,Mac,Montpellier,cv_07,Audio,ethernet,True
20493,BE,Android,Brussels,cv_08,Audio,LTE,True
20494,US,Android,San Francisco,cv_06,ScreenShare,wi-fi,True
20495,US,Mac,Miami,cv_08,Audio,ethernet,True
20496,IN,Android,Mumbai,cv_10,Audio,wi-fi,True
20497,FR,Windows,Paris,cv_08,Audio,ethernet,True
20498,FR,Windows,Montpellier,cv_08,Audio,wi-fi,True
20499,RU,Mac,Novosibirsk,cv_08,Video,ethernet,True
20500,DK,Windows,Copenhagen,cv_07,Audio,ethernet,True
20501,DK,Windows,Copenhagen,cv_09,Audio,ethernet,True
20502,FI,Windows,Helsinki,cv_07,Video,ethernet,True
20503,AE,Windows,Dubai,cv_03,Audio,ethernet,True
20504,US,Windows,Miami,cv_06,Audio,ethernet,True
20505,FI,Windows,Helsinki,cv_04,Audio,wi-fi,True
20506,BE,Android,Antwerp,cv_09,Audio,wi-fi,True
20507,US,iOS,San Francisco,cv_09,ScreenShare,LTE,True
20508,FR,Windows,Montpellier,cv_09,Video,wi-fi,True
20509,AU,Windows,Perth,cv_08,Audio,wi-fi,True
20510,NG,Windows,Lagos,cv_08,Audio,wi-fi,True
20511,NG,Android,Lagos,cv_07,Audio,LTE,True
20512,FR,Windows,Nice,cv_07,Audio,wi-fi,True
20513,US,Mac,Miami,cv_05,Audio,wi-fi,True
20514,FI,Android,Helsinki,cv_08,Audio,wi-fi,True
20515,HK,iOS,Hong Kong,cv_08,Audio,wi-fi,True
20516,US,Android,Los Angeles,cv_08,Audio,wi-fi,False
20517,HK,Windows,Hong Kong,cv_02,Audio,ethernet,True
20518,FR,Android,Montpellier,cv_08,Video,wi-fi,True
20519,AU,Windows,Perth,cv_09,Audio,ethernet,True
20520,IN,Android,Mumbai,cv_07,Video,3G,False
20521,FI,Windows,Helsinki,cv_05,Audio,ethernet,True
20522,RU,Windows,Moscow,cv_08,Audio,wi-fi,True
20523,AE,Windows,Dubai,cv_08,Audio,ethernet,False
20524,DK,Windows,Copenhagen,cv_05,Video,ethernet,True
20525,BE,Android,Brussels,cv_08,Audio,LTE,True
20526,US,Android,Seattle,cv_08,Video,LTE,True
20527,US,Mac,San Francisco,cv_02,Audio,ethernet,True
20528,AE,Windows,Abu Dhabi,cv_08,Audio,wi-fi,True
20529,NG,Windows,Kano,cv_08,Audio,wi-fi,False
20530,HK,Mac,Hong Kong,cv_06,Audio,wi-fi,True
20531,UK,Windows,Liverpool,cv_08,Audio,wi-fi,True
20532,UK,Windows,Liverpool,cv_07,Video,ethernet,True
20533,US,Android,Seattle,cv_08,Video,LTE,True
20534,DK,Android,Copenhagen,cv_04,Video,LTE,True
20535,DK,Windows,Copenhagen,cv_03,Audio,wi-fi,True
20536,UK,Android,London,cv_07,Video,wi-fi,True
20537,DK,iOS,Copenhagen,cv_05,Video,wi-fi,True
20538,FR,Windows,Nice,cv_08,Audio,wi-fi,True
20539,AE,Windows,Abu Dhabi,cv_03,Video,ethernet,True
20540,KR,Android,Busan,cv_03,Video,wi-fi,True
20541,FI,Windows,Helsinki,cv_08,ScreenShare,ethernet,True
20542,IN,Windows,New Delhi,cv_07,Audio,ethernet,True
20543,FR,Android,Paris,cv_07,Video,LTE,True
20544,US,iOS,New York,cv_05,Audio,LTE,False
20545,DK,Windows,Copenhagen,cv_07,Audio,ethernet,True
20546,US,Android,New York,cv_08,ScreenShare,3G,True
20547,HK,Android,Hong Kong,cv_08,ScreenShare,wi-fi,True
20548,HK,Windows,Hong Kong,cv_07,ScreenShare,wi-fi,True
20549,RU,Windows,Yekaterinburg,cv_07,ScreenShare,ethernet,True
20550,DK,Windows,Copenhagen,cv_02,Audio,wi-fi,True
20551,UK,Windows,Birmingham,cv_08,Audio,wi-fi,True
20552,FI,Windows,Helsinki,cv_09,Audio,wi-fi,True
20553,FR,Android,Paris,cv_09,Video,3G,True
20554,AE,Android,Abu Dhabi,cv_04,Audio,LTE,True
20555,KR,Mac,Busan,cv_05,Audio,wi-fi,True
20556,FI,Windows,Tampere,cv_03,Audio,ethernet,True
20557,FR,Windows,Paris,cv_07,Audio,ethernet,True
20558,FI,Mac,Helsinki,cv_03,Audio,ethernet,True
20559,FI,Android,Helsinki,cv_08,Audio,wi-fi,True
20560,FR,Windows,Paris,cv_03,Audio,wi-fi,True
20561,FR,Windows,Montpellier,cv_04,Audio,wi-fi,True
20562,FI,iOS,Helsinki,cv_08,Video,LTE,True
20563,AE,Windows,Dubai,cv_02,ScreenShare,ethernet,True
20564,US,Android,Seattle,cv_08,Audio,LTE,True
20565,HK,Windows,Hong Kong,cv_05,Audio,wi-fi,True
20566,AU,Android,Perth,cv_04,Audio,LTE,False
20567,HK,Windows,Hong Kong,cv_07,Audio,wi-fi,True
20568,US,Windows,Seattle,cv_07,Audio,ethernet,True
20569,FR,Windows,Paris,cv_05,Audio,wi-fi,True
20570,FI,Mac,Helsinki,cv_08,Video,ethernet,True
20571,US,Android,Seattle,cv_07,Video,3G,True
20572,IN,Android,Mumbai,cv_09,Video,LTE,True
20573,HK,Android,Hong Kong,cv_01,Video,LTE,True
20574,HK,Windows,Hong Kong,cv_04,Audio,ethernet,True
20575,FI,Windows,Turku,cv_07,Audio,ethernet,True
20576,FR,Windows,Paris,cv_10,Audio,ethernet,True
20577,RU,iOS,Yekaterinburg,cv_10,Audio,wi-fi,True
20578,IN,Mac,Banglor,cv_05,Audio,ethernet,True
20579,US,Windows,New York,cv_09,Video,wi-fi,True
20580,KR,Android,Incheon,cv_09,Audio,wi-fi,True
20581,FI,Windows,Helsinki,cv_07,Video,wi-fi,True
20582,FR,Windows,Nice,cv_07,Audio,ethernet,True
20583,IN,Windows,Mumbai,cv_10,Audio,wi-fi,True
20584,RU,Windows,Saint Petersburg,cv_09,Video,wi-fi,True
20585,KR,Android,Busan,cv_08,Audio,LTE,True
20586,HK,Windows,Hong Kong,cv_07,Audio,wi-fi,True
20587,RU,Windows,Yekaterinburg,cv_07,Video,ethernet,True
20588,HK,Android,Hong Kong,cv_06,ScreenShare,wi-fi,True
20589,IN,iOS,Mumbai,cv_06,Audio,wi-fi,True
20590,IN,Windows,New Delhi,cv_07,Video,ethernet,True
20591,IN,Windows,Hyderabad,cv_05,Audio,wi-fi,True
20592,RU,Windows,Moscow,cv_06,Video,wi-fi,False
20593,FR,Windows,Montpellier,cv_07,Video,ethernet,True
20594,US,Android,San Francisco,cv_09,Audio,wi-fi,True
20595,IN,Windows,Mumbai,cv_07,Audio,wi-fi,True
20596,US,Android,Chicago,cv_05,Video,wi-fi,True
