,country,platform,city,client_version,media,network,target_metric
18996,US,iOS,Seattle,cv_04,Audio,3G,True
18997,AU,Windows,Canberra,cv_08,Audio,wi-fi,True
18998,US,Android,New York,cv_02,Audio,wi-fi,True
18999,DK,Android,Arhus,cv_08,Audio,LTE,True
19000,UK,Android,London,cv_04,Video,LTE,True
19001,US,Windows,New York,cv_08,Audio,ethernet,True
19002,RU,Windows,Moscow,cv_08,Audio,wi-fi,True
19003,FR,Windows,Paris,cv_03,Video,ethernet,True
19004,AE,Windows,Dubai,cv_04,Video,wi-fi,True
19005,IN,Windows,Hyderabad,cv_09,Audio,wi-fi,True
19006,IN,Windows,Banglor,cv_08,Audio,ethernet,True
19007,FI,iOS,Tampere,cv_08,Video,wi-fi,True
19008,US,Mac,New York,cv_08,Video,wi-fi,True
19009,FI,Windows,Helsinki,cv_06,Video,wi-fi,True
19010,US,Android,Chicago,cv_08,Audio,LTE,True
19011,BE,Windows,Brussels,cv_09,ScreenShare,wi-fi,True
19012,AE,Android,Sharjah,cv_08,Audio,wi-fi,True
19013,IN,Windows,Mumbai,cv_05,Video,wi-fi,True
19014,AR,Windows,Bueno Aires,cv_07,Video,wi-fi,True
19015,US,Android,Los Angeles,cv_08,Audio,wi-fi,True
19016,RU,Windows,Kazan,cv_05,Audio,wi-fi,True
19017,US,Android,Miami,cv_09,Audio,wi-fi,True
19018,DK,Android,Copenhagen,cv_09,Video,3G,True
19019,FR,iOS,Paris,cv_08,Video,wi-fi,True
19020,UK,Windows,London,cv_08,Audio,ethernet,True
19021,FI,Windows,Helsinki,cv_08,Audio,wi-fi,True
19022,FI,Windows,Helsinki,cv_07,Video,wi-fi,True
19023,US,Android,New York,cv_03,Video,wi-fi,True
19024,NG,Android,Lagos,cv_07,Audio,wi-fi,True
19025,AR,Android,La Plata,cv_07,Audio,wi-fi,True
19026,US,Android,San Francisco,cv_05,Audio,wi-fi,False
19027,US,Windows,Los Angeles,cv_08,Audio,ethernet,True
19028,BE,Mac,Antwerp,cv_09,Audio,wi-fi,True
19029,IN,Windows,Banglor,cv_07,Audio,wi-fi,True
19030,IN,iOS,Banglor,cv_07,Audio,3G,True
19031,HK,Windows,Kowloon,cv_07,Audio,ethernet,True
19032,US,Android,Los Angeles,cv_06,Video,wi-fi,True
19033,IN,iOS,New Delhi,cv_05,Audio,LTE,True
19034,BE,Windows,Brussels,cv_05,Audio,wi-fi,True
19035,RU,Windows,Kazan,cv_10,Audio,wi-fi,True
19036,FI,Windows,Helsinki,cv_05,Video,wi-fi,True
19037,IN,Android,New Delhi,cv_09,ScreenShare,LTE,True
19038,US,Android,Seattle,cv_02,Audio,wi-fi,True
19039,UK,Windows,Birmingham,cv_05,Audio,ethernet,True
19040,IN,Windows,Mumbai,cv_08,Audio,wi-fi,True
19041,AE,Windows,Dubai,cv_05,Audio,wi-fi,True
19042,US,Android,Seattle,cv_08,Audio,LTE,True
19043,FI,Android,Helsinki,cv_08,Audio,wi-fi,True
19044,UK,Mac,London,cv_08,Video,wi-fi,True
19045,FI,Android,Tampere,cv_05,Video,LTE,True
19046,DK,iOS,Copenhagen,cv_04,Video,LTE,True
19047,IN,Windows,Banglor,cv_04,Audio,wi-fi,True
19048,IN,Android,Hyderabad,cv_08,Video,wi-fi,True
19049,RU,Windows,Saint Petersburg,cv_08,Audio,wi-fi,True
19050,RU,Windows,Moscow,cv_08,Audio,ethernet,True
19051,NG,Windows,Kano,cv_08,Video,wi-fi,True
19052,IN,Windows,Mumbai,cv_08,Audio,wi-fi,True
19053,NG,Android,Lagos,cv_03,Audio,3G,True
19054,US,Windows,San Francisco,cv_07,Audio,wi-fi,True
19055,US,Android,Los Angeles,cv_05,Video,wi-fi,True
19056,HK,Windows,Hong Kong,cv_09,Video,ethernet,True
19057,AU,Android,Melbourne,cv_08,Audio,wi-fi,True
19058,FI,Windows,Tampere,cv_05,Audio,ethernet,True
19059,US,Android,Seattle,cv_05,Video,wi-fi,True
19060,BE,Windows,Antwerp,cv_08,Audio,wi-fi,True
19061,US,Android,Seattle,cv_08,Audio,LTE,True
19062,AE,Windows,Abu Dhabi,cv_07,Audio,ethernet,True
19063,RU,Windows,Saint Petersburg,cv_05,ScreenShare,wi-fi,True
19064,US,Android,Miami,cv_02,Audio,LTE,False
19065,US,Android,Seattle,cv_08,Audio,wi-fi,False
19066,US,Mac,Los Angeles,cv_07,Audio,wi-fi,True
19067,HK,Windows,Hong Kong,cv_08,Video,wi-fi,True
19068,US,Android,Los Angeles,cv_09,Video,wi-fi,True
19069,BE,Windows,Brussels,cv_07,Audio,wi-fi,True
19070,AE,Android,Dubai,cv_08,Video,LTE,True
19071,NG,Windows,Lagos,cv_08,Video,wi-fi,True
19072,HK,iOS,Hong Kong,cv_08,Audio,wi-fi,True
19073,IN,Windows,New Delhi,cv_08,Audio,ethernet,True
19074,BE,Windows,Brussels,cv_04,Video,ethernet,True
19075,IN,Windows,Banglor,cv_01,Audio,ethernet,True
19076,DK,Windows,Copenhagen,cv_05,Video,wi-fi,True
19077,US,Android,Seattle,cv_07,Audio,wi-fi,True
19078,AU,Windows,Perth,cv_09,Video,ethernet,True
19079,US,iOS,Miami,cv_06,Video,wi-fi,True
19080,HK,Windows,Hong Kong,cv_08,Video,ethernet,True
19081,IN,Windows,New Delhi,cv_07,Audio,wi-fi,True
19082,FI,Windows,Helsinki,cv_05,Audio,ethernet,True
19083,UK,iOS,Manchester,cv_08,Video,wi-fi,True
19084,DK,Windows,Copenhagen,cv_08,Audio,wi-fi,True
19085,US,Windows,New York,cv_04,Audio,wi-fi,True
19086,US,iOS,Los Angeles,cv_07,Audio,LTE,True
19087,FR,Windows,Paris,cv_09,Audio,ethernet,False
19088,AE,Windows,Abu Dhabi,cv_07,Audio,ethernet,True
19089,UK,Mac,Liverpool,cv_07,Audio,ethernet,True
19090,DK,Windows,Copenhagen,cv_07,Audio,ethernet,True
19091,KR,iOS,Busan,cv_08,ScreenShare,LTE,True
19092,US,Mac,Los Angeles,cv_07,Audio,wi-fi,True
19093,RU,Android,Yekaterinburg,cv_06,Audio,wi-fi,True
19094,DK,Android,Copenhagen,cv_10,Audio,3G,True
19095,FR,Windows,Nice,cv_03,Video,ethernet,True
19096,US,Android,Miami,cv_09,Audio,LTE,True
19097,FR,iOS,Paris,cv_09,ScreenShare,LTE,True
19098,AE,Windows,Abu Dhabi,cv_08,Audio,ethernet,True
19099,RU,iOS,Moscow,cv_06,Audio,wi-fi,True
19100,US,Android,Seattle,cv_07,Audio,wi-fi,False
19101,RU,Windows,Yekaterinburg,cv_04,Audio,wi-fi,True
19102,US,Android,New York,cv_05,Audio,wi-fi,False
19103,DK,Mac,Arhus,cv_09,Audio,wi-fi,True
19104,AU,Android,Sydney,cv_08,Video,wi-fi,True
19105,FR,Mac,Paris,cv_07,Audio,wi-fi,True
19106,US,Mac,Chicago,cv_01,Audio,wi-fi,True
19107,US,iOS,Chicago,cv_06,Video,wi-fi,True
19108,RU,Android,Novosibirsk,cv_05,Audio,wi-fi,True
19109,US,Windows,Seattle,cv_10,Audio,wi-fi,True
19110,US,Android,Miami,cv_09,Audio,wi-fi,True
19111,DK,Windows,Copenhagen,cv_07,Audio,wi-fi,True
19112,US,Android,Seattle,cv_08,Video,LTE,True
19113,FR,Android,Paris,cv_07,Audio,wi-fi,False
19114,UK,Windows,Liverpool,cv_05,Video,ethernet,True
19115,IN,Mac,New Delhi,cv_05,Video,wi-fi,True
19116,US,Windows,Seattle,cv_08,Audio,wi-fi,True
19117,DK,Windows,Copenhagen,cv_02,Video,ethernet,True
19118,KR,Windows,Seoul,cv_07,Video,ethernet,True
19119,DK,Windows,Copenhagen,cv_09,Video,wi-fi,True
19120,US,Android,Miami,cv_08,Audio,wi-fi,True
19121,HK,Android,Hong Kong,cv_10,Audio,LTE,True
19122,DK,Windows,Copenhagen,cv_04,Audio,wi-fi,True
19123,US,Android,Chicago,cv_09,Video,LTE,True
19124,HK,Windows,Kowloon,cv_03,Video,wi-fi,True
19125,FI,Windows,Helsinki,cv_06,Audio,wi-fi,True
19126,US,iOS,New York,cv_05,Audio,LTE,True
19127,HK,Mac,Hong Kong,cv_08,Audio,wi-fi,True
19128,US,Windows,New York,cv_08,Video,wi-fi,True
19129,HK,Windows,Hong Kong,cv_05,Video,wi-fi,True
19130,DK,Windows,Copenhagen,cv_08,Video,ethernet,True
19131,UK,Android,London,cv_09,Audio,LTE,True
19132,UK,Windows,Liverpool,cv_10,Audio,wi-fi,True
19133,IN,Windows,New Delhi,cv_08,Audio,wi-fi,True
19134,FR,Android,Nice,cv_05,Video,3G,True
19135,US,Android,San Francisco,cv_08,Audio,wi-fi,True
19136,DK,Windows,Copenhagen,cv_08,Audio,wi-fi,True
19137,BE,Android,Brussels,cv_07,Video,3G,True
19138,FR,Windows,Nice,cv_09,Video,ethernet,True
19139,FI,Android,Helsinki,cv_05,Audio,wi-fi,True
19140,UK,iOS,Birmingham,cv_08,Audio,3G,True
19141,FI,Windows,Helsinki,cv_07,Audio,wi-fi,True
19142,US,Android,Los Angeles,cv_08,Audio,wi-fi,True
19143,US,iOS,San Francisco,cv_07,Video,3G,True
19144,DK,Windows,Copenhagen,cv_09,Video,ethernet,True
19145,KR,Windows,Seoul,cv_09,Video,wi-fi,True
19146,IN,Mac,Banglor,cv_09,Audio,ethernet,True
19147,US,Android,Miami,cv_02,ScreenShare,LTE,True
19148,UK,Windows,Birmingham,cv_07,Video,wi-fi,True
19149,UK,Windows,Birmingham,cv_05,Audio,wi-fi,True
19150,DK,Windows,Copenhagen,cv_01,Video,ethernet,True
19151,RU,Android,Moscow,cv_07,Audio,wi-fi,True
19152,HK,Mac,Hong Kong,cv_10,Audio,ethernet,True
19153,HK,Windows,Hong Kong,cv_09,Audio,wi-fi,True
19154,IN,Mac,New Delhi,cv_10,Audio,wi-fi,True
19155,FR,Windows,Montpellier,cv_05,Audio,ethernet,True
19156,US,Android,Seattle,cv_07,Audio,LTE,True
19157,RU,Windows,Yekaterinburg,cv_08,Audio,ethernet,True
19158,BE,iOS,Antwerp,cv_07,Video,LTE,True
19159,US,Android,San Francisco,cv_08,Audio,wi-fi,True
19160,UK,Mac,London,cv_08,Video,ethernet,True
19161,US,Android,Los Angeles,cv_03,Audio,LTE,True
19162,IN,Android,Mumbai,cv_08,Video,wi-fi,True
19163,DK,Windows,Arhus,cv_10,Video,wi-fi,True
19164,HK,Windows,Hong Kong,cv_02,Video,wi-fi,True
19165,FR,Android,Paris,cv_08,Audio,LTE,True
19166,FR,Windows,Paris,cv_09,Audio,ethernet,True
19167,US,Android,Chicago,cv_02,Audio,wi-fi,True
19168,US,Android,New York,cv_02,Video,wi-fi,False
19169,US,Windows,New York,cv_08,Audio,wi-fi,True
19170,US,iOS,New York,cv_07,Audio,3G,True
19171,DK,Android,Copenhagen,cv_09,Audio,wi-fi,True
19172,HK,Windows,Hong Kong,cv_09,Video,wi-fi,True
19173,UK,Windows,Birmingham,cv_07,Audio,ethernet,True
19174,HK,Windows,Hong Kong,cv_08,Audio,wi-fi,True
19175,RU,Android,Moscow,cv_05,Audio,LTE,True
19176,BE,Windows,Brussels,cv_05,Audio,ethernet,True
19177,IN,Windows,New Delhi,cv_07,Video,wi-fi,True
19178,BE,Android,Antwerp,cv_08,Audio,LTE,True
19179,US,Windows,Los Angeles,cv_08,Audio,ethernet,True
19180,US,Windows,Los Angeles,cv_09,Video,ethernet,False
19181,IN,iOS,Hyderabad,cv_08,Audio,wi-fi,True
19182,FI,Android,Helsinki,cv_07,Video,3G,True
19183,FI,Android,Helsinki,cv_02,Video,wi-fi,True
19184,FR,iOS,Nice,cv_05,Audio,LTE,True
19185,BE,Windows,Ghent,cv_10,ScreenShare,wi-fi,True
19186,IN,Windows,Banglor,cv_08,Audio,ethernet,True
19187,HK,Windows,Hong Kong,cv_10,Audio,wi-fi,True
19188,US,Android,Seattle,cv_05,Video,wi-fi,True
19189,FR,Windows,Paris,cv_05,Audio,ethernet,True
19190,RU,Windows,Moscow,cv_01,Audio,ethernet,True
19191,UK,Windows,Birmingham,cv_09,Audio,wi-fi,True
19192,US,iOS,Chicago,cv_04,Video,LTE,True
19193,US,Android,San Francisco,cv_07,Video,LTE,False
19194,IN,Windows,Hyderabad,cv_07,Video,wi-fi,True
19195,AU,Android,Melbourne,cv_07,Video,wi-fi,True
19196,US,Android,Los Angeles,cv_07,Audio,LTE,True
19197,UK,Mac,London,cv_07,Video,wi-fi,False
19198,US,Android,Los Angeles,cv_09,Audio,wi-fi,True
19199,UK,Windows,Birmingham,cv_08,Audio,wi-fi,True
19200,IN,Windows,New Delhi,cv_03,Audio,wi-fi,True
19201,RU,Android,Saint Petersburg,cv_08,Video,LTE,False
19202,UK,Windows,Liverpool,cv_07,Video,ethernet,True
19203,US,Windows,San Francisco,cv_01,Audio,wi-fi,True
19204,US,Windows,Los Angeles,cv_10,Audio,wi-fi,True
19205,KR,Windows,Seoul,cv_03,Audio,ethernet,True
19206,US,iOS,Los Angeles,cv_05,Audio,wi-fi,True
19207,US,Android,Miami,cv_08,Audio,wi-fi,True
19208,US,Android,Seattle,cv_07,Video,LTE,True
19209,FR,Android,Nice,cv_08,Audio,wi-fi,True
19210,AU,Mac,Canberra,cv_10,ScreenShare,wi-fi,True
19211,FR,Android,Montpellier,cv_06,Audio,LTE,True
19212,BE,Mac,Brussels,cv_05,Video,ethernet,True
19213,US,Mac,Seattle,cv_09,Audio,wi-fi,True
19214,DK,Windows,Copenhagen,cv_08,Video,wi-fi,True
19215,IN,Windows,New Delhi,cv_07,Video,ethernet,True
19216,AU,Android,Canberra,cv_08,Video,3G,False
19217,UK,Windows,Liverpool,cv_04,Audio,ethernet,True
19218,IN,Windows,Mumbai,cv_07,Audio,wi-fi,True
19219,RU,Windows,Novosibirsk,cv_07,Video,ethernet,True
19220,FR,Windows,Paris,cv_09,Audio,wi-fi,True
19221,HK,Windows,Kowloon,cv_07,ScreenShare,wi-fi,True
19222,DK,Android,Copenhagen,cv_08,ScreenShare,LTE,True
19223,UK,Android,Manchester,cv_05,ScreenShare,wi-fi,True
19224,US,Windows,New York,cv_07,Audio,wi-fi,True
19225,UK,Windows,Liverpool,cv_06,Audio,wi-fi,True
19226,US,Android,Seattle,cv_02,Audio,wi-fi,True
19227,US,Android,Chicago,cv_09,Video,wi-fi,False
19228,AE,iOS,Dubai,cv_07,Audio,LTE,True
19229,AE,Windows,Sharjah,cv_08,Video,ethernet,True
19230,UK,Windows,Manchester,cv_03,Video,ethernet,True
19231,US,Mac,Los Angeles,cv_08,Audio,wi-fi,True
19232,UK,Mac,Manchester,cv_08,Video,wi-fi,True
19233,IN,Mac,Hyderabad,cv_05,Audio,wi-fi,True
19234,RU,Windows,Kazan,cv_10,ScreenShare,ethernet,True
19235,AU,Windows,Melbourne,cv_07,Audio,wi-fi,True
19236,FI,Windows,Helsinki,cv_05,Video,wi-fi,True
19237,FI,iOS,Helsinki,cv_09,Video,3G,True
19238,US,Android,Chicago,cv_07,Video,LTE,True
19239,AE,Mac,Abu Dhabi,cv_07,Audio,wi-fi,True
19240,FI,Windows,Helsinki,cv_07,Audio,ethernet,True
19241,FR,Windows,Marseille,cv_08,Audio,wi-fi,True
19242,AU,Mac,Melbourne,cv_05,Audio,ethernet,True
19243,AE,Windows,Sharjah,cv_09,Video,wi-fi,True
19244,US,Android,Seattle,cv_09,Audio,wi-fi,True
19245,FR,Windows,Montpellier,cv_08,Video,ethernet,True
19246,US,Android,Los Angeles,cv_07,Audio,LTE,True
19247,US,Android,San Francisco,cv_01,Video,wi-fi,True
19248,FR,Windows,Paris,cv_07,Video,wi-fi,True
19249,KR,Windows,Incheon,cv_08,Audio,wi-fi,True
19250,IN,Windows,New Delhi,cv_10,Video,wi-fi,False
19251,US,Android,Chicago,cv_07,Audio,wi-fi,True
19252,FR,iOS,Paris,cv_08,Audio,LTE,True
19253,AU,Mac,Melbourne,cv_10,Video,wi-fi,True
19254,AU,Windows,Canberra,cv_08,Video,wi-fi,True
19255,AU,Windows,Perth,cv_08,Audio,wi-fi,True
19256,US,Windows,Seattle,cv_08,ScreenShare,ethernet,True
19257,FI,Windows,Helsinki,cv_08,Audio,wi-fi,True
19258,DK,iOS,Copenhagen,cv_05,Audio,LTE,True
19259,FR,Mac,Montpellier,cv_04,Audio,wi-fi,True
19260,UK,Windows,London,cv_02,Video,wi-fi,True
19261,HK,Windows,Hong Kong,cv_09,Audio,ethernet,True
19262,US,Windows,Los Angeles,cv_07,Audio,wi-fi,True
19263,US,iOS,Seattle,cv_05,Audio,wi-fi,True
19264,US,Android,San Francisco,cv_04,Audio,3G,True
19265,US,Android,San Francisco,cv_08,Video,wi-fi,True
19266,FI,Windows,Helsinki,cv_10,Audio,ethernet,True
19267,US,Mac,Los Angeles,cv_06,Audio,wi-fi,True
19268,UK,Windows,London,cv_09,Video,wi-fi,True
19269,US,Android,Miami,cv_07,Audio,LTE,True
19270,AE,iOS,Abu Dhabi,cv_05,Video,wi-fi,False
19271,FR,Windows,Marseille,cv_06,Audio,wi-fi,True
19272,DK,Windows,Copenhagen,cv_06,Audio,wi-fi,True
19273,DK,Windows,Copenhagen,cv_09,Audio,wi-fi,True
19274,DK,Windows,Copenhagen,cv_08,Audio,wi-fi,True
19275,US,Android,Los Angeles,cv_08,Audio,LTE,True
19276,FR,Mac,Paris,cv_05,Video,wi-fi,True
19277,FI,Android,Helsinki,cv_07,Audio,LTE,True
19278,BE,Windows,Antwerp,cv_10,Audio,wi-fi,True
19279,FI,Windows,Helsinki,cv_09,Video,wi-fi,True
19280,FI,iOS,Helsinki,cv_08,Video,3G,True
19281,NG,Windows,Lagos,cv_04,Audio,wi-fi,True
19282,US,Android,Miami,cv_09,Audio,wi-fi,False
19283,FR,Windows,Paris,cv_08,Audio,wi-fi,True
19284,US,Windows,Chicago,cv_08,Video,wi-fi,True
19285,US,Mac,New York,cv_10,Audio,wi-fi,True
19286,IN,iOS,New Delhi,cv_08,Video,3G,True
19287,US,iOS,Seattle,cv_10,Video,wi-fi,True
19288,AU,Windows,Sydney,cv_10,Audio,ethernet,True
19289,AU,Android,Sydney,cv_05,Audio,LTE,True
19290,IN,Windows,Banglor,cv_09,Audio,wi-fi,True
19291,NG,Android,Lagos,cv_08,Video,wi-fi,True
19292,US,Windows,New York,cv_07,Audio,wi-fi,True
19293,AU,Windows,Perth,cv_07,Audio,ethernet,True
19294,NG,Mac,Lagos,cv_09,Audio,wi-fi,True
19295,DK,Windows,Copenhagen,cv_06,Video,ethernet,True
19296,FI,Windows,Helsinki,cv_05,Audio,ethernet,True
19297,US,Windows,New York,cv_09,Audio,wi-fi,True
19298,AE,Windows,Dubai,cv_07,Audio,ethernet,True
19299,US,Android,New York,cv_07,Audio,wi-fi,False
19300,US,Android,Miami,cv_07,Video,LTE,True
19301,FI,Android,Helsinki,cv_05,ScreenShare,wi-fi,False
19302,KR,Windows,Busan,cv_03,Audio,wi-fi,False
19303,UK,Windows,Liverpool,cv_07,Video,wi-fi,True
19304,RU,Windows,Yekaterinburg,cv_10,Audio,wi-fi,True
19305,FI,Windows,Helsinki,cv_08,Video,wi-fi,True
19306,US,Windows,San Francisco,cv_05,Video,wi-fi,True
19307,HK,Android,Hong Kong,cv_09,Audio,LTE,True
19308,US,Android,Los Angeles,cv_06,Video,wi-fi,True
19309,US,Android,San Francisco,cv_08,Audio,wi-fi,True
19310,AR,Windows,Rosario,cv_08,Audio,ethernet,True
19311,UK,iOS,Manchester,cv_06,Video,wi-fi,True
19312,IN,Windows,Banglor,cv_05,Audio,ethernet,True
19313,IN,Windows,Mumbai,cv_07,Video,ethernet,True
19314,FI,iOS,Helsinki,cv_08,Audio,wi-fi,True
19315,US,Android,New York,cv_06,Audio,3G,True
19316,DK,iOS,Arhus,cv_08,Audio,LTE,True
19317,IN,Android,New Delhi,cv_07,Audio,LTE,True
19318,RU,Windows,Moscow,cv_08,Audio,wi-fi,True
19319,NG,Windows,Lagos,cv_08,Video,wi-fi,True
19320,UK,Mac,London,cv_08,Audio,wi-fi,True
19321,FI,iOS,Helsinki,cv_10,Audio,LTE,True
19322,FR,iOS,Nice,cv_08,Audio,wi-fi,True
19323,FR,Windows,Nice,cv_05,Audio,wi-fi,True
19324,NG,Android,Lagos,cv_08,Audio,LTE,True
19325,UK,Windows,Manchester,cv_08,Video,wi-fi,True
19326,US,iOS,Seattle,cv_08,Audio,wi-fi,True
19327,US,Mac,Seattle,cv_05,Audio,ethernet,True
19328,DK,Windows,Copenhagen,cv_07,Audio,wi-fi,True
19329,US,Android,Los Angeles,cv_08,Video,LTE,True
19330,US,Android,New York,cv_07,Video,wi-fi,True
19331,FI,Mac,Helsinki,cv_08,Video,wi-fi,True
19332,US,Mac,Miami,cv_09,Audio,ethernet,True
19333,UK,Windows,Birmingham,cv_07,Audio,ethernet,True
19334,IN,iOS,New Delhi,cv_04,Audio,LTE,True
19335,IN,iOS,Hyderabad,cv_06,Audio,wi-fi,True
19336,US,Android,Los Angeles,cv_07,Audio,wi-fi,True
19337,US,Android,New York,cv_10,Audio,LTE,True
19338,FI,Windows,Helsinki,cv_05,Audio,ethernet,True
19339,IN,Windows,New Delhi,cv_10,Audio,ethernet,True
19340,IN,Windows,Hyderabad,cv_08,Video,ethernet,True
19341,US,Android,Seattle,cv_08,Audio,3G,True
19342,UK,Android,London,cv_09,Audio,wi-fi,True
19343,AE,Mac,Dubai,cv_08,Audio,wi-fi,True
19344,FR,Android,Paris,cv_05,Audio,3G,True
19345,NG,Windows,Lagos,cv_07,Video,ethernet,True
19346,US,Android,New York,cv_07,Video,LTE,False
19347,KR,Windows,Seoul,cv_08,Audio,wi-fi,True
19348,HK,Windows,Hong Kong,cv_09,Audio,wi-fi,True
19349,AE,Windows,Abu Dhabi,cv_07,Video,wi-fi,True
19350,FR,Windows,Paris,cv_05,Audio,ethernet,True
19351,US,Windows,Los Angeles,cv_09,Audio,wi-fi,True
19352,FI,Android,Tampere,cv_02,Audio,LTE,True
19353,UK,Windows,Manchester,cv_07,Audio,wi-fi,True
19354,US,Windows,New York,cv_10,Video,wi-fi,True
19355,HK,Windows,Hong Kong,cv_09,Video,ethernet,True
19356,US,Windows,Seattle,cv_06,Audio,wi-fi,True
19357,UK,Mac,Manchester,cv_08,Audio,wi-fi,True
19358,IN,Windows,Hyderabad,cv_07,Audio,wi-fi,True
19359,UK,Windows,London,cv_08,Video,wi-fi,True
19360,UK,iOS,Birmingham,cv_05,Audio,wi-fi,True
19361,FR,Windows,Paris,cv_01,Audio,ethernet,True
19362,US,Android,San Francisco,cv_09,Audio,LTE,True
19363,UK,Windows,Birmingham,cv_01,Video,wi-fi,True
19364,HK,iOS,Hong Kong,cv_08,Video,wi-fi,True
19365,US,Windows,Seattle,cv_08,Video,ethernet,True
19366,US,Android,San Francisco,cv_01,Audio,wi-fi,False
19367,FR,Windows,Montpellier,cv_06,Audio,wi-fi,True
19368,US,Android,San Francisco,cv_07,ScreenShare,LTE,False
19369,UK,Android,Liverpool,cv_07,Video,wi-fi,True
19370,US,Android,Los Angeles,cv_08,Video,wi-fi,True
19371,US,Windows,Los Angeles,cv_07,ScreenShare,wi-fi,True
19372,IN,Windows,Banglor,cv_07,Video,wi-fi,True
19373,UK,Android,London,cv_02,Audio,LTE,True
19374,US,Android,New York,cv_07,Audio,wi-fi,True
19375,US,Mac,San Francisco,cv_05,Audio,wi-fi,True
19376,US,Android,San Francisco,cv_09,Audio,wi-fi,True
19377,FI,Windows,Helsinki,cv_10,Video,wi-fi,True
19378,FI,Windows,Helsinki,cv_10,Video,wi-fi,True
19379,IN,Windows,Banglor,cv_03,Audio,wi-fi,True
19380,IN,Android,New Delhi,cv_08,Audio,LTE,True
19381,FR,Windows,Nice,cv_05,Audio,ethernet,True
19382,AE,Windows,Abu Dhabi,cv_04,Video,wi-fi,True
19383,FI,Windows,Helsinki,cv_07,Audio,wi-fi,True
19384,HK,Windows,Hong Kong,cv_08,Audio,wi-fi,True
19385,UK,Windows,London,cv_02,Audio,ethernet,True
19386,FR,Android,Montpellier,cv_08,Audio,LTE,True
19387,UK,iOS,Birmingham,cv_10,Video,3G,True
19388,NG,Windows,Lagos,cv_06,Audio,wi-fi,True
19389,US,Android,Seattle,cv_08,Audio,3G,True
19390,US,Android,Miami,cv_02,ScreenShare,3G,True
19391,US,Android,New York,cv_04,Video,LTE,True
19392,HK,Mac,Hong Kong,cv_06,Video,wi-fi,True
19393,RU,Windows,Yekaterinburg,cv_05,Audio,wi-fi,True
19394,UK,Mac,Liverpool,cv_09,Audio,ethernet,True
19395,HK,Windows,Hong Kong,cv_07,Audio,ethernet,True
19396,FR,Windows,Paris,cv_02,Audio,ethernet,True
19397,UK,Windows,London,cv_10,Audio,wi-fi,True
19398,US,Android,Chicago,cv_05,Video,wi-fi,True
19399,US,iOS,Seattle,cv_08,Video,LTE,True
19400,RU,iOS,Novosibirsk,cv_09,Audio,wi-fi,True
19401,IN,Windows,New Delhi,cv_08,Audio,ethernet,True
19402,US,Windows,Seattle,cv_06,Audio,ethernet,True
19403,IN,Android,New Delhi,cv_07,Video,wi-fi,True
19404,HK,Windows,Hong Kong,cv_02,Video,ethernet,True
19405,IN,Mac,Hyderabad,cv_02,Video,ethernet,True
19406,US,Android,New York,cv_08,Video,LTE,True
19407,FI,Mac,Helsinki,cv_09,ScreenShare,wi-fi,True
19408,IN,Windows,New Delhi,cv_05,Audio,wi-fi,True
19409,UK,Windows,Liverpool,cv_08,Video,ethernet,True
19410,RU,Windows,Moscow,cv_04,Video,wi-fi,True
19411,US,Mac,Los Angeles,cv_07,Audio,wi-fi,True
19412,FR,Android,Paris,cv_07,Audio,wi-fi,True
19413,BE,Windows,Brussels,cv_09,Audio,ethernet,True
19414,AU,iOS,Melbourne,cv_05,Audio,3G,True
19415,UK,Mac,Birmingham,cv_08,Video,wi-fi,True
19416,FR,iOS,Montpellier,cv_07,Audio,wi-fi,True
19417,AU,Windows,Canberra,cv_08,Audio,wi-fi,True
19418,BE,Windows,Antwerp,cv_04,Video,ethernet,True
19419,US,Android,Los Angeles,cv_07,Video,wi-fi,True
19420,RU,Windows,Novosibirsk,cv_07,Audio,ethernet,False
19421,UK,Windows,Birmingham,cv_07,Video,ethernet,True
19422,AE,Windows,Abu Dhabi,cv_10,Video,ethernet,True
19423,US,Android,San Francisco,cv_08,Audio,3G,True
19424,US,Android,Seattle,cv_08,Audio,wi-fi,True
19425,IN,Android,Banglor,cv_08,ScreenShare,wi-fi,True
19426,UK,Windows,Liverpool,cv_10,Video,wi-fi,True
19427,US,Android,Los Angeles,cv_01,Audio,wi-fi,True
19428,US,Windows,New York,cv_04,Audio,wi-fi,True
19429,KR,Windows,Busan,cv_07,Audio,wi-fi,False
19430,RU,Windows,Novosibirsk,cv_10,Audio,ethernet,True
19431,US,Windows,Los Angeles,cv_07,Audio,wi-fi,True
19432,DK,Windows,Copenhagen,cv_07,Audio,ethernet,True
19433,US,Windows,Miami,cv_09,Video,wi-fi,True
19434,KR,Android,Busan,cv_09,ScreenShare,wi-fi,True
19435,BE,Mac,Antwerp,cv_05,Video,wi-fi,True
19436,AU,Android,Perth,cv_08,Video,wi-fi,True
19437,HK,Android,Hong Kong,cv_08,Audio,wi-fi,True
19438,US,Android,Seattle,cv_08,Audio,LTE,True
19439,IN,Mac,Hyderabad,cv_08,Audio,wi-fi,True
19440,US,Mac,Los Angeles,cv_09,Audio,ethernet,True
19441,UK,Windows,London,cv_10,Audio,wi-fi,True
19442,FR,Windows,Paris,cv_10,Audio,wi-fi,True
19443,IN,iOS,New Delhi,cv_09,Audio,wi-fi,True
19444,IN,Windows,Mumbai,cv_07,Audio,wi-fi,True
