request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,timestamp,unknown
1296,1296,151,452,28,341,341,341,75,75,75,75,332,69,74,12,12,50,13,4,2023-11-14 10:43:16,0
1301,1301,478,630,326,190,191,191,111,111,111,112,99,28,22,12,12,14,2,3,2023-11-14 10:44:48,0
1259,1259,564,671,407,139,140,140,123,123,123,124,21,13,6,12,12,4,0,0,2023-11-14 10:45:16,0
1268,1268,616,699,475,112,112,112,112,112,112,112,0,10,0,12,12,0,0,0,2023-11-14 10:46:48,0
1301,1301,620,695,477,109,109,109,109,109,109,109,0,13,0,12,12,0,0,0,2023-11-14 10:47:16,0
1292,1292,629,723,454,138,138,138,130,130,130,130,10,20,2,12,12,1,1,0,2023-11-14 10:48:48,0
1288,1288,658,760,483,142,142,142,134,134,134,134,10,17,2,12,12,1,1,0,2023-11-14 10:49:16,0
1292,1292,644,738,482,132,132,132,124,124,124,124,10,9,2,12,12,0,2,0,2023-11-14 10:50:48,0
1303,1303,622,706,471,121,121,121,113,113,113,113,10,8,2,12,12,0,2,0,2023-11-14 10:51:16,0
1293,1293,679,817,519,165,164,164,133,133,133,132,40,18,8,12,12,0,8,0,2023-11-14 10:52:48,0
1296,1296,685,832,506,183,183,183,143,143,143,143,50,25,10,12,12,0,10,0,2023-11-14 10:53:16,0
1276,1276,648,724,481,125,126,126,113,113,113,114,15,16,7,12,12,0,3,0,2023-11-14 10:54:48,8
1266,1266,677,762,519,128,127,127,112,112,112,111,20,13,8,12,12,0,4,0,2023-11-14 10:55:16,8
1288,1288,570,669,431,125,125,125,113,113,113,113,15,14,3,12,12,0,3,0,2023-11-14 10:56:48,0
1296,1296,534,624,397,113,114,114,113,113,113,114,0,14,0,12,12,0,0,0,2023-11-14 10:57:16,0
1296,1296,339,370,238,66,66,66,66,66,66,66,0,9,0,12,12,0,0,0,2023-11-14 10:58:48,0
1295,1295,212,220,142,39,39,39,39,39,39,39,0,4,0,12,12,0,0,0,2023-11-14 10:59:16,0
1295,1295,168,187,99,46,46,46,42,42,42,42,5,4,1,12,12,1,0,0,2023-11-14 11:00:48,0
1297,1297,171,187,98,46,46,46,42,42,42,42,5,5,1,12,12,1,0,0,2023-11-14 11:01:16,0
1264,1264,76,75,28,25,25,25,21,21,21,21,5,3,1,12,12,0,1,0,2023-11-14 11:02:48,0
1264,1264,99,155,26,89,88,88,38,38,38,37,63,14,15,12,12,10,3,0,2023-11-14 11:03:16,0
1312,1312,199,494,49,336,336,336,96,96,96,96,300,67,73,12,12,49,9,2,2023-11-14 11:04:48,0
1295,1295,213,551,59,373,373,373,104,104,104,104,336,76,81,12,12,49,14,4,2023-11-14 11:05:16,2
1295,1295,183,533,38,381,379,379,100,100,100,98,351,74,84,12,12,50,16,4,2023-11-14 11:06:48,4
1296,1296,180,510,39,362,363,363,94,94,94,95,336,70,80,12,12,51,12,4,2023-11-14 11:07:16,4
1288,1288,501,639,352,174,176,176,107,107,107,109,84,25,19,12,12,11,4,2,2023-11-14 11:08:48,2
1294,1294,598,681,448,119,118,118,115,115,115,114,5,13,1,12,12,0,1,0,2023-11-14 11:09:16,0
1291,1291,598,693,458,124,124,124,112,112,112,112,15,18,3,12,12,0,3,0,2023-11-14 11:10:48,0
1290,1290,572,663,435,120,120,120,108,108,108,108,15,13,3,12,12,0,3,0,2023-11-14 11:11:16,0
1270,1270,560,623,402,104,104,104,104,104,104,104,0,12,12,12,12,0,0,0,2023-11-14 11:12:48,24
1271,1271,570,631,413,102,103,103,102,102,102,103,0,16,12,12,12,0,0,0,2023-11-14 11:13:16,24
1294,1294,565,635,443,96,96,96,96,96,96,96,0,11,0,12,12,0,0,0,2023-11-14 11:14:48,0
1295,1295,550,630,427,101,101,101,101,101,101,101,0,9,0,12,12,0,0,0,2023-11-14 11:15:16,0
1295,1295,576,664,435,114,114,114,114,114,114,114,0,11,0,12,12,0,0,0,2023-11-14 11:16:48,0
1291,1291,623,700,488,106,106,106,106,106,106,106,0,12,0,12,12,0,0,0,2023-11-14 11:17:16,0
1287,1287,651,726,514,106,106,106,106,106,106,106,0,14,0,12,12,0,0,0,2023-11-14 11:18:48,0
1299,1299,699,784,560,112,112,112,112,112,112,112,0,14,0,12,12,0,0,0,2023-11-14 11:19:16,0
1296,1296,649,732,530,101,101,101,101,101,101,101,0,10,0,12,12,0,0,0,2023-11-14 11:20:48,0
1297,1297,550,632,420,106,106,106,106,106,106,106,0,13,0,12,12,0,0,0,2023-11-14 11:21:16,0
1277,1277,535,618,397,110,110,110,106,106,106,106,5,13,5,12,12,1,0,0,2023-11-14 11:22:48,8
1277,1277,572,653,440,106,106,106,102,102,102,102,5,12,5,12,12,1,0,0,2023-11-14 11:23:16,8
1301,1301,428,499,317,93,93,93,89,89,89,89,5,14,1,12,12,0,1,0,2023-11-14 11:24:48,0
1294,1294,302,352,208,74,74,74,70,70,70,70,5,10,1,12,12,0,1,0,2023-11-14 11:25:16,0
1293,1293,102,96,36,34,34,34,26,26,26,26,10,6,2,12,12,2,0,0,2023-11-14 11:26:48,0
1293,1293,96,87,35,30,30,30,22,22,22,22,10,6,2,12,12,2,0,0,2023-11-14 11:27:16,0
1290,1290,97,75,39,18,18,18,18,18,18,18,0,3,0,12,12,0,0,0,2023-11-14 11:28:48,0
1296,1296,104,102,38,39,38,38,26,26,26,25,16,7,3,12,12,3,0,0,2023-11-14 11:29:16,0
1296,1296,154,406,35,283,282,282,78,78,78,77,256,60,62,12,12,43,6,2,2023-11-14 11:30:48,1
1269,1269,188,489,42,344,344,344,88,88,88,88,320,71,79,12,12,52,10,2,2023-11-14 11:31:16,1
1266,1266,225,530,62,354,354,354,95,95,95,95,324,67,84,12,12,49,15,1,2023-11-14 11:32:48,17
1292,1292,212,531,62,357,357,357,96,96,96,96,326,69,81,12,12,48,13,4,2023-11-14 11:33:16,17
1307,1307,525,676,370,197,198,198,105,105,105,106,115,43,25,12,12,16,4,3,2023-11-14 11:34:48,0
1298,1298,610,699,466,128,129,129,102,102,102,103,33,27,8,12,12,5,2,0,2023-11-14 11:35:16,0
1285,1285,576,642,459,92,91,91,92,92,92,91,0,11,0,12,12,0,0,0,2023-11-14 11:36:48,0
1296,1296,601,665,475,95,95,95,95,95,95,95,0,13,0,12,12,0,0,0,2023-11-14 11:37:16,0
1296,1296,632,748,477,147,148,148,123,123,123,124,30,21,6,12,12,0,6,0,2023-11-14 11:38:48,0
1296,1296,607,725,453,148,148,148,124,124,124,124,30,21,6,12,12,0,6,0,2023-11-14 11:39:16,0
1273,1273,595,672,460,108,108,108,104,104,104,104,5,16,1,12,12,0,1,0,2023-11-14 11:40:48,0
1274,1274,614,696,468,116,116,116,112,112,112,112,5,17,1,12,12,0,1,0,2023-11-14 11:41:16,0
1296,1296,578,659,440,108,108,107,107,107,107,107,1,15,5,12,12,1,0,0,2023-11-14 11:42:48,14
1295,1295,554,627,418,100,100,99,99,99,99,99,1,13,9,12,12,1,0,0,2023-11-14 11:43:16,22
1299,1299,531,618,381,115,115,115,115,115,115,115,0,13,4,12,12,0,0,0,2023-11-14 11:44:48,8
1295,1295,515,605,375,115,114,114,115,115,115,114,0,14,0,12,12,0,0,0,2023-11-14 11:45:16,0
1300,1300,581,668,434,123,123,123,111,111,111,111,15,13,3,12,12,2,1,0,2023-11-14 11:46:48,0
1294,1294,628,714,478,123,124,124,111,111,111,112,15,13,3,12,12,2,1,0,2023-11-14 11:47:16,0
1289,1289,528,597,402,99,99,99,95,95,95,95,5,16,1,12,12,1,0,0,2023-11-14 11:48:48,0
1270,1270,483,552,353,101,101,101,97,97,97,97,5,14,1,12,12,1,0,0,2023-11-14 11:49:16,0
1271,1271,611,692,462,114,114,114,114,114,114,114,0,18,0,12,12,0,0,0,2023-11-14 11:50:48,0
1295,1295,618,698,469,114,114,114,114,114,114,114,0,24,0,12,12,0,0,0,2023-11-14 11:51:16,0
1291,1291,526,599,405,99,98,98,95,95,95,94,5,16,1,12,12,0,1,0,2023-11-14 11:52:48,0
1296,1296,522,599,409,97,97,97,93,93,93,93,5,14,1,12,12,0,1,0,2023-11-14 11:53:16,0
1299,1299,648,729,511,108,109,109,108,108,108,109,0,17,0,12,12,0,0,0,2023-11-14 11:54:48,0
1296,1296,637,714,504,104,104,104,104,104,104,104,0,13,0,12,12,0,0,0,2023-11-14 11:55:16,0
1297,1297,514,568,423,71,70,70,70,70,70,69,1,5,5,12,12,1,0,0,2023-11-14 11:56:48,10
1295,1295,608,671,497,83,82,82,82,82,82,81,1,6,8,12,12,1,0,0,2023-11-14 11:57:16,16
1270,1270,556,625,425,97,98,98,97,97,97,98,0,14,3,12,12,0,0,0,2023-11-14 11:58:48,6
1265,1265,372,417,278,69,70,70,69,69,69,70,0,11,0,12,12,0,0,0,2023-11-14 11:59:16,0
1292,1292,65,68,22,23,23,23,23,23,23,23,0,3,0,12,12,0,0,0,2023-11-14 12:00:48,0
1294,1294,70,71,27,22,22,22,22,22,22,22,0,3,0,12,12,0,0,0,2023-11-14 12:01:16,0
1299,1299,69,61,28,17,16,16,17,17,17,16,0,2,0,12,12,0,0,0,2023-11-14 12:02:48,0
1289,1289,71,57,25,16,16,16,16,16,16,16,0,2,0,12,12,0,0,0,2023-11-14 12:03:16,0
1294,1294,126,336,22,242,242,242,62,62,62,62,225,48,55,12,12,38,5,2,2023-11-14 12:04:48,0
1296,1296,142,431,23,317,317,317,77,77,77,77,300,63,73,12,12,49,9,2,2023-11-14 12:05:16,0
1262,1262,148,464,24,347,347,346,83,83,83,83,329,66,74,12,12,49,16,1,2023-11-14 12:06:48,6
1277,1277,144,462,17,352,351,350,84,84,84,83,334,67,77,12,12,50,13,4,2023-11-14 12:07:16,6
1296,1296,415,592,296,205,206,206,85,85,85,86,150,39,36,12,12,24,2,4,2023-11-14 12:08:48,0
1296,1296,544,669,419,152,153,153,96,96,96,97,70,27,15,12,12,12,1,1,2023-11-14 12:09:16,0
1300,1300,680,765,541,112,112,112,112,112,112,112,0,14,0,12,12,0,0,0,2023-11-14 12:10:48,0
1295,1295,653,739,513,113,113,113,113,113,113,113,0,14,0,12,12,0,0,0,2023-11-14 12:11:16,0
1291,1291,636,736,487,125,125,125,124,124,124,124,1,18,0,12,12,1,0,0,2023-11-14 12:12:48,0
1296,1296,651,734,492,117,117,117,116,116,116,116,1,14,8,12,12,1,0,0,2023-11-14 12:13:16,16
1302,1302,674,732,515,104,104,104,104,104,104,104,0,16,8,12,12,0,0,0,2023-11-14 12:14:48,16
1296,1296,662,732,514,109,109,109,109,109,109,109,0,19,0,12,12,0,0,0,2023-11-14 12:15:16,0
1267,1267,649,728,515,106,106,106,106,106,106,106,0,17,0,12,12,0,0,0,2023-11-14 12:16:48,0
1266,1266,656,729,528,100,100,100,100,100,100,100,0,16,0,12,12,0,0,0,2023-11-14 12:17:16,0
1289,1289,618,694,468,109,109,109,109,109,109,109,0,6,8,12,12,0,0,0,2023-11-14 12:18:48,16
1296,1296,578,655,435,106,106,106,106,106,106,106,0,7,8,12,12,0,0,0,2023-11-14 12:19:16,16
1294,1294,664,742,550,96,96,96,96,96,96,96,0,14,0,12,12,0,0,0,2023-11-14 12:20:48,0
1294,1294,719,793,588,103,102,102,103,103,103,102,0,14,0,12,12,0,0,0,2023-11-14 12:21:16,0
1295,1295,664,729,523,101,101,101,101,101,101,101,0,15,4,12,12,0,0,0,2023-11-14 12:22:48,8
1295,1295,658,733,532,98,99,99,98,98,98,99,0,15,4,12,12,0,0,0,2023-11-14 12:23:16,8
1301,1301,393,446,308,69,69,69,69,69,69,69,0,8,0,12,12,0,0,0,2023-11-14 12:24:48,0
1294,1294,249,288,183,53,52,52,53,53,53,52,0,5,0,12,12,0,0,0,2023-11-14 12:25:16,0
1273,1273,66,70,21,22,22,22,22,22,22,22,0,3,4,12,12,0,0,0,2023-11-14 12:26:48,8
1268,1268,75,73,27,20,21,21,20,20,20,21,0,3,4,12,12,0,0,0,2023-11-14 12:27:16,8
1295,1295,76,70,36,17,17,17,17,17,17,17,0,1,0,12,12,0,0,0,2023-11-14 12:28:48,0
1301,1301,89,110,37,49,48,48,24,24,24,23,31,9,7,12,12,5,2,0,2023-11-14 12:29:16,0
1297,1297,169,425,45,294,291,291,77,77,77,74,271,57,66,12,12,45,7,2,2023-11-14 12:30:48,1
1287,1287,165,469,36,336,337,337,81,81,81,82,319,65,78,12,12,50,11,2,2023-11-14 12:31:16,1
1292,1292,128,467,18,355,356,356,82,82,82,83,340,72,77,12,12,50,17,1,2023-11-14 12:32:48,1
1296,1296,127,464,19,352,350,350,86,86,86,84,332,70,75,12,12,49,13,4,2023-11-14 12:33:16,1
1299,1299,419,560,293,166,168,168,96,96,96,98,89,30,21,12,12,13,2,3,2023-11-14 12:34:48,0
1277,1277,504,612,363,137,139,139,109,109,109,111,35,19,7,12,12,4,3,0,2023-11-14 12:35:16,0
1266,1266,578,687,436,134,134,134,116,116,116,116,22,19,4,12,12,1,3,0,2023-11-14 12:36:48,0
1295,1295,599,697,462,119,119,119,115,115,115,115,5,18,1,12,12,1,0,0,2023-11-14 12:37:16,0
1292,1292,565,661,440,111,110,110,111,111,111,110,0,5,0,12,12,0,0,0,2023-11-14 12:38:48,0
1296,1296,588,685,467,109,109,109,109,109,109,109,0,7,0,12,12,0,0,0,2023-11-14 12:39:16,0
1295,1295,590,690,472,109,109,109,109,109,109,109,0,18,0,12,12,0,0,0,2023-11-14 12:40:48,0
1296,1296,599,685,483,101,101,101,101,101,101,101,0,16,0,12,12,0,0,0,2023-11-14 12:41:16,0
1293,1293,608,675,487,94,94,94,94,94,94,94,0,12,0,12,12,0,0,0,2023-11-14 12:42:48,0
1293,1293,598,665,469,98,98,98,98,98,98,98,0,13,0,12,12,0,0,0,2023-11-14 12:43:16,0
1280,1280,567,640,445,101,102,102,93,93,93,94,10,14,2,12,12,2,0,0,2023-11-14 12:44:48,0
1266,1266,527,609,413,102,102,102,94,94,94,94,10,14,2,12,12,2,0,0,2023-11-14 12:45:16,0
1281,1281,573,650,450,100,99,99,100,100,100,99,0,14,0,12,12,0,0,0,2023-11-14 12:46:48,0
1295,1295,601,665,472,96,96,96,96,96,96,96,0,13,0,12,12,0,0,0,2023-11-14 12:47:16,0
1295,1295,619,684,498,92,93,93,92,92,92,93,0,11,0,12,12,0,0,0,2023-11-14 12:48:48,0
1296,1296,601,688,491,104,104,104,92,92,92,92,15,14,3,12,12,0,3,0,2023-11-14 12:49:16,0
1296,1296,532,621,417,110,110,110,94,94,94,94,20,13,4,12,12,0,4,0,2023-11-14 12:50:48,0
1297,1297,611,708,475,119,118,118,115,115,115,114,5,15,1,12,12,0,1,0,2023-11-14 12:51:16,0
1296,1296,661,762,530,116,116,116,116,116,116,116,0,14,0,12,12,0,0,0,2023-11-14 12:52:48,0
1259,1259,487,544,390,77,77,77,76,76,76,76,1,7,0,12,12,0,0,0,2023-11-14 12:53:16,0
1287,1287,61,58,29,16,16,16,12,12,12,12,5,3,1,12,12,1,0,0,2023-11-14 12:54:48,0
1308,1308,46,51,13,20,21,21,17,17,17,18,4,6,1,12,12,1,0,0,2023-11-14 12:55:16,0
1281,1281,230,344,102,123,123,123,118,118,118,118,6,14,1,12,12,2,0,0,2023-11-14 12:56:48,0
1296,1296,229,343,101,123,123,123,118,118,118,118,6,11,1,12,12,2,0,0,2023-11-14 12:57:16,0
1296,1296,97,248,21,171,170,170,50,50,50,49,151,31,37,12,12,24,4,2,2023-11-14 12:58:48,0
1296,1296,109,329,18,243,242,242,59,59,59,58,230,47,56,12,12,39,5,2,2023-11-14 12:59:16,0
1296,1296,128,416,10,322,322,322,74,74,74,74,310,63,72,12,12,50,12,0,2023-11-14 13:00:48,0
1297,1297,133,435,17,333,333,333,77,77,77,77,319,65,71,12,12,48,16,0,2023-11-14 13:01:16,0
1265,1265,308,546,192,263,264,264,83,83,83,84,225,49,52,12,12,35,7,4,2023-11-14 13:02:48,0
1265,1265,465,635,338,200,200,200,91,91,91,91,137,34,34,12,12,22,2,4,2023-11-14 13:03:16,0
1302,1302,637,716,505,106,105,105,106,106,106,105,0,9,0,12,12,0,0,0,2023-11-14 13:04:48,0
1295,1295,565,643,442,100,101,101,100,100,100,101,0,10,0,12,12,0,0,0,2023-11-14 13:05:16,0
1289,1289,672,752,548,101,102,102,101,101,101,102,0,11,0,12,12,0,0,0,2023-11-14 13:06:48,0
1295,1295,725,798,603,97,97,97,97,97,97,97,0,9,0,12,12,0,0,0,2023-11-14 13:07:16,0
1296,1296,621,691,511,92,92,92,88,88,88,88,5,8,1,12,12,0,1,0,2023-11-14 13:08:48,0
1296,1296,596,671,488,96,95,95,88,88,88,87,10,10,2,12,12,1,1,0,2023-11-14 13:09:16,0
1264,1264,787,929,612,162,162,162,154,154,154,154,10,21,2,12,12,1,1,0,2023-11-14 13:10:48,0
1262,1262,860,1002,676,164,165,165,160,160,160,161,5,17,1,12,12,0,1,0,2023-11-14 13:11:16,0
1293,1293,719,808,591,108,108,108,108,108,108,108,0,15,0,12,12,0,0,0,2023-11-14 13:12:48,0
1296,1296,632,724,499,112,112,112,112,112,112,112,0,15,0,12,12,0,0,0,2023-11-14 13:13:16,0
1304,1304,281,301,197,52,52,52,52,52,52,52,0,2,0,12,12,0,0,0,2023-11-14 13:14:48,0
1295,1295,163,167,107,30,30,30,30,30,30,30,0,2,0,12,12,0,0,0,2023-11-14 13:15:16,0
1291,1291,79,73,33,20,20,20,20,20,20,20,0,1,0,12,12,0,0,0,2023-11-14 13:16:48,0
1295,1295,76,65,31,17,17,17,17,17,17,17,0,2,0,12,12,0,0,0,2023-11-14 13:17:16,0
1289,1289,68,113,19,63,62,62,30,30,30,29,41,10,9,12,12,5,3,0,2023-11-14 13:18:48,1
1293,1293,92,220,19,147,146,146,47,47,47,46,125,26,32,12,12,19,4,2,2023-11-14 13:19:16,1
1286,1286,171,515,37,373,372,372,91,91,91,90,352,74,85,12,12,54,15,2,2023-11-14 13:20:48,1
1275,1275,177,513,42,369,369,369,92,92,92,92,346,73,79,12,12,53,16,0,2023-11-14 13:21:16,1
1291,1291,187,491,58,336,338,338,87,87,87,89,312,65,71,12,12,49,9,4,2023-11-14 13:22:48,1
1296,1296,321,571,196,277,278,278,90,90,90,91,234,52,54,12,12,36,7,4,2023-11-14 13:23:16,1
1293,1293,665,735,535,100,100,100,100,100,100,100,0,13,0,12,12,0,0,0,2023-11-14 13:24:48,0
1294,1294,663,750,523,116,115,115,112,112,112,111,5,16,1,12,12,0,1,0,2023-11-14 13:25:16,0
1300,1300,603,703,481,113,113,113,109,109,109,109,5,14,1,12,12,0,1,0,2023-11-14 13:26:48,0
1295,1295,578,663,470,96,97,97,96,96,96,97,0,11,0,12,12,0,0,0,2023-11-14 13:27:16,0
1285,1285,564,639,457,91,91,91,91,91,91,91,0,9,0,12,12,0,0,0,2023-11-14 13:28:48,0
1295,1295,565,637,456,90,90,90,90,90,90,90,0,8,0,12,12,0,0,0,2023-11-14 13:29:16,0
1274,1274,579,678,456,115,115,115,106,106,106,106,11,19,2,12,12,3,0,0,2023-11-14 13:30:48,0
1270,1270,585,686,459,118,118,118,109,109,109,109,11,20,2,12,12,3,0,0,2023-11-14 13:31:16,0
1291,1291,642,749,498,123,123,123,123,123,123,123,0,13,4,12,12,0,0,0,2023-11-14 13:32:48,8
1296,1296,645,749,493,124,123,123,124,124,124,123,0,15,8,12,12,0,0,0,2023-11-14 13:33:16,16
1305,1305,608,683,489,95,95,95,95,95,95,95,0,13,4,12,12,0,0,0,2023-11-14 13:34:48,8
1295,1295,597,678,485,96,97,97,96,96,96,97,0,10,0,12,12,0,0,0,2023-11-14 13:35:16,0
1286,1286,420,476,331,73,73,73,72,72,72,72,1,12,0,12,12,1,0,0,2023-11-14 13:36:48,0
1295,1295,290,318,225,47,47,47,46,46,46,46,1,10,0,12,12,1,0,0,2023-11-14 13:37:16,0
1295,1295,71,69,27,27,27,27,15,15,15,15,15,4,3,12,12,0,3,0,2023-11-14 13:38:48,0
1274,1274,69,70,26,28,28,28,16,16,16,16,15,4,3,12,12,0,3,0,2023-11-14 13:39:16,0
1275,1275,79,124,31,57,57,57,29,29,29,29,35,11,10,12,12,0,1,6,2023-11-14 13:40:48,6
1297,1297,89,185,25,110,109,109,42,42,42,41,85,22,22,12,12,8,3,6,2023-11-14 13:41:16,6
1295,1295,124,417,14,316,315,315,75,75,75,74,300,63,72,12,12,49,10,2,2023-11-14 13:42:48,1
1295,1295,151,473,22,347,347,347,81,81,81,81,332,69,88,12,12,53,13,2,2023-11-14 13:43:16,17
1299,1299,154,460,24,338,339,339,78,78,78,79,326,66,84,12,12,49,13,3,2023-11-14 13:44:48,16
1295,1295,148,439,37,320,321,321,73,73,73,74,309,62,70,12,12,48,9,4,2023-11-14 13:45:16,0
1297,1297,518,650,413,144,144,144,92,92,92,92,65,24,14,12,12,11,1,1,2023-11-14 13:46:48,0
1293,1293,595,678,472,103,103,103,103,103,103,103,0,16,0,12,12,0,0,0,2023-11-14 13:47:16,0
1258,1258,507,592,378,109,109,109,105,105,105,105,5,14,1,12,12,0,1,0,2023-11-14 13:48:48,0
1265,1265,547,630,430,102,102,102,98,98,98,98,5,12,1,12,12,0,1,0,2023-11-14 13:49:16,0
1296,1296,696,896,539,231,229,229,127,127,127,125,129,36,25,12,12,23,0,3,2023-11-14 13:50:48,0
1297,1297,673,887,500,247,247,247,139,139,139,139,135,40,27,12,12,23,0,4,2023-11-14 13:51:16,0
1296,1296,634,737,490,128,130,130,116,116,116,118,16,19,4,12,12,0,0,3,2023-11-14 13:52:48,0
1294,1294,636,736,498,126,125,125,112,112,112,111,17,15,3,12,12,1,0,3,2023-11-14 13:53:16,0
1303,1303,594,784,445,215,215,215,122,122,122,122,116,35,23,12,12,16,4,4,2023-11-14 13:54:48,0
1295,1295,625,808,480,206,207,207,119,119,119,120,109,32,22,12,12,15,4,3,2023-11-14 13:55:16,0
1262,1262,676,741,514,108,108,108,107,107,107,107,1,11,12,12,12,1,0,0,2023-11-14 13:56:48,24
1254,1254,662,718,496,106,105,105,105,105,105,104,1,14,12,12,12,1,0,0,2023-11-14 13:57:16,24
1294,1294,631,677,493,92,92,92,92,92,92,92,0,8,0,12,12,0,0,0,2023-11-14 13:58:48,0
1304,1304,494,526,379,73,74,74,73,73,73,74,0,7,0,12,12,0,0,0,2023-11-14 13:59:16,0
1291,1291,258,232,195,18,18,18,18,18,18,18,0,3,0,12,12,0,0,0,2023-11-14 14:00:48,0
1297,1297,260,240,201,19,19,19,19,19,19,19,0,1,0,12,12,0,0,0,2023-11-14 14:01:16,0
1296,1296,85,82,36,25,25,25,21,21,21,21,5,2,1,12,12,0,1,0,2023-11-14 14:02:48,0
1295,1295,91,82,38,24,24,24,20,20,20,20,5,3,1,12,12,0,1,0,2023-11-14 14:03:16,0
1303,1303,130,312,29,216,216,216,60,60,60,60,195,41,46,12,12,32,5,2,2023-11-14 14:04:48,0
1295,1295,138,407,23,296,295,295,77,77,77,76,273,56,66,12,12,46,7,2,2023-11-14 14:05:16,0
1257,1257,249,556,108,347,346,346,91,91,91,90,320,66,75,12,12,50,14,0,2023-11-14 14:06:48,0
1266,1266,257,559,112,344,344,344,89,89,89,89,319,65,78,12,12,48,14,1,2023-11-14 14:07:16,8
1296,1296,364,565,200,245,246,246,109,109,109,110,170,44,44,12,12,26,4,4,2023-11-14 14:08:48,9
1296,1296,474,610,311,185,186,186,111,111,111,112,93,31,21,12,12,14,2,3,2023-11-14 14:09:16,1
1297,1297,725,839,557,145,145,145,137,137,137,137,10,18,2,12,12,0,2,0,2023-11-14 14:10:48,2
1297,1297,726,853,551,155,155,155,147,147,147,147,10,23,2,12,12,0,2,0,2023-11-14 14:11:16,2
1295,1295,649,741,496,122,122,122,122,122,122,122,0,15,0,12,12,0,0,0,2023-11-14 14:12:48,0
1295,1295,771,910,559,177,177,177,173,173,173,173,5,23,1,12,12,1,0,0,2023-11-14 14:13:16,0
1277,1277,798,926,593,169,169,169,163,163,163,163,7,32,1,12,12,3,0,0,2023-11-14 14:14:48,0
1268,1268,655,732,512,111,110,110,109,109,109,108,2,18,0,12,12,2,0,0,2023-11-14 14:15:16,0
1290,1290,601,687,472,106,105,105,106,106,106,105,0,12,4,12,12,0,0,0,2023-11-14 14:16:48,8
1295,1295,626,706,506,97,98,98,97,97,97,98,0,15,4,12,12,0,0,0,2023-11-14 14:17:16,8
1292,1292,629,703,485,106,107,107,106,106,106,107,0,15,4,12,12,0,0,0,2023-11-14 14:18:48,8
1296,1296,611,692,452,118,118,118,118,118,118,118,0,12,4,12,12,0,0,0,2023-11-14 14:19:16,8
1298,1298,586,689,438,129,127,127,124,124,124,122,6,12,1,12,12,1,1,0,2023-11-14 14:20:48,0
1297,1297,597,691,456,120,120,120,115,115,115,115,6,14,1,12,12,1,1,0,2023-11-14 14:21:16,0
1294,1294,663,1003,450,381,383,383,166,166,166,168,268,65,57,12,12,54,0,0,2023-11-14 14:22:48,6
1294,1294,682,1021,456,388,388,388,173,173,173,173,268,70,57,12,12,54,0,0,2023-11-14 14:23:16,6
1270,1270,273,275,167,54,54,54,54,54,54,54,0,9,0,12,12,0,0,0,2023-11-14 14:24:48,0
1267,1267,125,112,53,29,29,29,29,29,29,29,0,1,0,12,12,0,0,0,2023-11-14 14:25:16,0
1294,1294,96,87,46,20,20,20,20,20,20,20,0,0,0,12,12,0,0,0,2023-11-14 14:26:48,0
1293,1293,96,92,46,23,23,23,23,23,23,23,0,1,0,12,12,0,0,0,2023-11-14 14:27:16,0
1290,1290,126,205,42,113,112,112,43,43,43,42,87,21,25,12,12,13,3,2,2023-11-14 14:28:48,8
1295,1295,148,305,46,193,192,192,56,56,56,55,171,37,45,12,12,26,6,2,2023-11-14 14:29:16,8
1296,1296,174,519,48,368,368,368,90,90,90,90,348,74,83,12,12,50,19,0,2023-11-14 14:30:48,1
1296,1296,171,518,47,367,367,367,93,93,93,93,342,75,79,12,12,51,18,0,2023-11-14 14:31:16,1
1280,1280,274,584,125,339,340,340,111,111,111,112,285,64,64,12,12,45,8,4,2023-11-14 14:32:48,1
1270,1270,415,652,257,276,277,277,111,111,111,112,207,50,48,12,12,31,6,4,2023-11-14 14:33:16,1
1294,1294,606,666,474,94,94,94,94,94,94,94,0,9,4,12,12,0,0,0,2023-11-14 14:34:48,8
1296,1296,560,627,433,95,95,95,95,95,95,95,0,7,4,12,12,0,0,0,2023-11-14 14:35:16,8
1291,1291,574,638,440,97,97,97,97,97,97,97,0,15,4,12,12,0,0,0,2023-11-14 14:36:48,8
