request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,"s.dao.GetBankByNo failed, err=sql: no rows in result set, <:bankNo:> <:transactionID:> <:spanID:>","matchRetByBankNameOrNo: s.BankMatchByBankNo failed, err=sql: no rows in result set, <:bankNo:> <:transactionID:> <:spanID:>","binMatch failed, <:cardNo:> <:transactionID:> <:spanID:>",huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,"cardQuery: <:*:> failed, <:*:>",<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,"s.dao.GetBankByName failed, err=sql: no rows in result set, <:*:> <:traceID:> <:transactionID:> <:spanID:>","matchRetByBankNameOrNo: s.BankMatchByName failed, err=sql: no rows in result set, <:*:> <:traceID:> <:transactionID:> <:spanID:>","Alert! New bank name=Discover <:*:> Services，I, code= <:traceID:> <:transactionID:> <:spanID:>",need retry pre call <:*:> err:need retry err: <:NUM:> error occurred: * <:*:> <:*:> context deadline exceeded (Client.Timeout exceeded while awaiting headers) <:traceID:> <:transactionID:> <:spanID:>,"DoPost: client.Do failed, <:ERRORPOST:>","CardQuery: util.DoPost failed, <:ERRORPOST:>","verifyCard: all bank channel failed, <:cardNo:> by yrouter <:traceID:> <:transactionID:> <:spanID:>","s.BinMatch failed, errCode=<:NUM:>, <:cardNo:> <:transactionID:> <:spanID:>","s.getCacheBank failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","need retry pre call cid:juHe err:not need retry err: <:NUM:> error occurred: * juHe invalid response, errorCode=<:NUM:> <:traceID:> <:transactionID:> <:spanID:>",addNewCardBin: add new <:cardBin:>,"verifyCardLocal: not match card local, card in blacklist, <:cardNo:> <:transactionID:> <:spanID:>","client.Do failed, <:ERRORGET:>","CardQuery juhe util.DoGet failed, <:ERRORGET:>",watchConfigHandler,ykms addr: ykms://ycard@<:IP:>:<:NUM:>,"watchConfigHandler, hotConfig={ChannelWeight: {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} CardBlacklist: {ChannelID:<:NUM:> CardList: <:SEQ:> } }","s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:NUM:>, bankName= <:traceID:> <:transactionID:> <:spanID:>","verifyCard: <:cardNo:> <:<:resp:> * Post ""<:URL:>"": context deadline exceeded (Client.Timeout exceeded while awaiting headers) <:traceID:> <:transactionID:> <:spanID:>","need retry pre call cid:yuShan err:need retry err: <:NUM:> error occurred: * Post ""<:URL:>"": EOF <:traceID:> <:transactionID:> <:spanID:>",timestamp
1278,1278,634,730,502,116,116,116,112,112,112,112,5,12,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:15:58
1311,1311,608,695,463,110,110,110,110,110,110,110,0,12,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:17:58
1268,1268,547,618,434,92,92,92,92,92,92,92,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:19:58
1293,1293,474,530,366,82,82,82,82,82,82,82,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:21:58
1297,1297,661,740,496,92,92,92,92,92,92,92,0,12,12,60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:23:58
1278,1278,641,722,517,102,102,102,102,102,102,102,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:25:58
1275,1275,562,653,439,107,107,107,107,107,107,107,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:27:58
1305,1305,599,710,445,134,134,134,131,131,131,131,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:29:58
1295,1295,531,613,401,109,109,109,103,103,103,103,8,12,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:31:58
1296,1296,625,693,525,85,84,84,84,84,84,83,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:33:58
1285,1285,524,628,376,130,131,131,120,120,120,121,13,12,12,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:35:58
1273,1273,612,689,478,101,101,101,98,98,98,98,4,12,12,13,0,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:37:58
1298,1298,621,703,485,107,107,107,107,107,107,107,0,12,12,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:39:58
1296,1296,373,416,292,60,60,60,60,60,60,60,0,12,12,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:41:58
1290,1290,53,47,17,13,13,13,13,13,13,13,0,12,12,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:43:58
1260,1260,70,63,27,18,18,18,18,18,18,18,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:45:58
1300,1300,116,347,19,247,246,246,68,68,68,67,238,12,12,72,48,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:47:58
1297,1297,208,521,61,334,334,334,116,116,116,116,291,12,12,83,56,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:49:58
1294,1294,573,757,265,204,205,205,94,94,94,95,147,12,12,230,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:51:58
1275,1275,536,610,424,92,92,92,92,92,92,92,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:53:58
1286,1286,548,623,419,102,102,102,102,102,102,102,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:55:58
1303,1303,561,649,429,110,110,110,109,109,109,109,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:57:58
1297,1297,556,627,453,87,87,87,87,87,87,87,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 19:59:58
1291,1291,616,701,484,110,110,110,107,107,107,107,3,12,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:01:58
1271,1271,566,646,438,104,104,104,104,104,104,104,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:03:58
1295,1295,506,597,379,109,109,109,109,109,109,109,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:05:58
1300,1300,546,636,422,107,107,107,107,107,107,107,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:07:58
1301,1301,561,659,439,109,109,109,109,109,109,109,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:09:58
1292,1292,761,895,587,156,156,156,149,149,149,149,9,12,12,6,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:11:58
1259,1259,493,580,382,99,99,99,99,99,99,99,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:13:58
1288,1288,551,638,436,101,101,101,101,101,101,101,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:15:58
1312,1312,632,722,503,110,109,109,110,110,110,109,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:17:58
1295,1295,590,676,452,112,113,113,111,111,111,112,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:19:58
1291,1291,395,455,278,89,88,88,85,85,85,84,5,12,12,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:21:58
1262,1262,43,46,17,15,16,16,12,12,12,13,4,12,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:23:58
1290,1290,61,49,18,15,15,15,15,15,15,15,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:25:58
1310,1310,61,55,23,14,14,14,14,14,14,14,0,12,12,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:27:58
1296,1296,111,306,13,221,219,219,63,63,63,61,210,12,12,63,45,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:29:58
1289,1289,142,423,25,302,301,301,85,85,85,84,288,12,12,83,54,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:31:58
1257,1257,465,680,138,243,246,246,102,102,102,105,190,12,12,242,39,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:33:58
1303,1303,600,664,487,88,88,88,88,88,88,88,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:35:58
1286,1286,534,603,406,97,97,97,96,96,96,96,1,12,12,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:37:58
1297,1297,562,644,454,95,95,95,95,95,95,95,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:39:58
1301,1301,563,633,439,97,97,97,97,97,97,97,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:41:58
1268,1268,512,589,380,104,104,104,104,104,104,104,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:43:58
1290,1290,552,635,428,103,103,103,103,103,103,103,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:45:58
1300,1300,664,749,533,108,108,108,108,108,108,108,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:47:58
1293,1293,491,565,391,87,87,87,87,87,87,87,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:49:58
1273,1273,498,595,360,119,119,119,116,116,116,116,4,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:51:58
1298,1298,634,715,511,102,102,102,102,102,102,102,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:53:58
1281,1281,550,648,418,118,118,118,112,112,112,112,8,12,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:55:58
1306,1306,592,697,457,122,122,122,116,116,116,116,8,12,12,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:57:58
1259,1259,554,656,414,122,121,121,121,121,121,120,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 20:59:58
1301,1301,604,700,468,117,118,118,114,114,114,115,3,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:01:58
1297,1297,577,664,458,103,103,103,103,103,103,103,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:03:58
1286,1286,691,775,569,103,103,103,103,103,103,103,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:05:58
1303,1303,621,706,492,105,105,105,105,105,105,105,0,12,12,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:07:58
1277,1277,589,682,463,111,111,111,107,107,107,107,5,12,12,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:09:58
1292,1292,592,674,463,106,105,105,106,106,106,105,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:11:58
1298,1298,637,713,522,95,96,96,95,95,95,96,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:13:58
1274,1274,520,605,397,107,107,107,101,101,101,101,8,12,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:15:58
1312,1312,524,628,380,126,126,126,122,122,122,122,5,12,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:17:58
1257,1257,535,626,408,109,109,109,109,109,109,109,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:19:58
1301,1301,617,701,471,116,115,115,113,113,113,112,4,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:21:58
1299,1299,512,598,376,110,111,111,109,109,109,110,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:23:58
1280,1280,536,631,392,124,124,124,115,115,115,115,12,12,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:25:58
1281,1281,522,605,391,105,105,105,105,105,105,105,0,12,12,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:27:58
1299,1299,538,609,427,91,91,91,91,91,91,91,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:29:58
1292,1292,564,665,429,118,118,118,118,118,118,118,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:31:58
1300,1300,565,629,462,83,83,83,83,83,83,83,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:33:58
1286,1286,655,733,537,98,98,98,98,98,98,98,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:35:58
1282,1282,614,698,486,106,106,106,106,106,106,106,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:37:58
1287,1287,536,605,435,85,85,85,85,85,85,85,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:39:58
1294,1294,511,574,406,86,85,85,83,83,83,82,4,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:41:58
1306,1306,593,681,462,109,110,110,109,109,109,110,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:43:58
1257,1257,528,598,426,86,86,86,85,85,85,85,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:45:58
1302,1302,578,639,465,87,87,87,87,87,87,87,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:47:58
1299,1299,614,694,501,97,97,97,96,96,96,96,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:49:58
1291,1291,586,675,469,109,109,109,97,97,97,97,16,12,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:51:58
1299,1299,553,624,448,88,88,88,88,88,88,88,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:53:58
1246,1246,485,557,384,88,88,88,84,84,84,84,5,12,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:55:58
1312,1312,573,647,463,93,93,93,90,90,90,90,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:57:58
1301,1301,561,643,459,92,92,92,92,92,92,92,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 21:59:58
1293,1293,495,562,394,84,84,84,84,84,84,84,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:01:58
1297,1297,634,704,510,97,97,97,97,97,97,97,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:03:58
1256,1256,522,601,412,95,95,95,94,94,94,94,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:05:58
1303,1303,605,689,475,107,107,107,106,106,106,106,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:07:58
1299,1299,579,666,468,99,99,99,99,99,99,99,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:09:58
1292,1292,600,653,505,74,74,74,74,74,74,74,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:11:58
1300,1300,609,697,491,103,103,103,103,103,103,103,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:13:58
1264,1264,631,704,522,91,91,91,91,91,91,91,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:15:58
1299,1299,599,666,498,80,80,80,80,80,80,80,0,12,12,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:17:58
1298,1298,596,681,472,104,104,104,104,104,104,104,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:19:58
1293,1293,647,739,528,109,109,109,102,102,102,102,9,12,12,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:21:58
1298,1298,628,708,512,98,98,98,98,98,98,98,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:23:58
1256,1256,120,129,80,26,26,26,23,23,23,23,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:25:58
1304,1304,43,26,16,5,5,5,5,5,5,5,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:27:58
1297,1297,66,165,13,112,111,111,34,34,34,33,103,12,12,32,20,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:29:58
1291,1291,137,410,16,300,301,301,81,81,81,82,293,12,12,85,60,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:31:58
1298,1298,332,605,28,294,294,294,84,84,84,84,280,12,12,268,57,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:33:58
1289,1289,540,613,433,90,90,90,90,90,90,90,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:35:58
1277,1277,657,740,549,96,96,96,95,95,95,95,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:37:58
1294,1294,649,727,551,88,88,88,88,88,88,88,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:39:58
1293,1293,601,678,490,94,94,94,93,93,93,93,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:41:58
1299,1299,609,684,493,95,95,95,95,95,95,95,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:43:58
1282,1282,676,748,568,90,90,90,90,90,90,90,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:45:58
1284,1284,692,757,593,82,82,82,82,82,82,82,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:47:58
1298,1298,546,639,433,109,109,109,97,97,97,97,16,12,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:49:58
1294,1294,776,840,670,85,85,85,85,85,85,85,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:51:58
1297,1297,656,728,555,86,86,86,86,86,86,86,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:53:58
1269,1269,615,690,500,95,95,95,95,95,95,95,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:55:58
1293,1293,690,762,590,86,86,86,86,86,86,86,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:57:58
1297,1297,682,751,571,90,90,90,90,90,90,90,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 22:59:58
1290,1290,613,688,493,98,97,97,98,98,98,97,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 23:01:58
1300,1300,753,818,641,88,89,89,87,87,87,88,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 23:03:58
1281,1281,752,831,639,96,96,96,96,96,96,96,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 23:05:58
1279,1279,648,708,542,83,83,83,83,83,83,83,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 23:07:58
1299,1299,745,809,651,79,79,79,79,79,79,79,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 23:09:58
1291,1291,698,777,585,96,96,96,96,96,96,96,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 23:11:58
1298,1298,742,823,639,92,92,92,92,92,92,92,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-05 23:13:58
