parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,ClientEnvHandler is <:*:>,<:GIN:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,timestamp,unknown
10305,10305,10305,10305,4081,47,279,47,47,265,14,47,4081,242,242,241,47,47,47,279,29,29,14,5,5,0,5,5,5,2,2,2,2023-11-23 22:36:00,1
10320,10319,10319,10319,4086,47,279,47,47,260,19,47,4086,237,237,236,47,47,47,279,26,26,19,2,2,0,2,2,2,2,2,2,2023-11-23 22:38:00,13
10300,10302,10302,10302,4076,48,282,48,48,262,20,48,4076,240,240,238,48,48,48,282,26,26,20,2,2,1,2,2,2,2,2,2,2023-11-23 22:40:00,1
10274,10274,10274,10274,4064,48,275,48,48,263,12,48,4064,236,236,236,48,48,48,275,27,27,12,3,3,0,3,3,3,2,2,2,2023-11-23 22:42:00,0
10308,10307,10307,10307,4080,48,277,48,48,264,13,48,4080,240,240,238,48,48,48,277,28,28,13,4,4,2,4,4,4,2,2,2,2023-11-23 22:44:00,0
10298,10299,10299,10299,4077,48,273,48,48,260,13,48,4077,239,239,236,48,48,48,273,26,26,13,2,2,1,2,2,2,2,2,2,2023-11-23 22:46:00,2
10305,10304,10304,10304,4081,46,276,46,46,263,13,46,4081,238,238,238,46,46,46,276,27,27,13,3,3,0,3,3,2,2,2,2,2023-11-23 22:48:00,1
10300,10300,10300,10300,4082,48,271,48,48,262,9,48,4082,238,238,237,48,48,48,271,26,26,9,2,2,1,2,2,2,2,2,2,2023-11-23 22:50:00,0
10214,10215,10215,10215,4047,48,271,48,48,262,9,48,4047,236,236,235,48,48,48,271,28,28,9,5,5,1,5,5,4,2,2,2,2023-11-23 22:52:00,1
10310,10310,10310,10310,4083,48,282,48,48,262,20,48,4083,238,238,237,48,48,48,282,26,26,20,2,2,1,2,2,2,2,2,2,2023-11-23 22:54:00,0
10308,10308,10308,10308,4083,48,269,48,48,260,9,48,4083,237,237,237,48,48,48,269,26,26,9,2,2,0,2,2,2,2,2,2,2023-11-23 22:56:00,3
10310,10308,10308,10308,4079,48,286,48,48,265,21,48,4079,238,238,237,48,48,48,286,29,29,21,5,5,0,5,5,5,2,2,2,2023-11-23 22:58:00,3
10302,10303,10303,10303,4078,48,273,48,48,262,11,48,4078,238,238,238,48,48,48,273,26,26,11,2,2,0,2,2,2,2,2,2,2023-11-23 23:00:00,4
10271,10271,10272,10272,4065,48,277,48,48,263,14,48,4065,239,239,236,48,48,48,277,27,27,14,3,3,1,3,3,3,2,2,2,2023-11-23 23:02:00,2
10307,10307,10307,10307,4078,48,276,48,48,260,16,48,4078,240,240,238,48,48,48,276,26,26,16,2,2,1,2,2,2,2,2,2,2023-11-23 23:04:00,5
10301,10300,10300,10300,4074,48,283,48,48,265,18,48,4074,238,238,236,48,48,48,283,29,29,18,5,5,2,5,5,5,2,2,2,2023-11-23 23:06:00,5
10304,10305,10305,10305,4077,48,278,48,48,262,16,48,4077,238,238,238,48,48,48,278,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-23 23:08:00,2
10313,10312,10312,10312,4086,48,278,48,48,262,16,48,4086,236,236,236,48,48,48,278,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-23 23:10:00,5
10323,10323,10323,10323,4084,47,289,47,47,263,26,47,4084,240,240,238,47,47,47,289,27,27,26,3,3,1,3,3,2,2,2,2,2023-11-23 23:12:00,3
10305,10306,10306,10306,4081,47,281,47,47,262,19,47,4081,237,237,237,47,47,47,281,28,28,19,4,4,0,4,4,4,2,2,2,2023-11-23 23:14:00,0
10203,10203,10203,10203,4029,48,275,48,48,260,15,48,4029,236,236,235,48,48,48,275,26,26,15,2,2,1,2,2,2,2,2,2,2023-11-23 23:16:00,0
10283,10280,10280,10280,4066,48,283,48,48,263,20,48,4066,238,238,237,48,48,48,283,27,27,20,3,3,0,3,3,2,2,2,2,2023-11-23 23:18:00,2
10305,10307,10307,10307,4084,46,272,46,46,261,11,46,4084,239,239,237,46,46,46,272,26,26,11,2,2,1,2,2,2,2,2,2,2023-11-23 23:20:00,1
10283,10284,10284,10284,4063,48,282,48,48,264,18,48,4063,240,240,237,48,48,48,282,29,29,18,5,5,2,5,5,5,2,2,2,2023-11-23 23:22:00,1
10294,10293,10293,10293,4074,48,279,48,48,262,17,48,4074,237,237,237,48,48,48,279,26,26,17,2,2,0,2,2,2,2,2,2,2023-11-23 23:24:00,0
10317,10317,10317,10317,4081,48,285,48,48,261,24,48,4081,237,237,237,48,48,48,285,26,26,24,2,2,0,2,2,2,2,2,2,2023-11-23 23:26:00,0
10315,10315,10315,10315,4080,48,286,48,48,263,23,48,4080,238,238,237,48,48,48,286,27,27,23,3,3,0,3,3,3,2,2,2,2023-11-23 23:28:00,1
10309,10309,10309,10309,4081,48,277,48,48,263,14,48,4081,238,238,237,48,48,48,277,28,28,14,4,4,0,4,4,4,2,2,2,2023-11-23 23:30:00,3
10302,10300,10300,10300,4077,48,276,48,48,263,13,48,4077,240,240,238,48,48,48,276,27,27,13,3,3,2,3,3,3,2,2,2,2023-11-23 23:32:00,0
10302,10305,10305,10305,4079,48,277,48,48,262,15,48,4079,237,237,236,48,48,48,277,26,26,15,2,2,1,2,2,2,2,2,2,2023-11-23 23:34:00,0
10321,10321,10321,10321,4090,48,278,48,48,263,15,48,4090,239,239,238,48,48,48,278,28,28,15,4,4,0,4,4,4,2,2,2,2023-11-23 23:36:00,1
10292,10291,10291,10291,4070,48,281,48,48,262,19,48,4070,237,237,237,48,48,48,281,27,27,19,3,3,0,3,3,2,2,2,2,2023-11-23 23:38:00,11
10225,10225,10225,10225,4046,48,278,48,48,260,18,48,4046,238,238,236,48,48,48,278,26,26,18,2,2,1,2,2,2,2,2,2,2023-11-23 23:40:00,1
10263,10261,10261,10261,4059,47,271,47,47,263,8,47,4059,238,238,237,47,48,47,271,27,27,8,3,3,0,3,3,2,2,2,2,2023-11-23 23:42:00,3
10292,10293,10293,10293,4077,47,273,47,47,263,10,47,4077,237,237,237,47,46,47,273,28,28,10,4,4,0,4,4,4,2,2,2,2023-11-23 23:44:00,0
10291,10292,10292,10292,4074,48,268,48,48,262,6,48,4074,237,237,237,48,48,48,268,26,26,6,2,2,0,2,2,2,2,2,2,2023-11-23 23:46:00,0
10301,10301,10301,10301,4081,48,271,48,48,262,9,48,4081,239,239,237,48,48,48,271,27,27,9,3,3,0,3,3,3,2,2,2,2023-11-23 23:48:00,2
10292,10292,10292,10292,4072,48,279,48,48,262,17,48,4072,237,237,237,48,48,48,279,26,26,17,2,2,0,2,2,2,2,2,2,2023-11-23 23:50:00,0
10312,10311,10311,10311,4077,48,283,48,48,265,18,48,4077,240,240,238,48,48,48,283,29,29,18,5,5,1,5,5,5,2,2,2,2023-11-23 23:52:00,1
10290,10288,10288,10288,4077,46,271,46,46,261,10,46,4077,239,239,236,46,46,46,271,26,26,10,2,2,1,2,2,2,2,2,2,2023-11-23 23:54:00,2
10302,10303,10303,10303,4073,48,278,48,48,262,16,48,4073,239,239,238,48,48,48,278,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-23 23:56:00,1
10299,10302,10302,10302,4079,48,275,48,48,262,13,48,4079,238,238,236,48,48,48,275,27,27,13,3,3,2,3,3,3,2,2,2,2023-11-23 23:58:00,0
10326,10326,10326,10326,4088,48,289,48,48,264,25,48,4088,240,240,238,48,48,48,289,28,28,25,4,4,2,4,4,4,2,2,2,2023-11-24 00:00:00,0
10287,10286,10286,10286,4066,48,278,48,48,261,17,48,4066,239,239,238,48,48,48,278,26,26,17,2,2,1,2,2,2,2,2,2,2023-11-24 00:02:00,1
10289,10290,10290,10290,4072,48,278,48,48,263,15,48,4072,237,237,236,48,48,48,278,27,27,15,3,3,1,3,3,2,2,2,2,2023-11-24 00:04:00,1
10205,10205,10205,10205,4037,48,270,48,48,260,10,48,4037,238,238,236,48,48,48,270,26,26,10,2,2,1,2,2,2,2,2,2,2023-11-24 00:06:00,1
10327,10326,10326,10326,4089,48,283,48,48,263,20,48,4089,236,236,236,48,48,48,283,29,29,20,5,5,0,5,5,4,2,2,2,2023-11-24 00:08:00,3
10325,10325,10325,10325,4088,48,279,48,48,262,17,48,4088,239,239,238,48,48,48,279,26,26,17,2,2,1,2,2,2,2,2,2,2023-11-24 00:10:00,0
10314,10315,10315,10315,4082,48,335,48,48,263,72,48,4082,239,239,237,48,48,48,335,27,27,21,3,3,0,2,2,2,2,2,2,2023-11-24 00:12:00,54
10311,10310,10310,10310,4081,48,280,48,48,265,15,48,4081,238,238,237,48,48,48,280,29,29,15,5,5,1,5,5,5,2,2,2,2023-11-24 00:14:00,0
10295,10296,10296,10296,4076,48,279,48,48,262,17,48,4076,238,238,237,48,48,48,279,26,26,17,2,2,1,2,2,2,2,2,2,2023-11-24 00:16:00,2
10299,10298,10298,10298,4075,47,271,47,47,261,10,47,4075,238,238,237,47,47,47,271,27,27,10,3,3,1,3,3,3,2,2,2,2023-11-24 00:18:00,0
10315,10316,10316,10316,4080,47,283,47,47,262,21,47,4080,240,240,238,47,47,47,283,26,26,21,2,2,2,2,2,2,2,2,2,2023-11-24 00:20:00,0
10270,10270,10270,10270,4068,48,269,48,48,265,4,48,4068,239,239,238,48,48,48,269,29,29,4,5,5,1,5,5,5,2,2,2,2023-11-24 00:22:00,0
10309,10309,10309,10309,4088,48,279,48,48,262,17,48,4088,236,236,236,48,48,48,279,26,26,17,2,2,0,2,2,2,2,2,2,2023-11-24 00:24:00,0
10327,10324,10324,10324,4089,48,277,48,48,262,15,48,4089,241,241,238,48,48,48,277,26,26,15,2,2,1,2,2,2,2,2,2,2023-11-24 00:26:00,2
10283,10285,10285,10285,4068,48,278,48,48,261,17,48,4068,238,238,236,48,48,48,278,27,27,17,3,3,1,3,3,2,2,2,2,2023-11-24 00:28:00,2
10227,10227,10227,10227,4047,46,278,46,46,262,16,46,4047,238,238,236,46,46,46,278,28,28,16,4,4,1,4,4,4,2,2,2,2023-11-24 00:30:00,1
10299,10299,10299,10299,4074,48,277,48,48,262,15,48,4074,238,238,237,48,48,48,277,26,26,15,2,2,0,2,2,2,2,2,2,2023-11-24 00:32:00,3
10325,10325,10325,10325,4086,48,286,48,48,263,23,48,4086,240,240,237,48,48,48,286,27,27,23,3,3,1,3,3,2,2,2,2,2023-11-24 00:34:00,3
10301,10302,10302,10302,4077,48,276,48,48,260,16,48,4077,240,240,239,48,48,48,276,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-24 00:36:00,1
10299,10297,10297,10297,4075,48,280,48,48,265,15,48,4075,237,237,236,48,48,48,280,29,29,15,5,5,0,5,5,5,2,2,2,2023-11-24 00:38:00,1
10301,10301,10301,10301,4077,48,275,48,48,262,13,48,4077,241,241,238,48,48,48,275,26,26,13,2,2,2,2,2,2,2,2,2,2023-11-24 00:40:00,1
10294,10293,10293,10293,4071,48,276,48,48,262,14,48,4071,238,238,236,48,48,48,276,26,26,14,2,2,2,2,2,2,2,2,2,2023-11-24 00:42:00,0
10279,10282,10282,10282,4064,48,274,48,48,261,13,48,4064,239,239,238,48,48,48,274,27,27,13,3,3,0,3,3,3,2,2,2,2023-11-24 00:44:00,1
10315,10315,10315,10315,4089,48,276,48,48,264,12,48,4089,237,237,237,48,48,48,276,28,28,12,4,4,0,4,4,4,2,2,2,2023-11-24 00:46:00,0
10300,10300,10300,10300,4071,48,282,48,48,263,19,48,4071,239,239,237,48,48,48,282,27,27,19,3,3,2,3,3,3,2,2,2,2023-11-24 00:48:00,0
10297,10296,10296,10296,4077,48,271,48,48,262,9,48,4077,238,238,237,48,48,48,271,26,26,9,2,2,0,2,2,2,2,2,2,2023-11-24 00:50:00,1
10328,10329,10329,10329,4083,48,286,48,48,264,22,48,4083,242,242,238,48,48,48,286,28,28,22,4,4,3,4,4,4,2,2,2,2023-11-24 00:52:00,5
10316,10316,10316,10316,4089,47,282,47,47,261,21,47,4089,238,238,237,47,47,47,282,27,27,21,3,3,1,3,3,2,2,2,2,2023-11-24 00:54:00,1
10218,10217,10217,10217,4043,47,273,47,47,260,13,47,4043,237,237,236,47,47,47,273,26,26,13,2,2,0,2,2,2,2,2,2,2023-11-24 00:56:00,1
10289,10290,10290,10290,4073,48,275,48,48,263,12,48,4073,236,236,236,48,48,48,275,27,27,12,3,3,0,3,3,2,2,2,2,2023-11-24 00:58:00,1
10315,10315,10315,10315,4084,46,281,46,46,264,17,46,4084,238,238,238,46,46,46,281,28,28,17,4,4,0,4,4,4,2,2,2,2023-11-24 01:00:00,0
10300,10300,10300,10300,4080,48,281,48,48,262,19,48,4080,237,237,237,48,48,48,281,26,26,19,2,2,0,2,2,2,2,2,2,2023-11-24 01:02:00,2
10315,10313,10313,10313,4084,48,278,48,48,261,17,48,4084,240,240,237,48,48,48,278,27,27,17,3,3,2,3,3,3,2,2,2,2023-11-24 01:04:00,1
10302,10303,10303,10303,4084,48,274,48,48,262,12,48,4084,240,240,239,48,48,48,274,26,26,12,2,2,0,2,2,2,2,2,2,2023-11-24 01:06:00,1
10309,10309,10309,10309,4080,48,278,48,48,265,13,48,4080,237,237,236,48,48,48,278,29,29,13,5,5,0,5,5,5,2,2,2,2023-11-24 01:08:00,1
10306,10306,10306,10306,4080,48,279,48,48,262,17,48,4080,239,239,238,48,48,48,279,26,26,17,2,2,1,2,2,2,2,2,2,2023-11-24 01:10:00,0
10316,10315,10315,10315,4081,48,283,48,48,260,23,48,4081,237,237,236,48,48,48,283,26,26,23,2,2,0,2,2,2,2,2,2,2023-11-24 01:12:00,1
10305,10307,10307,10307,4081,48,277,48,48,263,14,48,4081,240,240,238,48,48,48,277,27,27,14,3,3,0,3,3,3,2,2,2,2023-11-24 01:14:00,2
10296,10295,10295,10295,4070,48,278,48,48,264,14,48,4070,241,241,237,48,48,48,278,28,28,14,4,4,3,4,4,4,2,2,2,2023-11-24 01:16:00,1
10316,10317,10317,10317,4079,48,280,48,48,262,18,48,4079,238,238,237,48,48,48,280,26,26,18,2,2,0,2,2,2,2,2,2,2023-11-24 01:18:00,1
10209,10209,10209,10209,4037,48,281,48,48,261,20,48,4037,235,235,235,48,48,48,281,27,27,20,3,3,0,3,3,2,2,2,2,2023-11-24 01:20:00,1
10514,10514,10514,10514,4078,74,314,74,74,297,17,74,4078,265,265,263,74,74,74,314,27,27,17,3,3,0,3,3,3,2,2,2,2023-11-24 01:22:00,2
10778,10777,10777,10777,4082,125,355,125,125,331,24,125,4082,301,301,300,125,125,125,355,28,28,24,4,4,0,4,4,3,2,2,2,2023-11-24 01:24:00,2
10784,10784,10784,10784,4086,111,357,111,111,342,15,111,4086,305,305,305,111,111,111,357,26,26,15,2,2,0,2,2,2,2,2,2,2023-11-24 01:26:00,0
10785,10783,10783,10783,4081,121,353,121,121,331,22,121,4081,311,311,309,121,121,121,353,26,26,22,2,2,0,2,2,2,2,2,2,2023-11-24 01:28:00,2
10782,10784,10784,10784,4082,120,349,120,120,332,17,120,4082,299,299,299,120,120,120,349,29,29,17,5,5,0,5,5,5,2,2,2,2023-11-24 01:30:00,0
10814,10815,10815,10815,4090,127,363,127,127,343,20,127,4090,317,317,316,127,127,127,363,26,26,20,2,2,1,2,2,2,2,2,2,2023-11-24 01:32:00,0
10805,10803,10803,10803,4080,113,355,113,113,338,17,113,4080,306,306,305,113,113,113,355,27,27,17,3,3,0,3,3,3,2,2,2,2023-11-24 01:34:00,1
10779,10779,10779,10779,4078,120,355,120,120,334,21,120,4078,304,304,303,120,120,120,355,26,26,21,2,2,0,2,2,2,2,2,2,2023-11-24 01:36:00,1
10749,10749,10749,10749,4078,123,330,123,123,319,11,123,4078,296,296,295,123,123,123,330,29,29,11,5,5,0,5,5,5,2,2,2,2023-11-24 01:38:00,1
10772,10774,10774,10774,4082,119,345,119,119,329,16,119,4082,301,301,300,119,119,119,345,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-24 01:40:00,1
10742,10741,10741,10741,4061,125,348,125,125,335,13,125,4061,309,309,309,125,125,125,348,26,26,13,2,2,0,2,2,2,2,2,2,2023-11-24 01:42:00,0
10764,10765,10765,10765,4080,125,339,125,125,321,18,125,4080,310,310,309,125,125,125,339,27,27,18,3,3,0,3,3,2,2,2,2,2023-11-24 01:44:00,2
10687,10686,10686,10686,4039,122,358,122,122,339,19,122,4039,301,301,299,122,122,122,358,27,27,19,4,4,0,4,4,4,2,2,2,2023-11-24 01:46:00,2
10794,10794,10794,10794,4089,111,358,111,111,342,16,111,4089,315,315,315,111,111,111,358,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-24 01:48:00,0
10763,10763,10763,10763,4088,111,331,111,111,327,4,111,4088,315,315,314,111,111,111,331,27,27,4,3,3,1,3,3,2,2,2,2,2023-11-24 01:50:00,1
10764,10764,10764,10764,4076,117,340,117,117,326,14,117,4076,311,311,310,117,117,117,340,26,26,14,2,2,1,2,2,2,2,2,2,2023-11-24 01:52:00,0
10782,10782,10782,10782,4083,133,349,133,133,333,16,133,4083,306,306,305,133,133,133,349,29,29,16,5,5,1,5,5,5,2,2,2,2023-11-24 01:54:00,0
10755,10756,10756,10756,4071,118,343,118,118,329,14,118,4071,300,300,300,118,118,118,343,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-24 01:56:00,4
10756,10754,10754,10754,4078,122,347,122,122,334,13,122,4078,304,304,304,122,122,122,347,27,27,13,2,2,0,2,2,2,2,2,2,2023-11-24 01:58:00,0
10766,10768,10768,10768,4077,116,348,116,116,332,16,116,4077,306,306,305,116,116,116,348,29,29,16,5,5,0,5,5,5,2,2,2,2023-11-24 02:00:00,1
10741,10739,10739,10739,4056,109,362,109,109,339,23,109,4056,308,308,307,109,109,109,362,26,26,23,2,2,0,2,2,2,2,2,2,2023-11-24 02:02:00,1
10790,10791,10791,10791,4091,125,346,125,125,329,17,125,4091,312,312,311,125,125,125,346,27,27,17,3,3,1,3,3,3,2,2,2,2023-11-24 02:04:00,0
10754,10754,10754,10754,4087,117,347,117,117,333,14,117,4087,297,297,295,117,117,117,347,26,26,14,2,2,1,2,2,2,2,2,2,2023-11-24 02:06:00,1
10783,10783,10783,10783,4079,119,336,119,119,324,12,119,4079,310,310,308,119,119,119,336,28,28,12,4,4,0,4,4,4,2,2,2,2023-11-24 02:08:00,2
10661,10661,10661,10661,4037,113,343,113,113,326,17,113,4037,306,306,305,113,113,113,343,26,26,17,3,3,1,3,3,2,2,2,2,2023-11-24 02:10:00,1
10787,10788,10788,10788,4081,120,400,120,120,331,69,120,4081,312,312,312,120,120,120,400,27,27,18,3,3,0,2,2,2,2,2,2,2023-11-24 02:12:00,52
10779,10779,10779,10779,4090,121,344,121,121,332,12,121,4090,299,299,298,121,121,121,344,27,27,12,3,3,0,3,3,2,2,2,2,2023-11-24 02:14:00,2
10772,10771,10771,10771,4075,109,347,109,109,339,8,109,4075,305,305,303,109,109,109,347,28,28,8,4,4,1,4,4,4,2,2,2,2023-11-24 02:16:00,1
10775,10776,10776,10776,4078,116,349,116,116,336,13,116,4078,306,306,305,116,116,116,349,26,26,13,2,2,1,2,2,2,2,2,2,2023-11-24 02:18:00,0
10779,10778,10778,10778,4087,117,350,117,117,329,21,117,4087,310,310,309,117,117,117,350,27,27,21,3,3,0,3,3,3,2,2,2,2023-11-24 02:20:00,1
10717,10718,10718,10718,4067,117,339,117,117,328,11,117,4067,302,302,300,117,117,117,339,26,26,11,2,2,2,2,2,2,2,2,2,2023-11-24 02:22:00,0
10816,10816,10816,10816,4078,129,355,129,129,328,27,129,4078,311,311,309,129,129,129,355,29,29,27,5,5,2,5,5,5,2,2,2,2023-11-24 02:24:00,0
10755,10755,10755,10755,4078,120,339,120,120,328,11,120,4078,311,311,311,120,120,120,339,26,26,11,2,2,0,2,2,2,2,2,2,2023-11-24 02:26:00,0
10772,10771,10771,10771,4086,116,342,116,116,330,12,116,4086,303,303,302,116,116,116,342,26,26,12,2,2,0,2,2,2,2,2,2,2023-11-24 02:28:00,1
10754,10754,10754,10754,4080,106,339,106,106,323,16,106,4080,310,310,309,106,106,106,339,27,27,16,3,3,1,3,3,3,2,2,2,2023-11-24 02:30:00,0
10740,10739,10739,10739,4070,114,347,114,114,332,15,114,4070,312,312,312,114,114,114,347,28,28,15,4,4,0,4,4,4,2,2,2,2023-11-24 02:32:00,0
10660,10661,10661,10661,4046,115,338,115,115,324,14,115,4046,296,296,296,115,115,115,338,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-24 02:34:00,0
10779,10778,10778,10778,4079,118,348,118,118,329,19,118,4079,307,307,304,118,118,118,348,27,27,19,3,3,1,3,3,2,2,2,2,2023-11-24 02:36:00,3
10758,10759,10759,10759,4079,123,348,123,123,332,16,123,4079,306,306,306,123,123,123,348,28,28,16,4,4,0,4,4,4,2,2,2,2023-11-24 02:38:00,0
10769,10770,10770,10770,4072,114,344,114,114,332,12,114,4072,313,313,312,114,114,114,344,27,27,12,3,3,0,3,3,2,2,2,2,2023-11-24 02:40:00,2
10723,10723,10723,10723,4065,124,336,124,124,332,4,124,4065,306,306,303,124,124,124,336,26,26,4,2,2,2,2,2,2,2,2,2,2023-11-24 02:42:00,1
10773,10770,10770,10770,4080,115,355,115,115,338,17,115,4080,296,296,296,115,115,115,355,26,26,17,2,2,0,2,2,2,2,2,2,2023-11-24 02:44:00,0
10800,10801,10801,10801,4090,118,332,118,118,319,13,118,4090,309,309,308,118,118,118,332,29,29,13,5,5,1,5,5,5,2,2,2,2023-11-24 02:46:00,2
10781,10783,10783,10783,4077,117,347,117,117,333,14,117,4077,304,304,304,117,117,117,347,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-24 02:48:00,0
10776,10771,10771,10771,4085,123,337,123,123,331,6,123,4085,307,307,306,123,123,123,337,27,27,6,3,3,0,3,3,3,2,2,2,2023-11-24 02:50:00,1
10816,10821,10821,10821,4092,121,352,121,121,340,12,121,4092,315,315,314,121,121,121,352,26,26,12,2,2,0,2,2,2,2,2,2,2023-11-24 02:52:00,1
10762,10760,10760,10760,4082,109,342,109,109,323,19,109,4082,299,299,299,109,109,109,342,29,29,19,5,5,0,5,5,5,2,2,2,2023-11-24 02:54:00,0
10696,10698,10698,10698,4052,113,336,113,113,321,15,113,4052,313,313,313,113,113,113,336,26,26,15,2,2,0,2,2,2,2,2,2,2023-11-24 02:56:00,0
10780,10779,10779,10779,4080,128,352,128,128,334,18,128,4080,303,303,302,128,128,128,352,26,26,18,2,2,1,2,2,2,2,2,2,2023-11-24 02:58:00,0
10773,10773,10773,10773,4079,120,357,120,120,338,19,120,4079,304,304,303,120,120,120,357,27,27,19,3,3,0,3,3,2,2,2,2,2023-11-24 03:00:00,2
10745,10743,10743,10743,4067,120,356,120,120,338,18,120,4067,312,312,311,120,120,120,356,28,28,18,4,4,0,4,4,4,2,2,2,2023-11-24 03:02:00,1
10764,10767,10767,10767,4075,121,352,121,121,331,21,121,4075,305,305,305,121,121,121,352,26,26,21,2,2,0,2,2,2,2,2,2,2023-11-24 03:04:00,0
10749,10748,10748,10748,4082,121,347,121,121,334,13,121,4082,305,305,305,121,121,121,347,27,27,13,3,3,0,3,3,2,2,2,2,2023-11-24 03:06:00,1
10773,10773,10773,10773,4081,120,358,120,120,337,21,120,4081,298,298,298,120,120,120,358,26,26,21,2,2,0,2,2,2,2,2,2,2023-11-24 03:08:00,0
10784,10784,10784,10784,4077,112,349,112,112,334,15,112,4077,300,300,299,112,112,112,349,29,29,15,5,5,1,5,5,5,2,2,2,2023-11-24 03:10:00,2
11082,11082,11082,11082,4207,125,347,125,125,323,24,125,4207,317,317,316,125,125,125,347,27,27,24,2,2,0,2,2,2,3,3,3,2023-11-24 03:12:00,1
10777,10776,10776,10776,4092,114,350,114,114,332,18,114,4092,316,316,314,114,114,114,350,26,26,18,2,2,2,2,2,2,2,2,2,2023-11-24 03:14:00,0
10790,10790,10790,10790,4077,125,357,125,125,341,16,125,4077,310,310,310,125,125,125,357,29,29,16,5,5,0,5,5,5,2,2,2,2023-11-24 03:16:00,2
10782,10783,10783,10783,4080,109,352,109,109,330,22,109,4080,315,315,313,109,109,109,352,26,26,22,2,2,0,2,2,2,2,2,2,2023-11-24 03:18:00,2
10784,10783,10783,10783,4086,123,355,123,123,330,25,123,4086,304,304,304,123,123,123,355,27,27,25,3,3,0,3,3,3,2,2,2,2023-11-24 03:20:00,0
10748,10749,10749,10749,4062,110,352,110,110,332,20,110,4062,303,303,302,110,110,110,352,26,26,20,2,2,0,2,2,2,2,2,2,2023-11-24 03:22:00,1
10789,10788,10788,10788,4086,117,355,117,117,333,22,117,4086,313,313,312,117,117,117,355,28,28,22,4,4,0,4,4,4,2,2,2,2023-11-24 03:24:00,1
10764,10764,10764,10764,4079,113,345,113,113,331,14,113,4079,311,311,309,113,113,113,345,27,27,14,3,3,1,3,3,2,2,2,2,2023-11-24 03:26:00,2
10797,10797,10797,10797,4073,118,362,118,118,340,22,118,4073,312,312,310,118,118,118,362,26,26,22,2,2,2,2,2,2,2,2,2,2023-11-24 03:28:00,0
10760,10761,10761,10761,4079,109,333,109,109,326,7,109,4079,315,315,314,109,109,109,333,27,27,7,3,3,1,3,3,2,2,2,2,2023-11-24 03:30:00,1
10762,10760,10760,10760,4076,120,345,120,120,332,13,120,4076,312,312,310,120,120,120,345,28,28,13,4,4,1,4,4,4,2,2,2,2023-11-24 03:32:00,1
10774,10775,10775,10775,4080,106,352,106,106,327,25,106,4080,313,313,312,106,106,106,352,26,26,25,2,2,1,2,2,2,2,2,2,2023-11-24 03:34:00,0
10652,10653,10653,10653,4033,110,342,110,110,324,18,110,4033,310,310,309,110,110,110,342,27,27,18,3,3,1,3,3,3,2,2,2,2023-11-24 03:36:00,0
10741,10741,10741,10741,4086,116,345,116,116,333,12,116,4086,305,305,303,116,116,116,345,26,26,12,2,2,0,2,2,2,2,2,2,2023-11-24 03:38:00,2
10759,10757,10757,10757,4079,117,336,117,117,323,13,117,4079,311,311,310,117,117,117,336,29,29,13,5,5,1,5,5,5,2,2,2,2023-11-24 03:40:00,0
10735,10737,10737,10737,4077,119,343,119,119,331,12,119,4077,306,306,306,119,119,119,343,26,26,12,2,2,0,2,2,2,2,2,2,2023-11-24 03:42:00,0
10755,10755,10755,10755,4076,119,339,119,119,328,11,119,4076,307,307,307,119,119,119,339,26,26,11,2,2,0,2,2,2,2,2,2,2023-11-24 03:44:00,2
10771,10768,10768,10768,4082,106,343,106,106,328,15,106,4082,311,311,310,105,106,106,343,27,27,15,3,3,0,3,3,3,2,2,2,2023-11-24 03:46:00,3
10778,10781,10781,10781,4075,126,354,126,126,331,23,126,4075,296,296,295,127,126,126,354,28,28,23,4,4,1,4,4,4,2,2,2,2023-11-24 03:48:00,0
10779,10778,10778,10778,4076,116,341,116,116,331,10,116,4076,305,305,305,116,116,116,341,26,26,10,2,2,0,2,2,2,2,2,2,2023-11-24 03:50:00,2
