parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,ClientEnvHandler is <:*:>,<:GIN:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,timestamp,unknown,timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8.1","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",metrics_path=""/metrics/cadvisor""} [1m]) * 100",target_metric
10312,10312,10312,10312,4085,48,276,48,48,261,15,48,4085,236,236,236,48,48,48,276,27,27,15,2,2,0,2,2,2,2,2,2,2023-11-23 03:30:00,0,1700701200,315.8203125,8244114.133333334,4546573.333333333,8244114.133333334,17.66205752889315,24.71754161999949,1
10331,10330,10330,10330,4094,48,283,48,48,263,20,48,4094,239,239,238,48,48,48,283,27,27,20,3,3,1,3,3,3,2,2,2,2023-11-23 03:32:00,0,1700701320,316.65234375,6705460.0,3898399.7333333325,6705460.0,18.059375464444106,26.35652222668189,1
10318,10319,10319,10319,4082,48,292,48,48,265,27,48,4082,238,238,237,48,48,48,292,29,29,27,5,5,0,5,5,5,2,2,2,2023-11-23 03:34:00,1,1700701440,321.37109375,7344300.0,4470122.4,7344300.0,19.7745070888939,23.85439483332448,1
10319,10318,10318,10318,4083,48,288,48,48,262,26,48,4083,239,239,238,48,48,48,288,26,26,26,2,2,0,2,2,2,2,2,2,2023-11-23 03:36:00,1,1700701560,313.09765625,7564591.733333332,4127993.6,7564591.733333332,11.143999111114276,25.678634266660083,1
10305,10306,10306,10306,4075,48,280,48,48,263,17,48,4075,237,237,236,48,48,48,280,27,27,17,3,3,0,3,3,2,2,2,2,2023-11-23 03:38:00,2,1700701680,314.63671875,8251001.066666666,5078207.2,8251001.066666666,17.562066704445492,30.18921467667193,1
10296,10295,10295,10295,4080,48,275,48,48,262,13,48,4080,238,238,238,48,48,48,275,28,28,13,4,4,0,4,4,4,2,2,2,2023-11-23 03:40:00,2,1700701800,324.05078125,7205375.2,3981029.866666666,7205375.2,12.385026711110386,28.633216596669325,1
10281,10281,10281,10281,4072,46,272,46,46,263,9,46,4072,240,240,238,46,46,46,272,27,27,9,3,3,2,3,3,2,2,2,2,2023-11-23 03:42:00,1,1700701920,306.6484375,8354706.666666668,4553454.666666667,8354706.666666668,13.890072891113556,14.903744659992904,1
10317,10316,10316,10316,4082,48,285,48,48,262,23,48,4082,241,241,236,48,48,48,285,26,26,23,2,2,1,2,2,2,2,2,2,2023-11-23 03:44:00,4,1700702040,319.72265625,3317491.2,1811443.4666666663,3317491.2,20.601689573328862,28.05337096001797,1
10309,10310,10310,10310,4075,48,285,48,48,263,22,48,4075,241,241,238,48,48,48,285,27,27,22,3,3,2,3,3,3,2,2,2,2023-11-23 03:46:00,3,1700702160,313.52734375,9342030.933333334,4609958.933333334,9342030.933333334,18.129779613340766,31.250061503330173,1
10327,10327,10327,10327,4084,48,300,48,48,264,36,48,4084,236,236,236,48,48,48,300,29,29,36,5,5,0,5,5,5,2,2,2,2023-11-23 03:48:00,0,1700702280,318.40234375,4530286.4,2558991.733333333,4530286.4,18.980710284441656,21.709093096675733,1
10296,10297,10297,10297,4076,48,278,48,48,261,17,48,4076,239,239,239,48,48,48,278,26,26,17,2,2,0,2,2,2,2,2,2,2023-11-23 03:50:00,0,1700702400,313.01953125,9692137.866666667,5444392.266666667,9692137.866666667,18.76582206443547,27.675909043318825,1
10218,10218,10218,10218,4041,48,283,48,48,260,23,48,4041,236,236,234,48,48,48,283,26,26,23,3,3,1,3,3,3,2,2,2,2023-11-23 03:52:00,1,1700702520,312.53125,7581340.266666668,4139013.066666667,7581340.266666668,13.80645172220991,30.929241930013326,1
10320,10320,10320,10320,4084,48,285,48,48,265,20,48,4084,240,240,239,48,48,48,285,29,29,20,5,5,0,5,5,5,2,2,2,2023-11-23 03:54:00,1,1700702640,313.0546875,11301760.0,6235833.866666666,11301760.0,27.221010086666666,21.604156146689395,1
10319,10319,10319,10319,4082,48,288,48,48,262,26,48,4082,239,239,238,48,48,48,288,26,26,26,2,2,0,2,2,2,2,2,2,2023-11-23 03:56:00,1,1700702760,311.58984375,10504568.0,5607346.133333334,10504568.0,21.040540699986092,26.310161283327037,1
10299,10298,10298,10298,4077,48,282,48,48,263,19,48,4077,236,236,236,48,48,48,282,27,27,19,3,3,0,3,3,3,2,2,2,2023-11-23 03:58:00,0,1700702880,324.83203125,8492581.333333334,4760955.2,8492581.333333334,18.51918848000221,17.453072486678142,1
10298,10297,10297,10297,4079,48,275,48,48,261,14,48,4079,238,238,238,48,48,48,275,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-23 04:00:00,0,1700703000,333.359375,10285753.6,5450961.6,10285753.6,15.25788261333623,26.071329979992388,1
10282,10279,10281,10281,4065,48,281,46,46,265,16,46,4065,240,240,237,46,48,46,281,29,29,16,5,5,1,5,5,4,2,2,2,2023-11-23 04:02:00,3,1700703120,313.453125,10408465.333333334,5698908.0,10408465.333333334,20.646804117778725,28.00154070668214,1
10286,10287,10287,10287,4073,46,275,48,48,261,14,48,4073,238,238,238,48,46,48,275,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-23 04:04:00,0,1700703240,321.640625,5161943.2,2929955.733333333,5161943.2,11.016107413322768,25.196814566685735,1
10308,10309,10309,10309,4080,48,283,48,48,263,20,48,4080,238,238,236,48,48,48,283,27,27,20,3,3,1,3,3,2,2,2,2,2023-11-23 04:06:00,2,1700703360,316.921875,9440435.466666667,5160825.866666666,9440435.466666667,17.24611295333792,36.65665343001213,1
10304,10304,10305,10305,4079,48,278,48,48,262,16,48,4079,238,238,238,48,48,48,278,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-23 04:08:00,0,1700703480,322.3046875,4850905.333333333,2685509.333333333,4850905.333333333,7.077025926668688,26.157004306684637,1
10312,10313,10312,10312,4083,48,285,48,48,264,21,48,4083,238,238,236,48,48,48,285,29,29,21,5,5,0,5,5,5,2,2,2,2023-11-23 04:10:00,4,1700703600,317.25390625,7401709.866666666,4189858.1333333324,7401709.866666666,19.62931343777907,25.799820613344,1
10304,10303,10303,10303,4081,48,328,48,48,264,64,48,4081,238,238,238,48,48,48,328,28,28,13,4,4,0,3,3,3,2,2,2,2023-11-23 04:12:00,52,1700703720,314.75390625,8576751.2,4665460.0,8576751.2,14.057377062223775,22.777504879995828,1
10311,10311,10311,10311,4083,48,283,48,48,262,21,48,4083,239,239,238,48,48,48,283,26,26,21,2,2,1,2,2,2,2,2,2,2023-11-23 04:14:00,0,1700703840,310.51171875,8652735.466666667,4757342.666666667,8652735.466666667,21.726619102232185,25.932549943342263,1
10238,10239,10239,10239,4057,46,285,46,46,263,22,46,4057,236,236,234,46,46,46,285,29,29,22,5,5,0,5,5,5,2,2,2,2023-11-23 04:16:00,2,1700703960,317.609375,7947149.066666666,4369001.6,7947149.066666666,20.16772340666244,23.08486479666802,1
10303,10300,10300,10300,4081,48,273,48,48,261,12,48,4081,240,240,238,48,48,48,273,27,27,12,3,3,0,3,3,3,2,2,2,2023-11-23 04:18:00,2,1700704080,309.578125,7085411.2,4330758.666666667,7085411.2,18.598353806656736,27.21784632332856,1
10312,10313,10313,10313,4086,48,276,48,48,262,14,48,4086,237,237,236,48,48,48,276,26,26,14,2,2,1,2,2,2,2,2,2,2023-11-23 04:20:00,0,1700704200,326.21484375,4534869.185367968,2744048.284370936,4534869.185367968,10.669844331817737,18.48025747107116,1
10288,10290,10290,10290,4069,48,284,48,48,263,21,48,4069,241,241,238,48,48,48,284,27,27,21,3,3,1,3,3,3,2,2,2,2023-11-23 04:22:00,2,1700704320,307.3046875,4110381.333333334,2288380.0,4110381.333333334,20.452157497768187,25.388922956675128,1
10327,10325,10325,10325,4087,48,291,48,48,264,27,48,4087,238,238,237,48,48,48,291,28,28,27,4,4,1,4,4,4,2,2,2,2023-11-23 04:24:00,0,1700704440,317.70703125,4206269.982001198,2329067.9288047464,4206269.982001198,19.378806492903614,15.624366642223336,1
10304,10305,10305,10305,4080,48,281,48,48,262,19,48,4080,239,239,238,48,48,48,281,27,27,19,3,3,0,3,3,2,2,2,2,2023-11-23 04:26:00,2,1700704560,309.05078125,6584806.133333334,3710852.8,6584806.133333334,19.62707593778355,34.202182896648694,1
10311,10312,10312,10312,4085,48,277,48,48,262,15,48,4085,237,237,236,48,48,48,277,27,27,15,3,3,1,3,3,2,2,2,2,2023-11-23 04:28:00,1,1700704680,308.58203125,8460664.266666668,4785915.2,8460664.266666668,17.02280441109906,28.641872000007425,1
10307,10307,10307,10307,4074,48,283,48,48,262,21,48,4074,240,240,238,48,48,48,283,26,26,21,2,2,2,2,2,2,2,2,2,2023-11-23 04:30:00,0,1700704800,317.71875,9026818.133333333,5184970.933333334,9026818.133333333,19.68065116666064,15.989261603341825,1
10310,10307,10307,10307,4084,48,290,48,48,265,25,48,4084,237,237,236,48,48,48,290,29,29,25,5,5,0,5,5,5,2,2,2,2023-11-23 04:32:00,1,1700704920,313.62109375,7129810.349426514,4203166.177647373,7129810.349426514,18.72159276251385,21.445649579879998,1
10308,10311,10311,10311,4080,48,278,48,48,261,17,48,4080,241,241,238,48,48,48,278,26,26,17,2,2,1,2,2,2,2,2,2,2023-11-23 04:34:00,4,1700705040,319.07421875,8569529.333333334,4874672.8,8569529.333333334,14.011713275556556,25.75528708332665,1
10473,10473,10473,10473,4082,68,305,68,68,290,15,68,4082,266,266,266,68,68,68,305,27,27,15,3,3,0,3,3,3,2,2,2,2023-11-23 04:36:00,0,1700705160,310.87109375,4301290.666666667,2588876.8,4301290.666666667,19.071752557792934,24.935185393333093,1
11144,11144,11144,11144,4087,167,401,167,167,389,12,167,4087,354,354,354,167,167,167,401,29,29,12,5,5,0,5,5,5,2,2,2,2023-11-23 04:38:00,0,1700705280,312.7265625,9261952.8,5056740.266666667,9261952.8,21.665846904442233,30.07849556333289,1
11280,11279,11279,11279,4098,197,403,197,197,390,13,197,4098,383,383,383,197,197,197,403,26,26,13,2,2,0,2,2,2,2,2,2,2023-11-23 04:40:00,2,1700705400,311.234375,9788297.145905577,5315258.468925047,9788297.145905577,18.05349614564996,37.40166369033145,1
11102,11102,11102,11102,4041,179,418,179,179,397,21,179,4041,367,367,367,179,179,179,418,27,27,21,3,3,0,3,3,3,2,2,2,2023-11-23 04:42:00,0,1700705520,307.7109375,8099934.133333334,4743746.4,8099934.133333334,17.965271293344106,23.95254437001616,1
11203,11204,11204,11204,4074,176,430,176,176,412,18,176,4074,386,386,385,176,176,176,430,26,26,18,2,2,1,2,2,2,2,2,2,2023-11-23 04:44:00,0,1700705640,307.01953125,9997227.2,5493621.6,9997227.2,23.58747699333536,27.415096529997147,1
11212,11212,11212,11212,4083,197,409,197,197,401,8,197,4083,383,383,383,197,197,197,409,29,29,8,5,5,0,5,5,5,2,2,2,2023-11-23 04:46:00,0,1700705760,312.19140625,10569633.6,6265048.0,10569633.6,11.486318137774813,28.913907826669554,1
11262,11261,11261,11261,4090,175,409,175,175,393,16,175,4090,395,395,394,175,175,175,409,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-23 04:48:00,1,1700705880,314.0546875,7833863.2,4680849.6,7833863.2,17.977182991113906,29.326129200004893,1
11254,11254,11254,11254,4090,195,423,195,195,401,22,195,4090,357,357,357,195,195,195,423,27,27,22,3,3,0,3,3,2,2,2,2,2023-11-23 04:50:00,3,1700706000,313.49609375,5109264.0,2743606.666666666,5109264.0,15.7026751066668,27.772398043331734,1
11230,11228,11228,11228,4087,191,419,191,191,401,18,191,4087,371,371,369,191,191,191,419,27,27,18,3,3,2,3,3,2,2,2,2,2023-11-23 04:52:00,1,1700706120,320.578125,7710307.733333332,4152904.0,7710307.733333332,22.202216066669077,12.46649395332497,1
11245,11246,11246,11246,4088,185,422,185,185,406,16,185,4088,371,371,369,185,185,185,422,28,28,16,4,4,1,4,4,4,2,2,2,2023-11-23 04:54:00,1,1700706240,312.5859375,10150600.8,5782916.0,10150600.8,14.98180685776687,31.567285336665613,1
11216,11216,11216,11216,4093,188,417,188,188,396,21,188,4093,369,369,369,188,188,188,417,27,27,21,3,3,0,3,3,3,2,2,2,2023-11-23 04:56:00,0,1700706360,313.17578125,9626695.724615948,5465435.30274251,9626695.724615948,17.357533191153728,25.121347545731396,1
11250,11249,11249,11249,4085,181,413,181,181,388,25,181,4085,384,384,382,181,181,181,413,26,26,25,2,2,2,2,2,2,2,2,2,2023-11-23 04:58:00,0,1700706480,316.17578125,5120367.733333333,2953130.666666666,5120367.733333333,22.380846144434248,39.52062249666293,1
11249,11248,11248,11248,4084,188,424,188,188,409,15,188,4084,380,380,380,188,188,188,424,29,29,15,5,5,0,5,5,5,2,2,2,2023-11-23 05:00:00,2,1700706600,315.80078125,8348271.430475936,4571853.619517398,8348271.430475936,10.160167491004882,31.36204359752127,1
11234,11236,11238,11238,4071,194,430,194,194,414,16,194,4071,381,381,381,194,194,194,430,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-23 05:02:00,0,1700706720,321.83984375,8820982.133333333,4877587.733333333,8820982.133333333,23.306817355559254,27.20300259000699,1
11223,11223,11223,11223,4090,188,404,188,188,385,19,188,4090,390,390,389,188,188,188,404,26,26,19,2,2,1,2,2,2,2,2,2,2023-11-23 05:04:00,0,1700706840,318.57421875,7047411.6235670475,4034203.4124233536,7047411.6235670475,9.101745219045537,27.29812415354941,1
11183,11181,11181,11181,4047,194,434,194,194,412,22,194,4047,375,375,375,194,195,194,434,27,27,22,3,3,0,3,3,3,2,2,2,2023-11-23 05:06:00,0,1700706960,304.22265625,10999421.333333334,5999122.933333334,10999421.333333334,17.327449871113966,15.872077306679175,1
11242,11243,11243,11243,4094,190,415,190,190,396,19,190,4094,368,368,368,190,189,190,415,29,29,19,5,5,0,5,5,5,2,2,2,2023-11-23 05:08:00,2,1700707080,320.515625,8444692.8,4300456.266666667,8444692.8,14.246153895542701,26.966091503345524,1
11214,11215,11215,11215,4074,187,424,187,187,404,20,187,4074,377,377,376,187,187,187,424,26,26,20,2,2,0,2,2,2,2,2,2,2023-11-23 05:10:00,1,1700707200,317.203125,6077270.133333334,3606074.1333333324,6077270.133333334,9.186702840007557,33.88349234000392,1
11224,11219,11219,11219,4081,185,405,185,185,380,25,185,4081,372,372,372,184,186,185,405,27,27,25,3,3,0,3,3,2,2,2,2,2023-11-23 05:12:00,3,1700707320,322.34375,8726646.133333333,4951601.333333333,8726646.133333333,22.35295798888223,39.316056056680594,1
11228,11230,11230,11230,4091,167,422,167,167,410,12,167,4091,376,376,375,168,166,167,422,26,26,12,2,2,1,2,2,2,2,2,2,2023-11-23 05:14:00,0,1700707440,318.1640625,8542306.133333333,4681624.533333333,8542306.133333333,16.59180216444333,28.75642147332352,1
11279,11281,11281,11281,4075,190,445,190,190,432,13,190,4075,380,380,379,190,190,190,445,29,29,13,5,5,1,5,5,4,2,2,2,2023-11-23 05:16:00,1,1700707560,317.35546875,6446789.6,3621200.266666666,6446789.6,15.386820793339414,22.985833600008238,1
11239,11240,11240,11240,4087,195,411,195,195,398,13,195,4087,363,363,362,195,195,195,411,26,26,13,2,2,0,2,2,2,2,2,2,2023-11-23 05:18:00,1,1700707680,318.12890625,8675238.666666666,5065986.666666667,8675238.666666666,11.244925662225189,27.07583482665844,1
11248,11244,11244,11244,4086,180,416,180,180,400,16,180,4086,380,380,380,180,180,180,416,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-23 05:20:00,2,1700707800,312.6015625,5177209.333333333,2849656.266666666,5177209.333333333,19.380383973330023,17.46314702332408,1
11212,11215,11215,11215,4061,186,412,186,186,400,12,186,4061,376,376,375,186,186,186,412,29,29,12,5,5,0,5,5,5,2,2,2,2023-11-23 05:22:00,1,1700707920,312.1640625,6361690.666666668,3755375.2,6361690.666666668,9.790748991104516,24.92331223666649,1
11211,11212,11212,11212,4080,187,404,187,187,385,19,187,4080,366,366,366,187,187,187,404,26,26,19,2,2,0,2,2,2,2,2,2,2023-11-23 05:24:00,2,1700708040,321.13671875,9462438.666666666,5395464.0,9462438.666666666,17.08042366889357,25.252972796685448,1
11253,11252,11252,11252,4079,192,416,192,192,393,23,192,4079,375,375,373,192,192,192,416,27,27,23,3,3,1,3,3,3,2,2,2,2023-11-23 05:26:00,1,1700708160,311.0703125,12272089.066666665,7117020.8,12272089.066666665,22.685005744440588,29.693230356666994,1
11254,11253,11253,11253,4093,187,402,187,187,386,16,187,4093,368,368,367,187,187,187,402,26,26,16,2,2,1,2,2,2,2,2,2,2023-11-23 05:28:00,0,1700708280,319.703125,8781957.6,4609381.6,8781957.6,13.144688611112844,27.685457146653796,1
11097,11098,11098,11098,4046,179,398,179,179,380,18,179,4046,374,374,373,179,179,179,398,29,29,18,5,5,0,5,5,5,2,2,2,2023-11-23 05:30:00,1,1700708400,308.671875,7735238.933333334,4152921.066666667,7735238.933333334,19.057875064447423,24.24646914999661,1
11234,11235,11235,11235,4090,186,417,186,186,403,14,186,4090,371,371,368,186,186,186,417,27,27,14,3,3,1,3,3,3,2,2,2,2023-11-23 05:32:00,2,1700708520,320.6640625,7229146.666666668,4310574.933333334,7229146.666666668,18.806422417773216,21.463038259995905,1
11255,11255,11255,11255,4081,192,418,192,192,404,14,192,4081,379,379,379,192,192,192,418,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-23 05:34:00,0,1700708640,310.94140625,8615129.866666667,4839615.733333333,8615129.866666667,17.48113016444323,20.471638963329802,1
11235,11235,11235,11235,4071,195,419,195,195,395,24,195,4071,379,379,378,195,195,195,419,29,29,24,5,5,0,5,5,4,2,2,2,2023-11-23 05:36:00,2,1700708760,311.515625,3838879.7333333325,1976636.5333333332,3838879.7333333325,17.728810511099354,36.75282552666128,1
11209,11209,11209,11209,4074,195,400,195,195,384,16,195,4074,374,374,374,195,195,195,400,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-23 05:38:00,0,1700708880,312.90625,7496184.8,4069387.7333333325,7496184.8,15.304001853332414,25.19063402001241,1
11181,11181,11181,11181,4079,173,413,173,173,400,13,173,4079,367,367,364,173,173,173,413,27,27,13,3,3,1,3,3,2,2,2,2,2023-11-23 05:40:00,3,1700709000,309.89453125,5117209.333333333,2882693.6,5117209.333333333,18.810374955565848,23.633851506674546,1
11213,11213,11213,11213,4066,188,413,188,188,396,17,188,4066,380,380,379,188,188,188,413,26,26,17,2,2,1,2,2,2,2,2,2,2023-11-23 05:42:00,0,1700709120,310.58203125,7830195.560887823,4500569.486102778,7830195.560887823,16.803932191349492,26.67270488234941,1
11186,11186,11186,11186,4075,173,409,173,173,395,14,173,4075,369,369,368,173,173,173,409,29,29,14,5,5,1,5,5,5,2,2,2,2023-11-23 05:44:00,0,1700709240,318.140625,7889703.2,4808048.533333333,7889703.2,17.494124222220208,15.577413713350932,1
11212,11212,11212,11212,4071,177,415,177,177,399,16,177,4071,389,389,389,177,177,177,415,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-23 05:46:00,0,1700709360,311.7890625,7916623.2,4588606.933333334,7916623.2,18.116688471103163,29.41810455668019,1
11216,11214,11214,11214,4087,176,418,176,176,397,21,176,4087,372,372,371,176,176,176,418,26,26,21,2,2,0,2,2,2,2,2,2,2023-11-23 05:48:00,1,1700709480,313.89453125,8342770.133333334,4812095.466666667,8342770.133333334,17.418677282225367,28.814896573336835,1
11198,11200,11200,11200,4074,167,402,167,167,386,16,167,4074,371,371,371,167,167,167,402,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-23 05:50:00,0,1700709600,310.5625,8219139.733333332,4722010.933333334,8219139.733333332,20.137013324452305,40.423637413332465,1
11260,11260,11260,11260,4086,184,429,184,184,407,22,184,4086,381,381,380,184,184,184,429,29,29,22,5,5,1,5,5,5,2,2,2,2023-11-23 05:52:00,0,1700709720,282.8671875,5957702.666666668,4098960.266666666,5957702.666666668,14.210280871112547,29.29116097334675,1
11235,11235,11235,11235,4083,193,417,193,193,400,17,193,4083,373,373,371,193,193,193,417,26,26,17,2,2,2,2,2,2,2,2,2,2023-11-23 05:54:00,0,1700709840,283.23828125,7025536.8,4841496.266666667,7025536.8,16.223510286670514,22.23532106666729,1
11126,11126,11126,11126,4044,175,416,175,175,398,18,175,4044,365,365,364,175,175,175,416,27,27,18,3,3,0,3,3,3,2,2,2,2023-11-23 05:56:00,1,1700709960,299.9765625,5585265.110073383,4065816.6777851908,5585265.110073383,14.134128594607473,21.137792458317218,1
11257,11253,11253,11253,4095,202,412,202,202,394,18,202,4095,377,377,373,202,202,202,412,28,28,18,4,4,1,4,4,4,2,2,2,2023-11-23 05:58:00,3,1700710080,282.8046875,7501022.666666668,5190941.6,7501022.666666668,7.836601108881746,14.964751573328007,1
11217,11220,11220,11220,4090,193,425,192,192,408,17,192,4090,349,349,348,192,193,192,425,27,27,17,3,3,0,3,3,2,2,2,2,2023-11-23 06:00:00,2,1700710200,280.21875,5459197.066666666,3798513.866666666,5459197.066666666,18.866424542211465,11.829041180002001,1
11164,11160,11163,11163,4046,185,411,185,185,397,14,185,4046,359,359,359,185,185,185,411,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-23 06:02:00,2,1700710320,283.34375,7223298.933333334,4792573.866666666,7223298.933333334,17.99500276223019,24.99918994001443,1
11216,11218,11218,11218,4075,174,420,175,175,407,13,175,4075,391,391,391,175,174,175,420,27,27,13,3,3,0,3,3,2,2,2,2,2023-11-23 06:04:00,3,1700710440,284.328125,6011443.466666668,4238863.466666667,6011443.466666668,14.206702797786825,14.391253743330404,1
11185,11183,11183,11183,4072,185,400,185,185,391,9,185,4072,363,363,361,185,185,185,400,29,29,9,5,5,1,5,5,5,2,2,2,2023-11-23 06:06:00,1,1700710560,279.07421875,6229453.866666666,4116116.266666666,6229453.866666666,20.28599881332613,14.035534706660352,1
11210,11210,11210,11210,4074,200,426,200,200,404,22,200,4074,370,370,369,200,200,200,426,26,26,22,2,2,0,2,2,2,2,2,2,2023-11-23 06:08:00,1,1700710680,289.81640625,5028251.466666667,3553001.6,5028251.466666667,16.095592973336654,30.09764831665961,1
11230,11230,11230,11230,4081,185,424,185,185,400,24,185,4081,376,376,375,185,185,185,424,27,27,24,3,3,0,3,3,3,2,2,2,2023-11-23 06:10:00,1,1700710800,294.3984375,7212730.666666668,4830834.933333334,7212730.666666668,18.161312311114873,30.13229478332505,1
11213,11214,11214,11214,4083,186,469,186,186,395,74,186,4083,384,384,383,186,186,186,469,27,27,23,3,3,1,2,2,2,2,2,2,2023-11-23 06:12:00,52,1700710920,294.46875,4636837.866666666,3122792.8,4636837.866666666,17.876309964437198,23.24219661667788,1
11231,11232,11232,11232,4088,181,425,181,181,400,25,181,4088,373,373,372,181,181,181,425,29,29,25,5,5,1,5,5,5,2,2,2,2023-11-23 06:14:00,0,1700711040,284.671875,9319750.4,6212703.733333332,9319750.4,16.04811027777032,14.932090349999877,1
11230,11229,11229,11229,4076,191,423,191,191,401,22,191,4076,387,387,383,191,191,191,423,27,27,22,3,3,1,3,3,3,2,2,2,2023-11-23 06:16:00,3,1700711160,286.15234375,8029183.733333332,5389532.533333333,8029183.733333332,9.73380007999367,23.26829788333271,1
11237,11237,11237,11237,4086,164,428,164,164,406,22,164,4086,371,371,371,164,164,164,428,26,26,22,2,2,0,2,2,2,2,2,2,2023-11-23 06:18:00,2,1700711280,285.66796875,6795204.266666668,4576890.933333334,6795204.266666668,7.769200173335979,15.530290233339958,1
11143,11141,11141,11141,4044,175,416,175,175,398,18,175,4044,357,357,356,175,175,175,416,29,29,18,5,5,0,5,5,5,2,2,2,2023-11-23 06:20:00,1,1700711400,284.90234375,5823058.4,4379045.6,5823058.4,17.422305971122114,26.48404610333576,1
11237,11239,11239,11239,4077,188,429,188,188,407,22,188,4077,384,384,384,188,188,188,429,26,26,22,2,2,0,2,2,2,2,2,2,2023-11-23 06:22:00,0,1700711520,292.70703125,5657462.933333334,3874844.533333333,5657462.933333334,19.328295877785425,27.331129763333603,1
11231,11232,11232,11232,4085,184,410,184,184,401,9,184,4085,377,377,377,184,184,184,410,27,27,9,3,3,0,3,3,2,2,2,2,2023-11-23 06:24:00,1,1700711640,283.9375,5818917.066666666,3971739.7333333325,5818917.066666666,16.568147757772948,24.91594902666596,1
11232,11229,11229,11229,4079,184,418,184,184,398,20,184,4079,363,363,362,184,185,184,418,27,27,20,3,3,0,3,3,2,2,2,2,2023-11-23 06:26:00,2,1700711760,286.7578125,6242357.976134923,4169076.9948670086,6242357.976134923,15.955030457962895,28.365382724482092,1
11198,11199,11199,11199,4068,181,412,181,181,402,10,181,4068,362,362,361,181,180,181,412,28,28,10,4,4,1,4,4,4,2,2,2,2023-11-23 06:28:00,0,1700711880,280.05078125,6025266.244585139,4148417.460846385,6025266.244585139,24.54118559813109,25.626763968683058,1
11197,11198,11198,11198,4075,173,413,173,173,391,22,173,4075,371,371,369,173,173,173,413,27,27,22,3,3,1,3,3,3,2,2,2,2023-11-23 06:30:00,1,1700712000,289.1875,5773086.933333334,3917928.266666666,5773086.933333334,19.15008729778088,21.33097909335144,1
11197,11198,11198,11198,4068,180,410,180,180,389,21,180,4068,379,379,377,180,180,180,410,26,26,21,2,2,1,2,2,2,2,2,2,2023-11-23 06:32:00,1,1700712120,283.28125,8142109.6,5609625.066666666,8142109.6,17.644611762209227,23.999053696655512,1
