request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,"CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,timestamp,unknown
1300,1300,593,657,480,88,89,88,89,89,89,88,0,10,0,12,12,0,0,0,2023-11-11 16:03:16,0
1273,1273,604,683,486,99,98,99,98,98,98,99,0,9,0,12,12,0,0,0,2023-11-11 16:05:16,0
1294,1294,593,673,437,96,96,96,96,96,96,96,0,11,44,12,12,0,0,0,2023-11-11 16:07:16,88
1284,1284,576,647,455,98,98,98,93,93,93,93,6,15,1,12,12,2,0,0,2023-11-11 16:09:16,0
1288,1288,76,60,22,19,19,19,19,19,19,19,0,3,0,12,12,0,0,0,2023-11-11 16:11:16,0
1275,1275,61,44,16,14,14,14,14,14,14,14,0,2,0,12,12,0,0,0,2023-11-11 16:13:16,0
1306,1306,109,308,30,211,212,211,60,60,60,59,189,44,44,12,12,31,5,2,2023-11-11 16:15:16,0
1286,1286,137,455,25,339,339,339,80,80,80,80,324,68,76,12,12,51,14,0,2023-11-11 16:17:16,1
1292,1292,283,474,179,210,209,210,79,79,79,80,163,42,39,12,12,25,4,4,2023-11-11 16:19:16,1
1308,1308,551,639,430,104,104,104,104,104,104,104,0,11,0,12,12,0,0,0,2023-11-11 16:21:16,0
1271,1271,551,638,444,97,97,97,97,97,97,97,0,12,0,12,12,0,0,0,2023-11-11 16:23:16,0
1296,1296,567,639,463,88,88,88,88,88,88,88,0,16,0,12,12,0,0,0,2023-11-11 16:25:16,0
1296,1296,618,718,493,112,113,112,113,113,113,112,0,15,0,12,12,0,0,0,2023-11-11 16:27:16,0
1296,1296,525,606,420,93,93,93,93,93,93,93,0,14,0,12,12,0,0,0,2023-11-11 16:29:16,0
1295,1295,628,698,524,87,86,87,86,86,86,87,0,10,0,12,12,0,0,0,2023-11-11 16:31:16,0
1268,1268,562,651,441,107,107,107,103,103,103,103,4,19,0,12,12,0,1,0,2023-11-11 16:33:16,0
1296,1296,562,623,443,90,90,90,90,90,90,90,0,19,0,12,12,0,0,0,2023-11-11 16:35:16,0
1296,1296,581,656,483,86,86,86,86,86,86,86,0,11,0,12,12,0,0,0,2023-11-11 16:37:16,0
1296,1296,583,654,479,87,88,87,88,88,88,87,0,9,0,12,12,0,0,0,2023-11-11 16:39:16,0
1267,1267,233,260,168,46,45,46,45,45,45,46,0,6,0,12,12,0,0,0,2023-11-11 16:41:16,0
1296,1296,40,32,8,12,12,12,12,12,12,12,0,2,0,12,12,0,0,0,2023-11-11 16:43:16,0
1300,1300,57,91,11,56,57,56,23,23,23,22,42,10,9,12,12,6,2,0,2023-11-11 16:45:16,0
1294,1294,125,443,13,340,340,340,75,75,75,75,331,67,81,12,12,53,12,2,2023-11-11 16:47:16,0
1268,1268,147,452,46,322,321,322,76,76,76,77,307,62,70,12,12,47,10,4,2023-11-11 16:49:16,1
1294,1294,533,614,424,99,99,99,91,91,91,91,10,12,2,12,12,0,2,0,2023-11-11 16:51:16,0
1295,1295,635,712,524,93,93,93,93,93,93,93,0,14,0,12,12,0,0,0,2023-11-11 16:53:16,0
1294,1294,578,660,462,101,101,101,97,97,97,97,5,11,1,12,12,0,1,0,2023-11-11 16:55:16,0
1270,1270,665,753,555,99,99,99,99,99,99,99,0,9,0,12,12,0,0,0,2023-11-11 16:57:16,0
1295,1295,522,598,412,93,93,93,93,93,93,93,0,15,0,12,12,0,0,0,2023-11-11 16:59:16,0
1295,1295,631,713,508,103,103,103,102,102,102,102,1,15,0,12,12,1,0,0,2023-11-11 17:01:16,0
1293,1293,771,849,656,96,96,96,96,96,96,96,0,13,0,12,12,0,0,0,2023-11-11 17:03:16,0
1296,1296,354,385,295,45,45,45,45,45,45,45,0,7,0,12,12,0,0,0,2023-11-11 17:05:16,0
1295,1295,75,69,29,20,20,20,20,20,20,20,0,3,0,12,12,0,0,0,2023-11-11 17:07:16,0
1271,1271,36,30,11,10,11,10,9,9,9,8,2,0,0,12,12,0,0,0,2023-11-11 17:09:16,0
1295,1295,139,465,19,347,347,347,83,84,84,84,329,66,81,12,12,54,10,2,2023-11-11 17:11:16,3
1296,1296,131,445,16,341,341,341,79,79,79,79,327,67,73,12,12,49,13,4,2023-11-11 17:13:16,0
1294,1294,649,742,551,104,103,104,86,86,86,87,22,14,6,12,12,4,0,0,2023-11-11 17:15:16,1
1295,1295,604,682,506,88,88,88,88,88,88,88,0,12,0,12,12,0,0,0,2023-11-11 17:17:16,0
1272,1272,585,676,478,101,101,101,97,97,97,97,5,11,1,12,12,0,1,0,2023-11-11 17:19:16,0
1296,1296,701,788,586,101,101,101,101,101,101,101,0,19,0,12,12,0,0,0,2023-11-11 17:21:16,0
1296,1296,606,685,492,96,96,96,96,96,96,96,0,9,0,12,12,0,0,0,2023-11-11 17:23:16,0
1292,1292,571,641,480,81,81,81,80,80,80,80,1,12,0,12,12,1,0,0,2023-11-11 17:25:16,0
1276,1276,533,613,436,88,88,88,88,88,88,88,0,8,0,12,12,0,0,0,2023-11-11 17:27:16,0
1295,1295,598,685,484,101,101,101,100,100,100,100,1,11,0,12,12,1,0,0,2023-11-11 17:29:16,0
1297,1297,736,816,638,91,91,91,87,87,87,87,5,10,1,12,12,0,1,0,2023-11-11 17:31:16,0
1295,1295,353,394,290,53,53,53,50,50,50,50,3,10,0,12,12,3,0,0,2023-11-11 17:33:16,0
1246,1246,41,32,19,6,6,6,6,6,6,6,0,2,0,12,12,0,0,0,2023-11-11 17:35:16,0
1307,1307,53,50,12,23,24,23,15,15,15,14,11,5,2,12,12,3,0,0,2023-11-11 17:37:16,0
1296,1296,119,427,13,326,326,326,73,73,73,73,316,65,78,12,12,51,10,2,2023-11-11 17:39:16,0
1299,1299,107,427,9,336,336,336,74,74,74,74,328,65,74,12,12,48,13,4,2023-11-11 17:41:16,1
1296,1296,492,571,395,96,95,96,79,79,79,80,20,16,5,12,12,4,0,0,2023-11-11 17:43:16,0
1277,1277,619,687,502,92,92,92,92,92,92,92,0,12,0,12,12,0,0,0,2023-11-11 17:45:16,0
1294,1294,657,745,539,107,107,107,99,99,99,99,10,13,2,12,12,0,2,0,2023-11-11 17:47:16,0
1295,1295,610,692,510,93,93,93,89,89,89,89,5,13,1,12,12,0,1,0,2023-11-11 17:49:16,0
1296,1296,639,719,504,113,113,113,101,101,101,101,15,12,3,12,12,0,3,0,2023-11-11 17:51:16,0
1295,1295,527,612,410,109,109,109,93,93,93,93,20,13,4,12,12,2,0,2,2023-11-11 17:53:16,0
1266,1266,553,632,454,89,89,89,89,89,89,89,0,12,0,12,12,0,0,0,2023-11-11 17:55:16,0
1295,1295,501,571,410,80,80,80,80,80,80,80,0,12,0,12,12,0,0,0,2023-11-11 17:57:16,0
1296,1296,634,723,519,110,110,110,94,94,94,94,20,17,4,12,12,2,0,2,2023-11-11 17:59:16,0
1296,1296,577,658,471,93,94,93,94,94,94,93,0,12,0,12,12,0,0,0,2023-11-11 18:01:16,0
1263,1263,311,355,244,58,57,58,53,53,53,54,5,6,1,12,12,0,1,0,2023-11-11 18:03:16,0
1300,1300,55,42,14,14,14,14,14,14,14,14,0,3,0,12,12,0,0,0,2023-11-11 18:05:16,0
1294,1294,35,47,10,23,24,23,14,14,14,13,12,3,2,12,12,2,0,0,2023-11-11 18:07:16,0
1293,1293,126,464,20,349,349,349,79,79,79,79,338,71,83,12,12,52,14,2,2023-11-11 18:09:16,0
1266,1266,127,469,22,356,356,356,83,83,83,83,341,71,76,12,12,48,16,4,2023-11-11 18:11:16,0
1293,1293,659,758,547,115,114,115,95,95,95,96,24,10,6,12,12,4,1,0,2023-11-11 18:13:16,0
1299,1299,649,743,521,113,113,113,109,109,109,109,5,13,1,12,12,0,1,0,2023-11-11 18:15:16,0
1294,1294,657,731,560,84,84,84,83,83,83,83,1,14,4,12,12,1,0,0,2023-11-11 18:17:16,8
1296,1296,679,771,568,101,101,101,101,101,101,101,0,8,0,12,12,0,0,0,2023-11-11 18:19:16,0
1280,1280,573,645,475,85,85,85,85,85,85,85,0,12,0,12,12,0,0,0,2023-11-11 18:21:16,0
1292,1292,610,672,523,75,75,75,74,74,74,74,1,6,0,12,12,1,0,0,2023-11-11 18:23:16,0
1296,1296,565,641,463,89,89,89,89,89,89,89,0,11,0,12,12,0,0,0,2023-11-11 18:25:16,0
1294,1294,596,652,469,93,93,93,89,89,89,89,5,6,1,12,12,1,0,0,2023-11-11 18:27:16,0
1293,1293,580,653,465,94,94,94,94,94,94,94,0,18,0,12,12,0,0,0,2023-11-11 18:29:16,0
1272,1272,212,235,143,46,46,46,46,46,46,46,0,9,0,12,12,0,0,0,2023-11-11 18:31:16,0
1296,1296,38,38,13,12,12,12,12,12,12,12,0,1,0,12,12,0,0,0,2023-11-11 18:33:16,0
1295,1295,60,126,22,78,79,78,23,23,23,22,69,16,16,12,12,10,3,1,2023-11-11 18:35:16,0
1295,1295,110,422,5,328,328,328,74,74,74,74,318,65,78,12,12,50,12,1,2023-11-11 18:37:16,0
1261,1261,203,494,102,310,309,310,75,75,75,76,293,59,66,12,12,46,9,4,2023-11-11 18:39:16,0
1296,1296,627,712,514,101,101,101,97,97,97,97,5,17,1,12,12,0,1,0,2023-11-11 18:41:16,0
1295,1295,642,720,537,92,92,92,91,91,91,91,1,12,0,12,12,1,0,0,2023-11-11 18:43:16,0
1295,1295,526,604,418,93,93,93,93,93,93,93,0,10,0,12,12,0,0,0,2023-11-11 18:45:16,0
1296,1296,530,608,423,92,92,92,92,92,92,92,0,5,0,12,12,0,0,0,2023-11-11 18:47:16,0
1269,1269,551,637,457,92,92,92,88,88,88,88,5,13,1,12,12,0,1,0,2023-11-11 18:49:16,0
1297,1297,563,637,458,87,88,87,88,88,88,87,0,11,4,12,12,0,0,0,2023-11-11 18:51:16,8
1295,1295,583,650,471,90,89,90,89,89,89,90,0,16,0,12,12,0,0,0,2023-11-11 18:53:16,0
1292,1292,600,693,479,107,107,107,107,107,107,107,0,13,0,12,12,0,0,0,2023-11-11 18:55:16,0
1273,1273,35,26,13,6,6,6,6,6,6,6,0,3,0,12,12,0,0,0,2023-11-11 18:57:16,0
1295,1295,26,18,6,6,6,6,6,6,6,6,0,0,0,12,12,0,0,0,2023-11-11 18:59:16,0
1296,1296,82,276,13,208,209,208,48,48,48,47,201,40,47,12,12,33,5,2,2023-11-11 19:01:16,0
1295,1295,110,435,15,336,336,336,73,73,73,73,328,66,76,12,12,54,12,0,2023-11-11 19:03:16,0
1266,1266,289,507,192,227,226,227,82,82,82,83,181,42,43,12,12,26,6,4,2023-11-11 19:05:16,0
1296,1296,568,652,443,104,104,104,104,104,104,104,0,16,0,12,12,0,0,0,2023-11-11 19:07:16,0
1291,1291,596,674,492,91,91,91,91,91,91,91,0,11,0,12,12,0,0,0,2023-11-11 19:09:16,0
1301,1301,577,658,464,97,97,97,97,97,97,97,0,13,0,12,12,0,0,0,2023-11-11 19:11:16,0
1296,1296,535,625,417,104,104,104,104,104,104,104,0,12,0,12,12,0,0,0,2023-11-11 19:13:16,0
1271,1271,612,711,503,104,104,104,104,104,104,104,0,15,0,12,12,0,0,0,2023-11-11 19:15:16,0
1295,1295,590,679,478,100,100,100,100,100,100,100,0,9,0,12,12,0,0,0,2023-11-11 19:17:16,0
1295,1295,463,552,354,99,99,99,99,99,99,99,0,13,0,12,12,0,0,0,2023-11-11 19:19:16,0
1290,1290,586,692,466,113,113,113,113,113,113,113,0,10,0,12,12,0,0,0,2023-11-11 19:21:16,0
1301,1301,552,636,449,93,94,93,94,94,94,93,0,14,0,12,12,0,0,0,2023-11-11 19:23:16,0
1270,1270,460,526,344,91,91,91,91,91,91,91,0,7,0,12,12,0,0,0,2023-11-11 19:25:16,0
1283,1283,49,39,21,9,8,9,8,8,8,9,0,2,0,12,12,0,0,0,2023-11-11 19:27:16,0
1294,1294,54,22,6,8,8,8,8,8,8,8,0,0,0,12,12,0,0,0,2023-11-11 19:29:16,0
1306,1306,79,231,9,173,174,173,42,42,42,41,165,33,40,12,12,25,6,2,2023-11-11 19:31:16,1
1292,1292,107,418,8,326,326,326,74,74,74,74,315,64,73,12,12,51,12,0,2023-11-11 19:33:16,0
1273,1273,225,460,114,250,250,250,89,89,89,89,201,48,47,12,12,31,6,4,2023-11-11 19:35:16,0
1295,1295,499,590,379,106,105,106,105,105,105,106,0,7,0,12,12,0,0,0,2023-11-11 19:37:16,0
1294,1294,508,581,389,96,96,96,95,95,95,95,1,15,0,12,12,1,0,0,2023-11-11 19:39:16,0
1295,1295,524,612,410,101,101,101,101,101,101,101,0,14,0,12,12,0,0,0,2023-11-11 19:41:16,0
1267,1267,487,581,383,103,103,103,95,95,95,95,10,9,2,12,12,1,1,0,2023-11-11 19:43:16,0
1295,1295,465,560,344,108,108,108,108,108,108,108,0,16,0,12,12,0,0,0,2023-11-11 19:45:16,0
1294,1294,557,643,439,102,102,102,102,102,102,102,0,17,0,12,12,0,0,0,2023-11-11 19:47:16,0
1295,1295,506,600,399,102,102,102,98,98,98,98,5,11,1,12,12,0,1,0,2023-11-11 19:49:16,0
1296,1296,570,656,444,106,106,106,106,106,106,106,0,11,0,12,12,0,0,0,2023-11-11 19:51:16,0
1264,1264,498,584,392,96,96,96,96,96,96,96,0,12,0,12,12,0,0,0,2023-11-11 19:53:16,0
1293,1293,530,614,415,102,102,102,97,97,97,97,6,13,1,12,12,1,1,0,2023-11-11 19:55:16,0
1305,1305,579,658,475,92,92,92,91,91,91,91,1,14,0,12,12,1,0,0,2023-11-11 19:57:16,0
1287,1287,563,634,461,86,86,86,86,86,86,86,0,7,0,12,12,0,0,0,2023-11-11 19:59:16,0
1263,1263,468,537,373,82,82,82,82,82,82,82,0,12,0,12,12,0,0,0,2023-11-11 20:01:16,0
1299,1299,39,23,9,7,7,7,7,7,7,7,0,0,0,12,12,0,0,0,2023-11-11 20:03:16,0
1295,1295,29,28,10,11,11,11,7,7,7,7,5,2,1,12,12,1,0,0,2023-11-11 20:05:16,0
1300,1300,110,358,15,269,270,269,62,62,62,61,260,53,64,12,12,43,7,2,2023-11-11 20:07:16,0
1296,1296,101,421,3,334,334,334,73,73,73,73,326,67,75,12,12,50,14,1,2023-11-11 20:09:16,0
1297,1297,430,582,314,169,168,169,97,97,97,98,89,29,20,12,12,13,2,3,2023-11-11 20:11:16,0
1267,1267,542,624,413,106,106,106,105,105,105,105,1,11,0,12,12,1,0,0,2023-11-11 20:13:16,0
1295,1295,578,642,465,88,89,88,89,89,89,88,0,9,0,12,12,0,0,0,2023-11-11 20:15:16,0
1296,1296,526,606,407,100,99,100,99,99,99,100,0,7,0,12,12,0,0,0,2023-11-11 20:17:16,0
1295,1295,547,646,427,109,109,109,109,109,109,109,0,11,0,12,12,0,0,0,2023-11-11 20:19:16,0
1274,1274,492,570,380,95,95,95,95,95,95,95,0,13,0,12,12,0,0,0,2023-11-11 20:21:16,0
1295,1295,534,603,433,85,85,85,85,85,85,85,0,6,0,12,12,0,0,0,2023-11-11 20:23:16,0
1287,1287,531,599,425,87,87,87,87,87,87,87,0,12,0,12,12,0,0,0,2023-11-11 20:25:16,0
1303,1303,548,608,443,83,83,83,82,82,82,82,1,9,0,12,12,1,0,0,2023-11-11 20:27:16,0
1269,1269,488,538,359,90,90,90,89,89,89,89,1,12,0,12,12,1,0,0,2023-11-11 20:29:16,0
1296,1296,569,654,446,103,103,103,103,103,103,103,0,27,0,12,12,0,0,0,2023-11-11 20:31:16,0
1296,1296,590,656,481,87,87,87,87,87,87,87,0,6,0,12,12,0,0,0,2023-11-11 20:33:16,0
1294,1294,546,629,420,106,106,106,102,102,102,102,5,7,1,12,12,0,1,0,2023-11-11 20:35:16,0
1282,1282,458,514,355,80,80,80,79,79,79,79,1,14,0,12,12,1,0,0,2023-11-11 20:37:16,0
1273,1273,393,434,318,58,58,58,58,58,58,58,0,6,0,12,12,0,0,0,2023-11-11 20:39:16,0
1297,1297,55,29,10,9,9,9,9,9,9,9,0,1,0,12,12,0,0,0,2023-11-11 20:41:16,0
1298,1298,49,43,17,13,13,13,13,13,13,13,0,0,0,12,12,0,0,0,2023-11-11 20:43:16,0
1297,1297,104,396,10,304,305,304,69,69,69,68,295,60,72,12,12,48,9,2,2023-11-11 20:45:16,1
1265,1265,129,436,21,329,328,329,76,76,76,77,315,63,73,12,12,49,12,2,2023-11-11 20:47:16,1
1300,1300,385,518,273,150,150,150,94,94,94,94,70,25,15,12,12,9,3,2,2023-11-11 20:49:16,0
1296,1296,520,585,413,85,86,85,86,86,86,85,0,12,0,12,12,0,0,0,2023-11-11 20:51:16,0
1296,1296,487,567,380,94,93,94,93,93,93,94,0,10,0,12,12,0,0,0,2023-11-11 20:53:16,0
1295,1295,496,574,396,89,89,89,89,89,89,89,0,12,0,12,12,0,0,0,2023-11-11 20:55:16,0
1269,1269,514,586,412,87,87,87,87,87,87,87,0,10,0,12,12,0,0,0,2023-11-11 20:57:16,0
1296,1296,530,616,418,101,101,101,97,97,97,97,5,8,1,12,12,1,0,0,2023-11-11 20:59:16,0
1295,1295,513,573,404,87,87,87,82,82,82,82,6,10,1,12,12,2,0,0,2023-11-11 21:01:16,0
1295,1295,537,607,432,87,87,87,87,87,87,87,0,7,0,12,12,0,0,0,2023-11-11 21:03:16,0
1274,1274,600,673,499,87,87,87,87,87,87,87,0,13,0,12,12,0,0,0,2023-11-11 21:05:16,0
1294,1294,542,622,440,97,97,97,85,85,85,85,15,12,3,12,12,3,0,0,2023-11-11 21:07:16,0
1295,1295,524,611,401,105,105,105,105,105,105,105,0,7,0,12,12,0,0,0,2023-11-11 21:09:16,0
1295,1295,532,597,437,80,80,80,80,80,80,80,0,14,0,12,12,0,0,0,2023-11-11 21:11:16,0
1256,1256,542,625,433,97,98,97,94,94,94,93,5,16,1,12,12,1,0,0,2023-11-11 21:13:16,0
1312,1312,509,594,395,100,99,100,99,99,99,100,0,15,0,12,12,0,0,0,2023-11-11 21:15:16,0
1294,1294,551,631,445,93,93,93,93,93,93,93,0,13,0,12,12,0,0,0,2023-11-11 21:17:16,0
1296,1296,508,594,401,97,97,97,96,96,96,96,1,10,0,12,12,1,0,0,2023-11-11 21:19:16,0
1295,1295,513,588,423,82,83,82,83,83,83,82,0,19,0,12,12,0,0,0,2023-11-11 21:21:16,0
1265,1265,576,656,456,100,99,100,99,99,99,100,0,11,0,12,12,0,0,0,2023-11-11 21:23:16,0
1289,1289,446,505,348,79,79,79,78,78,78,78,1,12,0,12,12,1,0,0,2023-11-11 21:25:16,0
1301,1301,30,27,8,9,10,9,10,10,10,9,0,0,0,12,12,0,0,0,2023-11-11 21:27:16,0
1296,1296,34,22,9,9,8,9,4,4,4,5,5,1,1,12,12,1,0,0,2023-11-11 21:29:16,0
1273,1273,93,333,11,253,254,253,58,58,58,57,245,49,60,12,12,41,6,2,2023-11-11 21:31:16,0
1293,1293,115,431,12,335,335,335,73,73,73,73,327,67,75,12,12,49,16,0,2023-11-11 21:33:16,0
1296,1296,374,527,272,170,169,170,82,82,82,83,109,30,25,12,12,17,2,4,2023-11-11 21:35:16,0
1294,1294,470,538,362,88,88,88,88,88,88,88,0,10,0,12,12,0,0,0,2023-11-11 21:37:16,0
1262,1262,474,538,367,85,85,85,85,85,85,85,0,6,0,12,12,0,0,0,2023-11-11 21:39:16,0
1299,1299,530,604,424,90,90,90,90,90,90,90,0,12,0,12,12,0,0,0,2023-11-11 21:41:16,0
1296,1296,500,574,391,91,91,91,91,91,91,91,0,8,0,12,12,0,0,0,2023-11-11 21:43:16,0
1295,1295,610,689,504,93,93,93,92,92,92,92,1,8,0,12,12,1,0,0,2023-11-11 21:45:16,0
1296,1296,570,649,458,95,95,95,95,95,95,95,0,11,0,12,12,0,0,0,2023-11-11 21:47:16,0
1263,1263,528,619,409,105,106,105,105,105,105,104,1,14,0,12,12,1,0,0,2023-11-11 21:49:16,0
1295,1295,604,685,482,102,101,102,101,101,101,102,0,18,0,12,12,0,0,0,2023-11-11 21:51:16,0
1296,1296,591,663,488,87,87,87,87,87,87,87,0,14,0,12,12,0,0,0,2023-11-11 21:53:16,0
1295,1295,493,558,396,81,81,81,81,81,81,81,0,13,0,12,12,0,0,0,2023-11-11 21:55:16,0
1296,1296,594,670,479,96,96,96,95,95,95,95,1,7,0,12,12,1,0,0,2023-11-11 21:57:16,0
1264,1264,518,579,414,82,83,82,83,83,83,82,0,11,0,12,12,0,0,0,2023-11-11 21:59:16,0
1295,1295,498,584,388,98,98,98,98,98,98,98,0,15,0,12,12,0,0,0,2023-11-11 22:01:16,0
1295,1295,578,645,477,85,84,85,83,83,83,84,1,10,0,12,12,1,0,0,2023-11-11 22:03:16,0
1294,1294,601,684,480,102,102,102,101,101,101,101,1,18,0,12,12,1,0,0,2023-11-11 22:05:16,0
1296,1296,585,667,470,98,99,98,99,99,99,98,0,6,0,12,12,0,0,0,2023-11-11 22:07:16,0
1263,1263,495,551,370,91,90,91,90,90,90,91,0,9,0,12,12,0,0,0,2023-11-11 22:09:16,0
1295,1295,624,697,515,93,93,93,89,89,89,89,5,14,1,12,12,0,1,0,2023-11-11 22:11:16,0
1296,1296,648,720,534,93,93,93,93,93,93,93,0,10,0,12,12,0,0,0,2023-11-11 22:13:16,0
1296,1296,512,577,388,94,94,94,94,94,94,94,0,6,0,12,12,0,0,0,2023-11-11 22:15:16,0
1269,1269,565,643,463,90,90,90,90,90,90,90,0,17,0,12,12,0,0,0,2023-11-11 22:17:16,0
1296,1296,531,598,437,81,81,81,80,80,80,80,1,8,0,12,12,1,0,0,2023-11-11 22:19:16,0
1283,1283,512,592,409,92,92,92,91,91,91,91,1,13,0,12,12,1,0,0,2023-11-11 22:21:16,0
1295,1295,586,660,482,89,89,89,89,89,89,89,0,4,0,12,12,0,0,0,2023-11-11 22:23:16,0
1307,1307,594,657,487,85,85,85,85,85,85,85,0,9,0,12,12,0,0,0,2023-11-11 22:25:16,0
1261,1261,612,690,509,90,90,90,90,90,90,90,0,20,0,12,12,0,0,0,2023-11-11 22:27:16,0
1296,1296,632,704,525,89,90,89,90,90,90,89,0,15,0,12,12,0,0,0,2023-11-11 22:29:16,0
1297,1297,567,636,469,84,83,84,83,83,83,84,0,11,0,12,12,0,0,0,2023-11-11 22:31:16,0
1296,1296,560,631,472,80,80,80,79,79,79,79,1,13,0,12,12,1,0,0,2023-11-11 22:33:16,0
1268,1268,655,738,554,92,92,92,91,91,91,91,1,12,0,12,12,1,0,0,2023-11-11 22:35:16,0
1295,1295,653,738,544,99,100,99,95,95,95,94,6,13,1,12,12,2,0,0,2023-11-11 22:37:16,0
1295,1295,611,683,508,88,87,88,87,87,87,88,0,14,0,12,12,0,0,0,2023-11-11 22:39:16,0
1296,1296,661,740,564,88,88,88,88,88,88,88,0,9,0,12,12,0,0,0,2023-11-11 22:41:16,0
1294,1294,616,701,498,102,102,102,101,101,101,101,1,11,0,12,12,1,0,0,2023-11-11 22:43:16,0
1261,1261,582,665,474,95,95,95,95,95,95,95,0,9,0,12,12,0,0,0,2023-11-11 22:45:16,0
1295,1295,320,346,246,50,50,50,50,50,50,50,0,7,0,12,12,0,0,0,2023-11-11 22:47:16,0
1298,1298,31,13,5,4,4,4,4,4,4,4,0,0,0,12,12,0,0,0,2023-11-11 22:49:16,0
1297,1297,30,60,6,39,40,39,15,15,15,14,30,7,5,12,12,4,3,0,2023-11-11 22:51:16,0
1296,1296,105,416,6,328,327,328,67,67,67,68,326,65,81,12,12,53,10,2,2023-11-11 22:53:16,1
1269,1269,105,415,8,328,329,328,71,71,71,70,322,66,72,12,12,47,13,4,2023-11-11 22:55:16,1
1287,1287,560,662,451,112,111,112,97,97,97,98,18,13,5,12,12,4,0,0,2023-11-11 22:57:16,0
1304,1304,571,656,465,96,96,96,95,95,95,95,1,10,0,12,12,1,0,0,2023-11-11 22:59:16,0
1296,1296,669,759,549,105,105,105,105,105,105,105,0,13,0,12,12,0,0,0,2023-11-11 23:01:16,0
1293,1293,700,773,587,93,93,93,93,93,93,93,0,12,0,12,12,0,0,0,2023-11-11 23:03:16,0
1258,1258,631,711,535,90,90,90,86,86,86,86,4,14,0,12,12,0,1,0,2023-11-11 23:05:16,0
1304,1304,569,651,468,94,94,94,89,89,89,89,6,12,1,12,12,1,1,0,2023-11-11 23:07:16,0
1286,1286,654,725,562,81,81,81,81,81,81,81,0,12,0,12,12,0,0,0,2023-11-11 23:09:16,0
1304,1304,767,841,676,82,83,82,83,83,83,82,0,16,0,12,12,0,0,0,2023-11-11 23:11:16,0
1266,1266,668,732,563,85,84,85,84,84,84,85,0,6,0,12,12,0,0,0,2023-11-11 23:13:16,0
1295,1295,655,732,558,87,87,87,87,87,87,87,0,8,0,12,12,0,0,0,2023-11-11 23:15:16,0
1296,1296,628,710,524,93,93,93,93,93,93,93,0,13,0,12,12,0,0,0,2023-11-11 23:17:16,0
1295,1295,667,756,554,100,100,100,100,100,100,100,0,16,0,12,12,0,0,0,2023-11-11 23:19:16,0
1271,1271,611,696,501,98,98,98,97,97,97,97,1,13,0,12,12,1,0,0,2023-11-11 23:21:16,0
1296,1296,724,805,632,87,87,87,86,86,86,86,1,10,0,12,12,1,0,0,2023-11-11 23:23:16,0
1294,1294,668,749,569,90,90,90,90,90,90,90,0,9,0,12,12,0,0,0,2023-11-11 23:25:16,0
1296,1296,728,805,619,93,93,93,93,93,93,93,0,13,0,12,12,0,0,0,2023-11-11 23:27:16,0
1295,1295,651,725,548,88,88,88,88,88,88,88,0,15,0,12,12,0,0,0,2023-11-11 23:29:16,0
1266,1266,721,794,617,88,89,88,89,89,89,88,0,10,0,12,12,0,0,0,2023-11-11 23:31:16,0
1293,1293,567,632,471,81,80,81,80,80,80,81,0,9,0,12,12,0,0,0,2023-11-11 23:33:16,0
1295,1295,681,757,585,86,86,86,86,86,86,86,0,12,0,12,12,0,0,0,2023-11-11 23:35:16,0
1296,1296,736,803,634,85,85,85,84,84,84,84,1,15,0,12,12,1,0,0,2023-11-11 23:37:16,0
1289,1289,337,361,284,38,38,38,38,38,38,38,0,6,0,12,12,0,0,0,2023-11-11 23:39:16,0
1277,1277,25,19,5,7,7,7,7,7,7,7,0,0,0,12,12,0,0,0,2023-11-11 23:41:16,0
1295,1295,20,25,1,18,19,18,6,6,6,5,16,3,3,12,12,3,0,0,2023-11-11 23:43:16,0
1294,1294,102,414,4,327,327,327,68,68,68,68,324,66,80,12,12,52,11,2,2023-11-11 23:45:16,0
1296,1296,88,413,2,334,334,334,68,68,68,68,332,66,75,12,12,50,12,4,2023-11-11 23:47:16,1
1295,1295,798,881,685,99,98,99,96,96,96,97,3,10,1,12,12,1,0,0,2023-11-11 23:49:16,0
