[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",not find dictionary type=<:NUM:>,the employee does not exist,AuthSessionVali<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,[getOtpKey] GetWeChatUserInf<:updateFanweiEmployee failed:>,"[SimplePost] failed, <:ERRORPost:>",[UpdateEmployee] <:*:> failed:>,no employee,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",timestamp,unknown
0,0,138,65,1,1,1,0,0,1,1,0,1,2023-12-04 12:43:21,26
0,0,69,108,2,0,0,1,1,0,0,0,0,2023-12-04 12:45:21,0
751,751,115,24,0,0,0,0,0,1,1,2,1,2023-12-04 12:47:21,0
0,0,46,42,0,0,0,0,0,0,0,0,0,2023-12-04 12:49:21,0
751,751,207,109,0,0,0,0,0,1,1,1,1,2023-12-04 12:51:21,29
0,0,69,129,0,0,0,0,0,0,0,0,0,2023-12-04 12:53:21,0
751,751,92,108,0,0,0,0,0,1,1,0,1,2023-12-04 12:55:21,0
0,0,92,25,3,1,1,1,1,0,0,2,0,2023-12-04 12:57:21,0
0,0,69,104,0,1,1,0,0,0,0,0,0,2023-12-04 12:59:21,0
0,0,207,110,0,0,0,0,0,0,0,1,0,2023-12-04 13:01:21,2
751,751,115,65,0,0,0,0,0,1,1,0,1,2023-12-04 13:03:21,26
0,0,23,109,0,0,0,0,0,0,0,0,0,2023-12-04 13:05:21,0
751,751,138,25,0,0,0,0,0,1,1,2,1,2023-12-04 13:07:21,0
0,0,69,104,2,0,0,1,1,0,0,0,0,2023-12-04 13:09:21,0
0,0,207,111,0,1,1,0,0,1,0,0,0,2023-12-04 13:11:21,30
0,0,92,128,1,1,1,0,0,0,0,1,0,2023-12-04 13:13:21,4
0,0,46,110,0,0,0,0,0,0,0,0,0,2023-12-04 13:15:21,0
751,751,138,26,1,1,1,1,1,1,1,2,1,2023-12-04 13:17:21,0
0,0,46,105,0,0,0,0,0,0,0,0,0,2023-12-04 13:19:21,0
0,0,161,109,0,0,0,0,0,0,0,1,0,2023-12-04 13:21:21,0
0,0,138,129,0,0,0,0,0,1,0,0,0,2023-12-04 13:23:21,32
0,0,46,108,5,1,1,1,1,0,0,1,0,2023-12-04 13:25:21,0
751,751,115,25,0,0,0,0,0,1,1,1,1,2023-12-04 13:27:21,0
0,0,69,104,1,1,1,2,2,0,0,0,0,2023-12-04 13:29:21,2
751,751,207,111,0,1,1,0,0,1,1,0,1,2023-12-04 13:31:21,26
0,0,92,127,1,1,1,1,1,0,0,1,0,2023-12-04 13:33:21,0
0,0,23,108,0,0,0,0,0,0,0,0,0,2023-12-04 13:35:21,0
751,751,161,3,4,1,1,2,2,1,1,2,1,2023-12-04 13:37:21,0
0,0,23,64,3,2,2,4,4,0,0,0,0,2023-12-04 13:39:21,2
751,751,230,110,2,2,2,2,2,1,1,1,1,2023-12-04 13:41:21,26
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-04 13:43:21,0
0,0,46,109,2,1,1,0,0,0,0,0,0,2023-12-04 13:45:21,2
751,751,138,24,3,0,0,4,4,1,1,2,1,2023-12-04 13:47:21,2
0,0,23,105,1,1,1,1,1,0,0,0,0,2023-12-04 13:49:21,4
0,0,207,111,1,1,1,2,2,1,0,0,0,2023-12-04 13:51:21,30
0,0,92,65,0,0,0,0,0,0,0,1,0,2023-12-04 13:53:21,0
0,0,46,109,3,0,0,0,0,0,0,0,0,2023-12-04 13:55:21,1
751,751,161,25,2,4,4,2,2,1,1,2,1,2023-12-04 13:57:21,10
0,0,23,105,2,2,2,4,4,0,0,0,0,2023-12-04 13:59:21,0
751,751,299,110,4,2,2,2,2,1,1,1,1,2023-12-04 14:01:21,26
0,0,46,127,7,4,4,2,2,0,0,0,0,2023-12-04 14:03:21,2
0,0,69,110,5,4,4,4,4,0,0,0,0,2023-12-04 14:05:21,0
751,751,92,25,9,7,7,4,4,1,1,2,1,2023-12-04 14:07:21,3
0,0,46,107,0,1,1,0,0,0,0,0,0,2023-12-04 14:09:21,0
751,751,207,112,4,3,3,2,2,1,1,1,1,2023-12-04 14:11:21,31
0,0,92,128,0,0,0,1,1,0,0,0,0,2023-12-04 14:13:21,0
0,0,92,109,3,1,1,0,0,0,0,0,0,2023-12-04 14:15:21,0
751,751,115,24,10,3,3,2,2,1,1,2,1,2023-12-04 14:17:21,4
0,0,46,106,2,1,1,2,2,0,0,0,0,2023-12-04 14:19:21,0
0,0,207,110,3,2,2,2,2,1,0,1,0,2023-12-04 14:21:21,29
0,0,69,127,0,1,1,0,0,0,0,0,0,2023-12-04 14:23:21,0
751,751,115,109,3,3,3,2,2,1,1,0,1,2023-12-04 14:25:21,2
0,0,69,25,1,0,0,0,0,0,0,2,0,2023-12-04 14:27:21,0
0,0,46,104,1,1,1,1,1,0,0,0,0,2023-12-04 14:29:21,4
751,751,207,110,3,2,2,2,2,0,0,1,0,2023-12-04 14:31:21,0
0,0,115,128,2,2,2,2,2,1,1,0,1,2023-12-04 14:33:21,25
0,0,69,108,2,1,1,1,1,0,0,0,0,2023-12-04 14:35:21,0
751,751,92,25,0,0,0,0,0,1,1,2,1,2023-12-04 14:37:21,1
0,0,69,105,9,1,1,2,2,0,0,0,0,2023-12-04 14:39:21,0
0,0,207,110,3,3,3,2,2,1,0,1,0,2023-12-04 14:41:21,31
0,0,69,128,2,1,1,0,0,0,0,0,0,2023-12-04 14:43:21,0
751,751,92,108,3,3,3,1,1,0,0,0,0,2023-12-04 14:45:21,0
0,0,115,2,1,0,0,1,1,1,1,1,1,2023-12-04 14:47:21,0
0,0,46,65,1,0,0,0,0,0,0,1,0,2023-12-04 14:49:21,0
0,0,184,110,1,1,1,2,2,0,0,1,0,2023-12-04 14:51:21,0
751,751,115,129,1,1,1,1,1,1,1,0,1,2023-12-04 14:53:21,25
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-04 14:55:21,0
0,0,115,26,3,2,2,1,1,1,0,1,0,2023-12-04 14:57:21,4
0,0,69,104,0,0,0,0,0,0,0,1,0,2023-12-04 14:59:21,0
0,0,161,110,1,2,2,2,2,1,0,0,0,2023-12-04 15:01:21,929
0,0,161,128,1,0,0,0,0,0,0,1,0,2023-12-04 15:03:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-04 15:05:21,0
751,751,138,26,0,0,0,2,2,1,1,1,1,2023-12-04 15:07:21,3
0,0,23,104,7,3,3,7,7,0,0,1,0,2023-12-04 15:09:21,0
0,0,207,110,1,2,2,2,2,0,0,1,0,2023-12-04 15:11:21,25
751,751,115,66,2,1,1,1,1,1,1,0,1,2023-12-04 15:13:21,1
0,0,46,109,0,0,0,0,0,0,0,0,0,2023-12-04 15:15:21,0
751,751,138,26,1,1,1,1,1,1,1,1,1,2023-12-04 15:17:21,4
0,0,46,105,3,1,1,1,1,0,0,1,0,2023-12-04 15:19:21,0
0,0,207,136,0,0,0,0,0,1,0,0,0,2023-12-04 15:21:21,32
0,0,92,127,2,0,0,0,0,0,0,1,0,2023-12-04 15:23:21,0
0,0,23,108,5,3,3,2,2,0,0,0,0,2023-12-04 15:25:21,2
751,751,161,2,0,0,0,0,0,1,1,1,1,2023-12-04 15:27:21,14
0,0,23,64,6,1,1,2,2,0,0,1,0,2023-12-04 15:29:21,3
0,0,253,109,1,2,2,2,2,1,0,1,0,2023-12-04 15:31:21,29
0,0,69,129,0,0,0,0,0,0,0,0,0,2023-12-04 15:33:21,2
0,0,46,114,1,0,0,0,0,0,0,0,0,2023-12-04 15:35:21,3
751,751,138,26,0,1,1,2,2,1,1,1,1,2023-12-04 15:37:21,0
0,0,23,107,3,2,2,2,2,0,0,1,0,2023-12-04 15:39:21,4
0,0,184,112,0,0,0,0,0,1,0,0,0,2023-12-04 15:41:21,29
0,0,115,127,0,0,0,0,0,0,0,1,0,2023-12-04 15:43:21,0
0,0,46,109,4,1,1,1,1,0,0,0,0,2023-12-04 15:45:21,1
751,751,161,25,0,0,0,0,0,1,1,1,1,2023-12-04 15:47:21,0
0,0,46,105,1,0,0,0,0,0,0,1,0,2023-12-04 15:49:21,0
751,751,253,110,1,2,2,2,2,1,1,1,1,2023-12-04 15:51:21,25
0,0,46,127,0,0,0,0,0,0,0,0,0,2023-12-04 15:53:21,0
0,0,69,110,3,1,1,3,3,0,0,0,0,2023-12-04 15:55:21,0
0,0,92,26,1,1,1,1,1,1,0,1,0,2023-12-04 15:57:21,4
0,0,46,106,1,2,2,2,2,0,0,1,0,2023-12-04 15:59:21,177
751,751,276,110,2,1,1,2,2,0,0,1,0,2023-12-04 16:01:21,1914
0,0,92,65,2,0,0,0,0,1,1,0,1,2023-12-04 16:03:21,3
0,0,92,108,0,0,0,0,0,0,0,0,0,2023-12-04 16:05:21,3
751,751,115,25,1,1,1,2,2,1,1,1,1,2023-12-04 16:07:21,0
0,0,46,105,0,0,0,0,0,0,0,1,0,2023-12-04 16:09:21,1
0,0,207,111,3,2,2,3,3,1,0,1,0,2023-12-04 16:11:21,29
0,0,69,129,3,3,3,3,3,0,0,0,0,2023-12-04 16:13:21,8
751,751,92,110,2,0,0,0,0,0,0,0,0,2023-12-04 16:15:21,5
0,0,92,26,0,0,0,0,0,1,1,1,1,2023-12-04 16:17:21,0
0,0,69,104,6,1,1,0,0,0,0,1,0,2023-12-04 16:19:21,13
0,0,161,110,0,0,0,1,1,0,0,1,0,2023-12-04 16:21:21,3
751,751,138,128,1,2,2,3,3,1,1,0,1,2023-12-04 16:23:21,28
0,0,69,108,0,0,0,0,0,0,0,0,0,2023-12-04 16:25:21,2
751,751,115,27,2,1,1,0,0,1,1,1,1,2023-12-04 16:27:21,0
0,0,46,105,2,2,2,1,1,0,0,1,0,2023-12-04 16:29:21,11
751,751,253,110,1,1,1,0,0,1,1,1,1,2023-12-04 16:31:21,31
0,0,46,128,5,2,2,2,2,0,0,0,0,2023-12-04 16:33:21,4
0,0,46,109,0,0,0,0,0,0,0,0,0,2023-12-04 16:35:21,0
751,751,138,25,1,0,0,0,0,1,1,1,1,2023-12-04 16:37:21,23
0,0,46,104,0,0,0,0,0,0,0,1,0,2023-12-04 16:39:21,1
751,751,207,113,0,0,0,0,0,1,1,0,1,2023-12-04 16:41:21,31
0,0,92,127,1,1,1,0,0,0,0,1,0,2023-12-04 16:43:21,0
0,0,46,108,6,3,3,2,2,0,0,0,0,2023-12-04 16:45:21,3
0,0,138,25,4,2,2,3,3,1,0,1,0,2023-12-04 16:47:21,7
0,0,46,104,1,1,1,0,0,0,0,1,0,2023-12-04 16:49:21,0
0,0,184,110,0,0,0,0,0,0,0,1,0,2023-12-04 16:51:21,0
751,751,115,65,0,0,0,0,0,1,1,0,1,2023-12-04 16:53:21,28
0,0,69,109,0,0,0,0,0,0,0,0,0,2023-12-04 16:55:21,0
751,751,115,25,1,2,2,1,1,1,1,1,1,2023-12-04 16:57:21,7
0,0,46,105,3,1,1,2,2,0,0,1,0,2023-12-04 16:59:21,3
751,751,276,110,3,2,2,3,3,1,1,1,1,2023-12-04 17:01:21,25
0,0,46,127,3,1,1,2,2,0,0,0,0,2023-12-04 17:03:21,3
0,0,69,110,1,1,1,1,1,0,0,0,0,2023-12-04 17:05:21,0
751,751,115,24,2,1,1,2,2,1,1,1,1,2023-12-04 17:07:21,3
0,0,23,105,1,1,1,1,1,0,0,1,0,2023-12-04 17:09:21,3
751,751,207,112,0,0,0,0,0,1,1,0,1,2023-12-04 17:11:21,25
0,0,92,127,1,1,1,1,1,0,0,1,0,2023-12-04 17:13:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-04 17:15:21,6
751,751,161,24,0,0,0,0,0,1,1,1,1,2023-12-04 17:17:21,0
0,0,23,105,2,2,2,1,1,0,0,1,0,2023-12-04 17:19:21,4
0,0,207,110,2,4,4,0,0,0,0,1,0,2023-12-04 17:21:21,9
751,751,115,128,2,2,2,2,2,1,1,0,1,2023-12-04 17:23:21,25
0,0,46,108,0,1,1,0,0,0,0,0,0,2023-12-04 17:25:21,4
751,751,115,24,1,1,1,0,0,1,1,1,1,2023-12-04 17:27:21,0
0,0,69,106,1,0,0,1,1,0,0,1,0,2023-12-04 17:29:21,0
751,751,230,111,0,0,0,0,0,1,1,1,1,2023-12-04 17:31:21,25
0,0,46,127,0,0,0,0,0,0,0,0,0,2023-12-04 17:33:21,0
0,0,92,109,0,0,0,0,0,0,0,0,0,2023-12-04 17:35:21,6
751,751,115,24,0,0,0,0,0,1,1,1,1,2023-12-04 17:37:21,0
0,0,23,105,6,1,1,0,0,0,0,1,0,2023-12-04 17:39:21,0
751,751,253,112,0,0,0,0,0,1,1,1,1,2023-12-04 17:41:21,28
0,0,46,64,0,0,0,0,0,0,0,0,0,2023-12-04 17:43:21,2
0,0,46,108,4,2,2,4,4,0,0,0,0,2023-12-04 17:45:21,2
0,0,161,23,0,0,0,0,0,1,0,1,0,2023-12-04 17:47:21,8
0,0,23,106,1,0,0,0,0,0,0,1,0,2023-12-04 17:49:21,0
0,0,207,109,3,0,0,1,1,0,0,1,0,2023-12-04 17:51:21,25
751,751,115,129,1,1,1,1,1,1,1,0,1,2023-12-04 17:53:21,0
0,0,46,108,6,0,0,1,1,0,0,0,0,2023-12-04 17:55:21,1
0,0,115,26,1,1,1,0,0,1,0,1,0,2023-12-04 17:57:21,13
0,0,69,105,1,1,1,1,1,0,0,1,0,2023-12-04 17:59:21,3
751,751,230,110,1,1,1,4,4,1,1,1,1,2023-12-04 18:01:21,924
0,0,69,127,1,1,1,0,0,0,0,0,0,2023-12-04 18:03:21,5
0,0,92,109,1,0,0,0,0,0,0,0,0,2023-12-04 18:05:21,0
751,751,92,24,1,1,1,1,1,1,1,1,1,2023-12-04 18:07:21,0
0,0,46,41,3,3,3,0,0,0,0,1,0,2023-12-04 18:09:21,0
751,751,253,112,3,2,2,2,2,1,1,0,1,2023-12-04 18:11:21,25
0,0,46,127,0,1,1,1,1,0,0,1,0,2023-12-04 18:13:21,1
0,0,46,108,2,0,0,0,0,0,0,0,0,2023-12-04 18:15:21,0
0,0,161,295,0,1,1,1,1,1,0,1,0,2023-12-04 18:17:21,4
0,0,23,104,0,0,0,0,0,0,0,1,0,2023-12-04 18:19:21,2
0,0,207,109,0,0,0,0,0,0,0,1,0,2023-12-04 18:21:21,26
751,751,115,129,0,0,0,0,0,1,1,0,1,2023-12-04 18:23:21,0
0,0,23,108,1,0,0,0,0,0,0,0,0,2023-12-04 18:25:21,0
0,0,138,25,1,0,0,0,0,1,0,1,0,2023-12-04 18:27:21,5
0,0,69,105,0,0,0,0,0,0,0,1,0,2023-12-04 18:29:21,0
751,751,207,110,5,1,1,0,0,1,1,1,1,2023-12-04 18:31:21,25
0,0,69,127,0,0,0,0,0,0,0,0,0,2023-12-04 18:33:21,0
0,0,92,109,0,0,0,0,0,0,0,0,0,2023-12-04 18:35:21,3
0,0,92,24,2,0,0,0,0,1,0,1,0,2023-12-04 18:37:21,4
0,0,46,104,1,0,0,2,2,0,0,1,0,2023-12-04 18:39:21,7
752,752,253,112,0,2,2,0,0,1,1,1,1,2023-12-04 18:41:21,29
0,0,46,127,0,0,0,0,0,0,0,0,0,2023-12-04 18:43:21,0
0,0,46,108,1,2,2,2,2,0,0,0,0,2023-12-04 18:45:21,0
0,0,161,24,2,1,1,1,1,1,0,1,0,2023-12-04 18:47:21,4
0,0,23,42,0,0,0,0,0,0,0,1,0,2023-12-04 18:49:21,0
752,752,230,109,0,0,0,0,0,1,1,1,1,2023-12-04 18:51:21,25
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-04 18:53:21,0
0,0,46,110,0,0,0,0,0,0,0,1,0,2023-12-04 18:55:21,1
752,752,115,25,0,0,0,1,1,1,1,0,1,2023-12-04 18:57:21,0
0,0,69,104,2,0,0,1,1,0,0,1,0,2023-12-04 18:59:21,0
0,0,207,110,0,0,0,0,0,1,0,0,0,2023-12-04 19:01:21,29
0,0,115,128,2,0,0,0,0,0,0,1,0,2023-12-04 19:03:21,0
752,752,69,108,3,2,2,2,2,0,0,0,0,2023-12-04 19:05:21,24
0,0,92,25,5,1,1,1,1,1,1,1,1,2023-12-04 19:07:21,0
0,0,46,104,5,0,0,0,0,0,0,1,0,2023-12-04 19:09:21,0
752,752,230,111,0,0,0,0,0,0,0,1,0,2023-12-04 19:11:21,25
0,0,69,128,1,0,0,0,0,1,1,0,1,2023-12-04 19:13:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-04 19:15:21,6
752,752,161,24,0,0,0,0,0,1,1,1,1,2023-12-04 19:17:21,0
0,0,23,105,0,0,0,0,0,0,0,1,0,2023-12-04 19:19:21,0
752,752,230,109,0,0,0,0,0,1,1,1,1,2023-12-04 19:21:21,25
0,0,92,128,3,1,1,1,1,0,0,0,0,2023-12-04 19:23:21,0
0,0,46,109,1,2,2,3,3,0,0,1,0,2023-12-04 19:25:21,0
752,752,115,25,1,1,1,2,2,1,1,0,1,2023-12-04 19:27:21,0
0,0,69,107,0,0,0,0,0,0,0,1,0,2023-12-04 19:29:21,2
0,0,184,110,2,1,1,1,1,1,0,1,0,2023-12-04 19:31:21,29
0,0,92,129,0,0,0,0,0,0,0,0,0,2023-12-04 19:33:21,3
752,752,92,109,1,1,1,0,0,1,1,0,1,2023-12-04 19:35:21,0
0,0,92,2,1,3,3,1,1,0,0,1,0,2023-12-04 19:37:21,6
0,0,46,64,0,0,0,0,0,0,0,1,0,2023-12-04 19:39:21,0
752,752,230,111,0,0,0,0,0,0,0,1,0,2023-12-04 19:41:21,27
0,0,92,128,0,0,0,0,0,1,1,0,1,2023-12-04 19:43:21,1
0,0,69,108,0,0,0,0,0,0,0,0,0,2023-12-04 19:45:21,0
752,752,115,25,0,0,0,0,0,1,1,1,1,2023-12-04 19:47:21,0
0,0,46,105,1,3,3,4,4,0,0,1,0,2023-12-04 19:49:21,6
752,752,207,109,0,0,0,0,0,1,1,1,1,2023-12-04 19:51:21,25
0,0,69,129,0,0,0,0,0,0,0,0,0,2023-12-04 19:53:21,0
0,0,69,108,0,0,0,0,0,0,0,0,0,2023-12-04 19:55:21,0
752,752,138,26,0,0,0,0,0,1,1,1,1,2023-12-04 19:57:21,0
0,0,23,104,0,0,0,0,0,0,0,0,0,2023-12-04 19:59:21,0
0,0,230,112,0,0,0,0,0,1,0,2,0,2023-12-04 20:01:21,29
0,0,115,129,0,0,0,0,0,0,0,0,0,2023-12-04 20:03:21,0
0,0,69,109,1,0,0,0,0,0,0,0,0,2023-12-04 20:05:21,0
752,752,92,26,0,0,0,0,0,1,1,1,1,2023-12-04 20:07:21,0
0,0,46,105,2,2,2,2,2,0,0,0,0,2023-12-04 20:09:21,0
0,0,207,111,0,0,0,0,0,0,0,2,0,2023-12-04 20:11:21,0
0,0,115,128,0,0,0,0,0,1,0,0,0,2023-12-04 20:13:21,29
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-04 20:15:21,0
752,752,115,24,2,0,0,0,0,1,1,0,1,2023-12-04 20:17:21,0
0,0,69,104,0,0,0,0,0,0,0,0,0,2023-12-04 20:19:21,0
752,752,184,111,0,0,0,0,0,1,1,1,1,2023-12-04 20:21:21,25
0,0,92,127,1,2,2,1,1,0,0,1,0,2023-12-04 20:23:21,0
0,0,69,108,1,0,0,0,0,0,0,0,0,2023-12-04 20:25:21,0
752,752,138,24,0,1,1,4,4,1,1,1,1,2023-12-04 20:27:21,0
0,0,46,106,2,1,1,0,0,0,0,0,0,2023-12-04 20:29:21,2
752,752,184,109,1,1,1,1,1,1,1,2,1,2023-12-04 20:31:21,25
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-04 20:33:21,0
0,0,69,108,3,0,0,0,0,0,0,0,0,2023-12-04 20:35:21,3
752,752,138,25,0,0,0,0,0,1,1,1,1,2023-12-04 20:37:21,0
0,0,23,41,0,0,0,0,0,0,0,0,0,2023-12-04 20:39:21,3
752,752,253,110,0,0,0,0,0,1,1,2,1,2023-12-04 20:41:21,25
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-04 20:43:21,2
0,0,69,110,2,2,2,2,2,0,0,0,0,2023-12-04 20:45:21,4
752,752,92,21,0,0,0,0,0,1,1,1,1,2023-12-04 20:47:21,0
0,0,69,107,0,1,1,1,1,0,0,0,0,2023-12-04 20:49:21,0
0,0,184,110,0,0,0,0,0,0,0,2,0,2023-12-04 20:51:21,0
752,752,115,128,0,0,0,0,0,1,1,0,1,2023-12-04 20:53:21,25
0,0,46,109,0,0,0,0,0,0,0,1,0,2023-12-04 20:55:21,3
752,752,138,21,0,0,0,2,2,1,1,0,1,2023-12-04 20:57:21,0
0,0,46,108,3,1,1,1,1,0,0,0,0,2023-12-04 20:59:21,0
752,752,207,111,0,0,0,0,0,1,1,1,1,2023-12-04 21:01:21,924
0,0,92,64,0,0,0,0,0,0,0,1,0,2023-12-04 21:03:21,0
0,0,92,108,0,0,0,0,0,0,0,0,0,2023-12-04 21:05:21,0
752,752,115,21,2,2,2,1,1,1,1,1,1,2023-12-04 21:07:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-04 21:09:21,0
752,752,184,110,2,0,0,2,2,1,1,2,1,2023-12-04 21:11:21,25
0,0,115,128,0,0,0,0,0,0,0,0,0,2023-12-04 21:13:21,0
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-04 21:15:21,0
752,752,138,2,2,1,1,2,2,1,1,1,1,2023-12-04 21:17:21,0
0,0,23,64,0,0,0,0,0,0,0,0,0,2023-12-04 21:19:21,0
752,752,253,109,0,0,0,0,0,1,1,2,1,2023-12-04 21:21:21,25
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-04 21:23:21,0
0,0,69,109,0,0,0,0,0,0,0,0,0,2023-12-04 21:25:21,0
752,752,92,23,0,0,0,0,0,1,1,1,1,2023-12-04 21:27:21,0
0,0,69,106,1,0,0,2,2,0,0,0,0,2023-12-04 21:29:21,0
0,0,184,110,0,0,0,0,0,0,0,2,0,2023-12-04 21:31:21,0
752,752,115,65,0,0,0,2,2,1,1,0,1,2023-12-04 21:33:21,25
0,0,46,108,0,0,0,0,0,0,0,0,0,2023-12-04 21:35:21,0
752,752,115,23,4,0,0,0,0,1,1,1,1,2023-12-04 21:37:21,0
0,0,69,105,2,0,0,0,0,0,0,0,0,2023-12-04 21:39:21,0
752,752,161,111,0,0,0,0,0,1,1,1,1,2023-12-04 21:41:21,25
0,0,138,128,0,0,0,0,0,0,0,1,0,2023-12-04 21:43:21,0
0,0,46,108,1,0,0,2,2,0,0,0,0,2023-12-04 21:45:21,0
752,752,138,2,0,1,1,0,0,1,1,1,1,2023-12-04 21:47:21,0
0,0,23,64,0,0,0,0,0,0,0,0,0,2023-12-04 21:49:21,0
0,0,207,109,0,0,0,0,0,0,0,2,0,2023-12-04 21:51:21,25
752,752,115,65,1,1,1,2,2,1,1,0,1,2023-12-04 21:53:21,4
0,0,46,109,1,1,1,1,1,0,0,0,0,2023-12-04 21:55:21,4
752,752,138,21,0,0,0,0,0,1,1,1,1,2023-12-04 21:57:21,0
0,0,46,108,1,2,2,1,1,0,0,0,0,2023-12-04 21:59:21,2
752,752,207,111,4,2,2,3,3,1,1,1,1,2023-12-04 22:01:21,25
0,0,115,127,1,1,1,1,1,0,0,1,0,2023-12-04 22:03:21,0
0,0,23,108,0,0,0,0,0,0,0,0,0,2023-12-04 22:05:21,0
752,752,161,18,1,0,0,0,0,1,1,1,1,2023-12-04 22:07:21,0
0,0,23,111,2,2,2,2,2,0,0,0,0,2023-12-04 22:09:21,0
752,752,253,110,1,1,1,2,2,1,1,2,1,2023-12-04 22:11:21,25
0,0,69,128,3,2,2,3,3,0,0,0,0,2023-12-04 22:13:21,0
0,0,46,109,0,1,1,1,1,0,0,0,0,2023-12-04 22:15:21,8
752,752,138,17,1,0,0,0,0,1,1,1,1,2023-12-04 22:17:21,0
0,0,23,111,1,1,1,0,0,0,0,0,0,2023-12-04 22:19:21,0
752,752,230,111,1,1,1,0,0,1,1,1,1,2023-12-04 22:21:21,25
0,0,69,127,3,1,1,0,0,0,0,1,0,2023-12-04 22:23:21,0
0,0,46,108,3,2,2,2,2,0,0,0,0,2023-12-04 22:25:21,0
752,752,161,24,0,0,0,0,0,1,1,1,1,2023-12-04 22:27:21,0
0,0,46,106,3,1,1,1,1,0,0,0,0,2023-12-04 22:29:21,2
752,752,253,110,3,3,3,1,1,1,1,2,1,2023-12-04 22:31:21,25
0,0,46,127,6,3,3,3,3,0,0,0,0,2023-12-04 22:33:21,8
0,0,69,109,5,2,2,0,0,0,0,0,0,2023-12-04 22:35:21,0
752,752,92,24,0,0,0,0,0,1,1,1,1,2023-12-04 22:37:21,0
0,0,46,104,12,2,2,2,2,0,0,0,0,2023-12-04 22:39:21,0
0,0,230,111,1,0,0,1,1,1,0,2,0,2023-12-04 22:41:21,29
0,0,69,128,2,3,3,1,1,0,0,0,0,2023-12-04 22:43:21,6
0,0,92,108,5,3,3,1,1,0,0,0,0,2023-12-04 22:45:21,0
752,752,115,22,10,3,3,1,1,1,1,1,1,2023-12-04 22:47:21,0
0,0,46,107,6,2,2,3,3,0,0,0,0,2023-12-04 22:49:21,0
752,752,207,112,1,0,0,0,0,1,1,2,1,2023-12-04 22:51:21,25
0,0,69,127,0,0,0,0,0,0,0,0,0,2023-12-04 22:53:21,0
752,752,92,109,2,1,1,1,1,1,1,0,1,2023-12-04 22:55:21,0
0,0,92,24,3,1,1,0,0,0,0,1,0,2023-12-04 22:57:21,0
0,0,69,105,0,0,0,0,0,0,0,0,0,2023-12-04 22:59:21,0
215,214,230,110,0,0,0,0,0,0,0,2,0,2023-12-04 23:01:21,0
537,538,92,128,1,0,0,0,0,1,1,0,1,2023-12-04 23:03:21,25
0,0,46,108,0,1,1,0,0,0,0,0,0,2023-12-04 23:05:21,0
0,0,115,23,0,0,0,0,0,1,0,1,0,2023-12-04 23:07:21,4
0,0,69,106,1,1,1,2,2,0,0,0,0,2023-12-04 23:09:21,4
752,752,184,110,0,0,0,0,0,1,1,2,1,2023-12-04 23:11:21,25
0,0,92,128,0,0,0,0,0,0,0,0,0,2023-12-04 23:13:21,0
752,752,92,108,0,0,0,0,0,0,0,0,0,2023-12-04 23:15:21,0
0,0,115,25,1,0,0,1,1,1,1,1,1,2023-12-04 23:17:21,0
0,0,46,104,1,1,1,2,2,0,0,0,0,2023-12-04 23:19:21,0
0,0,184,110,0,0,0,0,0,0,0,2,0,2023-12-04 23:21:21,0
752,752,115,130,2,1,1,1,1,1,1,0,1,2023-12-04 23:23:21,25
0,0,46,108,0,0,0,0,0,0,0,1,0,2023-12-04 23:25:21,0
752,752,115,1,0,0,0,0,0,1,1,0,1,2023-12-04 23:27:21,0
0,0,69,64,0,0,0,0,0,0,0,0,0,2023-12-04 23:29:21,0
752,752,207,110,0,0,0,0,0,1,1,1,1,2023-12-04 23:31:21,25
0,0,115,128,0,0,0,0,0,0,0,1,0,2023-12-04 23:33:21,0
0,0,46,110,1,1,1,1,1,0,0,0,0,2023-12-04 23:35:21,2
752,752,138,25,0,0,0,0,0,1,1,1,1,2023-12-04 23:37:21,0
0,0,23,104,0,0,0,0,0,0,0,0,0,2023-12-04 23:39:21,0
0,0,207,110,0,0,0,0,0,0,0,2,0,2023-12-04 23:41:21,25
752,752,115,128,1,0,0,0,0,1,1,0,1,2023-12-04 23:43:21,0
0,0,23,109,0,0,0,0,0,0,0,0,0,2023-12-04 23:45:21,0
