parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags,getPermTagsAndValues <:*:>,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,msg,no need compute team member perm,Response=<:MAP:>,message,approve callback start,svc.ApproveCallback failed,approve status error,superiorAndDeputy empty,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,strconv.ParseIn<:updateFanweiEmployee failed:>,getBackupEm<:updateFanweiEmployee failed:>,callback status error,timestamp,unknown
5190,5190,5189,5189,2031,24,209,24,145,2031,64,24,120,118,118,24,24,209,64,28,28,0,24,4,4,4,4,4,0,2,2,2,2,2,0,2023-12-21 21:26:00,0
5173,5175,5174,5174,2028,24,199,24,148,2028,51,24,121,119,118,24,24,199,51,31,31,0,24,7,7,7,7,7,2,2,2,2,2,2,0,2023-12-21 21:28:00,0
5193,5193,5193,5193,2029,24,203,24,145,2029,58,24,129,120,119,24,24,203,58,28,28,0,24,4,4,4,4,3,2,2,2,2,9,9,1,2023-12-21 21:30:00,0
5164,5162,5162,5162,2023,24,195,24,145,2023,50,24,122,118,118,24,24,195,50,28,28,0,24,4,4,4,4,4,0,2,2,2,4,4,0,2023-12-21 21:32:00,0
5147,5147,5147,5147,2016,24,192,24,145,2016,47,24,121,119,118,24,24,192,47,28,28,0,24,4,4,4,4,3,2,2,2,2,2,2,1,2023-12-21 21:34:00,0
5177,5179,5179,5179,2021,24,214,24,148,2021,66,24,122,119,118,24,24,214,66,31,31,0,24,7,7,7,7,7,2,2,2,2,3,3,0,2023-12-21 21:36:00,0
5197,5197,5197,5197,2029,24,217,24,145,2029,72,24,118,118,118,24,24,217,72,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-21 21:38:00,0
5177,5175,5175,5175,2029,24,199,24,144,2029,55,24,119,118,118,24,24,199,55,27,27,0,24,3,3,3,3,3,0,2,2,2,1,1,0,2023-12-21 21:40:00,0
5203,5205,5205,5205,2029,24,222,24,150,2029,72,24,125,120,119,24,24,222,72,32,32,0,24,8,8,8,8,8,2,2,2,2,5,5,0,2023-12-21 21:42:00,0
5145,5144,5144,5144,2008,24,214,24,143,2008,71,24,120,118,117,24,24,214,71,27,27,0,24,3,3,3,3,3,2,2,2,2,2,2,0,2023-12-21 21:44:00,0
5177,5197,5177,5177,2023,24,208,24,145,2023,63,24,122,119,118,24,24,208,63,28,28,2,24,4,4,4,4,3,2,2,2,2,3,3,1,2023-12-21 21:46:00,0
5166,5167,5167,5167,2017,24,208,24,147,2017,61,24,122,119,118,24,24,208,61,30,30,4,24,5,4,4,4,4,2,2,2,2,3,3,0,2023-12-21 21:48:00,3
5203,5202,5202,5202,2026,22,288,22,149,2026,139,22,122,119,119,22,22,288,88,32,32,0,22,8,8,7,7,6,0,2,2,2,3,3,1,2023-12-21 21:50:00,52
5182,5183,5183,5183,2027,24,198,24,145,2027,53,24,123,121,119,24,24,198,53,28,28,0,24,4,4,4,4,4,4,2,2,2,2,2,0,2023-12-21 21:52:00,0
5178,5176,5176,5176,2024,24,201,24,145,2024,56,24,125,123,118,24,24,201,56,28,28,0,24,4,4,4,4,4,10,2,2,2,2,2,0,2023-12-21 21:54:00,0
5188,5188,5188,5188,2022,24,217,24,144,2022,73,24,124,121,118,24,24,217,73,27,27,0,24,3,3,3,3,3,6,2,2,2,3,3,0,2023-12-21 21:56:00,0
5174,5174,5174,5174,2021,24,211,24,149,2021,62,24,123,120,118,24,24,211,62,32,32,0,24,8,8,8,8,8,4,2,2,2,3,3,0,2023-12-21 21:58:00,0
5221,5223,5223,5223,2042,24,208,24,145,2042,63,24,124,121,119,24,24,208,63,27,27,0,24,3,3,3,3,3,4,2,2,2,3,3,0,2023-12-21 22:00:00,0
5180,5180,5180,5180,2013,24,229,24,145,2013,84,24,123,122,118,24,24,229,84,28,28,5,24,4,4,4,4,3,8,2,2,2,1,1,1,2023-12-21 22:02:00,0
5195,5194,5194,5194,2022,24,221,24,148,2022,73,24,133,123,119,24,24,221,73,31,31,0,24,7,7,7,7,7,8,2,2,2,10,10,0,2023-12-21 22:04:00,0
5168,5169,5169,5169,2019,24,202,24,145,2019,57,24,122,119,118,24,24,202,57,28,28,0,24,4,4,4,4,3,2,2,2,2,3,3,1,2023-12-21 22:06:00,0
5182,5181,5181,5181,2022,24,217,24,145,2022,72,24,127,122,118,24,24,217,72,28,28,0,24,4,4,4,4,4,8,2,2,2,5,5,0,2023-12-21 22:08:00,0
5203,5204,5204,5204,2036,24,207,24,145,2036,62,24,123,119,118,24,24,207,62,28,28,0,24,4,4,4,4,4,2,2,2,2,4,4,0,2023-12-21 22:10:00,0
5160,5160,5160,5160,2019,24,198,24,148,2019,50,24,125,121,119,24,24,198,50,31,31,0,24,7,7,7,7,7,4,2,2,2,4,4,0,2023-12-21 22:12:00,0
5166,5164,5164,5164,2022,24,200,24,145,2022,55,24,122,122,118,24,24,200,55,28,28,0,24,4,4,4,4,4,8,2,2,2,0,0,0,2023-12-21 22:14:00,0
5169,5171,5171,5171,2023,22,192,22,145,2023,47,22,127,122,119,22,22,192,47,28,28,0,22,4,4,4,4,3,6,2,2,2,5,5,1,2023-12-21 22:16:00,0
5182,5182,5182,5182,2027,24,207,24,148,2027,59,24,122,120,118,24,24,207,59,31,31,0,24,7,7,7,7,7,4,2,2,2,2,2,0,2023-12-21 22:18:00,0
5204,5204,5204,5204,2028,24,220,24,144,2028,76,24,125,120,119,24,24,220,76,27,27,0,24,3,3,3,3,3,2,2,2,2,5,5,0,2023-12-21 22:20:00,0
5163,5162,5162,5162,2009,24,216,24,145,2009,71,24,125,121,118,24,24,216,71,28,28,0,24,4,4,4,4,3,6,2,2,2,4,4,1,2023-12-21 22:22:00,0
5183,5184,5184,5184,2028,24,203,24,145,2028,58,24,123,120,118,24,24,203,58,28,28,0,24,4,4,4,4,4,4,2,2,2,3,3,0,2023-12-21 22:24:00,0
5206,5224,5205,5205,2032,24,221,24,148,2032,73,24,123,121,119,24,24,221,73,31,31,0,24,7,7,7,7,7,4,2,2,2,2,2,0,2023-12-21 22:26:00,0
5200,5201,5201,5201,2036,24,206,24,146,2036,60,24,124,121,118,24,24,206,60,28,28,0,24,4,4,4,4,4,6,2,2,2,3,3,0,2023-12-21 22:28:00,0
5164,5164,5163,5163,2014,24,215,24,144,2014,71,24,128,121,118,24,24,215,71,28,28,0,24,4,4,4,4,4,6,2,2,2,7,7,0,2023-12-21 22:30:00,0
5182,5181,5181,5181,2029,24,201,24,145,2029,56,24,121,120,119,24,24,201,56,28,28,0,24,4,4,4,4,3,2,2,2,2,1,1,1,2023-12-21 22:32:00,0
5176,5179,5178,5178,2026,24,206,24,148,2026,58,24,122,120,118,24,24,206,58,31,31,0,24,7,7,7,7,7,4,2,2,2,2,2,0,2023-12-21 22:34:00,0
5188,5188,5188,5188,2027,24,203,24,145,2027,58,24,126,120,118,24,24,203,58,27,27,0,24,3,3,3,3,3,4,2,2,2,6,6,0,2023-12-21 22:36:00,0
5160,5159,5159,5159,2015,24,208,24,144,2015,64,24,121,120,118,24,24,208,64,28,28,0,24,4,4,4,4,3,4,2,2,2,1,1,1,2023-12-21 22:38:00,0
5170,5170,5170,5170,2026,24,197,24,149,2026,48,24,126,120,118,24,24,197,48,32,32,0,24,8,8,8,8,8,4,2,2,2,6,6,0,2023-12-21 22:40:00,0
5183,5184,5184,5184,2022,22,208,22,144,2022,64,22,131,120,118,22,22,208,64,27,27,0,22,3,3,3,3,3,4,2,2,2,11,11,0,2023-12-21 22:42:00,0
5185,5184,5184,5184,2031,24,201,24,146,2031,55,24,121,119,119,24,24,201,55,28,28,0,24,4,4,4,4,4,0,2,2,2,2,2,0,2023-12-21 22:44:00,0
5172,5173,5173,5173,2028,24,192,24,145,2028,47,24,123,120,119,24,24,192,47,28,28,0,24,4,4,4,4,4,2,2,2,2,3,3,0,2023-12-21 22:46:00,0
5191,5189,5189,5189,2026,24,215,24,148,2026,67,24,125,120,119,24,24,215,67,31,31,0,24,7,7,7,7,6,2,2,2,2,5,5,1,2023-12-21 22:48:00,0
5171,5173,5173,5173,2018,24,253,24,146,2018,107,24,129,122,119,24,24,253,56,29,29,0,24,5,5,4,4,4,6,2,2,2,7,7,0,2023-12-21 22:50:00,52
5200,5199,5199,5199,2039,24,202,24,148,2039,54,24,127,122,119,24,24,202,54,30,30,0,24,5,4,4,4,3,6,2,2,2,5,5,1,2023-12-21 22:52:00,3
5173,5173,5173,5173,2017,24,217,24,147,2017,70,24,121,120,118,24,24,217,70,31,31,0,24,7,7,7,7,7,4,2,2,2,1,1,0,2023-12-21 22:54:00,0
5137,5139,5138,5138,2004,24,212,24,144,2004,68,24,121,119,117,24,24,212,68,28,28,0,24,4,4,4,4,4,4,2,2,2,2,2,0,2023-12-21 22:56:00,0
5162,5162,5162,5162,2021,24,193,24,144,2021,49,24,125,120,118,24,24,193,49,27,27,0,24,3,3,3,3,3,4,2,2,2,5,5,0,2023-12-21 22:58:00,0
5186,5185,5185,5185,2028,24,206,24,145,2028,61,24,121,120,119,24,24,206,61,28,28,0,24,4,4,4,4,4,2,2,2,2,1,1,0,2023-12-21 23:00:00,0
5153,5154,5154,5154,2009,24,211,24,148,2009,63,24,123,120,118,24,24,211,63,31,31,0,24,7,7,7,7,7,4,2,2,2,3,3,0,2023-12-21 23:02:00,0
5181,5181,5181,5181,2017,24,225,24,145,2017,80,24,123,120,118,24,24,225,80,28,28,0,24,4,4,4,4,3,4,2,2,2,3,3,1,2023-12-21 23:04:00,0
5185,5184,5184,5184,2022,24,212,24,145,2022,67,24,124,118,118,24,24,212,67,28,28,0,24,4,4,4,4,4,0,2,2,2,6,6,0,2023-12-21 23:06:00,0
5160,5160,5160,5160,2025,22,192,22,145,2025,47,22,122,118,118,22,22,192,47,28,28,0,22,4,4,4,4,3,0,2,2,2,4,4,1,2023-12-21 23:08:00,0
5149,5149,5149,5149,2013,24,198,24,147,2013,51,24,121,120,118,24,24,198,51,31,31,0,24,7,7,7,7,7,4,2,2,2,1,1,0,2023-12-21 23:10:00,0
5182,5183,5183,5183,2019,24,219,24,145,2019,74,24,123,122,118,24,24,219,74,28,28,0,24,4,4,4,4,4,8,2,2,2,1,1,0,2023-12-21 23:12:00,0
5193,5193,5193,5193,2033,24,202,24,144,2033,58,24,124,119,118,24,24,202,58,27,27,0,24,3,3,3,3,3,2,2,2,2,5,5,0,2023-12-21 23:14:00,0
5153,5152,5152,5152,2017,24,195,24,149,2017,46,24,123,118,118,24,24,195,46,32,32,0,24,8,8,8,8,8,0,2,2,2,5,5,0,2023-12-21 23:16:00,0
5131,5132,5132,5132,2003,24,200,24,142,2003,58,24,125,121,118,24,24,200,58,26,26,0,24,3,3,3,3,3,6,2,2,2,4,4,0,2023-12-21 23:18:00,0
5169,5188,5169,5169,2025,24,198,24,145,2025,53,24,123,120,118,24,24,198,53,28,28,0,24,4,4,4,4,3,4,2,2,2,3,3,1,2023-12-21 23:20:00,0
5187,5187,5187,5187,2022,24,216,24,145,2022,71,24,124,120,119,24,24,216,71,28,28,0,24,4,4,4,4,4,2,2,2,2,4,4,0,2023-12-21 23:22:00,0
5194,5193,5193,5193,2027,24,218,24,148,2027,70,24,122,118,118,24,24,218,70,31,31,0,24,7,7,7,7,6,0,2,2,2,4,4,1,2023-12-21 23:24:00,0
5207,5208,5208,5208,2038,24,207,24,146,2038,61,24,124,120,119,24,24,207,61,28,28,0,24,4,4,4,4,4,2,2,2,2,4,4,0,2023-12-21 23:26:00,0
5200,5200,5200,5200,2032,24,211,24,146,2032,65,24,123,120,118,24,24,211,65,28,28,0,24,4,4,4,4,4,4,2,2,2,3,3,0,2023-12-21 23:28:00,0
5174,5172,5172,5172,2029,24,199,24,148,2029,51,24,121,118,118,24,24,199,51,31,31,0,24,7,7,7,7,7,0,2,2,2,3,3,0,2023-12-21 23:30:00,0
5203,5203,5203,5203,2031,24,216,24,145,2031,71,24,124,122,120,24,24,216,71,28,28,0,24,4,4,4,4,4,4,2,2,2,2,2,0,2023-12-21 23:32:00,0
5179,5180,5180,5180,2026,22,200,22,144,2026,56,22,124,121,119,22,22,200,56,27,27,0,22,3,3,3,3,3,4,2,2,2,3,3,0,2023-12-21 23:34:00,0
5176,5195,5176,5176,2024,24,204,24,145,2024,59,24,121,118,118,24,24,204,59,28,28,0,24,4,4,4,4,3,0,2,2,2,3,3,1,2023-12-21 23:36:00,0
5173,5174,5174,5174,2027,24,200,24,149,2027,51,24,121,119,118,24,24,200,51,32,32,0,24,7,7,7,7,7,2,2,2,2,2,2,0,2023-12-21 23:38:00,0
5183,5182,5182,5182,2033,24,189,24,146,2033,43,24,124,120,120,24,24,189,43,28,28,0,24,4,4,4,4,3,0,2,2,2,4,4,1,2023-12-21 23:40:00,0
5106,5107,5107,5107,1993,24,200,24,143,1993,57,24,120,117,117,24,24,200,57,27,27,0,24,4,4,4,4,4,0,2,2,2,3,3,0,2023-12-21 23:42:00,0
5187,5185,5185,5185,2020,24,219,24,144,2020,75,24,122,120,118,24,24,219,75,28,28,0,24,4,4,4,4,4,4,2,2,2,2,2,0,2023-12-21 23:44:00,0
5184,5185,5185,5185,2017,24,219,24,148,2017,71,24,129,123,119,24,24,219,71,31,31,0,24,7,7,7,7,7,8,2,2,2,6,6,0,2023-12-21 23:46:00,0
5182,5182,5182,5182,2033,24,196,24,146,2033,50,24,118,118,118,24,24,196,50,28,28,0,24,4,4,4,4,4,0,2,2,2,0,0,0,2023-12-21 23:48:00,0
5179,5180,5180,5180,2024,24,254,24,146,2024,108,24,125,120,119,24,24,254,57,29,29,0,24,5,5,4,4,3,2,2,2,2,5,5,1,2023-12-21 23:50:00,52
5189,5187,5187,5187,2025,24,218,24,148,2025,70,24,123,119,119,24,24,218,70,31,31,0,24,7,7,7,7,7,0,2,2,2,4,4,0,2023-12-21 23:52:00,0
5165,5167,5167,5167,2023,24,196,24,144,2023,52,24,124,120,118,24,24,196,52,27,27,0,24,3,3,3,3,3,4,2,2,2,4,4,0,2023-12-21 23:54:00,0
5209,5209,5208,5208,2037,24,212,24,145,2037,67,24,122,118,118,24,24,212,67,28,28,0,24,4,4,4,4,3,0,2,2,2,4,4,1,2023-12-21 23:56:00,0
5182,5202,5183,5183,2021,24,212,24,145,2021,67,24,125,123,120,24,24,212,67,28,28,0,24,4,4,4,4,4,6,2,2,2,2,2,0,2023-12-21 23:58:00,0
5160,5160,5160,5160,2016,22,209,22,147,2016,62,22,121,119,118,22,22,209,62,31,31,0,22,7,7,7,7,7,2,2,2,2,2,2,0,2023-12-22 00:00:00,0
5178,5178,5178,5178,2016,24,214,24,146,2016,68,24,123,118,118,24,24,214,68,28,28,0,24,4,4,4,4,4,0,2,2,2,5,5,0,2023-12-22 00:02:00,0
5164,5164,5164,5164,2021,24,198,24,144,2021,54,24,123,121,118,24,24,198,54,28,28,0,24,4,4,4,4,4,6,2,2,2,2,2,0,2023-12-22 00:04:00,0
5159,5158,5158,5158,2021,24,209,24,148,2021,61,24,122,119,118,24,24,209,61,31,31,0,24,7,7,7,7,6,2,2,2,2,3,3,1,2023-12-22 00:06:00,0
5206,5206,5206,5206,2023,24,233,24,145,2023,88,24,127,121,119,24,24,233,88,28,28,0,24,4,4,4,4,4,4,2,2,2,6,6,0,2023-12-22 00:08:00,0
5163,5164,5164,5164,2016,24,203,24,143,2016,60,24,126,119,118,24,24,203,60,27,27,0,24,3,3,3,3,3,2,2,2,2,7,7,0,2023-12-22 00:10:00,0
5162,5161,5161,5161,2019,24,205,24,145,2019,60,24,122,119,118,24,24,205,60,28,28,0,24,4,4,4,4,3,2,2,2,2,3,3,1,2023-12-22 00:12:00,0
5157,5158,5158,5158,2025,24,202,24,149,2025,53,24,121,120,119,24,24,202,53,32,32,0,24,8,8,8,8,8,2,2,2,2,1,1,0,2023-12-22 00:14:00,0
5178,5178,5178,5178,2030,24,199,24,144,2030,55,24,122,121,119,24,24,199,55,27,27,0,24,3,3,3,3,3,4,2,2,2,1,1,0,2023-12-22 00:16:00,0
5208,5227,5208,5208,2038,24,206,24,146,2038,60,24,124,120,119,24,24,206,60,28,28,0,24,4,4,4,4,4,2,2,2,2,4,4,0,2023-12-22 00:18:00,0
5172,5191,5172,5172,2021,24,206,24,145,2021,61,24,125,120,118,24,24,206,61,28,28,4,24,4,4,4,4,4,4,2,2,2,5,5,0,2023-12-22 00:20:00,0
5167,5166,5166,5166,2011,24,218,24,147,2011,71,24,127,126,119,24,24,218,71,31,31,5,24,7,7,7,7,6,14,2,2,2,1,1,1,2023-12-22 00:22:00,0
5178,5179,5179,5179,2019,24,210,24,145,2019,65,24,129,121,118,24,24,210,65,28,28,0,24,4,4,4,4,4,6,2,2,2,8,8,0,2023-12-22 00:24:00,0
5184,5183,5183,5183,2036,22,196,22,146,2036,50,22,121,119,118,22,22,196,50,28,28,0,22,4,4,4,4,3,2,2,2,2,2,2,1,2023-12-22 00:26:00,0
5120,5120,5120,5120,1997,24,213,24,146,1997,67,24,120,118,117,24,24,213,67,31,31,0,24,7,7,7,7,7,2,2,2,2,2,2,0,2023-12-22 00:28:00,0
5178,5178,5178,5178,2016,24,216,24,145,2016,71,24,127,120,119,24,24,216,71,28,28,0,24,4,4,4,4,4,2,2,2,2,7,7,0,2023-12-22 00:30:00,0
5178,5179,5179,5179,2028,24,202,24,144,2028,58,24,122,119,118,24,24,202,58,27,27,0,24,3,3,3,3,3,2,2,2,2,3,3,0,2023-12-22 00:32:00,0
5204,5202,5202,5202,2034,24,212,24,146,2034,66,24,123,119,119,24,24,212,66,28,28,0,24,4,4,4,4,4,0,2,2,2,4,4,0,2023-12-22 00:34:00,0
5183,5184,5184,5184,2028,24,202,24,148,2028,54,24,126,120,118,24,24,202,54,31,31,0,24,7,7,7,7,7,4,2,2,2,6,6,0,2023-12-22 00:36:00,0
5167,5168,5168,5168,2023,24,198,24,145,2023,53,24,121,119,118,24,24,198,53,28,28,0,24,4,4,4,4,3,2,2,2,2,2,2,1,2023-12-22 00:38:00,0
5163,5162,5162,5162,2027,24,189,24,145,2027,44,24,119,118,118,24,24,189,44,28,28,5,24,4,4,4,4,4,0,2,2,2,1,1,0,2023-12-22 00:40:00,0
5133,5134,5134,5134,2014,24,189,24,148,2014,41,24,122,120,118,24,24,189,41,31,31,0,24,7,7,7,7,6,4,2,2,2,2,2,1,2023-12-22 00:42:00,0
5195,5194,5194,5194,2030,24,204,24,145,2030,59,24,127,120,119,24,24,204,59,28,28,0,24,4,4,4,4,4,2,2,2,2,7,7,0,2023-12-22 00:44:00,0
5207,5208,5208,5208,2039,24,207,24,146,2039,61,24,124,120,118,24,24,207,61,28,28,0,24,4,4,4,4,4,4,2,2,2,4,4,0,2023-12-22 00:46:00,0
5205,5205,5205,5205,2034,24,215,24,145,2034,70,24,121,120,119,24,24,215,70,27,27,0,24,3,3,3,3,3,2,2,2,2,1,1,0,2023-12-22 00:48:00,0
5196,5196,5196,5196,2030,24,269,24,150,2030,119,24,126,119,118,24,24,269,68,33,33,0,24,9,9,8,8,8,2,2,2,2,7,7,0,2023-12-22 00:50:00,52
5118,5118,5118,5118,2007,22,189,22,143,2007,46,22,121,118,117,22,22,189,46,27,27,0,22,3,3,3,3,3,2,2,2,2,3,3,0,2023-12-22 00:52:00,0
5181,5181,5181,5181,2028,24,203,24,145,2028,58,24,124,122,118,24,24,203,58,28,28,0,24,4,4,4,4,3,8,2,2,2,2,2,1,2023-12-22 00:54:00,0
5178,5178,5178,5178,2025,24,205,24,145,2025,60,24,122,121,119,24,24,205,60,28,28,0,24,4,4,4,4,4,4,2,2,2,1,1,0,2023-12-22 00:56:00,0
5170,5189,5169,5169,2023,24,206,24,148,2023,58,24,121,120,119,24,24,206,58,31,31,0,24,7,7,7,7,6,2,2,2,2,1,1,1,2023-12-22 00:58:00,0
5177,5178,5178,5178,2030,24,199,24,146,2030,53,24,122,121,118,24,24,199,53,28,28,0,24,4,4,4,4,4,6,2,2,2,1,1,0,2023-12-22 01:00:00,0
5198,5198,5198,5198,2021,24,324,24,145,2021,179,24,130,125,119,24,24,324,179,28,28,1,24,4,4,4,4,4,12,2,2,2,5,5,0,2023-12-22 01:02:00,0
5179,5178,5178,5178,2020,24,223,24,148,2020,75,24,120,119,117,24,24,223,75,31,31,9,24,7,7,7,7,7,4,2,2,2,1,1,0,2023-12-22 01:04:00,0
5165,5165,5165,5165,2012,24,216,24,144,2012,72,24,124,122,118,24,24,216,72,28,28,4,24,4,4,4,4,4,8,2,2,2,2,2,0,2023-12-22 01:06:00,0
5203,5204,5204,5204,2026,24,233,24,146,2026,87,24,125,122,119,24,24,233,87,29,29,2,24,4,3,3,3,3,6,2,2,2,3,3,0,2023-12-22 01:08:00,3
5209,5209,5209,5209,2035,24,217,24,146,2035,71,24,125,122,118,24,24,217,71,28,28,4,24,4,4,4,4,3,8,2,2,2,3,3,1,2023-12-22 01:10:00,0
5147,5165,5146,5146,2001,24,227,24,147,2001,80,24,124,122,118,24,24,227,80,31,31,0,24,7,7,7,7,7,8,2,2,2,2,2,0,2023-12-22 01:12:00,0
5196,5197,5197,5197,2027,24,218,24,145,2027,73,24,123,119,118,24,24,218,73,28,28,0,24,4,4,4,4,3,2,2,2,2,4,4,1,2023-12-22 01:14:00,0
5171,5170,5170,5170,2022,23,204,23,145,2022,59,23,123,119,118,23,23,204,59,28,28,0,23,4,4,4,4,4,2,2,2,2,4,4,0,2023-12-22 01:16:00,0
5173,5173,5173,5173,2024,23,206,23,145,2024,61,23,120,119,119,23,23,206,61,28,28,0,23,4,4,4,4,4,0,2,2,2,1,1,0,2023-12-22 01:18:00,0
5208,5208,5208,5208,2032,24,220,24,149,2032,71,24,129,122,118,24,24,220,71,31,31,0,24,7,7,7,7,7,8,2,2,2,7,7,0,2023-12-22 01:20:00,0
5141,5142,5142,5142,2008,24,211,24,144,2008,67,24,121,119,118,24,24,211,67,28,28,0,24,4,4,4,4,4,2,2,2,2,2,2,0,2023-12-22 01:22:00,0
5211,5230,5211,5211,2035,24,221,24,149,2035,72,24,123,118,118,24,24,221,72,31,31,0,24,4,4,4,4,3,0,2,2,2,5,5,1,2023-12-22 01:24:00,6
5180,5199,5180,5180,2024,24,211,24,148,2024,63,24,125,121,118,24,24,211,63,31,31,0,24,7,7,7,7,7,6,2,2,2,4,4,0,2023-12-22 01:26:00,0
5205,5205,5205,5205,2035,24,209,24,144,2035,65,24,125,120,119,24,24,209,65,27,27,0,24,3,3,3,3,3,2,2,2,2,5,5,0,2023-12-22 01:28:00,0
5200,5200,5200,5200,2028,24,214,24,145,2028,69,24,127,122,119,24,24,214,69,28,28,0,24,4,4,4,4,3,6,2,2,2,5,5,1,2023-12-22 01:30:00,0
5208,5208,5208,5208,2030,24,222,24,146,2030,76,24,127,122,119,24,24,222,76,28,28,0,24,4,4,4,4,4,6,2,2,2,5,5,0,2023-12-22 01:32:00,0
5194,5194,5194,5194,2022,24,230,24,147,2022,83,24,122,118,118,24,24,230,83,31,31,0,24,7,7,7,7,7,0,2,2,2,4,4,0,2023-12-22 01:34:00,0
5158,5176,5157,5157,2009,24,230,24,144,2009,86,24,122,119,117,24,24,230,86,28,28,0,24,4,4,4,4,4,4,2,2,2,3,3,0,2023-12-22 01:36:00,0
5197,5197,5197,5197,2035,24,204,24,146,2035,58,24,128,121,119,24,24,204,58,28,28,0,24,4,4,4,4,4,4,2,2,2,7,7,0,2023-12-22 01:38:00,0
5176,5177,5177,5177,2023,24,206,24,145,2023,61,24,124,121,119,24,24,206,61,28,28,0,24,4,4,4,4,3,4,2,2,2,3,3,1,2023-12-22 01:40:00,0
5155,5155,5154,5154,2011,24,210,24,148,2011,62,24,123,120,117,24,24,210,62,31,31,0,24,7,7,7,7,7,6,2,2,2,3,3,0,2023-12-22 01:42:00,0
5195,5196,5196,5196,2032,22,214,22,144,2032,70,22,122,119,119,22,22,214,70,27,27,0,22,3,3,3,3,3,0,2,2,2,3,3,0,2023-12-22 01:44:00,0
5166,5166,5166,5166,2014,24,213,24,145,2014,68,24,125,121,119,24,24,213,68,28,28,0,24,4,4,4,4,3,4,2,2,2,4,4,1,2023-12-22 01:46:00,0
5182,5182,5182,5182,2028,24,210,24,149,2028,61,24,122,119,118,24,24,210,61,32,32,0,24,8,8,8,8,8,2,2,2,2,3,3,0,2023-12-22 01:48:00,0
5191,5191,5191,5191,2017,24,281,24,144,2017,137,24,127,121,119,24,24,281,86,28,28,0,24,4,4,3,3,3,4,2,2,2,6,6,0,2023-12-22 01:50:00,52
5181,5181,5181,5181,2024,24,206,24,145,2024,61,24,126,121,118,24,24,206,61,28,28,0,24,4,4,4,4,4,6,2,2,2,5,5,0,2023-12-22 01:52:00,0
5182,5182,5182,5182,2027,24,207,24,145,2027,62,24,121,120,118,24,24,207,62,28,28,0,24,4,4,4,4,4,4,2,2,2,1,1,0,2023-12-22 01:54:00,0
5173,5193,5173,5173,2017,24,217,24,148,2017,69,24,123,119,119,24,24,217,69,31,31,0,24,7,7,7,7,6,0,2,2,2,4,4,1,2023-12-22 01:56:00,0
5192,5192,5192,5192,2026,24,215,24,145,2026,70,24,123,120,118,24,24,215,70,28,28,0,24,4,4,4,4,4,4,2,2,2,3,3,0,2023-12-22 01:58:00,0
5143,5143,5143,5143,2007,24,212,24,143,2007,69,24,123,118,117,24,24,212,69,27,27,0,24,4,4,4,4,3,2,2,2,2,5,5,1,2023-12-22 02:00:00,0
5189,5189,5189,5189,2017,24,229,24,148,2017,81,24,127,123,119,24,24,229,81,31,31,5,24,7,7,7,7,7,8,2,2,2,4,4,0,2023-12-22 02:02:00,0
5182,5182,5182,5182,2026,24,208,24,146,2026,62,24,125,120,118,24,24,208,62,29,29,0,24,4,4,4,4,4,4,2,2,2,5,5,0,2023-12-22 02:04:00,0
5213,5212,5212,5212,2032,24,223,24,145,2032,78,24,124,121,119,24,24,223,78,27,27,0,24,3,3,3,3,3,4,2,2,2,3,3,0,2023-12-22 02:06:00,0
5165,5166,5166,5166,2016,24,207,24,144,2016,63,24,123,120,118,24,24,207,63,28,28,0,24,4,4,4,4,4,4,2,2,2,3,3,0,2023-12-22 02:08:00,0
5190,5190,5190,5190,2029,22,216,22,149,2029,67,22,119,118,118,22,22,216,67,31,31,0,22,7,7,7,7,7,0,2,2,2,1,1,0,2023-12-22 02:10:00,0
5215,5215,5215,5215,2036,24,215,24,146,2036,69,24,126,123,121,24,24,215,69,29,29,0,24,4,4,4,4,3,4,2,2,2,3,3,1,2023-12-22 02:12:00,2
5187,5187,5187,5187,2028,24,204,24,146,2028,58,24,125,119,118,24,24,204,58,28,28,0,24,4,4,4,4,4,2,2,2,2,6,6,0,2023-12-22 02:14:00,0
5183,5182,5182,5182,2023,24,212,24,144,2023,68,24,122,120,118,24,24,212,68,28,28,0,24,4,4,4,4,3,4,2,2,2,2,2,1,2023-12-22 02:16:00,0
5160,5161,5161,5161,2025,24,191,24,149,2025,42,24,125,122,119,24,24,191,42,31,31,0,24,7,7,7,7,7,6,2,2,2,3,3,0,2023-12-22 02:18:00,0
5182,5182,5182,5182,2031,24,195,24,145,2031,50,24,121,118,118,24,24,195,50,28,28,0,24,4,4,4,4,4,0,2,2,2,3,3,0,2023-12-22 02:20:00,0
