get metadata from header,parseDataReportFlag ok,infra.grpc.invoker,parse metadata,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,Depts only have yunzhanghu,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,funName=concurrentNoPaging run task end,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,funName=DataCompose,parent node is not exist,no need or no have tags,computeAndCompare same,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,build <:*:>,allNum=<:NUM:>,ClientEnvHandler is <:*:>,<:GIN:>,protection for <:*:> have compare <:NUM:>,no page <:*:>,no page <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no <:*:>,superiorAndDeputy empty,msg,approve callback start,Response=<:MAP:>,message,approve status error,svc.ApproveCallback failed,<:ownDeptIDs:>,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,<:deptLeaderManageDeptIDs:>,Dao.GetSession,<:listManageOrgReq:>,<:query signature:>,GetSupervisorPosition success,[GetBaseInfoByEmpID] db ge<:updateFanweiEmployee failed:>,GetBaseInfoByEmpID failed,protection for <:*:> done,query ge<:updateFanweiEmployee failed:>,parent deptIDs=[<:SEQ:>],build <:*:> reply,no api page resources,check failed,protection.ComputeAndDiff failed,error occurred in <:NewAccessRequest:>,<:*:> started successfully,callback status error,sign switch is off [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:YID:>,[GetAuthorizedDept] getAllDept success,dept inChargeSuperiors is empty,checkCheckPer<:updateFanweiEmployee failed:>,s.getAuthObject objects=[dealer id customer id],checkAndBuildListPermDataReq failed,ListFieldValues failed,p.svc.GetSingleYidSingleFieldPermDat<:updateFanweiEmployee failed:>,<:tagID:>,token check failed,<:listReq:>,GrpcDataReportInterceptor parse methodSet: <:MAP:>,loadKdConfig success,len(deptYids)=<:NUM:>,len(allDeptMembers)=<:NUM:>,get other dutyCommittee backup employee success,timestamp
11252,11252,11252,11252,4082,193,422,401,193,193,386,386,382,193,193,193,0,21,4082,0,0,193,0,21,422,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 06:44:00
11196,11196,11196,11197,4069,188,419,402,188,188,370,370,368,188,188,188,0,17,4069,0,0,188,0,17,419,0,27,27,0,0,0,0,2,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 06:46:00
11280,11280,11280,11280,4099,187,421,403,187,187,401,401,398,187,187,187,0,18,4099,0,0,187,0,18,421,0,26,26,0,0,0,0,3,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 06:48:00
11266,11266,11266,11263,4097,192,421,400,192,192,370,370,366,192,192,192,0,21,4097,0,0,192,0,21,421,0,29,29,0,0,0,0,4,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 06:50:00
11260,11260,11260,11260,4091,182,424,399,182,182,383,383,378,182,182,182,0,25,4091,0,0,182,0,25,424,0,26,26,0,0,0,0,5,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 06:52:00
11221,11221,11221,11223,4074,177,416,392,177,177,378,378,375,177,177,178,0,24,4074,0,0,177,0,24,416,0,26,26,0,0,0,0,3,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 06:54:00
11257,11257,11257,11255,4079,186,413,396,186,186,382,382,377,186,186,185,0,17,4079,0,0,186,0,17,413,0,27,27,0,0,0,0,5,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 06:56:00
11278,11278,11278,11279,4086,206,417,397,206,206,384,384,381,206,206,206,0,20,4086,0,0,206,0,20,417,0,28,28,0,0,0,0,3,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 06:58:00
11278,11278,11278,11277,4105,173,421,404,173,173,370,370,367,173,173,173,0,17,4105,0,0,173,0,17,421,0,26,26,0,0,0,0,3,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:00:00
11135,11135,11135,11135,4043,191,419,400,191,191,385,385,378,191,191,191,0,19,4043,0,0,191,0,19,419,0,27,27,0,0,0,0,7,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:02:00
11255,11255,11255,11257,4093,189,421,395,189,189,360,360,357,189,189,189,0,26,4093,0,0,189,0,26,421,0,28,28,0,0,0,0,2,0,4,4,4,4,4,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:04:00
11292,11292,11292,11291,4090,196,438,401,196,196,390,390,382,196,196,196,0,37,4090,0,0,196,0,37,438,0,27,27,0,0,0,0,8,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:06:00
11240,11240,11240,11241,4077,183,430,405,183,183,372,372,366,183,183,183,0,25,4077,0,0,183,0,25,430,0,26,26,0,0,0,0,5,0,2,2,2,2,2,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:08:00
11241,11241,11241,11240,4073,187,437,405,187,187,384,384,376,187,187,187,0,32,4073,0,0,187,0,32,437,0,26,26,0,0,0,0,8,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:10:00
11270,11270,11270,11269,4095,196,412,399,196,196,380,380,380,196,196,196,0,13,4095,0,0,196,0,13,412,0,27,27,0,0,0,0,0,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:12:00
11278,11278,11278,11280,4102,192,412,395,192,192,379,379,376,192,192,192,0,17,4102,0,0,192,0,17,412,0,26,26,0,0,0,0,3,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:14:00
11276,11276,11276,11277,4082,180,421,394,180,180,393,393,389,180,180,180,0,27,4082,0,0,180,0,27,421,0,29,29,0,0,0,0,4,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:16:00
11232,11232,11232,11229,4060,176,447,422,176,176,373,373,364,176,176,176,0,25,4060,0,0,176,0,25,447,0,26,26,0,0,0,0,9,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:18:00
11219,11219,11219,11219,4082,188,408,389,188,188,373,373,368,188,188,188,0,19,4082,0,0,188,0,19,408,0,26,26,0,0,0,0,5,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:20:00
11169,11169,11169,11169,4073,170,507,394,170,170,381,381,378,170,170,170,0,113,4073,0,0,170,0,113,507,0,27,27,0,0,0,0,3,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:22:00
11318,11318,11318,11319,4091,179,446,420,179,179,400,400,395,179,179,179,0,26,4091,0,0,179,0,26,446,0,26,26,0,0,0,0,5,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:24:00
11138,11138,11138,11137,4033,183,434,410,183,183,370,370,365,183,183,183,0,24,4033,0,0,183,0,24,434,0,28,28,0,0,0,0,5,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:26:00
11224,11224,11224,11225,4070,185,419,392,185,185,372,372,369,185,185,185,0,27,4070,0,0,185,0,27,419,0,27,27,0,0,0,0,3,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:28:00
11286,11286,11286,11285,4100,182,436,413,182,182,383,383,380,182,182,182,0,23,4100,0,0,182,0,23,436,0,26,26,0,0,0,0,3,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:30:00
11248,11248,11248,11249,4088,183,424,407,183,183,377,377,373,183,183,183,0,17,4088,0,0,183,0,17,424,0,27,27,0,0,0,0,4,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:32:00
11267,11267,11267,11266,4084,179,430,404,179,179,380,380,375,179,179,179,0,26,4084,0,0,179,0,26,430,0,28,28,0,0,0,0,5,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:34:00
11235,11235,11235,11235,4096,183,432,409,183,183,367,367,366,183,183,183,0,23,4096,0,0,183,0,23,432,0,26,26,0,0,0,0,1,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:36:00
11289,11289,11289,11291,4093,178,423,405,178,178,392,392,387,178,178,178,0,18,4093,0,0,178,0,18,423,0,27,27,0,0,0,0,5,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:38:00
11240,11240,11239,11239,4070,185,425,401,184,184,368,368,363,184,184,185,0,24,4070,0,0,184,0,24,425,0,28,28,0,0,0,0,4,0,4,4,4,4,4,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:40:00
11174,11174,11175,11173,4053,176,419,398,177,177,393,393,391,177,177,176,0,21,4053,0,0,177,0,21,419,0,27,27,0,0,0,0,2,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:42:00
11218,11218,11218,11218,4083,187,421,393,187,187,377,377,373,187,187,187,0,28,4083,0,0,187,0,28,421,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:44:00
11244,11244,11244,11245,4079,195,426,404,195,195,369,369,364,195,195,195,0,22,4079,0,0,195,0,22,426,0,26,26,0,0,0,0,5,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:46:00
11288,11288,11288,11288,4083,190,431,405,190,190,381,381,376,190,190,190,0,26,4083,0,0,190,0,26,431,0,29,29,0,0,0,0,5,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:48:00
11274,11274,11274,11273,4106,176,421,396,176,176,374,374,368,176,176,176,0,25,4106,0,0,176,0,25,421,0,26,26,0,0,0,0,6,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:50:00
11184,11184,11184,11184,4043,194,440,412,194,194,379,379,375,194,194,194,0,28,4043,0,0,194,0,28,440,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:52:00
11164,11164,11164,11164,4074,172,412,382,172,172,357,357,355,172,172,172,0,30,4074,0,0,172,0,30,412,0,27,27,0,0,0,0,2,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:54:00
11312,11312,11312,11312,4119,189,430,402,189,189,385,385,383,189,189,189,0,28,4119,0,0,189,0,28,430,0,28,28,0,0,0,0,2,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:56:00
11235,11235,11235,11236,4097,184,427,398,184,184,379,379,375,184,184,184,0,29,4097,0,0,184,0,29,427,0,27,27,0,0,0,0,4,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 07:58:00
11226,11226,11226,11225,4070,184,411,392,184,184,379,379,375,184,184,184,0,19,4070,0,0,184,0,19,411,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:00:00
11229,11229,11229,11230,4058,206,418,392,206,206,381,381,375,206,206,206,0,26,4058,0,0,206,0,26,418,0,26,26,0,0,0,0,6,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:02:00
11260,11260,11260,11259,4086,191,423,398,191,191,385,385,384,191,191,191,0,25,4086,0,0,191,0,25,423,0,29,29,0,0,0,0,1,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:04:00
11268,11268,11268,11268,4100,176,435,399,176,176,367,367,361,176,176,176,0,36,4100,0,0,176,0,36,435,0,26,26,0,0,0,0,5,0,2,2,2,2,2,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:06:00
11265,11265,11265,11265,4075,178,433,411,178,178,396,396,391,178,178,178,0,22,4075,0,0,178,0,22,433,0,27,27,0,0,0,0,5,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:08:00
11177,11177,11177,11182,4068,186,408,394,185,185,384,384,376,185,185,186,0,14,4068,0,0,185,0,14,408,0,26,26,0,0,0,0,8,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:10:00
11182,11182,11182,11178,4068,181,416,393,182,182,379,379,376,182,182,181,0,23,4068,0,0,182,0,23,416,0,29,29,0,0,0,0,3,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:12:00
11253,11253,11253,11254,4096,193,411,386,193,193,376,376,374,193,193,193,0,25,4096,0,0,193,0,25,411,0,26,26,0,0,0,0,2,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:14:00
11118,11118,11118,11116,4039,173,413,394,173,173,376,376,374,173,173,173,0,19,4039,0,0,173,0,19,413,0,26,26,0,0,0,0,2,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:16:00
11230,11230,11230,11230,4079,180,483,411,180,180,371,371,370,180,180,180,0,72,4079,0,0,180,0,21,483,0,30,30,0,0,0,0,1,0,5,6,6,4,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:18:00
11282,11282,11282,11283,4086,200,424,411,200,200,383,383,380,200,200,200,0,13,4086,0,0,200,0,13,424,0,26,26,0,0,0,0,3,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:20:00
11220,11220,11220,11219,4077,189,425,400,189,189,371,371,367,189,189,189,0,25,4077,0,0,189,0,25,425,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:22:00
11218,11218,11218,11219,4081,175,404,383,175,175,382,382,375,175,175,175,0,21,4081,0,0,175,0,21,404,0,27,27,0,0,0,0,7,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:24:00
11263,11263,11263,11263,4086,175,426,410,175,175,391,391,382,175,175,175,0,16,4086,0,0,175,0,16,426,0,28,28,0,0,0,0,9,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:26:00
11278,11278,11278,11277,4097,198,417,403,198,198,376,376,370,198,198,198,0,14,4097,0,0,198,0,14,417,0,27,27,0,0,0,0,6,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:28:00
11249,11249,11249,11251,4088,185,412,392,185,185,373,373,366,185,185,185,0,20,4088,0,0,185,0,20,412,0,26,26,0,0,0,0,7,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:30:00
11204,11204,11204,11202,4074,167,431,398,167,167,370,370,365,167,167,167,0,33,4074,0,0,167,0,33,431,0,26,26,0,0,0,0,5,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:32:00
11211,11211,11211,11211,4075,189,430,410,189,189,371,371,367,189,189,189,0,20,4075,0,0,189,0,20,430,0,29,29,0,0,0,0,4,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:34:00
11261,11261,11261,11261,4098,185,427,403,185,185,382,382,372,185,185,185,0,24,4098,0,0,185,0,24,427,0,26,26,0,0,0,0,10,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:36:00
11330,11330,11330,11330,4094,188,449,416,188,188,389,389,386,188,188,188,0,33,4094,0,0,188,0,33,449,0,27,27,0,0,0,0,3,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:38:00
11159,11159,11159,11161,4056,186,413,391,186,186,381,381,376,186,186,186,0,22,4056,0,0,186,0,22,413,0,26,26,0,0,0,0,5,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:40:00
11210,11210,11210,11208,4056,177,424,409,177,177,379,379,374,177,177,177,0,15,4056,0,0,177,0,15,424,0,27,27,0,0,0,0,5,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:42:00
11220,11220,11220,11223,4073,176,425,394,176,176,374,374,367,176,176,176,0,31,4073,0,0,176,0,31,425,0,28,28,0,0,0,0,7,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:44:00
11228,11228,11228,11227,4082,183,409,390,183,183,369,369,364,183,183,183,0,19,4082,0,0,183,0,19,409,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:46:00
11245,11245,11245,11244,4071,188,417,392,188,188,367,367,364,188,188,188,0,25,4071,0,0,188,0,25,417,0,29,29,0,0,0,0,3,0,5,5,5,4,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:48:00
11205,11205,11205,11204,4080,172,430,408,172,172,361,361,361,172,172,172,0,22,4080,0,0,172,0,22,430,0,26,26,0,0,0,0,0,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:50:00
11206,11206,11206,11208,4068,173,419,400,173,173,381,381,377,173,173,173,0,19,4068,0,0,173,0,19,419,0,26,26,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:52:00
11293,11293,11293,11292,4097,191,424,402,191,191,381,381,379,191,191,191,0,22,4097,0,0,191,0,22,424,0,27,27,0,0,0,0,2,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:54:00
11236,11236,11235,11235,4088,187,408,378,187,187,369,369,362,187,187,187,0,30,4088,0,0,187,0,30,408,0,28,28,0,0,0,0,7,0,4,4,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:56:00
11223,11223,11224,11224,4072,184,414,396,184,184,381,381,376,184,184,184,0,18,4072,0,0,184,0,18,414,0,27,27,0,0,0,0,5,0,3,3,3,3,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 08:58:00
11214,11214,11214,11214,4067,176,429,398,176,176,373,373,367,176,176,176,0,31,4067,0,0,176,0,31,429,0,26,26,0,0,0,0,6,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 09:00:00
11233,11233,11232,11233,4068,174,424,403,174,174,378,378,369,174,174,174,0,21,4068,0,0,174,0,21,424,0,26,26,0,0,0,0,9,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 09:02:00
11272,11272,11272,11272,4088,177,431,395,177,177,389,389,383,177,177,177,0,36,4088,0,0,177,0,36,431,0,29,29,0,0,0,0,6,0,5,5,5,5,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 09:04:00
11160,11160,11160,11160,4073,172,434,405,172,172,372,372,368,172,172,172,0,29,4073,0,0,172,0,29,434,0,25,25,0,0,0,0,4,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 09:06:00
11214,11214,11214,11214,4059,186,412,390,186,186,379,379,375,186,186,186,0,22,4059,0,0,186,0,22,412,0,27,27,0,0,0,0,4,0,3,3,3,2,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 09:08:00
11234,11234,11234,11234,4064,178,415,391,178,178,387,387,384,178,178,178,0,24,4064,0,0,178,0,24,415,0,26,26,0,0,0,0,3,0,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-02 09:10:00
