get metadata from header,parseDataReportFlag ok,parse metadata,infra.grpc.invoker,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Depts only have yunzhanghu,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,superiorAndDeputy empty,approve callback start,approve status error,svc.ApproveCallback failed,Response=<:MAP:>,message,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,timestamp,unknown
10229,10229,10228,10229,4033,47,309,263,47,47,244,244,47,234,47,47,46,4033,47,309,46,30,30,10,6,6,6,6,6,2,2,2,2023-11-02 18:00:00,4
10310,10310,10311,10310,4065,48,307,264,48,48,243,243,48,237,48,48,43,4065,48,307,43,28,28,6,4,3,4,4,4,2,2,2,2023-11-02 18:02:00,1
10374,10374,10373,10374,4098,46,315,264,46,46,240,240,46,237,46,46,51,4098,46,315,51,27,27,3,3,3,3,3,3,2,2,2,2023-11-02 18:04:00,0
10308,10308,10311,10308,4059,48,313,262,48,48,243,243,48,236,48,48,51,4059,48,313,51,28,28,7,4,4,4,4,4,2,2,2,2023-11-02 18:06:00,0
10350,10350,10348,10350,4085,48,308,270,47,47,246,246,47,238,47,48,38,4085,47,308,38,34,34,8,6,6,6,8,6,2,2,2,2023-11-02 18:08:00,6
10318,10318,10317,10318,4066,47,355,298,48,48,242,242,48,236,48,47,57,4066,48,355,57,62,62,6,4,4,4,21,4,2,2,2,2023-11-02 18:10:00,51
10272,10272,10272,10272,4047,48,365,269,48,48,248,248,48,236,48,48,96,4047,48,365,45,34,34,12,3,3,3,7,4,2,2,2,2023-11-02 18:12:00,61
10322,10322,10326,10322,4075,48,359,317,48,48,246,246,48,236,48,48,42,4075,48,359,42,82,82,9,4,3,4,31,4,2,2,2,2023-11-02 18:14:00,83
10316,10316,10313,10316,4065,48,324,270,48,48,240,240,48,236,48,48,54,4065,48,324,54,36,36,3,6,6,6,9,6,2,2,2,2023-11-02 18:16:00,10
10349,10349,10349,10349,4067,48,329,265,48,48,253,253,48,236,48,48,64,4067,48,329,64,29,29,17,3,3,3,4,3,2,2,2,2023-11-02 18:18:00,3
10346,10346,10346,10346,4080,48,313,263,48,48,245,245,48,238,48,48,50,4080,48,313,50,28,28,7,4,3,4,4,4,2,2,2,2023-11-02 18:20:00,1
10308,10308,10308,10308,4058,48,423,264,48,48,244,244,48,236,48,48,159,4058,48,423,159,29,29,8,3,3,3,4,3,2,2,2,2023-11-02 18:22:00,9
10238,10238,10239,10238,4038,48,309,264,48,48,240,240,48,234,48,48,45,4038,48,309,45,31,31,6,7,7,7,7,7,2,2,2,2023-11-02 18:24:00,0
10370,10370,10368,10370,4084,48,324,263,48,48,249,249,48,237,48,48,61,4084,48,324,61,27,27,12,3,3,3,3,3,2,2,2,2023-11-02 18:26:00,0
10368,10368,10368,10368,4082,48,323,265,48,48,248,248,48,237,48,48,58,4082,48,323,58,28,28,11,4,4,4,4,4,2,2,2,2023-11-02 18:28:00,0
10356,10356,10356,10356,4073,48,334,262,48,48,246,246,48,236,48,48,72,4073,48,334,72,27,27,10,3,3,3,3,3,2,2,2,2023-11-02 18:30:00,0
10309,10309,10311,10309,4054,48,340,265,48,48,247,247,48,236,48,48,75,4054,48,340,75,31,31,11,7,6,7,7,7,2,2,2,2023-11-02 18:32:00,1
10352,10352,10352,10352,4076,48,332,263,48,48,244,244,48,238,48,48,69,4076,48,332,69,27,27,6,3,3,3,3,3,2,2,2,2023-11-02 18:34:00,0
10354,10354,10352,10354,4075,47,327,263,47,47,244,244,47,236,47,47,64,4075,47,327,64,28,28,8,4,3,4,4,4,2,2,2,2023-11-02 18:36:00,1
10341,10341,10343,10341,4070,48,317,261,48,48,249,249,48,237,48,48,56,4070,48,317,56,27,27,12,3,3,3,3,3,2,2,2,2023-11-02 18:38:00,0
10406,10406,10405,10406,4104,47,325,269,47,47,250,250,47,238,47,47,56,4104,47,325,56,31,31,12,7,7,7,7,7,2,2,2,2023-11-02 18:40:00,0
10355,10355,10355,10355,4093,47,302,264,47,47,246,246,47,238,47,47,38,4093,47,302,38,27,27,8,3,3,3,3,3,2,2,2,2023-11-02 18:42:00,0
10324,10324,10323,10324,4065,47,312,261,47,47,244,244,47,236,47,47,51,4065,47,312,51,27,27,8,3,3,3,3,3,2,2,2,2023-11-02 18:44:00,0
10300,10300,10300,10300,4057,48,310,263,48,48,243,243,48,237,48,48,47,4057,48,310,47,28,28,6,4,4,4,4,4,2,2,2,2023-11-02 18:46:00,0
10348,10348,10349,10348,4074,48,328,265,48,48,244,244,48,236,48,48,63,4074,48,328,63,30,30,8,6,6,6,6,6,2,2,2,2023-11-02 18:48:00,0
10236,10236,10236,10236,4026,48,304,261,48,48,250,250,48,237,48,48,43,4026,48,304,43,28,28,13,4,3,4,4,4,2,2,2,2023-11-02 18:50:00,1
10314,10314,10314,10314,4064,48,307,263,48,48,243,243,48,236,48,48,44,4064,48,307,44,27,27,6,3,3,3,3,3,2,2,2,2023-11-02 18:52:00,1
10329,10329,10329,10329,4083,48,289,266,48,48,246,246,48,236,48,48,23,4083,48,289,23,31,31,10,7,6,7,7,7,2,2,2,2023-11-02 18:54:00,1
10370,10370,10369,10370,4084,48,326,265,48,48,248,248,48,237,48,48,61,4084,48,326,61,29,29,10,3,3,3,4,3,2,2,2,2023-11-02 18:56:00,3
10337,10337,10338,10337,4084,48,306,264,48,48,245,245,48,237,48,48,42,4084,48,306,42,28,28,7,4,4,4,4,4,2,2,2,2023-11-02 18:58:00,1
10345,10345,10344,10345,4082,48,297,263,48,48,245,245,48,237,48,48,34,4082,48,297,34,27,27,8,3,3,3,3,3,2,2,2,2023-11-02 19:00:00,0
10315,10315,10316,10315,4067,48,313,268,48,48,248,248,48,238,48,48,45,4067,48,313,45,33,33,10,7,7,7,8,7,2,2,2,2023-11-02 19:02:00,5
10371,10371,10370,10371,4099,48,306,264,48,48,242,242,48,236,48,48,42,4099,48,306,42,27,27,6,3,3,3,3,3,2,2,2,2023-11-02 19:04:00,0
10377,10377,10377,10377,4086,48,330,270,48,48,247,247,48,239,48,48,60,4086,48,330,60,33,33,8,3,3,3,6,3,2,2,2,2023-11-02 19:06:00,9
10380,10380,10381,10381,4101,48,305,264,48,48,247,247,48,238,48,48,41,4101,48,305,41,28,28,9,4,3,4,4,4,2,2,2,2023-11-02 19:08:00,1
10339,10339,10339,10339,4076,48,304,262,48,48,247,247,48,236,48,48,42,4076,48,304,42,27,27,11,3,3,3,3,3,2,2,2,2023-11-02 19:10:00,4
10346,10346,10345,10346,4076,48,310,260,48,48,246,246,48,236,48,48,50,4076,48,310,50,24,24,10,0,0,0,0,0,2,2,2,2023-11-02 19:12:00,0
10254,10254,10257,10254,4052,46,290,258,46,46,248,248,46,236,46,46,32,4052,46,290,32,23,23,11,0,0,0,0,0,2,2,2,2023-11-02 19:14:00,1
10369,10369,10367,10369,4084,48,319,260,48,48,245,245,48,236,48,48,59,4084,48,319,59,24,24,9,0,0,0,0,0,2,2,2,2023-11-02 19:16:00,0
10316,10316,10316,10316,4068,46,306,259,46,46,240,240,46,237,46,46,47,4068,46,306,47,24,24,3,0,0,0,0,0,2,2,2,2023-11-02 19:18:00,0
10333,10333,10334,10333,4077,48,303,261,48,48,246,246,48,237,48,48,42,4077,48,303,42,26,26,8,0,0,0,1,0,2,2,2,2023-11-02 19:20:00,4
10286,10286,10284,10286,4049,48,312,259,48,48,242,242,48,236,48,48,53,4049,48,312,53,24,24,6,0,0,0,0,0,2,2,2,2023-11-02 19:22:00,0
10347,10347,10350,10347,4082,48,315,259,48,48,242,242,48,236,48,48,56,4082,48,315,56,24,24,6,0,0,0,0,0,2,2,2,2023-11-02 19:24:00,0
10333,10333,10332,10333,4076,48,299,260,48,48,246,246,48,238,48,48,39,4076,48,299,39,24,24,8,0,0,0,0,0,2,2,2,2023-11-02 19:26:00,0
10376,10376,10375,10379,4089,48,325,266,48,48,242,242,48,236,48,48,59,4089,48,325,59,29,29,6,4,3,4,4,4,2,2,2,2023-11-02 19:28:00,1
10309,10309,10310,10309,4063,48,300,258,48,48,247,247,48,238,48,48,42,4063,48,300,42,24,24,9,0,0,0,0,0,2,2,2,2023-11-02 19:30:00,0
10330,10330,10329,10331,4066,48,321,259,48,48,243,243,48,237,48,48,62,4066,48,321,62,24,24,6,0,0,0,0,0,2,2,2,2023-11-02 19:32:00,4
10337,10337,10336,10337,4076,48,299,260,48,48,250,250,48,238,48,48,39,4076,48,299,39,24,24,12,0,0,0,0,0,2,2,2,2023-11-02 19:34:00,0
10285,10285,10285,10285,4051,48,302,258,48,48,242,242,48,236,48,48,44,4051,48,302,44,24,24,5,0,0,0,0,0,2,2,2,2023-11-02 19:36:00,1
10248,10248,10249,10248,4047,48,296,257,48,48,240,240,48,234,48,48,39,4047,48,296,39,23,23,6,0,0,0,0,0,2,2,2,2023-11-02 19:38:00,0
10332,10332,10332,10332,4077,48,302,259,48,48,243,243,48,238,48,48,43,4077,48,302,43,24,24,5,0,0,0,0,0,2,2,2,2023-11-02 19:40:00,0
10349,10349,10349,10349,4080,48,317,260,48,48,244,244,48,237,48,48,57,4080,48,317,57,24,24,7,0,0,0,0,0,2,2,2,2023-11-02 19:42:00,0
10303,10303,10302,10303,4060,48,307,262,48,48,243,243,48,236,48,48,45,4060,48,307,45,27,27,7,3,3,3,3,3,2,2,2,2023-11-02 19:44:00,0
10293,10293,10294,10292,4053,47,305,261,47,47,249,249,47,236,47,48,44,4053,47,305,44,27,27,13,3,3,3,3,3,2,2,2,2023-11-02 19:46:00,2
10348,10348,10348,10348,4083,47,308,264,47,47,244,244,47,236,47,46,44,4083,47,308,44,28,28,7,4,4,4,4,4,2,2,2,2023-11-02 19:48:00,1
10324,10324,10324,10324,4076,48,295,264,48,48,245,245,48,238,48,48,31,4076,48,295,31,27,27,7,3,3,3,3,3,2,2,2,2023-11-02 19:50:00,0
10304,10304,10306,10304,4059,47,407,265,47,47,248,248,47,236,47,47,142,4059,47,407,142,31,31,11,7,7,7,7,7,2,2,2,2023-11-02 19:52:00,1
10331,10331,10329,10331,4073,47,307,262,47,47,241,241,47,236,47,47,45,4073,47,307,45,27,27,5,3,3,3,3,3,2,2,2,2023-11-02 19:54:00,0
10327,10327,10327,10327,4069,48,313,262,48,48,242,242,48,236,48,48,51,4069,48,313,51,26,26,6,0,0,0,1,0,2,2,2,2023-11-02 19:56:00,5
10343,10343,10343,10343,4081,48,307,259,48,48,245,245,48,238,48,48,48,4081,48,307,48,24,24,7,0,0,0,0,0,2,2,2,2023-11-02 19:58:00,0
10322,10322,10321,10322,4068,48,305,259,48,48,245,245,48,236,48,48,46,4068,48,305,46,24,24,8,0,0,0,0,0,2,2,2,2023-11-02 20:00:00,4
10245,10245,10248,10244,4031,48,504,257,48,48,242,242,48,234,48,48,247,4031,48,504,247,24,24,8,0,0,0,0,0,2,2,2,2023-11-02 20:02:00,0
10209,10209,10208,10209,4020,48,310,257,48,48,239,239,48,234,48,48,53,4020,48,310,53,24,24,5,0,0,0,0,0,2,2,2,2023-11-02 20:04:00,0
10322,10322,10321,10322,4073,48,301,259,48,48,244,244,48,238,48,48,42,4073,48,301,42,24,24,5,0,0,0,0,0,2,2,2,2023-11-02 20:06:00,1
10352,10352,10352,10352,4091,48,296,261,48,48,247,247,48,236,48,48,35,4091,48,296,35,24,24,11,0,0,0,0,0,2,2,2,2023-11-02 20:08:00,0
10342,10342,10342,10342,4075,48,306,259,48,48,245,245,48,238,48,48,47,4075,48,306,47,24,24,7,0,0,0,0,0,2,2,2,2023-11-02 20:10:00,0
10387,10387,10387,10387,4104,48,366,267,48,48,248,248,48,236,48,48,99,4104,48,366,48,30,30,12,3,3,3,5,4,2,2,2,2023-11-02 20:12:00,56
10373,10373,10372,10373,4092,48,308,265,48,48,252,252,48,238,48,48,43,4092,48,308,43,28,28,14,4,3,4,4,4,2,2,2,2023-11-02 20:14:00,1
10349,10349,10350,10349,4078,48,327,267,48,48,244,244,48,236,48,48,60,4078,48,327,60,32,32,8,6,6,6,7,6,2,2,2,2023-11-02 20:16:00,3
10353,10353,10352,10353,4086,48,308,264,48,48,243,243,48,238,48,48,44,4086,48,308,44,28,28,5,4,3,4,4,4,2,2,2,2023-11-02 20:18:00,1
10325,10325,10326,10325,4069,48,313,262,48,48,246,246,48,236,48,48,51,4069,48,313,51,27,27,10,3,3,3,3,3,2,2,2,2023-11-02 20:20:00,0
10271,10271,10272,10271,4044,47,315,262,47,47,242,242,47,236,47,47,53,4044,47,315,53,28,28,6,4,4,4,4,4,2,2,2,2023-11-02 20:22:00,0
10378,10378,10377,10378,4089,47,324,266,47,47,245,245,47,236,47,47,58,4089,47,324,58,30,30,9,6,6,6,6,6,2,2,2,2023-11-02 20:24:00,2
10347,10347,10348,10347,4076,48,330,267,47,47,244,244,47,238,47,48,63,4076,47,330,63,32,32,6,4,4,4,6,4,2,2,2,2023-11-02 20:26:00,6
10293,10293,10291,10293,4058,46,411,262,47,47,246,246,47,235,47,46,149,4058,47,411,149,27,27,11,3,3,3,3,3,2,2,2,2023-11-02 20:28:00,1
10290,10290,10292,10290,4054,48,314,265,48,48,241,241,48,236,48,48,49,4054,48,314,49,31,31,5,7,6,7,7,7,2,2,2,2023-11-02 20:30:00,2
10289,10289,10288,10289,4047,48,318,261,48,48,245,245,48,237,48,48,57,4047,48,318,57,27,27,8,3,3,3,3,3,2,2,2,2023-11-02 20:32:00,0
10310,10310,10309,10310,4059,48,312,261,48,48,244,244,48,236,48,48,51,4059,48,312,51,27,27,7,3,3,3,3,3,2,2,2,2023-11-02 20:34:00,3
10338,10338,10338,10338,4076,48,315,264,48,48,244,244,48,236,48,48,51,4076,48,315,51,28,28,8,4,3,4,4,4,2,2,2,2023-11-02 20:36:00,1
10329,10329,10331,10329,4069,48,315,268,48,48,248,248,48,237,48,48,47,4069,48,315,47,33,33,11,7,7,7,8,7,2,2,2,2023-11-02 20:38:00,3
10321,10321,10320,10321,4073,48,307,264,48,48,243,243,48,237,48,48,43,4073,48,307,43,29,29,6,3,3,3,4,3,2,2,2,2023-11-02 20:40:00,3
10343,10343,10342,10343,4073,48,311,263,48,48,251,251,48,236,48,48,48,4073,48,311,48,27,27,14,3,3,3,3,3,2,2,2,2023-11-02 20:42:00,1
10373,10373,10373,10373,4091,48,313,264,48,48,250,250,48,238,48,48,49,4091,48,313,49,28,28,12,4,4,4,4,4,2,2,2,2023-11-02 20:44:00,0
10365,10365,10365,10365,4095,48,309,267,48,48,247,247,48,237,48,48,42,4095,48,309,42,30,30,9,6,6,6,6,6,2,2,2,2023-11-02 20:46:00,1
10319,10319,10320,10319,4067,48,311,262,48,48,245,245,48,237,48,48,49,4067,48,311,49,28,28,8,4,3,4,4,4,2,2,2,2023-11-02 20:48:00,1
10383,10383,10383,10383,4093,48,320,265,48,48,250,250,48,236,48,48,55,4093,48,320,55,27,27,14,3,3,3,3,3,2,2,2,2023-11-02 20:50:00,0
10347,10347,10346,10348,4081,48,308,263,48,48,250,250,48,238,48,48,45,4081,48,308,45,28,28,11,4,3,4,4,4,2,2,2,2023-11-02 20:52:00,2
10249,10249,10250,10253,4041,47,316,264,47,47,240,240,47,234,47,47,52,4041,47,316,52,30,30,6,6,6,6,6,6,2,2,2,2023-11-02 20:54:00,0
10290,10290,10290,10290,4056,47,302,262,47,47,246,246,47,236,47,47,40,4056,47,302,40,28,28,10,4,4,4,4,4,2,2,2,2023-11-02 20:56:00,0
10350,10350,10349,10351,4082,47,300,262,47,47,252,252,47,238,47,47,38,4082,47,300,38,27,27,13,3,3,3,3,3,2,2,2,2023-11-02 20:58:00,2
10303,10303,10304,10306,4056,48,316,267,48,48,241,241,48,235,48,48,49,4056,48,316,49,31,31,6,7,7,7,7,7,2,2,2,2023-11-02 21:00:00,1
10352,10352,10352,10352,4084,48,412,262,48,48,245,245,48,237,48,48,150,4084,48,412,150,27,27,8,3,3,3,3,3,2,2,2,2023-11-02 21:02:00,0
10366,10366,10366,10367,4092,47,313,265,47,47,246,246,47,238,47,47,48,4092,47,313,48,27,27,8,3,3,3,3,3,2,2,2,2023-11-02 21:04:00,0
10314,10314,10315,10317,4065,48,310,262,48,48,245,245,48,236,48,48,48,4065,48,310,48,28,28,9,4,3,4,4,4,2,2,2,2023-11-02 21:06:00,1
10360,10360,10360,10360,4078,48,324,266,48,48,245,245,48,237,48,48,58,4078,48,324,58,30,30,8,6,6,6,6,6,2,2,2,2023-11-02 21:08:00,0
10324,10324,10324,10325,4073,48,300,263,48,48,251,251,48,236,48,48,37,4073,48,300,37,28,28,15,4,3,4,4,4,2,2,2,2023-11-02 21:10:00,1
10399,10399,10397,10400,4108,48,364,266,48,48,244,244,48,238,48,48,98,4108,48,364,47,28,28,6,3,3,3,4,4,2,2,2,2023-11-02 21:12:00,52
10341,10341,10344,10342,4073,48,322,263,48,48,247,247,48,236,48,48,59,4073,48,322,59,28,28,11,4,4,4,4,4,2,2,2,2023-11-02 21:14:00,0
10333,10333,10330,10334,4071,48,315,266,48,48,246,246,48,238,48,48,49,4071,48,315,49,30,30,8,6,6,6,6,6,2,2,2,2023-11-02 21:16:00,2
10268,10268,10268,10268,4052,48,312,262,48,48,240,240,48,234,48,48,50,4052,48,312,50,28,28,6,4,4,4,4,4,2,2,2,2023-11-02 21:18:00,0
10371,10371,10371,10371,4082,48,324,262,48,48,248,248,48,238,48,48,62,4082,48,324,62,27,27,10,3,3,3,3,3,2,2,2,2023-11-02 21:20:00,0
10327,10327,10327,10327,4065,48,325,264,48,48,246,246,48,236,48,48,61,4065,48,325,61,28,28,10,4,3,4,4,4,2,2,2,2023-11-02 21:22:00,1
10334,10334,10335,10334,4072,48,319,265,48,48,244,244,48,236,48,48,54,4072,48,319,54,30,30,7,6,6,6,6,6,2,2,2,2023-11-02 21:24:00,1
10343,10343,10342,10343,4072,48,321,263,48,48,245,245,48,236,48,48,58,4072,48,321,58,27,27,9,3,3,3,3,3,2,2,2,2023-11-02 21:26:00,0
10335,10335,10338,10335,4076,48,408,264,48,48,246,246,48,238,48,48,144,4076,48,408,144,28,28,8,4,3,4,4,4,2,2,2,2023-11-02 21:28:00,1
10325,10325,10323,10325,4067,47,309,261,47,47,246,246,47,236,47,47,48,4067,47,309,48,27,27,10,3,3,3,3,3,2,2,2,2023-11-02 21:30:00,0
10348,10348,10347,10348,4076,48,320,267,48,48,251,251,48,236,48,48,53,4076,48,320,53,31,31,13,7,7,7,7,7,2,2,2,2023-11-02 21:32:00,2
10359,10359,10360,10359,4088,47,308,263,47,47,248,248,47,238,47,47,45,4088,47,308,45,27,27,10,3,3,3,3,3,2,2,2,2023-11-02 21:34:00,0
10373,10373,10373,10373,4089,47,315,264,47,47,251,251,47,236,47,47,51,4089,47,315,51,28,28,15,4,4,4,4,4,2,2,2,2023-11-02 21:36:00,0
10305,10305,10304,10305,4059,48,306,266,48,48,246,246,48,236,48,48,40,4059,48,306,40,30,30,10,6,6,6,6,6,2,2,2,2023-11-02 21:38:00,0
10350,10350,10352,10350,4085,48,309,264,48,48,248,248,48,238,48,48,45,4085,48,309,45,28,28,9,4,3,4,4,4,2,2,2,2023-11-02 21:40:00,2
10223,10223,10222,10223,4036,47,300,259,47,47,243,243,47,234,47,47,41,4036,47,300,41,27,27,9,3,3,3,3,3,2,2,2,2023-11-02 21:42:00,0
10338,10338,10338,10338,4077,48,312,264,48,48,243,243,48,237,48,48,48,4077,48,312,48,28,28,6,4,3,4,4,4,2,2,2,2023-11-02 21:44:00,3
10375,10375,10374,10375,4096,48,313,267,48,48,245,245,48,238,48,48,46,4096,48,313,46,30,30,7,6,6,6,6,6,2,2,2,2023-11-02 21:46:00,0
10342,10342,10342,10342,4090,48,299,264,48,48,242,242,48,238,48,48,35,4090,48,299,35,28,28,4,4,4,4,4,4,2,2,2,2023-11-02 21:48:00,4
10353,10353,10353,10353,4088,48,300,263,48,48,241,241,48,236,48,48,37,4088,48,300,37,27,27,5,3,3,3,3,3,2,2,2,2023-11-02 21:50:00,0
10326,10326,10328,10326,4077,48,306,263,48,48,247,247,48,238,48,48,43,4077,48,306,43,27,27,9,3,3,3,3,3,2,2,2,2023-11-02 21:52:00,0
10300,10300,10298,10300,4056,48,313,265,48,48,242,242,48,236,48,48,48,4056,48,313,48,31,31,6,7,7,7,7,7,2,2,2,2023-11-02 21:54:00,0
10309,10309,10309,10309,4059,48,311,261,48,48,248,248,48,236,48,48,50,4059,48,311,50,27,27,12,3,3,3,3,3,2,2,2,2023-11-02 21:56:00,0
10370,10370,10370,10370,4089,48,320,265,48,48,247,247,48,236,48,48,55,4089,48,320,55,28,28,11,4,3,4,4,4,2,2,2,2023-11-02 21:58:00,1
10343,10343,10343,10343,4078,48,317,264,48,48,243,243,48,238,48,48,53,4078,48,317,53,29,29,4,5,5,5,5,5,2,2,2,2023-11-02 22:00:00,1
10318,10318,10320,10317,4069,48,315,264,48,48,241,241,48,236,48,48,51,4069,48,315,51,29,29,4,5,4,5,5,5,2,2,2,2023-11-02 22:02:00,2
10328,10328,10327,10328,4062,48,316,262,48,48,247,247,48,236,48,48,54,4062,48,316,54,27,27,11,3,3,3,3,3,2,2,2,2023-11-02 22:04:00,0
10308,10308,10307,10308,4069,47,300,264,47,47,242,242,47,237,47,47,36,4069,47,300,36,28,28,5,4,4,4,4,4,2,2,2,2023-11-02 22:06:00,0
10220,10220,10220,10220,4024,47,305,262,47,47,241,241,47,234,47,47,43,4024,47,305,43,30,30,7,6,6,6,6,6,2,2,2,2023-11-02 22:08:00,0
10375,10375,10375,10375,4100,47,310,265,47,47,239,239,47,238,47,47,45,4100,47,310,45,28,28,1,4,4,4,4,4,2,2,2,2023-11-02 22:10:00,0
10285,10285,10285,10285,4057,48,403,261,48,48,241,241,48,236,48,48,142,4057,48,403,142,27,27,5,3,3,3,3,3,2,2,2,2023-11-02 22:12:00,2
10382,10382,10382,10382,4101,47,307,266,47,47,247,247,47,238,47,47,41,4101,47,307,41,28,28,9,4,3,4,4,4,2,2,2,2023-11-02 22:14:00,3
10386,10386,10389,10386,4101,48,315,266,48,48,247,247,48,237,48,48,49,4101,48,315,49,30,30,10,6,6,6,6,6,2,2,2,2023-11-02 22:16:00,0
10342,10342,10339,10342,4077,48,308,263,48,48,250,250,48,237,48,48,45,4077,48,308,45,27,27,12,3,3,3,3,3,2,2,2,2023-11-02 22:18:00,3
10352,10352,10354,10352,4088,48,310,263,48,48,242,242,48,236,48,48,47,4088,48,310,47,28,28,6,4,3,4,4,4,2,2,2,2023-11-02 22:20:00,1
10340,10340,10338,10340,4078,48,304,263,48,48,248,248,48,238,48,48,41,4078,48,304,41,27,27,8,3,3,3,3,3,2,2,2,2023-11-02 22:22:00,6
10319,10319,10321,10319,4065,48,316,267,48,48,245,245,48,236,48,48,49,4065,48,316,49,31,31,9,7,7,7,7,7,2,2,2,2023-11-02 22:24:00,0
10379,10379,10378,10379,4094,48,315,263,48,48,246,246,48,239,48,48,51,4094,48,315,52,27,27,7,3,3,3,3,3,2,2,2,2023-11-02 22:26:00,0
10366,10366,10367,10366,4089,48,320,265,48,48,242,242,48,236,48,48,56,4089,48,320,55,28,28,6,4,4,4,4,4,2,2,2,2023-11-02 22:28:00,0
10349,10349,10347,10349,4078,48,309,262,48,48,249,249,48,238,48,48,47,4078,48,309,47,27,27,11,3,3,3,3,3,2,2,2,2023-11-02 22:30:00,0
10263,10263,10264,10263,4045,48,319,265,48,48,248,248,48,236,48,48,54,4045,48,319,54,31,31,10,7,6,7,7,7,2,2,2,2023-11-02 22:32:00,3
10350,10350,10349,10350,4088,48,309,263,48,48,241,241,48,236,48,48,46,4088,48,309,46,27,27,5,3,3,3,3,3,2,2,2,2023-11-02 22:34:00,0
10384,10384,10384,10384,4101,48,308,264,48,48,251,251,48,238,48,48,44,4101,48,308,44,28,28,12,4,3,4,4,4,2,2,2,2023-11-02 22:36:00,2
10339,10339,10342,10339,4077,48,318,265,48,48,244,244,48,236,48,48,53,4077,48,318,53,30,30,8,6,6,6,6,6,2,2,2,2023-11-02 22:38:00,0
10315,10315,10312,10315,4065,47,306,264,47,47,247,247,47,238,47,47,42,4065,47,306,42,28,28,9,4,4,4,4,4,2,2,2,2023-11-02 22:40:00,0
10393,10393,10393,10393,4096,48,323,264,48,48,253,253,48,237,48,48,59,4096,48,323,59,27,27,16,3,3,3,3,3,2,2,2,2023-11-02 22:42:00,0
10321,10321,10322,10321,4068,48,307,261,48,48,244,244,48,238,48,48,46,4068,48,307,46,27,27,6,3,3,3,3,3,2,2,2,2023-11-02 22:44:00,0
10364,10364,10363,10364,4090,47,318,268,47,47,240,240,47,236,47,47,50,4090,47,318,50,31,31,4,7,7,7,7,7,2,2,2,2023-11-02 22:46:00,0
10344,10344,10344,10344,4076,47,319,263,47,47,247,247,47,238,47,47,56,4076,47,319,56,27,27,9,3,3,3,3,3,2,2,2,2023-11-02 22:48:00,0
10356,10356,10358,10356,4078,48,317,264,48,48,247,247,48,236,48,48,53,4078,48,317,53,28,28,11,4,3,4,4,4,2,2,2,2023-11-02 22:50:00,1
10312,10312,10312,10312,4066,48,307,261,48,48,241,241,48,236,48,48,46,4066,48,307,46,27,27,5,3,3,3,3,3,2,2,2,2023-11-02 22:52:00,2
10343,10343,10341,10343,4073,48,322,268,48,48,248,248,48,239,48,48,54,4073,48,322,54,31,31,9,7,6,7,7,7,2,2,2,2023-11-02 22:54:00,1
10279,10279,10281,10279,4056,47,316,260,47,47,238,238,47,234,47,47,56,4056,47,316,56,26,26,4,3,3,3,3,3,2,2,2,2023-11-02 22:56:00,0
10336,10336,10335,10336,4071,48,307,264,48,48,247,247,48,238,48,48,43,4071,48,307,43,28,28,9,4,4,4,4,4,2,2,2,2023-11-02 22:58:00,0
10368,10368,10367,10368,4086,48,320,263,48,48,245,245,48,236,48,48,57,4086,48,320,57,27,27,9,3,3,3,3,3,2,2,2,2023-11-02 23:00:00,0
10326,10326,10328,10328,4072,48,317,266,48,48,247,247,48,237,48,48,51,4072,48,317,51,31,31,10,7,7,7,7,7,2,2,2,2023-11-02 23:02:00,0
10340,10340,10339,10340,4079,48,307,263,48,48,243,243,48,237,48,48,44,4079,48,307,44,27,27,6,3,3,3,3,3,2,2,2,2023-11-02 23:04:00,0
10363,10363,10363,10363,4094,48,306,264,48,48,244,244,48,236,48,48,42,4094,48,306,42,28,28,7,4,3,4,4,4,2,2,2,2023-11-02 23:06:00,2
10380,10380,10379,10380,4094,48,316,268,48,48,248,248,48,238,48,48,48,4094,48,316,48,31,31,10,6,6,6,6,6,2,2,2,2023-11-02 23:08:00,0
10402,10402,10404,10402,4102,48,326,264,48,48,247,247,48,238,48,48,62,4102,48,326,62,27,27,9,3,3,3,3,3,2,2,2,2023-11-02 23:10:00,2
10335,10335,10334,10335,4068,48,367,264,48,48,249,249,48,236,48,48,103,4068,48,367,52,29,29,13,4,3,4,5,5,2,2,2,2023-11-02 23:12:00,53
10322,10322,10321,10322,4068,48,311,262,48,48,244,244,48,236,48,48,49,4068,48,311,49,27,27,8,3,3,3,3,3,2,2,2,2023-11-02 23:14:00,0
